"","Municipal","County","State","Region","Five_Year_Range","Civilian_Pop","Vet_Pop","Percent_Vet","Margin_Error_Percent"
"332","Freetown","Bristol County","MA","Freetown","2007-2011",6879,741,10.8,2
"333","Freetown","Bristol County","MA","Freetown","2008-2012",6812,734,10.8,1.8
"334","Gardner","Worcester County","MA","Gardner","2006-2010",16111,1982,12.3,1.8
"335","Gardner","Worcester County","MA","Gardner","2007-2011",16048,2068,12.9,1.8
"336","Gardner","Worcester County","MA","Gardner","2008-2012",16070,1923,12,1.4
"337","Georgetown","Essex County","MA","Georgetown","2006-2010",5682,545,9.6,1.9
"338","Georgetown","Essex County","MA","Georgetown","2007-2011",5825,508,8.7,1.5
"339","Georgetown","Essex County","MA","Georgetown","2008-2012",5921,487,8.2,1.6
"340","Gill","Franklin County","MA","Gill","2006-2010",1154,157,13.6,3.5
"341","Gill","Franklin County","MA","Gill","2007-2011",1181,142,12,3.3
"342","Gill","Franklin County","MA","Gill","2008-2012",1316,132,10,3.1
"343","Gloucester","Essex County","MA","Gloucester","2006-2010",23520,2340,9.9,1.1
"344","Gloucester","Essex County","MA","Gloucester","2007-2011",23527,2230,9.5,1.1
"345","Gloucester","Essex County","MA","Gloucester","2008-2012",23567,2156,9.1,1
"346","Goshen","Hampshire County","MA","Goshen","2006-2010",832,67,8.1,3.7
"347","Goshen","Hampshire County","MA","Goshen","2007-2011",880,64,7.3,2.9
"348","Goshen","Hampshire County","MA","Goshen","2008-2012",868,66,7.6,3
"349","Gosnold","Dukes County","MA","Gosnold","2006-2010",191,37,19.4,8.5
"350","Gosnold","Dukes County","MA","Gosnold","2007-2011",178,22,12.4,8.5
"351","Gosnold","Dukes County","MA","Gosnold","2008-2012",165,13,7.9,8.5
"352","Grafton","Worcester County","MA","Grafton","2006-2010",12390,812,6.6,1.4
"353","Grafton","Worcester County","MA","Grafton","2007-2011",12710,855,6.7,1.5
"354","Grafton","Worcester County","MA","Grafton","2008-2012",12896,908,7,1.2
"355","Granby","Hampshire County","MA","Granby","2006-2010",4859,574,11.8,2.7
"356","Granby","Hampshire County","MA","Granby","2007-2011",4807,501,10.4,2.8
"357","Granby","Hampshire County","MA","Granby","2008-2012",4895,489,10,2.4
"358","Granville","Hampden County","MA","Granville","2006-2010",1184,145,12.2,2.6
"359","Granville","Hampden County","MA","Granville","2007-2011",1141,154,13.5,3.1
"360","Granville","Hampden County","MA","Granville","2008-2012",1149,146,12.7,3.2
"361","Great Barrington","Berkshire County","MA","Great Barrington","2006-2010",5820,621,10.7,2.6
"362","Great Barrington","Berkshire County","MA","Great Barrington","2007-2011",5975,503,8.4,2
"363","Great Barrington","Berkshire County","MA","Great Barrington","2008-2012",6011,389,6.5,2.2
"364","Greenfield","Franklin County","MA","Greenfield","2006-2010",13925,1519,10.9,1.4
"365","Greenfield","Franklin County","MA","Greenfield","2007-2011",14022,1445,10.3,1.5
"366","Greenfield","Franklin County","MA","Greenfield","2008-2012",14081,1373,9.8,1.4
"367","Groton","Middlesex County","MA","Groton","2006-2010",7153,544,7.6,2.1
"368","Groton","Middlesex County","MA","Groton","2007-2011",7383,612,8.3,2.3
"369","Groton","Middlesex County","MA","Groton","2008-2012",7724,560,7.3,2.2
"370","Groveland","Essex County","MA","Groveland","2006-2010",4526,428,9.5,3
"371","Groveland","Essex County","MA","Groveland","2007-2011",4736,409,8.6,2.3
"372","Groveland","Essex County","MA","Groveland","2008-2012",4951,452,9.1,2.4
"373","Hadley","Hampshire County","MA","Hadley","2006-2010",4230,482,11.4,2.6
"374","Hadley","Hampshire County","MA","Hadley","2007-2011",4269,490,11.5,3
"375","Hadley","Hampshire County","MA","Hadley","2008-2012",4347,508,11.7,2.9
"376","Halifax","Plymouth County","MA","Halifax","2006-2010",5875,470,8,2.2
"377","Halifax","Plymouth County","MA","Halifax","2007-2011",5840,375,6.4,1.9
"378","Halifax","Plymouth County","MA","Halifax","2008-2012",5804,458,7.9,2.3
"379","Hamilton","Essex County","MA","Hamilton","2006-2010",5766,614,10.6,2.4
"380","Hamilton","Essex County","MA","Hamilton","2007-2011",5677,539,9.5,2.4
"381","Hamilton","Essex County","MA","Hamilton","2008-2012",5614,481,8.6,2.1
"382","Hampden","Hampden County","MA","Hampden","2006-2010",4129,458,11.1,2.7
"383","Hampden","Hampden County","MA","Hampden","2007-2011",4143,491,11.9,2.3
"384","Hampden","Hampden County","MA","Hampden","2008-2012",4146,509,12.3,2.4
"385",NA,"Hampden County","MA","Hampden County","2006-2010",350495,35687,10.2,0.3
"386",NA,"Hampden County","MA","Hampden County","2007-2011",351911,34380,9.8,0.3
"387",NA,"Hampden County","MA","Hampden County","2008-2012",354185,34026,9.6,0.3
"388",NA,"Hampshire County","MA","Hampshire County","2006-2010",129806,10935,8.4,0.4
"389",NA,"Hampshire County","MA","Hampshire County","2007-2011",130645,10582,8.1,0.4
"390",NA,"Hampshire County","MA","Hampshire County","2008-2012",132281,10339,7.8,0.5
"391","Hancock","Berkshire County","MA","Hancock","2006-2010",503,76,15.1,5.2
"392","Hancock","Berkshire County","MA","Hancock","2007-2011",510,83,16.3,5.1
"393","Hancock","Berkshire County","MA","Hancock","2008-2012",509,65,12.8,4.5
"394","Hanover","Plymouth County","MA","Hanover","2006-2010",9912,1147,11.6,1.7
"395","Hanover","Plymouth County","MA","Hanover","2007-2011",10073,1134,11.3,1.8
"396","Hanover","Plymouth County","MA","Hanover","2008-2012",10168,966,9.5,1.9
"397","Hanson","Plymouth County","MA","Hanson","2006-2010",7319,921,12.6,2
"398","Hanson","Plymouth County","MA","Hanson","2007-2011",7478,803,10.7,2.1
"399","Hanson","Plymouth County","MA","Hanson","2008-2012",7515,708,9.4,1.6
"400","Hardwick","Worcester County","MA","Hardwick","2006-2010",2272,302,13.3,3.6
"401","Hardwick","Worcester County","MA","Hardwick","2007-2011",2270,343,15.1,4.2
"402","Hardwick","Worcester County","MA","Hardwick","2008-2012",2330,343,14.7,3.6
"403","Harvard","Worcester County","MA","Harvard","2006-2010",4885,482,9.9,2.2
"404","Harvard","Worcester County","MA","Harvard","2007-2011",4850,511,10.5,2.2
"405","Harvard","Worcester County","MA","Harvard","2008-2012",5039,533,10.6,2.5
"406","Harwich","Barnstable County","MA","Harwich","2006-2010",10187,1526,15,1.9
"407","Harwich","Barnstable County","MA","Harwich","2007-2011",10142,1458,14.4,2.1
"408","Harwich","Barnstable County","MA","Harwich","2008-2012",10309,1394,13.5,1.8
"409","Hatfield","Hampshire County","MA","Hatfield","2006-2010",2718,289,10.6,3.3
"410","Hatfield","Hampshire County","MA","Hatfield","2007-2011",2679,342,12.8,3.3
"411","Hatfield","Hampshire County","MA","Hatfield","2008-2012",2612,308,11.8,3.6
"412","Haverhill","Essex County","MA","Haverhill","2006-2010",45431,4099,9,0.8
"413","Haverhill","Essex County","MA","Haverhill","2007-2011",46159,3935,8.5,0.7
"414","Haverhill","Essex County","MA","Haverhill","2008-2012",46781,3757,8,0.8
"415","Hawley","Franklin County","MA","Hawley","2006-2010",306,52,17,5.1
"416","Hawley","Franklin County","MA","Hawley","2007-2011",324,52,16,5.2
"417","Hawley","Franklin County","MA","Hawley","2008-2012",323,53,16.4,4.9
"418","Heath","Franklin County","MA","Heath","2006-2010",369,42,11.4,5.2
"419","Heath","Franklin County","MA","Heath","2007-2011",417,48,11.5,5
"420","Heath","Franklin County","MA","Heath","2008-2012",459,50,10.9,4.4
"421","Hingham","Plymouth County","MA","Hingham","2006-2010",15946,1732,10.9,1.3
"422","Hingham","Plymouth County","MA","Hingham","2007-2011",16093,1807,11.2,1.6
"423","Hingham","Plymouth County","MA","Hingham","2008-2012",16376,1729,10.6,1.4
"424","Hinsdale","Berkshire County","MA","Hinsdale","2006-2010",1744,282,16.2,3.7
"425","Hinsdale","Berkshire County","MA","Hinsdale","2007-2011",1707,246,14.4,3.7
"426","Hinsdale","Berkshire County","MA","Hinsdale","2008-2012",1758,248,14.1,3.8
"427","Holbrook","Norfolk County","MA","Holbrook","2006-2010",8366,776,9.3,2.2
"428","Holbrook","Norfolk County","MA","Holbrook","2007-2011",8374,840,10,2.3
"429","Holbrook","Norfolk County","MA","Holbrook","2008-2012",8472,768,9.1,2.1
"430","Holden","Worcester County","MA","Holden","2006-2010",12768,1402,11,1.2
"431","Holden","Worcester County","MA","Holden","2007-2011",12836,1300,10.1,1.4
"432","Holden","Worcester County","MA","Holden","2008-2012",13178,1143,8.7,1.2
"433","Holland","Hampden County","MA","Holland","2006-2010",2055,303,14.7,3.1
"434","Holland","Hampden County","MA","Holland","2007-2011",2019,295,14.6,3.5
"435","Holland","Hampden County","MA","Holland","2008-2012",1994,281,14.1,3.3
"436","Holliston","Middlesex County","MA","Holliston","2006-2010",9806,899,9.2,1.7
"437","Holliston","Middlesex County","MA","Holliston","2007-2011",9972,935,9.4,1.8
"438","Holliston","Middlesex County","MA","Holliston","2008-2012",9908,895,9,1.4
"439","Holyoke","Hampden County","MA","Holyoke","2006-2010",29244,2931,10,1.1
"440","Holyoke","Hampden County","MA","Holyoke","2007-2011",29435,2700,9.2,1.4
"441","Holyoke","Hampden County","MA","Holyoke","2008-2012",29786,2620,8.8,1.2
"442","Hopedale","Worcester County","MA","Hopedale","2006-2010",4556,375,8.2,2.7
"443","Hopedale","Worcester County","MA","Hopedale","2007-2011",4474,299,6.7,2.4
"444","Hopedale","Worcester County","MA","Hopedale","2008-2012",4369,279,6.4,2.4
"445","Hopkinton","Middlesex County","MA","Hopkinton","2006-2010",9589,794,8.3,1.2
"446","Hopkinton","Middlesex County","MA","Hopkinton","2007-2011",9912,844,8.5,1.7
"447","Hopkinton","Middlesex County","MA","Hopkinton","2008-2012",10075,791,7.9,1.5
"448","Hubbardston","Worcester County","MA","Hubbardston","2006-2010",3191,433,13.6,4.6
"449","Hubbardston","Worcester County","MA","Hubbardston","2007-2011",3229,424,13.1,3.4
"450","Hubbardston","Worcester County","MA","Hubbardston","2008-2012",3302,381,11.5,3.4
"451","Hudson","Middlesex County","MA","Hudson","2006-2010",14398,1217,8.5,1.2
"452","Hudson","Middlesex County","MA","Hudson","2007-2011",14587,1224,8.4,1.3
"453","Hudson","Middlesex County","MA","Hudson","2008-2012",14831,1114,7.5,1.2
"454","Hull","Plymouth County","MA","Hull","2006-2010",8449,974,11.5,2
"455","Hull","Plymouth County","MA","Hull","2007-2011",8588,924,10.8,2.1
"456","Hull","Plymouth County","MA","Hull","2008-2012",8652,876,10.1,1.6
"457","Huntington","Hampshire County","MA","Huntington","2006-2010",1619,200,12.4,3.1
"458","Huntington","Hampshire County","MA","Huntington","2007-2011",1681,221,13.1,3.3
"459","Huntington","Hampshire County","MA","Huntington","2008-2012",1647,202,12.3,3.4
"460","Ipswich","Essex County","MA","Ipswich","2006-2010",10354,1015,9.8,1.8
"461","Ipswich","Essex County","MA","Ipswich","2007-2011",10303,926,9,1.6
"462","Ipswich","Essex County","MA","Ipswich","2008-2012",10487,976,9.3,1.4
"463","Kingston","Plymouth County","MA","Kingston","2006-2010",9274,1150,12.4,2.5
"464","Kingston","Plymouth County","MA","Kingston","2007-2011",9457,1117,11.8,2.5
"465","Kingston","Plymouth County","MA","Kingston","2008-2012",9541,1056,11.1,2.6
"466","Lakeville","Plymouth County","MA","Lakeville","2006-2010",7578,791,10.4,2.3
"467","Lakeville","Plymouth County","MA","Lakeville","2007-2011",7636,769,10.1,2
"468","Lakeville","Plymouth County","MA","Lakeville","2008-2012",8004,820,10.2,2
"469","Lancaster","Worcester County","MA","Lancaster","2006-2010",6039,521,8.6,2.1
"470","Lancaster","Worcester County","MA","Lancaster","2007-2011",6218,490,7.9,2.2
"471","Lancaster","Worcester County","MA","Lancaster","2008-2012",6287,610,9.7,2.3
"472","Lanesborough","Berkshire County","MA","Lanesborough","2006-2010",2442,324,13.3,4.8
"473","Lanesborough","Berkshire County","MA","Lanesborough","2007-2011",2408,328,13.6,4.8
"474","Lanesborough","Berkshire County","MA","Lanesborough","2008-2012",2389,298,12.5,4.7
"475","Lawrence","Essex County","MA","Lawrence","2006-2010",52957,2075,3.9,0.5
"476","Lawrence","Essex County","MA","Lawrence","2007-2011",53957,2126,3.9,0.6
"477","Lawrence","Essex County","MA","Lawrence","2008-2012",54274,1964,3.6,0.5
"478","Lee","Berkshire County","MA","Lee","2006-2010",4759,550,11.6,2.8
"479","Lee","Berkshire County","MA","Lee","2007-2011",4897,580,11.8,3.3
"480","Lee","Berkshire County","MA","Lee","2008-2012",4828,560,11.6,3.1
"481","Leicester","Worcester County","MA","Leicester","2006-2010",8526,1070,12.5,2
"482","Leicester","Worcester County","MA","Leicester","2007-2011",8540,999,11.7,1.8
"483","Leicester","Worcester County","MA","Leicester","2008-2012",8935,1033,11.6,2.1
"484","Lenox","Berkshire County","MA","Lenox","2006-2010",3740,432,11.6,3.7
"485","Lenox","Berkshire County","MA","Lenox","2007-2011",3725,386,10.4,3.2
"486","Lenox","Berkshire County","MA","Lenox","2008-2012",3735,392,10.5,2.8
"487","Leominster","Worcester County","MA","Leominster","2006-2010",31101,3393,10.9,1.2
"488","Leominster","Worcester County","MA","Leominster","2007-2011",31482,3404,10.8,1
"489","Leominster","Worcester County","MA","Leominster","2008-2012",32209,3157,9.8,1.1
"490","Leverett","Franklin County","MA","Leverett","2006-2010",1504,102,6.8,2.1
"491","Leverett","Franklin County","MA","Leverett","2007-2011",1405,117,8.3,1.9
"492","Leverett","Franklin County","MA","Leverett","2008-2012",1461,130,8.9,1.9
"493","Lexington","Middlesex County","MA","Lexington","2006-2010",22824,1741,7.6,0.9
"494","Lexington","Middlesex County","MA","Lexington","2007-2011",23005,1573,6.8,0.9
"495","Lexington","Middlesex County","MA","Lexington","2008-2012",23311,1508,6.5,0.9
"496","Leyden","Franklin County","MA","Leyden","2006-2010",552,62,11.2,4.4
"497","Leyden","Franklin County","MA","Leyden","2007-2011",531,76,14.3,4.5
"498","Leyden","Franklin County","MA","Leyden","2008-2012",588,74,12.6,4.2
"499","Lincoln","Middlesex County","MA","Lincoln","2006-2010",3990,346,8.7,2.6
"500","Lincoln","Middlesex County","MA","Lincoln","2007-2011",3987,391,9.8,2.7
"501","Lincoln","Middlesex County","MA","Lincoln","2008-2012",4057,441,10.9,2.8
"502","Littleton","Middlesex County","MA","Littleton","2006-2010",6454,572,8.9,2.1
"503","Littleton","Middlesex County","MA","Littleton","2007-2011",6464,528,8.2,2.2
"504","Littleton","Middlesex County","MA","Littleton","2008-2012",6654,396,6,1.5
"505","Longmeadow","Hampden County","MA","Longmeadow","2006-2010",11608,1129,9.7,1.6
"506","Longmeadow","Hampden County","MA","Longmeadow","2007-2011",11615,1064,9.2,1.4
"507","Longmeadow","Hampden County","MA","Longmeadow","2008-2012",11953,1052,8.8,1.6
"508","Lowell","Middlesex County","MA","Lowell","2006-2010",79643,5556,7,0.6
"509","Lowell","Middlesex County","MA","Lowell","2007-2011",81600,5411,6.6,0.6
"510","Lowell","Middlesex County","MA","Lowell","2008-2012",82700,5238,6.3,0.5
"511","Ludlow","Hampden County","MA","Ludlow","2006-2010",17092,1605,9.4,1.2
"512","Ludlow","Hampden County","MA","Ludlow","2007-2011",17148,1508,8.8,1.3
"513","Ludlow","Hampden County","MA","Ludlow","2008-2012",17249,1393,8.1,1.3
"514","Lunenburg","Worcester County","MA","Lunenburg","2006-2010",7582,801,10.6,2.2
"515","Lunenburg","Worcester County","MA","Lunenburg","2007-2011",7676,759,9.9,1.9
"516","Lunenburg","Worcester County","MA","Lunenburg","2008-2012",8038,815,10.1,2.4
"517","Lynn","Essex County","MA","Lynn","2006-2010",67834,4650,6.9,0.6
"518","Lynn","Essex County","MA","Lynn","2007-2011",67872,4385,6.5,0.5
"519","Lynn","Essex County","MA","Lynn","2008-2012",67830,4223,6.2,0.5
"520","Lynnfield","Essex County","MA","Lynnfield","2006-2010",8704,835,9.6,1.7
"521","Lynnfield","Essex County","MA","Lynnfield","2007-2011",8661,726,8.4,1.9
"522","Lynnfield","Essex County","MA","Lynnfield","2008-2012",8873,665,7.5,1.8
"523","Malden","Middlesex County","MA","Malden","2006-2010",46819,2910,6.2,0.7
"524","Malden","Middlesex County","MA","Malden","2007-2011",47266,2812,5.9,0.7
"525","Malden","Middlesex County","MA","Malden","2008-2012",47625,2517,5.3,0.6
"526","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2006-2010",3854,381,9.9,2.8
"527","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2007-2011",3848,286,7.4,2.5
"528","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2008-2012",3877,290,7.5,2.4
"529","Mansfield","Bristol County","MA","Mansfield","2006-2010",16123,1153,7.2,1.3
"530","Mansfield","Bristol County","MA","Mansfield","2007-2011",16113,1126,7,1.3
"531","Mansfield","Bristol County","MA","Mansfield","2008-2012",16507,1096,6.6,1.3
"532","Marblehead","Essex County","MA","Marblehead","2006-2010",14792,1390,9.4,1.2
"533","Marblehead","Essex County","MA","Marblehead","2007-2011",14680,1386,9.4,1.4
"534","Marblehead","Essex County","MA","Marblehead","2008-2012",14706,1239,8.4,1.1
"535","Marion","Plymouth County","MA","Marion","2006-2010",3927,486,12.4,3
"536","Marion","Plymouth County","MA","Marion","2007-2011",3968,472,11.9,3.2
"537","Marion","Plymouth County","MA","Marion","2008-2012",3929,391,10,3.2
"538","Marlborough","Middlesex County","MA","Marlborough","2006-2010",29731,2577,8.7,1
"539","Marlborough","Middlesex County","MA","Marlborough","2007-2011",30154,2538,8.4,1.1
"540","Marlborough","Middlesex County","MA","Marlborough","2008-2012",30602,2536,8.3,1
"541","Marshfield","Plymouth County","MA","Marshfield","2006-2010",18758,1797,9.6,1.1
"542","Marshfield","Plymouth County","MA","Marshfield","2007-2011",18738,1756,9.4,1.2
"543","Marshfield","Plymouth County","MA","Marshfield","2008-2012",18972,1835,9.7,1.3
"544","Mashpee","Barnstable County","MA","Mashpee","2006-2010",11162,1722,15.4,2.2
"545","Mashpee","Barnstable County","MA","Mashpee","2007-2011",11088,1698,15.3,2.1
"546","Mashpee","Barnstable County","MA","Mashpee","2008-2012",11107,1472,13.3,1.8
"547","Mattapoisett","Plymouth County","MA","Mattapoisett","2006-2010",4886,595,12.2,2.6
"548","Mattapoisett","Plymouth County","MA","Mattapoisett","2007-2011",4792,602,12.6,2.6
"549","Mattapoisett","Plymouth County","MA","Mattapoisett","2008-2012",4707,568,12.1,2.7
"550","Maynard","Middlesex County","MA","Maynard","2006-2010",7659,648,8.5,2
"551","Maynard","Middlesex County","MA","Maynard","2007-2011",7783,626,8,2
"552","Maynard","Middlesex County","MA","Maynard","2008-2012",7968,681,8.5,2.2
"553","Medfield","Norfolk County","MA","Medfield","2006-2010",8164,565,6.9,1.4
"554","Medfield","Norfolk County","MA","Medfield","2007-2011",8418,569,6.8,1.4
"555","Medfield","Norfolk County","MA","Medfield","2008-2012",8462,635,7.5,1.9
"556","Medford","Middlesex County","MA","Medford","2006-2010",46576,3557,7.6,0.8
"557","Medford","Middlesex County","MA","Medford","2007-2011",46891,3578,7.6,0.7
"558","Medford","Middlesex County","MA","Medford","2008-2012",47695,3126,6.6,0.6
