"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"Lenox",2005,7265695,0,1941795,116957,307117,9631564,9119135,0,2437137,146792,385461,12088525,75.44,0,20.16,1.21,3.19
"Lenox",2006,7716991,0,1956461,123467,310046,10106965,9382881,0,2378808,150120,376977,12288786,76.35,0,19.36,1.22,3.07
"Lenox",2007,8263664,0,2092242,141690,322346,10819942,9769315,0,2473451,167506,381078,12791350,76.37,0,19.34,1.31,2.98
"Lenox",2008,8928254,0,2122771,99991,341098,11492114,10164715,0,2416750,113839,388336,13083640,77.69,0,18.47,0.87,2.97
"Lenox",2009,9387352,0,2251332,101898,376410,12116992,10725552,0,2572267,116424,430069,13844312,77.47,0,18.58,0.84,3.11
"Lenox",2010,9621553,0,2352909,107085,413252,12494799,10815731,0,2644940,120376,464543,14045590,77,0,18.83,0.86,3.31
"Lenox",2011,9942414,0,2372773,107193,431160,12853540,10834424,0,2585653,116810,469843,14006729,77.35,0,18.46,0.83,3.35
"Lenox",2012,10282586,0,2401599,112543,432551,13229279,10977933,0,2564004,120154,461802,14123892,77.73,0,18.15,0.85,3.27
"Lenox",2013,10606660,0,2513161,102769,444748,13667338,11160448,0,2644377,108135,467969,14380928,77.61,0,18.39,0.75,3.25
"Lenox",2014,10847805,0,2596796,103944,465184,14013729,11231980,0,2688761,107625,481658,14510025,77.41,0,18.53,0.74,3.32
"Lenox",2015,11008792,0,2694730,97705,474385,14275612,11385154,0,2786856,101045,490603,14763658,77.12,0,18.88,0.68,3.32
"Lenox",2016,11142699,0,2752178,110147,464567,14469591,13005749,0,3212340,128563,542242,16888895,77.01,0,19.02,0.76,3.21
"Lenox",2017,11453269,0,2798339,111564,458874,14822046,11453269,0,2798339,111564,458874,14822046,77.27,0,18.88,0.75,3.1
"Leominster",2003,26451612,12327,3647987,2515233,665162,33292321,35238147,16422,4859753,3350728,886111,44351162,79.45,0.04,10.96,7.55,2
"Leominster",2004,29141764,12068,3821071,2479845,725475,36180223,37814871,15660,4958290,3217891,941389,46948101,80.55,0.03,10.56,6.85,2.01
"Leominster",2005,31571732,10738,3641103,2386695,677332,38287600,39625514,13477,4569929,2995528,850116,48054565,82.46,0.03,9.51,6.23,1.77
"Leominster",2006,32818082,7597,4345626,2610213,746104,40527622,39902620,9237,5283729,3173688,907168,49276442,80.98,0.02,10.72,6.44,1.84
"Leominster",2007,34446201,8650,4612283,2631710,746002,42444846,40722347,10226,5452647,3111211,881925,50178356,81.16,0.02,10.87,6.2,1.76
"Leominster",2008,35744631,8174,5016937,2710667,888207,44368616,40694853,9306,5711725,3086063,1011213,50513161,80.56,0.02,11.31,6.11,2
"Leominster",2009,36920505,6060,5766173,2981457,1014372,46688567,42183652,6924,6588161,3406474,1158974,53344186,79.08,0.01,12.35,6.39,2.17
"Leominster",2010,37967120,6229,6083813,3150458,1305136,48512756,42679406,7002,6838905,3541477,1467123,54533912,78.26,0.01,12.54,6.49,2.69
"Leominster",2011,39508920,6520,6222947,3095727,1857004,50691118,43053568,7105,6781255,3373468,2023610,55239006,77.94,0.01,12.28,6.11,3.66
"Leominster",2012,41204738,6238,6481750,3235490,2224457,53152673,43991156,6660,6920070,3454286,2374883,56747054,77.52,0.01,12.19,6.09,4.19
"Leominster",2013,43063224,6701,6897052,3399180,1816760,55182917,45311613,7051,7257156,3576656,1911615,58064092,78.04,0.01,12.5,6.16,3.29
"Leominster",2014,45031638,7292,7229417,3291458,2273147,57832952,46626432,7550,7485447,3408025,2353650,59881105,77.87,0.01,12.5,5.69,3.93
"Leominster",2015,46989866,6858,7525117,3415178,2069283,60006302,48596328,7092,7782381,3531934,2140026,62057763,78.31,0.01,12.54,5.69,3.45
"Leominster",2016,49135548,6908,7628560,3498511,2573419,62842946,57350972,8063,8904049,4083459,3003693,73350236,78.19,0.01,12.14,5.57,4.1
"Leominster",2017,51529161,6677,7687441,3596091,2951112,65770482,51529161,6677,7687441,3596091,2951112,65770482,78.35,0.01,11.69,5.47,4.49
"Leverett",2003,2928126,0,34739,10445,69889,3043199,3900773,0,46278,13915,93104,4054070,96.22,0,1.14,0.34,2.3
"Leverett",2004,3019133,0,33380,10594,71936,3135043,3917681,0,43314,13747,93345,4068088,96.3,0,1.06,0.34,2.29
"Leverett",2005,3158262,0,29463,10291,62736,3260752,3963918,0,36979,12916,78740,4092553,96.86,0,0.9,0.32,1.92
"Leverett",2006,3229216,0,25492,10020,50164,3314892,3926317,0,30995,12183,60993,4030488,97.42,0,0.77,0.3,1.51
"Leverett",2007,3512893,0,27788,10725,50642,3602048,4152947,0,32851,12679,59869,4258346,97.52,0,0.77,0.3,1.41
"Leverett",2008,3695094,0,29000,11133,52865,3788092,4206822,0,33016,12675,60186,4312699,97.54,0,0.77,0.29,1.4
"Leverett",2009,3871877,0,34384,11977,63864,3982102,4423827,0,39286,13684,72968,4549765,97.23,0,0.86,0.3,1.6
"Leverett",2010,4008112,0,31476,12544,71414,4123546,4505578,0,35383,14101,80278,4635340,97.2,0,0.76,0.3,1.73
"Leverett",2011,4139097,0,31075,13271,75040,4258483,4510447,0,33863,14462,81772,4640544,97.2,0,0.73,0.31,1.76
"Leverett",2012,4274481,0,31420,13681,123213,4442795,4563537,0,33545,14606,131545,4743233,96.21,0,0.71,0.31,2.77
"Leverett",2013,4509635,0,34752,14366,126972,4685725,4745089,0,36566,15116,133601,4930373,96.24,0,0.74,0.31,2.71
"Leverett",2014,4655628,0,36354,14782,127919,4834683,4820507,0,37641,15306,132449,5005903,96.3,0,0.75,0.31,2.65
"Leverett",2015,4792820,0,37277,15097,126871,4972065,4956674,0,38551,15613,131208,5142047,96.39,0,0.75,0.3,2.55
"Leverett",2016,4948562,0,36220,15499,134293,5134574,5775958,0,42276,18090,156747,5993071,96.38,0,0.71,0.3,2.62
"Leverett",2017,5093056,0,39862,15909,171377,5320204,5093056,0,39862,15909,171377,5320204,95.73,0,0.75,0.3,3.22
"Lexington",2003,56788165,0,14158263,2685603,2163888,75795919,75651712,0,18861269,3577690,2882675,100973346,74.92,0,18.68,3.54,2.85
"Lexington",2004,63012732,0,13820678,2679033,2596598,82109041,81766442,0,17933958,3476361,3369392,106546152,76.74,0,16.83,3.26,3.16
"Lexington",2005,71162480,0,14723720,2702713,2567510,91156423,89315653,0,18479663,3392161,3222468,114409946,78.07,0,16.15,2.96,2.82
"Lexington",2006,75806588,0,13629890,2566585,2737597,94740660,92171185,0,16572215,3120641,3328570,115192612,80.01,0,14.39,2.71,2.89
"Lexington",2007,80914047,0,14591656,2687329,2881758,101074790,95656699,0,17250276,3176964,3406818,119490757,80.05,0,14.44,2.66,2.85
"Lexington",2008,86952013,0,16086595,3613736,3554315,110206659,98993871,0,18314404,4114197,4046547,125469019,78.9,0,14.6,3.28,3.23
"Lexington",2009,90677855,0,17299428,4078771,4282111,116338165,103604301,0,19765522,4660214,4892541,132922577,77.94,0,14.87,3.51,3.68
"Lexington",2010,95584766,0,16619899,4685221,4777575,121667461,107448260,0,18682676,5266727,5370543,136768207,78.56,0,13.66,3.85,3.93
"Lexington",2011,100137395,0,16975260,5822207,5020862,127955724,109121487,0,18498241,6344562,5471322,139435612,78.26,0,13.27,4.55,3.92
"Lexington",2012,104414313,0,17960001,6687542,5275692,134337548,111475197,0,19174523,7139778,5632454,143421953,77.73,0,13.37,4.98,3.93
"Lexington",2013,109386622,0,18507638,8184575,5507028,141585863,115097845,0,19473947,8611903,5794557,148978252,77.26,0,13.07,5.78,3.89
"Lexington",2014,114954226,0,19501784,8770038,5544089,148770137,119025327,0,20192439,9080629,5740433,154038828,77.27,0,13.11,5.9,3.73
"Lexington",2015,121811227,0,19288714,9297117,5238813,155635871,125975639,0,19948145,9614961,5417915,160956660,78.27,0,12.39,5.97,3.37
"Lexington",2016,129393989,0,18876708,9567728,5236422,163074847,151028559,0,22032878,11167444,6111948,190340829,79.35,0,11.58,5.87,3.21
"Lexington",2017,135642348,0,19311869,9737444,5504341,170196002,135642348,0,19311869,9737444,5504341,170196002,79.7,0,11.35,5.72,3.23
"Leyden",2003,1003594,0,40881,0,43241,1087716,1336962,0,54461,0,57605,1449027,92.27,0,3.76,0,3.98
"Leyden",2004,1010989,0,42118,0,40150,1093257,1311877,0,54653,0,52099,1418630,92.47,0,3.85,0,3.67
"Leyden",2005,1111042,0,23818,0,32818,1167678,1394463,0,29894,0,41190,1465546,95.15,0,2.04,0,2.81
"Leyden",2006,1223949,0,23525,0,34843,1282317,1488167,0,28603,0,42365,1559135,95.45,0,1.83,0,2.72
"Leyden",2007,1261259,0,23660,4249,31490,1320658,1491062,0,27971,5023,37228,1561284,95.5,0,1.79,0.32,2.38
"Leyden",2008,1310555,0,22873,4063,37503,1374994,1492052,0,26041,4626,42697,1565415,95.31,0,1.66,0.3,2.73
"Leyden",2009,1302675,0,24157,3943,43104,1373879,1488376,0,27601,4505,49249,1569730,94.82,0,1.76,0.29,3.14
"Leyden",2010,1323380,0,22842,3991,45262,1395475,1487631,0,25677,4486,50880,1568674,94.83,0,1.64,0.29,3.24
"Leyden",2011,1330193,0,23140,3692,44363,1401388,1449535,0,25216,4023,48343,1527117,94.92,0,1.65,0.26,3.17
"Leyden",2012,1367675,0,22621,3748,46090,1440134,1460162,0,24151,4001,49207,1537521,94.97,0,1.57,0.26,3.2
"Leyden",2013,1354838,0,21672,3660,43332,1423502,1425576,0,22804,3851,45594,1497825,95.18,0,1.52,0.26,3.04
"Leyden",2014,1338070,0,25702,3680,40684,1408136,1385458,0,26612,3810,42125,1458005,95.02,0,1.83,0.26,2.89
"Leyden",2015,1368227,0,26103,3750,43079,1441159,1415003,0,26995,3878,44552,1490429,94.94,0,1.81,0.26,2.99
"Leyden",2016,1402668,0,29056,3857,44372,1479953,1637193,0,33914,4502,51791,1727400,94.78,0,1.96,0.26,3
"Leyden",2017,1398790,0,29001,3913,41555,1473259,1398790,0,29001,3913,41555,1473259,94.95,0,1.97,0.27,2.82
"Lincoln",2003,15091427,0,384282,11674,143548,15630931,20104405,0,511930,15552,191231,20823119,96.55,0,2.46,0.07,0.92
"Lincoln",2004,16257277,0,392825,18645,154682,16823429,21095732,0,509737,24194,200718,21830381,96.63,0,2.33,0.11,0.92
"Lincoln",2005,16827429,0,472545,23050,190528,17513552,21120017,0,593089,28930,239131,21981167,96.08,0,2.7,0.13,1.09
"Lincoln",2006,18099792,0,512293,41113,206453,18859651,22007049,0,622883,49988,251021,22930941,95.97,0,2.72,0.22,1.09
"Lincoln",2007,18843965,0,512626,36924,233052,19626567,22277362,0,606027,43652,275514,23202555,96.01,0,2.61,0.19,1.19
"Lincoln",2008,19021180,0,495236,34419,278355,19829190,21655396,0,563821,39186,316904,22575306,95.93,0,2.5,0.17,1.4
"Lincoln",2009,20093056,0,524487,34089,322239,20973871,22957391,0,599254,38949,368175,23963770,95.8,0,2.5,0.16,1.54
"Lincoln",2010,20461835,0,635209,39791,366097,21502932,23001454,0,714048,44730,411535,24171766,95.16,0,2.95,0.19,1.7
"Lincoln",2011,22176608,0,685632,45963,414946,23323149,24166241,0,747145,50087,452174,25415647,95.08,0,2.94,0.2,1.78
"Lincoln",2012,23504500,0,692515,47993,497537,24742545,25093962,0,739345,51238,531182,26415728,95,0,2.8,0.19,2.01
"Lincoln",2013,23533235,0,574342,47607,589686,24744870,24761937,0,604329,50093,620474,26036833,95.1,0,2.32,0.19,2.38
"Lincoln",2014,24436264,0,597978,48329,601289,25683860,25301674,0,619155,50041,622584,26593453,95.14,0,2.33,0.19,2.34
"Lincoln",2015,25416431,0,592527,45033,587121,26641112,26285353,0,612784,46573,607193,27551903,95.4,0,2.22,0.17,2.2
"Lincoln",2016,26630427,0,610192,47306,626136,27914061,31083013,0,712216,55216,730825,32581269,95.4,0,2.19,0.17,2.24
"Lincoln",2017,26794359,0,913318,46985,592887,28347549,26794359,0,913318,46985,592887,28347549,94.52,0,3.22,0.17,2.09
"Littleton",2003,9707593,0,992148,3167763,729297,14596801,12932202,0,1321714,4220011,971550,19445478,66.5,0,6.8,21.7,5
"Littleton",2004,11667470,0,1038449,3240889,452669,16399477,15139917,0,1347510,4205435,587391,21280253,71.15,0,6.33,19.76,2.76
"Littleton",2005,12343338,0,1054336,3139133,411591,16948398,15492058,0,1323292,3939909,516586,21271845,72.83,0,6.22,18.52,2.43
"Littleton",2006,14001739,0,1129283,3336031,464364,18931417,17024337,0,1373065,4056190,564608,23018199,73.96,0,5.97,17.62,2.45
"Littleton",2007,15442118,0,1308941,3202657,442275,20395991,18255693,0,1547432,3786186,522858,24112169,75.71,0,6.42,15.7,2.17
"Littleton",2008,15969676,0,1394571,3285228,453843,21103318,18181293,0,1587703,3740194,516695,24025886,75.67,0,6.61,15.57,2.15
"Littleton",2009,16509406,0,1530393,3882616,659454,22581869,18862880,0,1748556,4436096,753461,25800993,73.11,0,6.78,17.19,2.92
"Littleton",2010,16924928,0,1796882,4259388,750419,23731617,19025564,0,2019902,4788042,843557,26677064,71.32,0,7.57,17.95,3.16
"Littleton",2011,17774750,0,1895765,5014300,1039156,25723971,19369459,0,2065849,5464171,1132387,28031865,69.1,0,7.37,19.49,4.04
"Littleton",2012,18755529,0,1859610,5312952,1087745,27015836,20023848,0,1985364,5672234,1161302,28842747,69.42,0,6.88,19.67,4.03
"Littleton",2013,19545864,0,1909734,5431996,1234855,28122449,20566380,0,2009444,5715608,1299328,29590760,69.5,0,6.79,19.32,4.39
"Littleton",2014,20261385,0,2063537,5763166,1164074,29252162,20978941,0,2136617,5967268,1205300,30288127,69.26,0,7.05,19.7,3.98
"Littleton",2015,21410656,0,2109866,5831479,1075048,30427049,22142631,0,2181997,6030842,1111801,31467271,70.37,0,6.93,19.17,3.53
"Littleton",2016,22657120,0,2536149,5661133,1464740,32319142,26445372,0,2960191,6607670,1709643,37722876,70.1,0,7.85,17.52,4.53
"Littleton",2017,24169639,0,3330757,5858487,1479569,34838452,24169639,0,3330757,5858487,1479569,34838452,69.38,0,9.56,16.82,4.25
"Longmeadow",2003,27595487,0,905214,40692,408060,28949453,36761988,0,1205902,54209,543607,38565706,95.32,0,3.13,0.14,1.41
"Longmeadow",2004,28918947,0,916953,42633,478368,30356901,37525740,0,1189855,55321,620739,39391655,95.26,0,3.02,0.14,1.58
"Longmeadow",2005,29974357,0,844680,39397,423421,31281855,37620657,0,1060153,49447,531433,39261691,95.82,0,2.7,0.13,1.35
"Longmeadow",2006,30925742,0,859751,46764,381014,32213271,37601775,0,1045348,56859,463265,39167247,96,0,2.67,0.15,1.18
"Longmeadow",2007,31467621,0,877812,43486,387775,32776694,37201065,0,1037751,51409,458428,38748653,96.01,0,2.68,0.13,1.18
"Longmeadow",2008,34479437,0,962470,47970,466510,35956387,39254444,0,1095761,54613,531116,40935935,95.89,0,2.68,0.13,1.3
"Longmeadow",2009,35399960,0,1129164,51251,523178,37103553,40446348,0,1290130,58557,597759,42392794,95.41,0,3.04,0.14,1.41
"Longmeadow",2010,36276609,0,1206520,54756,566168,38104053,40779077,0,1356267,61552,636438,42833334,95.2,0,3.17,0.14,1.49
"Longmeadow",2011,37336532,0,1414316,54791,608096,39413735,40686278,0,1541205,59707,662653,42949843,94.73,0,3.59,0.14,1.54
"Longmeadow",2012,39315285,0,1338972,73308,650771,41378336,41973931,0,1429518,78265,694779,44176493,95.01,0,3.24,0.18,1.57
"Longmeadow",2013,41680057,0,1338776,80237,750283,43849353,43856229,0,1408675,84426,789456,46138787,95.05,0,3.05,0.18,1.71
"Longmeadow",2014,42820381,0,1466388,86234,807032,45180035,44336864,0,1518320,89288,835613,46780085,94.78,0,3.25,0.19,1.79
"Longmeadow",2015,43751239,0,1679801,95131,978428,46504599,45246981,0,1737229,98383,1011878,48094471,94.08,0,3.61,0.2,2.1
"Longmeadow",2016,45257917,0,1540050,88578,929950,47816495,52825004,0,1797545,103388,1085437,55811374,94.65,0,3.22,0.19,1.94
"Longmeadow",2017,46701744,0,1548864,86244,936483,49273335,46701744,0,1548864,86244,936483,49273335,94.78,0,3.14,0.18,1.9
"Lowell",2003,44213627,0,10594170,6673027,2698859,64179683,58900240,0,14113277,8889632,3595350,85498499,68.89,0,16.51,10.4,4.21
"Lowell",2004,45077613,0,10744919,6749306,2814294,65386132,58493512,0,13942798,8758020,3651878,84846208,68.94,0,16.43,10.32,4.3
"Lowell",2005,53979232,0,8932502,6190171,1740915,70842820,67749049,0,11211136,7769251,2185013,88914450,76.2,0,12.61,8.74,2.46
"Lowell",2006,59432581,0,9396479,6384477,2066543,77280080,72262472,0,11424925,7762713,2512654,93962764,76.91,0,12.16,8.26,2.67
"Lowell",2007,65690730,0,10469890,6922399,2457643,85540662,77659672,0,12377518,8183670,2905429,101126289,76.79,0,12.24,8.09,2.87
"Lowell",2008,67722639,0,11898836,8362956,2871880,90856311,77101449,0,13546689,9521130,3269602,103438870,74.54,0,13.1,9.2,3.16
"Lowell",2009,69204501,0,13181640,9205523,3829145,95420809,79069845,0,15060729,10517803,4375003,109023379,72.53,0,13.81,9.65,4.01
"Lowell",2010,70331492,0,15011441,10169171,4768254,100280358,79060679,0,16874585,11431317,5360065,112726645,70.13,0,14.97,10.14,4.75
"Lowell",2011,72335831,0,15461676,10980423,5689401,104467331,78825632,0,16848861,11965561,6199841,113839895,69.24,0,14.8,10.51,5.45
"Lowell",2012,73935015,0,16272161,11166970,6210970,107585116,78934776,0,17372545,11922122,6630979,114860422,68.72,0,15.12,10.38,5.77
"Lowell",2013,75130596,0,16487622,10790651,6458014,108866883,79053266,0,17348463,11354045,6795196,114550970,69.01,0,15.14,9.91,5.93
"Lowell",2014,75467458,0,17370812,11118854,6468520,110425644,78140136,0,17985999,11512628,6697602,114336366,68.34,0,15.73,10.07,5.86
"Lowell",2015,80307815,0,17793042,11420840,7935563,117457260,83053332,0,18401340,11811289,8206859,121472821,68.37,0,15.15,9.72,6.76
"Lowell",2016,84426114,0,17116973,9464601,8226357,119234045,98542092,0,19978917,11047075,9601797,139169881,70.81,0,14.36,7.94,6.9
"Lowell",2017,88373671,0,17348429,9990104,8421931,124134135,88373671,0,17348429,9990104,8421931,124134135,71.19,0,13.98,8.05,6.78
"Ludlow",2003,16669595,0,1694980,805898,866601,20037074,22206800,0,2258008,1073596,1154463,26692867,83.19,0,8.46,4.02,4.32
"Ludlow",2004,17727464,0,1838598,809006,906393,21281461,23003473,0,2385797,1049781,1176152,27615202,83.3,0,8.64,3.8,4.26
"Ludlow",2005,18629650,0,1596557,698279,737468,21661954,23381975,0,2003830,876406,925592,27187804,86,0,7.37,3.22,3.4
"Ludlow",2006,20068159,0,1644908,717940,739441,23170448,24400333,0,1999999,872924,899066,28172322,86.61,0,7.1,3.1,3.19
"Ludlow",2007,20587768,0,1659505,726302,725996,23699571,24338888,0,1961869,858635,858273,28017666,86.87,0,7,3.06,3.06
"Ludlow",2008,21589435,0,1757590,716429,779938,24843392,24579325,0,2000996,815646,887950,28283917,86.9,0,7.07,2.88,3.14
"Ludlow",2009,23223112,0,1864825,757590,953444,26798971,26533648,0,2130662,865587,1089361,30619258,86.66,0,6.96,2.83,3.56
"Ludlow",2010,22976604,0,1922522,782476,1015519,26697121,25828343,0,2161136,879593,1141560,30010632,86.06,0,7.2,2.93,3.8
"Ludlow",2011,23975420,0,2121119,802515,1238612,28137666,26126439,0,2311421,874515,1349737,30662111,85.21,0,7.54,2.85,4.4
"Ludlow",2012,25726342,0,2274896,863148,1389841,30254227,27466053,0,2428733,921517,1483827,32300130,85.03,0,7.52,2.85,4.59
"Ludlow",2013,25728286,0,2210521,863732,1739849,30542388,27071595,0,2325935,908829,1830689,32137047,84.24,0,7.24,2.83,5.7
"Ludlow",2014,25824399,0,2233872,873406,2831719,31763396,26738969,0,2312985,904338,2932004,32888296,81.3,0,7.03,2.75,8.92
"Ludlow",2015,26428555,0,2654802,948517,3225674,33257548,27332079,0,2745563,980944,3335951,34394538,79.47,0,7.98,2.85,9.7
"Ludlow",2016,28199754,0,2855176,974335,3428105,35457370,32914730,0,3332559,1137243,4001281,41385813,79.53,0,8.05,2.75,9.67
"Ludlow",2017,29386423,0,2983710,934119,3541796,36846048,29386423,0,2983710,934119,3541796,36846048,79.75,0,8.1,2.54,9.61
"Lunenburg",2003,11037755,1773,688985,209871,194828,12133212,14704209,2362,917848,279585,259545,16163549,90.97,0.01,5.68,1.73,1.61
"Lunenburg",2004,12901697,1982,777545,232502,233667,14147393,16741472,2572,1008956,301699,303210,18357909,91.19,0.01,5.5,1.64,1.65
"Lunenburg",2005,13537621,2205,746278,229875,211679,14727658,16990997,2767,936650,288515,265677,18484606,91.92,0.01,5.07,1.56,1.44
"Lunenburg",2006,14546461,0,771437,237086,211366,15766350,17686649,0,937969,288266,256994,19169880,92.26,0,4.89,1.5,1.34
"Lunenburg",2007,14397525,397,754858,230761,215007,15598548,17020774,469,892394,272806,254182,18440625,92.3,0,4.84,1.48,1.38
"Lunenburg",2008,14895843,0,787837,257139,235457,16176276,16958747,0,896943,292750,268065,18416505,92.08,0,4.87,1.59,1.46
"Lunenburg",2009,15356243,0,967058,296265,295618,16915184,17545329,0,1104916,338499,337759,19326503,90.78,0,5.72,1.75,1.75
"Lunenburg",2010,15768237,0,1013952,318713,326394,17427296,17725310,0,1139799,358270,366904,19590283,90.48,0,5.82,1.83,1.87
"Lunenburg",2011,16160073,0,1042558,349297,454884,18006812,17609917,0,1136094,380635,495695,19622341,89.74,0,5.79,1.94,2.53
"Lunenburg",2012,16974174,0,1069770,343381,478542,18865867,18122031,0,1142112,366602,510903,20141647,89.97,0,5.67,1.82,2.54
"Lunenburg",2013,17579211,0,1128379,351033,508192,19566815,18497045,0,1187293,369361,534725,20588425,89.84,0,5.77,1.79,2.6
"Lunenburg",2014,18239691,0,1146276,361450,538702,20286119,18885649,0,1186871,374251,557780,21004551,89.91,0,5.65,1.78,2.66
"Lunenburg",2015,18830322,0,1197600,369241,606744,21003907,19474082,0,1238543,381864,627487,21721976,89.65,0,5.7,1.76,2.89
"Lunenburg",2016,21174252,0,1270022,392082,687884,23524240,24714570,0,1482369,457638,802898,27457474,90.01,0,5.4,1.67,2.92
"Lunenburg",2017,22386166,0,1250892,402064,730598,24769720,22386166,0,1250892,402064,730598,24769720,90.38,0,5.05,1.62,2.95
"Lynn",2003,54076178,0,8522391,3494784,2489188,68582541,72038874,0,11353307,4655660,3316031,91363872,78.85,0,12.43,5.1,3.63
"Lynn",2004,56151265,0,8897818,3474749,2687389,71211221,72862880,0,11545967,4508896,3487204,92404947,78.85,0,12.49,4.88,3.77
"Lynn",2005,56501157,0,9560049,3391168,2204252,71656626,70914304,0,11998767,4256237,2766545,89935853,78.85,0,13.34,4.73,3.08
"Lynn",2006,59882814,0,9791205,3269850,2898713,75842582,72809898,0,11904862,3975722,3524467,92214949,78.96,0,12.91,4.31,3.82
"Lynn",2007,64934475,0,10403722,3374348,2942364,81654909,76765626,0,12299295,3989159,3478467,96532547,79.52,0,12.74,4.13,3.6
"Lynn",2008,67911448,0,11358779,3433377,3599294,86302898,77316406,0,12931840,3908860,4097755,98254861,78.69,0,13.16,3.98,4.17
"Lynn",2009,68142978,0,12871579,3679489,5233378,89927424,77856998,0,14706468,4204013,5979414,102746893,75.78,0,14.31,4.09,5.82
"Lynn",2010,69876117,0,14422763,4164904,4619211,93082995,78548785,0,16212843,4681831,5192524,104635982,75.07,0,15.49,4.47,4.96
"Lynn",2011,73211939,0,14055324,4062282,6105021,97434566,79780343,0,15316335,4426740,6652749,106176167,75.14,0,14.43,4.17,6.27
"Lynn",2012,74607028,0,15118542,4837356,6478450,101041376,79652233,0,16140914,5164476,6916547,107874170,73.84,0,14.96,4.79,6.41
"Lynn",2013,75209844,0,15575199,5129618,8431288,104345949,79136652,0,16388401,5397442,8871497,109793992,72.08,0,14.93,4.92,8.08
"Lynn",2014,78500274,0,15676634,5141270,8718988,108037166,81280359,0,16231822,5323348,9027771,111863300,72.66,0,14.51,4.76,8.07
"Lynn",2015,83613800,0,15410905,5039569,7948940,112013214,86472340,0,15937764,5211859,8220694,115842657,74.65,0,13.76,4.5,7.1
"Lynn",2016,89557979,0,15092222,4549792,7976310,117176303,104532000,0,17615629,5310514,9309943,136768086,76.43,0,12.88,3.88,6.81
"Lynn",2017,94329428,0,15032093,4401544,7732179,121495244,94329428,0,15032093,4401544,7732179,121495244,77.64,0,12.37,3.62,6.36
"Lynnfield",2003,18866025,0,1393272,200058,147569,20606924,25132826,0,1856081,266512,196588,27452007,91.55,0,6.76,0.97,0.72
"Lynnfield",2004,19387230,0,1442309,205555,166261,21201355,25157214,0,1871566,266732,215743,27511255,91.44,0,6.8,0.97,0.78
"Lynnfield",2005,21029829,0,1487763,203481,145628,22866701,26394427,0,1867283,255388,182777,28699876,91.97,0,6.51,0.89,0.64
"Lynnfield",2006,21676680,0,1519980,206917,153578,23557155,26356090,0,1848103,251585,186731,28642509,92.02,0,6.45,0.88,0.65
"Lynnfield",2007,22382876,0,1539349,210004,186685,24318914,26461067,0,1819821,248267,220699,28749854,92.04,0,6.33,0.86,0.77
"Lynnfield",2008,23190626,0,1735194,215608,198081,25339509,26402262,0,1975498,245467,225513,28848741,91.52,0,6.85,0.85,0.78
"Lynnfield",2009,25571256,0,1886775,261433,317517,28036981,29216528,0,2155741,298701,362780,32033751,91.21,0,6.73,0.93,1.13
"Lynnfield",2010,28014895,0,1975548,271742,381918,30644103,31491961,0,2220743,305469,429320,34447493,91.42,0,6.45,0.89,1.25
"Lynnfield",2011,28799194,0,2065280,273555,415975,31554004,31382990,0,2250572,298098,453295,34384955,91.27,0,6.55,0.87,1.32
"Lynnfield",2012,29898053,0,2179622,291347,413479,32782501,31919871,0,2327016,311049,441440,34999376,91.2,0,6.65,0.89,1.26
"Lynnfield",2013,30863853,0,2385567,305172,444395,33998987,32475297,0,2510121,321105,467597,35774120,90.78,0,7.02,0.9,1.31
"Lynnfield",2014,31998480,0,2908103,311573,425989,35644145,33131705,0,3011093,322607,441075,36906482,89.77,0,8.16,0.87,1.2
"Lynnfield",2015,33155118,0,4964050,324532,501737,38945437,34288606,0,5133758,335627,518890,40276881,85.13,0,12.75,0.83,1.29
"Lynnfield",2016,34231935,0,5772240,332066,569799,40906040,39955487,0,6737354,387587,665069,47745497,83.68,0,14.11,0.81,1.39
"Lynnfield",2017,35587645,0,5932340,341599,548035,42409619,35587645,0,5932340,341599,548035,42409619,83.91,0,13.99,0.81,1.29
"Malden",2003,34787959,0,6455429,2958248,1875839,46077475,46343611,0,8599754,3940901,2498944,61383210,75.5,0,14.01,6.42,4.07
"Malden",2004,37352134,0,6574844,3096651,1283706,48307335,48468793,0,8531635,4018269,1665760,62684457,77.32,0,13.61,6.41,2.66
"Malden",2005,39270684,0,6794415,3061898,1231061,50358058,49288428,0,8527634,3842972,1545098,63204133,77.98,0,13.49,6.08,2.44
"Malden",2006,41463306,0,6948009,2985233,1241429,52637977,50414115,0,8447897,3629664,1509420,64001096,78.77,0,13.2,5.67,2.36
"Malden",2007,43435985,0,7296952,3135537,1273554,55142028,51350082,0,8626467,3706836,1505597,65188982,78.77,0,13.23,5.69,2.31
"Malden",2008,45708302,0,7266608,3122918,1381709,57479537,52038378,0,8272950,3555406,1573060,65439795,79.52,0,12.64,5.43,2.4
"Malden",2009,46957854,0,7989761,3480329,1639288,60067232,53651860,0,9128729,3976462,1872974,68630026,78.18,0,13.3,5.79,2.73
