"Municipal","Fiscal_Year","Residential","Open_Space","Commercial","Industrial","Personal_Property","Total_Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Levy_Pct_Change","Total_Levy_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Hingham",2013,58437075,0,5406377,1942228,1228438,67014118,61488154,0,5688651,2043634,1292576,70513016,87.2,0,8.07,2.9,1.83,35.1,70.51,61.49,0,5.69,2.04,1.29
"Hingham",2014,60766273,0,5712368,1949725,1266972,69695338,62918309,0,5914671,2018774,1311842,72163597,87.19,0,8.2,2.8,1.82,38.2,72.16,62.92,0,5.91,2.02,1.31
"Hingham",2015,64702074,0,6109108,2150280,1209106,74170568,66914071,0,6317963,2223793,1250442,76706268,87.23,0,8.24,2.9,1.63,46.9,76.71,66.91,0,6.32,2.22,1.25
"Hingham",2016,67589051,0,6183973,2123606,1233544,77130174,78889885,0,7217928,2478671,1439792,90026277,87.63,0,8.02,2.75,1.6,72.5,90.03,78.89,0,7.22,2.48,1.44
"Hingham",2017,69405774,0,6393227,2160748,1246177,79205926,69405774,0,6393227,2160748,1246177,79205926,87.63,0,8.07,2.73,1.57,51.7,79.21,69.41,0,6.39,2.16,1.25
"Hinsdale",2003,1783191,267,133008,25034,120708,2062208,2375521,356,177190,33350,160804,2747220,86.47,0.01,6.45,1.21,5.85,0,2.75,2.38,0,0.18,0.03,0.16
"Hinsdale",2004,2053859,272,137944,24345,130436,2346856,2665124,353,178999,31591,169256,3045322,87.52,0.01,5.88,1.04,5.56,10.9,3.05,2.67,0,0.18,0.03,0.17
"Hinsdale",2005,2187755,261,141572,21342,121323,2472253,2745840,328,177686,26786,152272,3102912,88.49,0.01,5.73,0.86,4.91,12.9,3.1,2.75,0,0.18,0.03,0.15
"Hinsdale",2006,2169289,0,170035,18521,97076,2454921,2637580,0,206741,22519,118032,2984872,88.36,0,6.93,0.75,3.95,8.7,2.98,2.64,0,0.21,0.02,0.12
"Hinsdale",2007,2286044,0,165251,18730,99507,2569532,2702564,0,195360,22143,117637,3037704,88.97,0,6.43,0.73,3.87,10.6,3.04,2.7,0,0.2,0.02,0.12
"Hinsdale",2008,2486832,0,174561,20834,116581,2798808,2831230,0,198736,23719,132726,3186411,88.85,0,6.24,0.74,4.17,16,3.19,2.83,0,0.2,0.02,0.13
"Hinsdale",2009,2669608,0,181211,24380,129422,3004621,3050170,0,207043,27855,147872,3432940,88.85,0,6.03,0.81,4.31,25,3.43,3.05,0,0.21,0.03,0.15
"Hinsdale",2010,2638684,0,185501,24441,224045,3072671,2966184,0,208524,27474,251852,3454035,85.88,0,6.04,0.8,7.29,25.7,3.45,2.97,0,0.21,0.03,0.25
"Hinsdale",2011,2718846,0,212916,24783,228770,3185315,2962774,0,232018,27006,249295,3471094,85.36,0,6.68,0.78,7.18,26.3,3.47,2.96,0,0.23,0.03,0.25
"Hinsdale",2012,2838924,0,222273,27180,255238,3343615,3030903,0,237304,29018,272498,3569723,84.91,0,6.65,0.81,7.63,29.9,3.57,3.03,0,0.24,0.03,0.27
"Hinsdale",2013,3040221,0,266030,41472,255755,3603478,3198955,0,279920,43637,269108,3791620,84.37,0,7.38,1.15,7.1,38,3.79,3.2,0,0.28,0.04,0.27
"Hinsdale",2014,3131475,0,285281,43339,281939,3742034,3242376,0,295384,44874,291924,3874558,83.68,0,7.62,1.16,7.53,41,3.87,3.24,0,0.3,0.04,0.29
"Hinsdale",2015,2955289,0,270518,41443,289296,3556546,3056323,0,279766,42860,299186,3678135,83.09,0,7.61,1.17,8.13,33.9,3.68,3.06,0,0.28,0.04,0.3
"Hinsdale",2016,3244432,0,312006,46887,349996,3953321,3786898,0,364173,54726,408515,4614313,82.07,0,7.89,1.19,8.85,68,4.61,3.79,0,0.36,0.05,0.41
"Hinsdale",2017,3415028,0,331373,48799,378463,4173663,3415028,0,331373,48799,378463,4173663,81.82,0,7.94,1.17,9.07,51.9,4.17,3.42,0,0.33,0.05,0.38
"Holbrook",2003,10826224,0,1500376,1245781,527805,14100186,14422413,0,1998762,1659597,703128,18783900,76.78,0,10.64,8.84,3.74,0,18.78,14.42,0,2,1.66,0.7
"Holbrook",2004,12231778,0,1633813,1359313,529587,15754491,15872173,0,2120065,1763869,687202,20443308,77.64,0,10.37,8.63,3.36,8.8,20.44,15.87,0,2.12,1.76,0.69
"Holbrook",2005,12834085,0,1454423,1226687,466653,15981848,16107992,0,1825439,1539608,585694,20058733,80.3,0,9.1,7.68,2.92,6.8,20.06,16.11,0,1.83,1.54,0.59
"Holbrook",2006,12494559,0,1664344,1325848,473979,15958730,15191797,0,2023631,1612063,576298,19403789,78.29,0,10.43,8.31,2.97,3.3,19.4,15.19,0,2.02,1.61,0.58
"Holbrook",2007,13443195,0,1834086,1371677,482502,17131460,15892564,0,2168259,1621598,570415,20252836,78.47,0,10.71,8.01,2.82,7.8,20.25,15.89,0,2.17,1.62,0.57
"Holbrook",2008,13643362,0,2009337,1449838,538617,17641154,15532811,0,2287607,1650624,613209,20084252,77.34,0,11.39,8.22,3.05,6.9,20.08,15.53,0,2.29,1.65,0.61
"Holbrook",2009,14351344,0,2353985,1695128,691818,19092275,16397178,0,2689554,1936774,790439,21813946,75.17,0,12.33,8.88,3.62,16.1,21.81,16.4,0,2.69,1.94,0.79
"Holbrook",2010,14733081,0,2398034,1798874,758369,19688358,16561676,0,2695666,2022141,852494,22131977,74.83,0,12.18,9.14,3.85,17.8,22.13,16.56,0,2.7,2.02,0.85
"Holbrook",2011,15198932,0,2458098,1849754,889904,20396688,16562545,0,2678633,2015710,969744,22226631,74.52,0,12.05,9.07,4.36,18.3,22.23,16.56,0,2.68,2.02,0.97
"Holbrook",2012,15543919,0,2529632,1866408,994693,20934652,16595057,0,2700695,1992621,1061958,22350331,74.25,0,12.08,8.92,4.75,19,22.35,16.6,0,2.7,1.99,1.06
"Holbrook",2013,15523617,0,2530746,1743522,1133853,20931738,16334126,0,2662880,1834554,1193053,22024612,74.16,0,12.09,8.33,5.42,17.3,22.02,16.33,0,2.66,1.83,1.19
"Holbrook",2014,16124059,0,2614375,1759721,1170063,21668218,16695092,0,2706963,1822041,1211501,22435597,74.41,0,12.07,8.12,5.4,19.4,22.44,16.7,0,2.71,1.82,1.21
"Holbrook",2015,16907152,0,2661404,1780820,1170496,22519872,17485164,0,2752391,1841702,1210512,23289768,75.08,0,11.82,7.91,5.2,24,23.29,17.49,0,2.75,1.84,1.21
"Holbrook",2016,18284498,0,2786195,1832826,1239269,24142788,21341651,0,3252045,2139273,1446474,28179443,75.73,0,11.54,7.59,5.13,50,28.18,21.34,0,3.25,2.14,1.45
"Holbrook",2017,20359232,0,2997808,1990522,1433600,26781162,20359232,0,2997808,1990522,1433600,26781162,76.02,0,11.19,7.43,5.35,42.6,26.78,20.36,0,3,1.99,1.43
"Holden",2003,18247016,4863,838828,357979,275879,19724565,24308199,6478,1117465,476890,367519,26276551,92.51,0.02,4.25,1.81,1.4,0,26.28,24.31,0.01,1.12,0.48,0.37
"Holden",2004,19592370,4742,732075,342254,273789,20945230,25423408,6153,949954,444115,355273,27178903,93.54,0.02,3.5,1.63,1.31,3.4,27.18,25.42,0.01,0.95,0.44,0.36
"Holden",2005,21473820,5210,698752,327774,253468,22759024,26951678,6539,877000,411387,318126,28564731,94.35,0.02,3.07,1.44,1.11,8.7,28.56,26.95,0.01,0.88,0.41,0.32
"Holden",2006,22574628,5367,710856,329473,245004,23865328,27447881,6526,864311,400597,297894,29017208,94.59,0.02,2.98,1.38,1.03,10.4,29.02,27.45,0.01,0.86,0.4,0.3
"Holden",2007,22246269,5019,757420,325113,278787,23612608,26299570,5933,895423,384349,329582,27914858,94.21,0.02,3.21,1.38,1.18,6.2,27.91,26.3,0.01,0.9,0.38,0.33
"Holden",2008,24006452,5244,825876,347003,305848,25490423,27331071,5970,940250,395059,348204,29020555,94.18,0.02,3.24,1.36,1.2,10.4,29.02,27.33,0.01,0.94,0.4,0.35
"Holden",2009,25452342,5141,896957,366145,356239,27076824,29080662,5874,1024821,418340,407022,30936720,94,0.02,3.31,1.35,1.32,17.7,30.94,29.08,0.01,1.02,0.42,0.41
"Holden",2010,26205934,0,914753,364367,397888,27882942,29458481,0,1028287,409590,447272,31343631,93.99,0,3.28,1.31,1.43,19.3,31.34,29.46,0,1.03,0.41,0.45
"Holden",2011,27329398,0,944496,381528,443098,29098520,29781328,0,1029234,415758,482852,31709171,93.92,0,3.25,1.31,1.52,20.7,31.71,29.78,0,1.03,0.42,0.48
"Holden",2012,28531553,0,985702,409486,456765,30383506,30460963,0,1052359,437177,487653,32438152,93.9,0,3.24,1.35,1.5,23.4,32.44,30.46,0,1.05,0.44,0.49
"Holden",2013,29487379,0,1068146,420929,478863,31455317,31026955,0,1123915,442906,503865,33097642,93.74,0,3.4,1.34,1.52,26,33.1,31.03,0,1.12,0.44,0.5
"Holden",2014,30830303,0,1195617,499089,419747,32944756,31922157,0,1237960,516764,434612,34111494,93.58,0,3.63,1.51,1.27,29.8,34.11,31.92,0,1.24,0.52,0.43
"Holden",2015,31921099,0,1228562,499978,472468,34122107,33012399,0,1270563,517071,488620,35288654,93.55,0,3.6,1.47,1.38,34.3,35.29,33.01,0,1.27,0.52,0.49
"Holden",2016,31977164,0,1152003,470991,493436,34093594,37323720,0,1344617,549740,575938,39794015,93.79,0,3.38,1.38,1.45,51.4,39.79,37.32,0,1.34,0.55,0.58
"Holden",2017,34565083,0,1238533,495144,493380,36792140,34565083,0,1238533,495144,493380,36792140,93.95,0,3.37,1.35,1.34,40,36.79,34.57,0,1.24,0.5,0.49
"Holland",2003,3125436,0,57705,2148,95972,3281261,4163624,0,76873,2862,127851,4371210,95.25,0,1.76,0.07,2.92,0,4.37,4.16,0,0.08,0,0.13
"Holland",2004,3296600,0,66380,2032,85335,3450347,4277727,0,86136,2637,110732,4477232,95.54,0,1.92,0.06,2.47,2.4,4.48,4.28,0,0.09,0,0.11
"Holland",2005,3436617,0,65171,1961,78957,3582706,4313280,0,81796,2461,99099,4496635,95.92,0,1.82,0.05,2.2,2.9,4.5,4.31,0,0.08,0,0.1
"Holland",2006,3640264,0,61635,2653,80911,3785463,4426099,0,74940,3226,98378,4602642,96.16,0,1.63,0.07,2.14,5.3,4.6,4.43,0,0.07,0,0.1
"Holland",2007,3870542,0,68640,3239,58524,4000945,4575760,0,81146,3829,69187,4729923,96.74,0,1.72,0.08,1.46,8.2,4.73,4.58,0,0.08,0,0.07
"Holland",2008,4000091,0,71805,8556,67660,4148112,4554058,0,81749,9741,77030,4722578,96.43,0,1.73,0.21,1.63,8,4.72,4.55,0,0.08,0.01,0.08
"Holland",2009,4101704,0,75434,8972,86659,4272769,4686416,0,86187,10251,99013,4881867,96,0,1.77,0.21,2.03,11.7,4.88,4.69,0,0.09,0.01,0.1
"Holland",2010,4232643,0,67892,10539,97434,4408508,4757977,0,76318,11847,109527,4955670,96.01,0,1.54,0.24,2.21,13.4,4.96,4.76,0,0.08,0.01,0.11
"Holland",2011,4292620,0,73796,11231,108119,4485766,4677744,0,80417,12239,117819,4888218,95.69,0,1.65,0.25,2.41,11.8,4.89,4.68,0,0.08,0.01,0.12
"Holland",2012,4380504,0,73495,11499,119081,4584579,4676730,0,78465,12277,127134,4894605,95.55,0,1.6,0.25,2.6,12,4.89,4.68,0,0.08,0.01,0.13
"Holland",2013,4492837,0,67126,11450,141226,4712639,4727414,0,70631,12048,148600,4958692,95.34,0,1.42,0.24,3,13.4,4.96,4.73,0,0.07,0.01,0.15
"Holland",2014,4601154,0,71293,11124,145307,4828878,4764104,0,73818,11518,150453,4999893,95.28,0,1.48,0.23,3.01,14.4,5,4.76,0,0.07,0.01,0.15
"Holland",2015,4698542,0,72711,11348,152591,4935192,4859173,0,75197,11736,157808,5103913,95.2,0,1.47,0.23,3.09,16.8,5.1,4.86,0,0.08,0.01,0.16
"Holland",2016,4810559,0,80834,11243,148408,5051044,5614881,0,94349,13123,173222,5895574,95.24,0,1.6,0.22,2.94,34.9,5.9,5.61,0,0.09,0.01,0.17
"Holland",2017,4950489,0,84735,11830,157665,5204719,4950489,0,84735,11830,157665,5204719,95.12,0,1.63,0.23,3.03,19.1,5.2,4.95,0,0.08,0.01,0.16
"Holliston",2003,21486124,0,729969,1448733,365336,24030162,28623254,0,972446,1929964,486691,32012355,89.41,0,3.04,6.03,1.52,0,32.01,28.62,0,0.97,1.93,0.49
"Holliston",2004,23074596,0,763272,1468191,391135,25697194,29942006,0,990435,1905151,507544,33345136,89.79,0,2.97,5.71,1.52,4.2,33.35,29.94,0,0.99,1.91,0.51
"Holliston",2005,23957828,0,749310,1501622,412296,26621056,30069344,0,940455,1884678,517471,33411947,90,0,2.81,5.64,1.55,4.4,33.41,30.07,0,0.94,1.88,0.52
"Holliston",2006,25283329,0,751825,1463466,414587,27913207,30741317,0,914124,1779389,504085,33938915,90.58,0,2.69,5.24,1.49,6,33.94,30.74,0,0.91,1.78,0.5
"Holliston",2007,26580753,0,778271,1576024,421719,29356767,31423803,0,920073,1863178,498557,34705611,90.54,0,2.65,5.37,1.44,8.4,34.71,31.42,0,0.92,1.86,0.5
"Holliston",2008,27705620,0,875651,1728043,478468,30787782,31542531,0,996919,1967357,544730,35051537,89.99,0,2.84,5.61,1.55,9.5,35.05,31.54,0,1,1.97,0.54
"Holliston",2009,28453551,0,934262,1939412,687680,32014905,32509704,0,1067444,2215882,785711,36578742,88.88,0,2.92,6.06,2.15,14.3,36.58,32.51,0,1.07,2.22,0.79
"Holliston",2010,29628917,0,1034847,2182175,771670,33617609,33306307,0,1163287,2453015,867446,37790055,88.14,0,3.08,6.49,2.3,18,37.79,33.31,0,1.16,2.45,0.87
"Holliston",2011,31161088,0,1130204,2404471,894878,35590641,33956788,0,1231603,2620195,975164,38783750,87.55,0,3.18,6.76,2.51,21.2,38.78,33.96,0,1.23,2.62,0.98
"Holliston",2012,32079660,0,1148891,2491267,888286,36608104,34249006,0,1226583,2659736,948355,39083680,87.63,0,3.14,6.81,2.43,22.1,39.08,34.25,0,1.23,2.66,0.95
"Holliston",2013,33007565,0,1187602,2684393,979164,37858724,34730935,0,1249608,2824549,1030287,39835379,87.19,0,3.14,7.09,2.59,24.4,39.84,34.73,0,1.25,2.82,1.03
"Holliston",2014,34028943,0,1291950,2892900,967413,39181206,35234077,0,1337704,2995352,1001674,40568808,86.85,0,3.3,7.38,2.47,26.7,40.57,35.23,0,1.34,3,1
"Holliston",2015,35521978,0,1266433,2880993,908100,40577504,36736383,0,1309729,2979487,939146,41964744,87.54,0,3.12,7.1,2.24,31.1,41.96,36.74,0,1.31,2.98,0.94
"Holliston",2016,37296019,0,1323476,3028791,1106385,42754671,43531883,0,1544760,3535202,1291372,49903217,87.23,0,3.1,7.08,2.59,55.9,49.9,43.53,0,1.54,3.54,1.29
"Holliston",2017,38931772,0,1345724,3084994,1044267,44406757,38931772,0,1345724,3084994,1044267,44406757,87.67,0,3.03,6.95,2.35,38.7,44.41,38.93,0,1.35,3.08,1.04
"Holyoke",2003,14650666,0,15607635,3414387,1063542,34736230,19517235,0,20792084,4548557,1416823,46274699,42.18,0,44.93,9.83,3.06,0,46.27,19.52,0,20.79,4.55,1.42
"Holyoke",2004,15355304,0,15787388,3974934,1216140,36333766,19925316,0,20485995,5157945,1578085,47147341,42.26,0,43.45,10.94,3.35,1.9,47.15,19.93,0,20.49,5.16,1.58
"Holyoke",2005,17180897,0,15552298,3999765,1140282,37873242,21563653,0,19519607,5020084,1431162,47534506,45.36,0,41.06,10.56,3.01,2.7,47.53,21.56,0,19.52,5.02,1.43
"Holyoke",2006,18387529,0,15876611,3862349,1172856,39299345,22356900,0,19303943,4696126,1426044,47783013,46.79,0,40.4,9.83,2.98,3.3,47.78,22.36,0,19.3,4.7,1.43
"Holyoke",2007,20470727,0,15730494,3708730,1227518,41137469,24200522,0,18596612,4384466,1451173,48632773,49.76,0,38.24,9.02,2.98,5.1,48.63,24.2,0,18.6,4.38,1.45
"Holyoke",2008,21758087,0,15927215,3777406,1225726,42688434,24771333,0,18132952,4300533,1395475,48600293,50.97,0,37.31,8.85,2.87,5,48.6,24.77,0,18.13,4.3,1.4
"Holyoke",2009,22198480,0,16512845,4487668,1440092,44639085,25362951,0,18866809,5127401,1645382,51002543,49.73,0,36.99,10.05,3.23,10.2,51,25.36,0,18.87,5.13,1.65
"Holyoke",2010,22842495,0,17795245,3148433,2516284,46302457,25677589,0,20003900,3539200,2828592,52049282,49.33,0,38.43,6.8,5.43,12.5,52.05,25.68,0,20,3.54,2.83
"Holyoke",2011,24095961,0,18085724,3151160,2490963,47823808,26257794,0,19708333,3433875,2714446,52114448,50.38,0,37.82,6.59,5.21,12.6,52.11,26.26,0,19.71,3.43,2.71
"Holyoke",2012,25671605,0,18549733,3249800,1822487,49293625,27407614,0,19804135,3469564,1945730,52627043,52.08,0,37.63,6.59,3.7,13.7,52.63,27.41,0,19.8,3.47,1.95
"Holyoke",2013,27424602,0,18571365,3328111,1957013,51281091,28856478,0,19541001,3501876,2059191,53958546,53.48,0,36.21,6.49,3.82,16.6,53.96,28.86,0,19.54,3.5,2.06
"Holyoke",2014,27850043,0,18524242,3209747,1729464,51313496,28836352,0,19180278,3323420,1790713,53130762,54.27,0,36.1,6.26,3.37,14.8,53.13,28.84,0,19.18,3.32,1.79
"Holyoke",2015,27894545,0,18471574,3254702,1608739,51229560,28848188,0,19103069,3365972,1663738,52980967,54.45,0,36.06,6.35,3.14,14.5,52.98,28.85,0,19.1,3.37,1.66
"Holyoke",2016,28186069,0,18593285,3005628,1629567,51414549,32898757,0,21702067,3508167,1902029,60011020,54.82,0,36.16,5.85,3.17,29.7,60.01,32.9,0,21.7,3.51,1.9
"Holyoke",2017,28723829,0,18776408,2987134,1706298,52193669,28723829,0,18776408,2987134,1706298,52193669,55.03,0,35.97,5.72,3.27,12.8,52.19,28.72,0,18.78,2.99,1.71
"Hopedale",2003,5796403,0,518931,288424,141385,6745143,7721817,0,691306,384231,188349,8985704,85.93,0,7.69,4.28,2.1,0,8.99,7.72,0,0.69,0.38,0.19
"Hopedale",2004,6158475,0,567018,282719,166389,7174601,7991347,0,735773,366861,215909,9309890,85.84,0,7.9,3.94,2.32,3.6,9.31,7.99,0,0.74,0.37,0.22
"Hopedale",2005,6761322,0,627147,301327,183082,7872878,8486100,0,787129,378194,229785,9881208,85.88,0,7.97,3.83,2.33,10,9.88,8.49,0,0.79,0.38,0.23
"Hopedale",2006,7108716,0,623199,420802,151479,8304196,8643296,0,757731,511642,184179,10096848,85.6,0,7.5,5.07,1.82,12.4,10.1,8.64,0,0.76,0.51,0.18
"Hopedale",2007,7525139,0,655433,534658,161179,8876409,8896230,0,774854,632073,190546,10493703,84.78,0,7.38,6.02,1.82,16.8,10.49,8.9,0,0.77,0.63,0.19
"Hopedale",2008,8002919,0,724116,587715,184707,9499457,9111232,0,824398,669107,210287,10815023,84.25,0,7.62,6.19,1.94,20.4,10.82,9.11,0,0.82,0.67,0.21
"Hopedale",2009,8458652,0,780389,586733,239788,10065562,9664462,0,891636,670374,273971,11500443,84.04,0,7.75,5.83,2.38,28,11.5,9.66,0,0.89,0.67,0.27
"Hopedale",2010,8505077,0,824386,598611,262953,10191027,9560684,0,926705,672908,295589,11455885,83.46,0,8.09,5.87,2.58,27.5,11.46,9.56,0,0.93,0.67,0.3
"Hopedale",2011,8397732,0,818104,593483,301977,10111296,9151157,0,891502,646729,329070,11018458,83.05,0,8.09,5.87,2.99,22.6,11.02,9.15,0,0.89,0.65,0.33
"Hopedale",2012,8610338,0,835820,612864,371323,10430345,9192601,0,892341,654308,396433,11135684,82.55,0,8.01,5.88,3.56,23.9,11.14,9.19,0,0.89,0.65,0.4
"Hopedale",2013,8775567,0,873844,644446,381469,10675326,9233751,0,919469,678093,401386,11232699,82.2,0,8.19,6.04,3.57,25,11.23,9.23,0,0.92,0.68,0.4
"Hopedale",2014,9247617,0,979038,675877,371983,11274515,9575121,0,1013711,699813,385157,11673802,82.02,0,8.68,5.99,3.3,29.9,11.67,9.58,0,1.01,0.7,0.39
"Hopedale",2015,9466351,0,971369,691029,411576,11540325,9789981,0,1004578,714653,425647,11934859,82.03,0,8.42,5.99,3.57,32.8,11.93,9.79,0,1,0.71,0.43
"Hopedale",2016,10012971,0,982002,707795,467475,12170243,11687132,0,1146192,826138,545636,14205098,82.27,0,8.07,5.82,3.84,58.1,14.21,11.69,0,1.15,0.83,0.55
"Hopedale",2017,10449907,0,1032924,783855,518437,12785123,10449907,0,1032924,783855,518437,12785123,81.73,0,8.08,6.13,4.06,42.3,12.79,10.45,0,1.03,0.78,0.52
"Hopkinton",2003,23363957,3050,860125,3913770,703975,28844877,31124854,4063,1145836,5213822,937817,38426393,81,0.01,2.98,13.57,2.44,0,38.43,31.12,0,1.15,5.21,0.94
"Hopkinton",2004,26236110,5984,819305,3732488,721240,31515127,34044443,7765,1063145,4843343,935894,40894589,83.25,0.02,2.6,11.84,2.29,6.4,40.89,34.04,0.01,1.06,4.84,0.94
"Hopkinton",2005,27879566,5863,813881,3559793,734242,32993345,34991496,7359,1021498,4467877,921543,41409773,84.5,0.02,2.47,10.79,2.23,7.8,41.41,34.99,0.01,1.02,4.47,0.92
"Hopkinton",2006,30312589,6110,879754,3675279,823205,35696937,36856259,7429,1069669,4468673,1000913,43402942,84.92,0.02,2.46,10.3,2.31,13,43.4,36.86,0.01,1.07,4.47,1
"Hopkinton",2007,33576361,5706,1101276,3942761,898590,39524694,39694021,6746,1301930,4661138,1062314,46726148,84.95,0.01,2.79,9.98,2.27,21.6,46.73,39.69,0.01,1.3,4.66,1.06
"Hopkinton",2008,35113486,6004,1205652,4328236,991518,41644896,39976302,6835,1372621,4927647,1128832,47412237,84.32,0.01,2.9,10.39,2.38,23.4,47.41,39.98,0.01,1.37,4.93,1.13
"Hopkinton",2009,36270219,6571,1348534,4536174,1247000,43408498,41440666,7508,1540772,5182821,1424764,49596531,83.56,0.02,3.11,10.45,2.87,29.1,49.6,41.44,0.01,1.54,5.18,1.42
"Hopkinton",2010,36940686,5804,1409803,4601227,1405226,44362746,41525576,6524,1584781,5172308,1579635,49868824,83.27,0.01,3.18,10.37,3.17,29.8,49.87,41.53,0.01,1.58,5.17,1.58
"Hopkinton",2011,38045321,3000,1457087,4592267,1523051,45620726,41458658,3269,1587813,5004274,1659696,49713711,83.39,0.01,3.19,10.07,3.34,29.4,49.71,41.46,0,1.59,5,1.66
"Hopkinton",2012,39226799,3057,1482924,4634040,1687136,47033956,41879461,3264,1583205,4947411,1801226,50214567,83.4,0.01,3.15,9.85,3.59,30.7,50.21,41.88,0,1.58,4.95,1.8
"Hopkinton",2013,40314131,1538,1843849,4622224,1885911,48667653,42418986,1618,1940119,4863557,1984377,51208657,82.84,0,3.79,9.5,3.88,33.3,51.21,42.42,0,1.94,4.86,1.98
"Hopkinton",2014,42014097,1922,1990434,5008121,1874434,50889008,43502025,1990,2060925,5185483,1940817,52691241,82.56,0,3.91,9.84,3.68,37.1,52.69,43.5,0,2.06,5.19,1.94
"Hopkinton",2015,44832016,2516,2094707,5094595,1897445,53921279,46364707,2602,2166320,5268766,1962314,55764708,83.14,0,3.88,9.45,3.52,45.1,55.76,46.36,0,2.17,5.27,1.96
"Hopkinton",2016,46142978,2386,2128231,5054304,2015748,55343647,53858046,2785,2484069,5899380,2352779,64597060,83.38,0,3.85,9.13,3.64,68.1,64.6,53.86,0,2.48,5.9,2.35
"Hopkinton",2017,48871405,2656,2264249,5106693,1943989,58188992,48871405,2656,2264249,5106693,1943989,58188992,83.99,0,3.89,8.78,3.34,51.4,58.19,48.87,0,2.26,5.11,1.94
"Hubbardston",2003,3222435,0,91176,32966,62528,3409105,4292844,0,121462,43916,83298,4541521,94.52,0,2.67,0.97,1.83,0,4.54,4.29,0,0.12,0.04,0.08
"Hubbardston",2004,3606119,0,82504,25967,55841,3770431,4679364,0,107059,33695,72460,4892578,95.64,0,2.19,0.69,1.48,7.7,4.89,4.68,0,0.11,0.03,0.07
"Hubbardston",2005,4053911,0,87444,26034,52572,4219961,5088042,0,109751,32675,65983,5296451,96.07,0,2.07,0.62,1.25,16.6,5.3,5.09,0,0.11,0.03,0.07
"Hubbardston",2006,4245415,0,86602,48674,75399,4456090,5161886,0,105297,59181,91676,5418040,95.27,0,1.94,1.09,1.69,19.3,5.42,5.16,0,0.11,0.06,0.09
"Hubbardston",2007,4527856,0,91410,53007,62603,4734876,5352838,0,108065,62665,74009,5597577,95.63,0,1.93,1.12,1.32,23.3,5.6,5.35,0,0.11,0.06,0.07
"Hubbardston",2008,4596617,0,140817,58520,70877,4866831,5233196,0,160319,66624,80693,5540831,94.45,0,2.89,1.2,1.46,22,5.54,5.23,0,0.16,0.07,0.08
"Hubbardston",2009,4647189,0,154594,178823,91752,5072358,5309662,0,176632,204315,104832,5795440,91.62,0,3.05,3.53,1.81,27.6,5.8,5.31,0,0.18,0.2,0.1
"Hubbardston",2010,4801444,0,179593,165389,107780,5254206,5397375,0,201883,185916,121157,5906331,91.38,0,3.42,3.15,2.05,30.1,5.91,5.4,0,0.2,0.19,0.12
"Hubbardston",2011,4751065,0,180757,81337,106565,5119724,5177319,0,196974,88634,116126,5579054,92.8,0,3.53,1.59,2.08,22.8,5.58,5.18,0,0.2,0.09,0.12
"Hubbardston",2012,5120417,0,190313,86105,115919,5512754,5466679,0,203183,91928,123758,5885547,92.88,0,3.45,1.56,2.1,29.6,5.89,5.47,0,0.2,0.09,0.12
"Hubbardston",2013,5314758,0,203284,75975,100402,5694419,5592249,0,213898,79942,105644,5991732,93.33,0,3.57,1.33,1.76,31.9,5.99,5.59,0,0.21,0.08,0.11
"Hubbardston",2014,5558948,0,135622,73002,100046,5867618,5755818,0,140425,75587,103589,6075420,94.74,0,2.31,1.24,1.71,33.8,6.08,5.76,0,0.14,0.08,0.1
"Hubbardston",2015,5747712,0,137564,78314,159953,6123543,5944211,0,142267,80991,165421,6332891,93.86,0,2.25,1.28,2.61,39.4,6.33,5.94,0,0.14,0.08,0.17
"Hubbardston",2016,5876411,0,152770,81974,178298,6289453,6858942,0,178313,95680,208109,7341044,93.43,0,2.43,1.3,2.83,61.6,7.34,6.86,0,0.18,0.1,0.21
"Hubbardston",2017,6398282,0,148944,83820,156052,6787098,6398282,0,148944,83820,156052,6787098,94.27,0,2.19,1.23,2.3,49.4,6.79,6.4,0,0.15,0.08,0.16
"Hudson",2003,14700758,0,2762555,4325252,449851,22238416,19583966,0,3680204,5761988,599280,29625438,66.11,0,12.42,19.45,2.02,0,29.63,19.58,0,3.68,5.76,0.6
"Hudson",2004,16203018,0,2979348,4636014,605192,24423572,21025324,0,3866055,6015774,785308,31692461,66.34,0,12.2,18.98,2.48,7,31.69,21.03,0,3.87,6.02,0.79
"Hudson",2005,18051934,0,3269858,5053479,673492,27048763,22656887,0,4103982,6342595,845296,33948760,66.74,0,12.09,18.68,2.49,14.6,33.95,22.66,0,4.1,6.34,0.85
"Hudson",2006,20266103,0,3292869,4785066,694528,29038566,24641008,0,4003711,5818033,844458,35307209,69.79,0,11.34,16.48,2.39,19.2,35.31,24.64,0,4,5.82,0.84
"Hudson",2007,21078607,0,3496664,4864534,626825,30066630,24919158,0,4133761,5750859,741033,35544812,70.11,0,11.63,16.18,2.08,20,35.54,24.92,0,4.13,5.75,0.74
