"Municipal","F_year","Total.Budget","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Levy","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Levy","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property"
"New Salem",2003,1667076.51,883005,0,24105,2413,17683,927206,1117947,0,30519,3055,22388,1173908,95.23,0,2.6,0.26,1.91
"New Salem",2004,1733792.65,1009459,0,25945,2702,30299,1068405,1244894,0,31996,3332,37366,1317588,94.48,0,2.43,0.25,2.84
"New Salem",2005,1902245.49,1039924,0,26637,2530,24897,1093988,1240438,0,31773,3018,29698,1304927,95.06,0,2.43,0.23,2.28
"New Salem",2006,1956117.58,1103154,0,19635,2573,18666,1144028,1274739,0,22689,2973,21569,1321971,96.43,0,1.72,0.22,1.63
"New Salem",2007,2076300.16,1258994,0,21286,2855,19278,1302413,1414530,0,23916,3208,21660,1463313,96.67,0,1.63,0.22,1.48
"New Salem",2008,2152599.81,1319822,0,27055,3435,22838,1373150,1428042,0,29273,3717,24711,1485743,96.12,0,1.97,0.25,1.66
"New Salem",2009,2248407.21,1366572,3773,21506,5656,37356,1434863,1483905,4097,23352,6142,40563,1558059,95.24,0.26,1.5,0.39,2.6
"New Salem",2010,2291050.38,1407391,3245,22827,5816,42454,1481733,1503566,3467,24387,6213,45355,1582988,94.98,0.22,1.54,0.39,2.87
"New Salem",2011,2388988.75,1461744,3358,24014,6249,58500,1553865,1513848,3478,24870,6472,60585,1609253,94.07,0.22,1.55,0.4,3.76
"New Salem",2012,2579857.9,1478923,3537,24373,6543,98504,1611880,1500586,3589,24730,6639,99947,1635490,91.75,0.22,1.51,0.41,6.11
"New Salem",2013,2597028.29,1533577,4120,27658,14274,89922,1669551,1533577,4120,27658,14274,89922,1669551,91.86,0.25,1.66,0.85,5.39
"Newbury",2003,12845229.97,8746622,0,280644,27069,129530,9183865,11073841,0,355315,34271,163994,11627422,95.24,0,3.06,0.29,1.41
"Newbury",2004,12941008.25,9004997,0,283515,23333,120494,9432339,11105225,0,349639,28775,148597,11632236,95.47,0,3.01,0.25,1.28
"Newbury",2005,13525120.37,9476279,0,286181,23092,107275,9892827,11303459,0,341361,27545,127959,11800324,95.79,0,2.89,0.23,1.08
"Newbury",2006,14812745.96,10725183,0,314892,26104,115440,11181619,12393385,0,363871,30164,133396,12920816,95.92,0,2.82,0.23,1.03
"Newbury",2007,15393150.21,11355585,0,338325,27893,112734,11834537,12758452,0,380122,31339,126661,13296574,95.95,0,2.86,0.24,0.95
"Newbury",2008,17656621.78,11644675,0,347310,29668,125824,12147477,12599493,0,375788,32101,136141,13143522,95.86,0,2.86,0.24,1.04
"Newbury",2009,16687406.96,11901382,0,362516,30228,151171,12445297,12923227,0,393641,32823,164150,13513842,95.63,0,2.91,0.24,1.21
"Newbury",2010,17641831.41,12445180,0,378184,28948,166693,13019005,13295630,0,404027,30926,178084,13908667,95.59,0,2.9,0.22,1.28
"Newbury",2011,17032259.66,12522419,0,393892,30510,172814,13119635,12968783,0,407932,31598,178974,13587287,95.45,0,3,0.23,1.32
"Newbury",2012,18004073.76,12678391,0,409668,32821,199722,13320602,12864099,0,415669,33302,202647,13515717,95.18,0,3.08,0.25,1.5
"Newbury",2013,18011343.45,13005529,0,416887,32281,202681,13657378,13005529,0,416887,32281,202681,13657378,95.23,0,3.05,0.24,1.48
"Newburyport",2003,46224139.53,24316100,4999,2367067,1660228,453528,28801922,30785901,6329,2996874,2101966,574198,36465268,84.43,0.02,8.22,5.76,1.57
"Newburyport",2004,51366073.52,25812201,5835,2515966,1760941,505231,30600174,31832361,7196,3102763,2171644,623066,37737029,84.35,0.02,8.22,5.75,1.65
"Newburyport",2005,52699214.79,27881549,5156,2450821,1492514,417726,32247766,33257563,6150,2923379,1780295,498270,38465657,86.46,0.02,7.6,4.63,1.3
"Newburyport",2006,56600213.38,29312640,5323,2441206,1507639,414333,33681141,33871948,6151,2820913,1742138,478779,38919928,87.03,0.02,7.25,4.48,1.23
"Newburyport",2007,59700592.59,30932404,4859,2538781,1550234,392948,35419226,34753789,5459,2852422,1741750,441493,39794912,87.33,0.01,7.17,4.38,1.11
"Newburyport",2008,60360480.35,31630324,3398,2785527,1821483,472448,36713180,34223886,3677,3013929,1970837,511187,39723517,86.16,0.01,7.59,4.96,1.29
"Newburyport",2009,61063524.42,32597425,3666,2961034,1849486,596902,38008513,35396218,3981,3215266,2008282,648152,41271898,85.76,0.01,7.79,4.87,1.57
"Newburyport",2010,60894966.78,33446659,3911,3231576,1934525,673933,39290604,35732258,4178,3452408,2066722,719987,41975553,85.13,0.01,8.22,4.92,1.72
"Newburyport",2011,63968039.98,34700578,2744,3212179,1936975,722822,40575298,35937488,2842,3326678,2006019,748587,42021613,85.52,0.01,7.92,4.77,1.78
"Newburyport",2012,66223196.11,35927774,2811,3371513,2045322,759582,42107002,36454029,2852,3420898,2075281,770708,42723768,85.32,0.01,8.01,4.86,1.8
"Newburyport",2013,65799938.28,37078857,2817,3472036,2063416,737342,43354468,37078857,2817,3472036,2063416,737342,43354468,85.52,0.01,8.01,4.76,1.7
"Newton",2003,265985159.42,145785983,0,27843021,2648151,3893065,180170220,184575355,0,35251232,3352746,4928895,228108228,80.92,0,15.45,1.47,2.16
"Newton",2004,276569321.84,154074872,0,26633994,2515954,4159905,187384725,190009634,0,32845820,3102748,5130116,231088319,82.22,0,14.21,1.34,2.22
"Newton",2005,284263988.78,161600544,0,26515410,2572997,3500971,194189922,192759744,0,31628010,3069112,4176015,231632881,83.22,0,13.65,1.32,1.8
"Newton",2006,296654581.47,168840600,0,26293350,2601812,3502280,201238042,195102181,0,30383035,3006500,4047027,232538743,83.9,0,13.07,1.29,1.74
"Newton",2007,304305025.85,175221741,0,27193831,2635958,3452598,208504128,196868609,0,30553353,2961604,3879131,234262697,84.04,0,13.04,1.26,1.66
"Newton",2008,325448862.61,179245608,0,29939010,2684235,3903572,215772425,193943044,0,32393891,2904332,4223650,233464916,83.07,0,13.88,1.24,1.81
"Newton",2009,334466112.59,185846467,0,31211463,2772712,5065867,224896509,201803117,0,33891258,3010775,5500819,244205969,82.64,0,13.88,1.23,2.25
"Newton",2010,350445656.63,191384572,0,33298008,2974046,5643658,233300284,204462962,0,35573449,3177279,6029321,249243012,82.03,0,14.27,1.27,2.42
"Newton",2011,348955881.96,197438985,0,35164961,3064699,6039209,241707854,204476741,0,36418424,3173941,6254478,250323583,81.68,0,14.55,1.27,2.5
"Newton",2012,361603797.35,204153075,0,36236017,3228846,7163902,250781840,207143427,0,36766788,3276141,7268836,254455191,81.41,0,14.45,1.29,2.86
"Newton",2013,375735689.48,211944528,0,37209039,3310792,7710976,260175335,211944528,0,37209039,3310792,7710976,260175335,81.46,0,14.3,1.27,2.96
"Norfolk",2003,23487290.65,12980005,1785,391851,107051,130826,13611518,16433603,2260,496111,135534,165635,17233143,95.36,0.01,2.88,0.79,0.96
"Norfolk",2004,24591704.4,13547503,1690,531113,126074,129554,14335934,16707177,2084,654984,155478,159770,17679493,94.5,0.01,3.7,0.88,0.9
"Norfolk",2005,26582154.81,14632291,1933,561175,128981,166946,15491326,17453633,2306,669379,153851,199136,18478304,94.45,0.01,3.62,0.83,1.08
"Norfolk",2006,28572400.03,16920601,6848,604886,154923,171436,17858694,19552443,7913,698970,179020,198101,20636447,94.75,0.04,3.39,0.87,0.96
"Norfolk",2007,31862358.86,17886999,4460,636816,162928,183735,18874938,20096756,5011,715488,183056,206434,21206745,94.77,0.02,3.37,0.86,0.97
"Norfolk",2008,31928288.31,18230153,4692,716085,164626,213546,19329102,19724954,5077,774801,178125,231056,20914012,94.31,0.02,3.7,0.85,1.1
"Norfolk",2009,31826370.56,19091950,5092,793586,165828,303910,20360366,20731172,5529,861723,180066,330004,22108493,93.77,0.03,3.9,0.81,1.49
"Norfolk",2010,32626042.13,19715615,5437,835181,171287,394400,21121920,21062895,5809,892254,182992,421352,22565300,93.34,0.03,3.95,0.81,1.87
"Norfolk",2011,32666799.78,20335891,5835,925681,188854,417576,21873837,21060768,6043,958677,195586,432461,22653535,92.97,0.03,4.23,0.86,1.91
"Norfolk",2012,34396408.72,22294162,6364,1013625,210801,449771,23974723,22620718,6457,1028472,213889,456359,24325895,92.99,0.03,4.23,0.88,1.88
"Norfolk",2013,37500447.95,23346123,7796,1033241,212462,459056,25058678,23346123,7796,1033241,212462,459056,25058678,93.17,0.03,4.12,0.85,1.83
"North Adams",2003,35815188.17,4791527,12030,2055665,639589,656569,8155380,6066412,15231,2602617,809765,831263,10325287,58.75,0.15,25.21,7.84,8.05
"North Adams",2004,34955590.55,5024837,11307,2139277,614828,760260,8550509,6196776,13944,2638219,758224,937575,10544738,58.77,0.13,25.02,7.19,8.89
"North Adams",2005,36154947.2,5204345,10438,2230975,659187,751475,8856420,6207827,12451,2661143,786289,896372,10564081,58.76,0.12,25.19,7.44,8.49
"North Adams",2006,39316877.13,5406095,10761,2364385,681782,736359,9199382,6246963,12435,2732143,787827,850893,10630260,58.77,0.12,25.7,7.41,8
"North Adams",2007,39774044.15,5672106,0,2568753,731398,680305,9652562,6372837,0,2886096,821755,764350,10845038,58.76,0,26.61,7.58,7.05
"North Adams",2008,40762533.16,6439137,0,2654806,748015,712443,10554401,6967121,0,2872490,809349,770861,11419820,61.01,0,25.15,7.09,6.75
"North Adams",2009,40385718.36,6674574,0,2760581,748117,868877,11052149,7247648,0,2997603,812350,943478,12001079,60.39,0,24.98,6.77,7.86
"North Adams",2010,40330549.84,6992577,0,2958561,724256,926195,11601589,7470419,0,3160736,773749,989487,12394391,60.27,0,25.5,6.24,7.98
"North Adams",2011,41527662.87,7717133,0,3306662,798788,1031582,12854165,7992212,0,3424529,827261,1068353,13312355,60.04,0,25.72,6.21,8.03
"North Adams",2012,40093739.8,8172331,0,3362345,819329,887147,13241152,8292036,0,3411595,831330,900142,13435103,61.72,0,25.39,6.19,6.7
"North Adams",2013,41156019.12,8422559,0,3423227,810450,1030149,13686385,8422559,0,3423227,810450,1030149,13686385,61.54,0,25.01,5.92,7.53
"North Andover",2003,70761978.81,34961897,0,3088916,2511304,823030,41385147,44264232,0,3910786,3179488,1042014,52396520,84.48,0,7.46,6.07,1.99
"North Andover",2004,74594184.77,38158222,0,3441456,2637449,804409,45041536,47057834,0,4244104,3252579,992021,55546538,84.72,0,7.64,5.86,1.79
"North Andover",2005,76621769.33,39603439,0,3019317,2216637,977316,45816709,47239623,0,3601490,2644040,1165758,54650912,86.44,0,6.59,4.84,2.13
"North Andover",2006,81745554.6,41704830,0,3237622,2366656,1091294,48400402,48191627,0,3741204,2734767,1261035,55928633,86.17,0,6.69,4.89,2.25
"North Andover",2007,81968146.81,42983411,0,3613257,2202311,984272,49783251,48293575,0,4059638,2474384,1105869,55933466,86.34,0,7.26,4.42,1.98
"North Andover",2008,87933438.97,45618066,0,3910625,2302481,1129991,52961163,49358568,0,4231281,2491275,1222646,57303770,86.13,0,7.38,4.35,2.13
"North Andover",2009,88950415.65,45993084,0,4683072,2732839,1665903,55074898,49942019,0,5085157,2967479,1808936,59803591,83.51,0,8.5,4.96,3.02
"North Andover",2010,86904594.9,46758072,0,5068096,2976298,1912966,56715432,49953316,0,5414428,3179685,2043690,60591118,82.44,0,8.94,5.25,3.37
"North Andover",2011,89712389.09,48179307,0,5274914,3018522,2101981,58574724,49896669,0,5462939,3126118,2176907,60662633,82.25,0,9.01,5.15,3.59
"North Andover",2012,90488873.1,49921745,0,5342557,3036032,2326024,60626358,50652979,0,5420813,3080503,2360095,61514388,82.34,0,8.81,5.01,3.84
"North Andover",2013,93421866.03,50943262,0,5242642,3043268,2205407,61434579,50943262,0,5242642,3043268,2205407,61434579,82.92,0,8.53,4.95,3.59
"North Attleborough",2003,65238360.26,20705688,0,6068466,751229,489848,28015231,26214864,0,7683107,951109,620182,35469262,73.91,0,21.66,2.68,1.75
"North Attleborough",2004,69195239.66,22351786,0,6459715,807030,676914,30295445,27564876,0,7966309,995253,834790,37361228,73.78,0,21.32,2.66,2.23
"North Attleborough",2005,71983443.68,25095878,0,5783973,757639,501015,32138505,29934769,0,6899217,903724,597619,38335329,78.09,0,18,2.36,1.56
"North Attleborough",2006,75459608.4,26268344,0,6184848,839251,509341,33801784,30354140,0,7146843,969789,588564,39059336,77.71,0,18.3,2.48,1.51
"North Attleborough",2007,81905001.21,27794981,0,6331256,873564,504886,35504687,31228769,0,7113418,981484,567260,39890931,78.29,0,17.83,2.46,1.42
"North Attleborough",2008,85798504.08,29125095,0,6262300,1003666,485478,36876539,31513238,0,6775784,1085963,525285,39900270,78.98,0,16.98,2.72,1.32
"North Attleborough",2009,86700671.02,29692543,0,6718459,1085823,589119,38085944,32241924,0,7295301,1179051,639700,41355977,77.96,0,17.64,2.85,1.55
"North Attleborough",2010,86992072.64,30418072,0,6975403,1125657,621275,39140407,32496711,0,7452072,1202580,663730,41815092,77.72,0,17.82,2.88,1.59
"North Attleborough",2011,84719564.22,31245611,0,7185029,1170973,797926,40399539,32359368,0,7441141,1212713,826368,41839589,77.34,0,17.78,2.9,1.98
"North Attleborough",2012,86862292.89,32549977,0,7098312,1185940,804415,41638644,33026756,0,7202285,1203311,816198,42248550,78.17,0,17.05,2.85,1.93
"North Attleborough",2013,89211165.72,33883386,0,7033992,1198947,763615,42879940,33883386,0,7033992,1198947,763615,42879940,79.02,0,16.4,2.8,1.78
"North Brookfield",2003,11168009.35,2730136,0,169218,120326,89636,3109316,3456545,0,214242,152341,113486,3936614,87.81,0,5.44,3.87,2.88
"North Brookfield",2004,11414877.77,3062995,0,153147,103744,68197,3388083,3777375,0,188865,127940,84103,4178283,90.4,0,4.52,3.06,2.01
"North Brookfield",2005,12231677.77,3174155,0,155222,104939,62828,3497144,3786183,0,185151,125173,74942,4171450,90.76,0,4.44,3,1.8
"North Brookfield",2006,13398461.02,3586452,0,150037,106863,60997,3904349,4144291,0,173374,123485,70485,4511634,91.86,0,3.84,2.74,1.56
"North Brookfield",2007,13764430.68,3818135,0,145353,105274,50267,4119029,4289827,0,163310,118280,56477,4627893,92.7,0,3.53,2.56,1.22
"North Brookfield",2008,14012674.97,4129303,0,155932,111816,55474,4452525,4467890,0,168718,120984,60023,4817615,92.74,0,3.5,2.51,1.25
"North Brookfield",2009,14487683.36,4391265,0,169165,117334,86644,4764408,4768296,0,183689,127408,94083,5173477,92.17,0,3.55,2.46,1.82
"North Brookfield",2010,13900686.13,4540757,0,172514,123493,99886,4936650,4851053,0,184303,131932,106712,5273999,91.98,0,3.49,2.5,2.02
"North Brookfield",2011,13960009.84,4902348,0,194945,133217,112822,5343332,5077093,0,201894,137966,116844,5533796,91.75,0,3.65,2.49,2.11
"North Brookfield",2012,13990635.41,4884650,0,189804,132600,110540,5317594,4956198,0,192584,134542,112159,5395484,91.86,0,3.57,2.49,2.08
"North Brookfield",2013,14124485.93,5139794,0,201142,130802,122747,5594485,5139794,0,201142,130802,122747,5594485,91.87,0,3.6,2.34,2.19
"North Reading",2003,37452661.71,19040067,0,1536240,1542145,176866,22295318,24106070,0,1944988,1952465,223925,28227448,85.4,0,6.89,6.92,0.79
"North Reading",2004,39396787.1,20013449,0,1525475,1467172,242275,23248371,24681170,0,1881260,1809359,298781,28670570,86.09,0,6.56,6.31,1.04
"North Reading",2005,41635019.03,22787074,0,1629730,1193719,210224,25820747,27180791,0,1943968,1423887,250759,30799405,88.25,0,6.31,4.62,0.81
"North Reading",2006,44883408.63,23927602,0,1666502,1170957,199587,26964648,27649317,0,1925711,1353088,230631,31158748,88.74,0,6.18,4.34,0.74
"North Reading",2007,49011759.64,25968969,0,1787832,1204204,224795,29185800,29177172,0,2008701,1352971,252566,32791409,88.98,0,6.13,4.13,0.77
"North Reading",2008,51262018.91,27249678,0,1983967,1260183,355451,30849279,29484045,0,2146644,1363513,384597,33378799,88.33,0,6.43,4.08,1.15
"North Reading",2009,54104554.73,28380862,0,2089880,1400409,551683,32422834,30817623,0,2269316,1520647,599050,35206636,87.53,0,6.45,4.32,1.7
"North Reading",2010,54871884.27,29164094,0,2318563,1494412,754127,33731196,31157042,0,2477004,1596534,805661,36036239,86.46,0,6.87,4.43,2.24
"North Reading",2011,54729786.04,30356441,0,2352462,1520911,661287,34891101,31438503,0,2436316,1575124,684859,36134802,87,0,6.74,4.36,1.9
"North Reading",2012,57300687.88,31405922,0,2448468,1573105,614879,36042374,31865943,0,2484332,1596147,623885,36570308,87.14,0,6.79,4.36,1.71
"North Reading",2013,62509067.46,35240271,0,2755575,1759176,704210,40459232,35240271,0,2755575,1759176,704210,40459232,87.1,0,6.81,4.35,1.74
"Northampton",2003,66712201.39,22234474,0,4635353,1109428,1039024,29018279,28150415,0,5868684,1404614,1315478,36739191,76.62,0,15.97,3.82,3.58
"Northampton",2004,71340503.14,23858305,0,4886676,1033609,735286,30513876,29422759,0,6026392,1274677,906776,37630604,78.19,0,16.01,3.39,2.41
"Northampton",2005,70633201.33,25258916,0,4792902,1003082,721871,31776771,30129244,0,5717051,1196492,861059,37903847,79.49,0,15.08,3.16,2.27
"Northampton",2006,76365337.71,26561687,0,4466692,925551,689579,32643509,30693110,0,5161444,1069512,796837,37720902,81.37,0,13.68,2.84,2.11
"Northampton",2007,83664116.95,27789052,0,4976264,954198,693850,34413364,31222107,0,5591031,1072079,779568,38664786,80.75,0,14.46,2.77,2.02
"Northampton",2008,87286459.83,28942969,0,4984671,977913,862616,35768169,31316179,0,5393394,1058098,933347,38701018,80.92,0,13.94,2.73,2.41
"Northampton",2009,90069639.11,29856224,0,5253743,1020745,1066659,37197371,32419659,0,5704826,1108385,1158242,40391112,80.26,0,14.12,2.74,2.87
"Northampton",2010,91303542.48,32494563,0,5707666,1061927,1102381,40366537,34715100,0,6097703,1134494,1177713,43125011,80.5,0,14.14,2.63,2.73
"Northampton",2011,91673463.7,33469556,0,5850598,1137507,1179342,41637003,34662586,0,6059144,1178054,1221380,43121163,80.38,0,14.05,2.73,2.83
"Northampton",2012,95370225.96,34667579,0,5999515,1313405,1245463,43225962,35175376,0,6087393,1332643,1263706,43859118,80.2,0,13.88,3.04,2.88
"Northampton",2013,97841314.1,36299783,0,6328257,1513350,1247043,45388433,36299783,0,6328257,1513350,1247043,45388433,79.98,0,13.94,3.33,2.75
"Northborough",2003,35079122.87,18572684,23204,2018184,2515449,678875,23808396,23514330,29378,2555164,3184736,859504,30143111,78.01,0.1,8.48,10.57,2.85
"Northborough",2004,38553877.48,21795725,29591,1993773,2672134,725797,27217020,26879125,36492,2458779,3295354,895074,33564824,80.08,0.11,7.33,9.82,2.67
"Northborough",2005,39210734.3,21942249,24701,2059930,2864241,685441,27576562,26173070,29464,2457118,3416513,817605,32893769,79.57,0.09,7.47,10.39,2.49
"Northborough",2006,40909482.27,22996770,28123,2061972,2979344,634440,28700649,26573703,32497,2382693,3442753,733121,33164767,80.13,0.1,7.18,10.38,2.21
"Northborough",2007,44520820.8,24679890,32636,2238889,3156519,631792,30739726,27728840,36668,2515481,3546475,709843,34537307,80.29,0.11,7.28,10.27,2.06
"Northborough",2008,47093262.64,25783048,31997,2433468,3540583,811120,32600216,27897157,34621,2633003,3830897,877629,35273306,79.09,0.1,7.46,10.86,2.49
"Northborough",2009,48298027.02,26799983,33024,2529067,3729117,1148422,34239613,29101011,35859,2746211,4049296,1247025,37179403,78.27,0.1,7.39,10.89,3.35
"Northborough",2010,48663321.66,28070518,1447,2632580,3846922,1088724,35640191,29988735,1546,2812479,4109804,1163123,38075687,78.76,0,7.39,10.79,3.05
"Northborough",2011,49430534.53,28568015,1520,2733033,4253312,1139754,36695634,29586328,1574,2830453,4404922,1180381,38003658,77.85,0,7.45,11.59,3.11
"Northborough",2012,52558749.3,29469457,883,3598685,4213286,1120427,38402738,29901114,896,3651397,4275001,1136839,38965246,76.74,0,9.37,10.97,2.92
"Northborough",2013,55949515.21,29930872,0,4678642,4314737,1219257,40143508,29930872,0,4678642,4314737,1219257,40143508,74.56,0,11.65,10.75,3.04
"Northbridge",2003,34112603.11,9720535,180160,706491,249932,306918,11164036,12306884,228095,894468,316432,388580,14134458,87.07,1.61,6.33,2.24,2.75
"Northbridge",2004,36672389.83,10338012,161447,713740,263379,379637,11856215,12749138,199101,880205,324807,468179,14621431,87.19,1.36,6.02,2.22,3.2
"Northbridge",2005,38829601.01,11144901,0,834704,309144,245123,12533872,13293818,0,995648,368752,292387,14950605,88.92,0,6.66,2.47,1.96
"Northbridge",2006,38751599.52,12141671,0,785252,296524,247615,13471062,14030195,0,907391,342646,286129,15566360,90.13,0,5.83,2.2,1.84
"Northbridge",2007,43013704.18,12616588,0,818734,301243,240942,13977507,14175239,0,919880,338459,270708,15704286,90.26,0,5.86,2.16,1.72
"Northbridge",2008,41939901.17,13044111,0,1176035,396363,269660,14886169,14113677,0,1272465,428863,291771,16106776,87.63,0,7.9,2.66,1.81
"Northbridge",2009,44024622.93,14087707,0,1320313,426598,416461,16251079,15297268,0,1433674,463225,452218,17646386,86.69,0,8.12,2.63,2.56
"Northbridge",2010,44239435.51,13746027,0,1316773,419606,491344,15973750,14685371,0,1406756,448280,524920,17065327,86.05,0,8.24,2.63,3.08
"Northbridge",2011,42152425.33,14365622,0,1293489,407364,558432,16624907,14877688,0,1339596,421885,578337,17217505,86.41,0,7.78,2.45,3.36
"Northbridge",2012,44851829.91,15519363,0,1416525,448458,571925,17956271,15746684,0,1437274,455027,580302,18219287,86.43,0,7.89,2.5,3.19
"Northbridge",2013,44548438.27,15008090,0,1377121,428079,538811,17352101,15008090,0,1377121,428079,538811,17352101,86.49,0,7.94,2.47,3.11
"Northfield",2003,5825223.34,2141529,0,146231,988671,243451,3519882,2711327,0,185139,1251727,308226,4456419,60.84,0,4.15,28.09,6.92
"Northfield",2004,5756568.32,2519174,0,140052,890934,158772,3708932,3106719,0,172716,1098726,195802,4573963,67.92,0,3.78,24.02,4.28
"Northfield",2005,5848357.8,2965268,0,165334,973548,168993,4273143,3537020,0,197213,1161264,201578,5097074,69.39,0,3.87,22.78,3.95
"Northfield",2006,6057170.19,3178730,0,179334,644572,490944,4493580,3673152,0,207228,744829,567306,5192514,70.74,0,3.99,14.34,10.93
"Northfield",2007,6317208.78,3371470,0,177529,650698,497571,4697268,3787981,0,199461,731085,559041,5277568,71.78,0,3.78,13.85,10.59
"Northfield",2008,6750214.31,3770439,0,195693,616950,513185,5096267,4079600,0,211739,667537,555264,5514141,73.98,0,3.84,12.11,10.07
"Northfield",2009,7085622.74,3975826,0,197617,987999,221263,5382705,4317188,0,214584,1072828,240260,5844860,73.86,0,3.67,18.36,4.11
"Northfield",2010,6757951.74,4048357,0,196048,1002994,234787,5482186,4325004,0,209445,1071534,250831,5856815,73.85,0,3.58,18.3,4.28
"Northfield",2011,7232817.16,4009342,0,554647,988587,279499,5832075,4152256,0,574418,1023825,289462,6039961,68.75,0,9.51,16.95,4.79
"Northfield",2012,7488299.43,4118271,0,592712,1015968,262733,5989684,4178594,0,601394,1030849,266581,6077418,68.76,0,9.9,16.96,4.39
"Northfield",2013,7780166.15,4113287,0,608663,1076807,339182,6137939,4113287,0,608663,1076807,339182,6137939,67.01,0,9.92,17.54,5.53
"Norton",2003,41357919.54,15718656,0,1183558,872890,344480,18119584,19900929,0,1498468,1105140,436136,22940674,86.75,0,6.53,4.82,1.9
"Norton",2004,40901924.36,16750091,0,1281396,900976,376339,19308802,20656702,0,1580255,1111110,464112,23812179,86.75,0,6.64,4.67,1.95
"Norton",2005,44195491.03,17955486,0,1206820,816957,384692,20363955,21417594,0,1439514,974480,458867,24290455,88.17,0,5.93,4.01,1.89
"Norton",2006,47821566.75,18649643,0,1378604,995883,332299,21356429,21550421,0,1593033,1150783,383985,24678222,87.33,0,6.46,4.66,1.56
"Norton",2007,49520515.76,19552660,0,1424842,1019835,352375,22349712,21968193,0,1600867,1145825,395907,25110792,87.49,0,6.38,4.56,1.58
"Norton",2008,51948526.23,20364599,0,1491427,1091948,407941,23355915,22034416,0,1613718,1181483,441391,25271008,87.19,0,6.39,4.68,1.75
"Norton",2009,51952375.59,20773607,0,1747762,1349938,629292,24500599,22557215,0,1897824,1465843,683323,26604204,84.79,0,7.13,5.51,2.57
"Norton",2010,52455952.55,21488471,0,1827416,1430516,816826,25563229,22956900,0,1952294,1528271,872644,27310109,84.06,0,7.15,5.6,3.2
"Norton",2011,52537827.1,22192472,0,1905239,1641014,809049,26547774,22983528,0,1973152,1699508,837888,27494075,83.59,0,7.18,6.18,3.05
"Norton",2012,53203055.12,22952572,0,2003138,1695219,800606,27451535,23288772,0,2032479,1720050,812333,27853634,83.61,0,7.3,6.18,2.92
"Norton",2013,55201082.13,24382754,0,2093444,1736046,841514,29053758,24382754,0,2093444,1736046,841514,29053758,83.92,0,7.21,5.98,2.9
"Norwell",2003,33090940.79,18102295,0,2697481,673507,426378,21899661,22918784,0,3415202,852707,539825,27726518,82.66,0,12.32,3.08,1.95
"Norwell",2004,34326089.25,19200282,0,2777199,698763,431368,23107612,23678349,0,3424923,861735,531976,28496982,83.09,0,12.02,3.02,1.87
"Norwell",2005,35900150.14,19758965,0,2246919,549221,259491,22814596,23568813,0,2680161,655120,309525,27213619,86.61,0,9.85,2.41,1.14
"Norwell",2006,38088326.02,21943720,0,2693731,612574,296884,25546909,25356861,0,3112716,707854,343062,29520492,85.9,0,10.54,2.4,1.16
"Norwell",2007,39931679.19,23136739,0,2718237,639739,256581,26751296,25995048,0,3054048,718772,288279,30056147,86.49,0,10.16,2.39,0.96
"Norwell",2008,42807258.87,23854303,0,2967319,670813,253885,27746320,25810262,0,3210627,725817,274703,30021409,85.97,0,10.69,2.42,0.92
"Norwell",2009,42452976.41,25027054,0,3204127,683405,417262,29331848,27175860,0,3479231,742082,453088,31850260,85.32,0,10.92,2.33,1.42
"Norwell",2010,43375376.45,25557668,0,3495568,740955,427872,30222063,27304168,0,3734440,791589,457111,32287308,84.57,0,11.57,2.45,1.42
"Norwell",2011,43855475.68,25978995,0,3765643,805133,490899,31040670,26905022,0,3899870,833832,508397,32147121,83.69,0,12.13,2.59,1.58
"Norwell",2012,46081358.44,27016589,0,3709764,755580,470398,31952331,27412317,0,3764103,766647,477288,32420356,84.55,0,11.61,2.36,1.47
"Norwell",2013,48795870.69,30181634,0,4162332,853636,556526,35754128,30181634,0,4162332,853636,556526,35754128,84.41,0,11.64,2.39,1.56
"Norwood",2003,100446153.45,21042073,0,10641765,4242799,901343,36827980,26640751,0,13473226,5371683,1141164,46626825,57.14,0,28.9,11.52,2.45
"Norwood",2004,103949024.1,22284372,0,10628163,4211519,1157779,38281833,27481739,0,13106961,5193768,1427807,47210275,58.21,0,27.76,11,3.02
"Norwood",2005,104671680.93,23624285,0,11094739,4231186,1112908,40063118,28179429,0,13233984,5047027,1327495,47787935,58.97,0,27.69,10.56,2.78
"Norwood",2006,112110406.26,23671843,0,12602774,4534933,1100010,41909560,27353777,0,14563018,5240300,1271106,48428201,56.48,0,30.07,10.82,2.62
"Norwood",2007,122977033.24,24663440,0,13571012,4416004,1336191,43986647,27710358,0,15247573,4961556,1501264,49420751,56.07,0,30.85,10.04,3.04
"Norwood",2008,137320053.48,25818391,0,14278365,4564042,1544015,46204813,27935398,0,15449135,4938276,1670618,49993426,55.88,0,30.9,9.88,3.34
"Norwood",2009,146326800.36,27029124,0,14747750,5016924,1852598,48646396,29349826,0,16013982,5447674,2011661,52823142,55.56,0,30.32,10.31,3.81
"Norwood",2010,157916768.37,28511850,0,15554366,5213300,2079665,51359181,30460226,0,16617284,5569554,2221780,54868844,55.51,0,30.29,10.15,4.05
