"","Municipal","County","State","Region","Five_Year_Range","Five_Year_Average","Median_Annual_Household_Income","Margin_Error_Median"
"366","Easthampton","Hampshire County","MA","Easthampton","2007-2011",2011,53185,6182
"367","Easthampton","Hampshire County","MA","Easthampton","2008-2012",2012,55621,3697
"368","Easthampton","Hampshire County","MA","Easthampton","2005-2009",2009,50257,7186
"369","Easton","Bristol County","MA","Easton","2005-2009",2009,84375,9482
"370","Easton","Bristol County","MA","Easton","2006-2010",2010,86050,7711
"371","Easton","Bristol County","MA","Easton","2007-2011",2011,89714,7259
"372","Easton","Bristol County","MA","Easton","2008-2012",2012,95523,9666
"373","Edgartown","Dukes County","MA","Edgartown","2005-2009",2009,69286,17281
"374","Edgartown","Dukes County","MA","Edgartown","2006-2010",2010,67625,18878
"375","Edgartown","Dukes County","MA","Edgartown","2007-2011",2011,74214,13548
"376","Edgartown","Dukes County","MA","Edgartown","2008-2012",2012,63378,13280
"377","Egremont","Berkshire County","MA","Egremont","2005-2009",2009,54914,6724
"378","Egremont","Berkshire County","MA","Egremont","2006-2010",2010,51856,3511
"379","Egremont","Berkshire County","MA","Egremont","2007-2011",2011,50848,7847
"380","Egremont","Berkshire County","MA","Egremont","2008-2012",2012,53015,7762
"381","Erving","Franklin County","MA","Erving","2005-2009",2009,49076,5731
"382","Erving","Franklin County","MA","Erving","2006-2010",2010,51458,4919
"383","Erving","Franklin County","MA","Erving","2007-2011",2011,53661,6387
"384","Erving","Franklin County","MA","Erving","2008-2012",2012,52875,8241
"385","Essex","Essex County","MA","Essex","2005-2009",2009,76594,12299
"386","Essex","Essex County","MA","Essex","2006-2010",2010,76989,10722
"387","Essex","Essex County","MA","Essex","2007-2011",2011,79492,17642
"388","Essex","Essex County","MA","Essex","2008-2012",2012,82009,14442
"389",NA,"Essex County","MA","Essex County","2005-2009",2009,64280,812
"390",NA,"Essex County","MA","Essex County","2006-2010",2010,64153,773
"391",NA,"Essex County","MA","Essex County","2007-2011",2011,65785,866
"392",NA,"Essex County","MA","Essex County","2008-2012",2012,66918,856
"393","Everett","Middlesex County","MA","Everett","2005-2009",2009,49830,5579
"394","Everett","Middlesex County","MA","Everett","2006-2010",2010,49737,3697
"395","Everett","Middlesex County","MA","Everett","2007-2011",2011,48319,4217
"396","Everett","Middlesex County","MA","Everett","2008-2012",2012,49702,3111
"397","Fairhaven","Bristol County","MA","Fairhaven","2005-2009",2009,55309,4992
"398","Fairhaven","Bristol County","MA","Fairhaven","2006-2010",2010,54144,5281
"399","Fairhaven","Bristol County","MA","Fairhaven","2007-2011",2011,60179,7876
"400","Fairhaven","Bristol County","MA","Fairhaven","2008-2012",2012,59933,4297
"401","Fall River","Bristol County","MA","Fall River","2005-2009",2009,35814,1739
"402","Fall River","Bristol County","MA","Fall River","2006-2010",2010,34236,1564
"403","Fall River","Bristol County","MA","Fall River","2007-2011",2011,34789,1647
"404","Fall River","Bristol County","MA","Fall River","2008-2012",2012,34437,1635
"405","Falmouth","Barnstable County","MA","Falmouth","2005-2009",2009,62686,3346
"406","Falmouth","Barnstable County","MA","Falmouth","2006-2010",2010,62392,3499
"407","Falmouth","Barnstable County","MA","Falmouth","2007-2011",2011,61244,4007
"408","Falmouth","Barnstable County","MA","Falmouth","2008-2012",2012,61173,4284
"409","Fitchburg","Worcester County","MA","Fitchburg","2005-2009",2009,47369,2395
"410","Fitchburg","Worcester County","MA","Fitchburg","2006-2010",2010,47019,2796
"411","Fitchburg","Worcester County","MA","Fitchburg","2007-2011",2011,48064,3056
"412","Fitchburg","Worcester County","MA","Fitchburg","2008-2012",2012,47442,2889
"413","Florida","Berkshire County","MA","Florida","2005-2009",2009,53850,10279
"414","Florida","Berkshire County","MA","Florida","2006-2010",2010,53333,16194
"415","Florida","Berkshire County","MA","Florida","2007-2011",2011,46458,10555
"416","Florida","Berkshire County","MA","Florida","2008-2012",2012,49191,12224
"417","Foxborough","Norfolk County","MA","Foxborough","2005-2009",2009,90601,6835
"418","Foxborough","Norfolk County","MA","Foxborough","2006-2010",2010,93397,5496
"419","Foxborough","Norfolk County","MA","Foxborough","2007-2011",2011,92370,6973
"420","Foxborough","Norfolk County","MA","Foxborough","2008-2012",2012,90914,9866
"421","Framingham","Middlesex County","MA","Framingham","2005-2009",2009,64708,2600
"422","Framingham","Middlesex County","MA","Framingham","2006-2010",2010,64061,2526
"423","Framingham","Middlesex County","MA","Framingham","2007-2011",2011,66047,3120
"424","Framingham","Middlesex County","MA","Framingham","2008-2012",2012,68906,3469
"425","Franklin","Norfolk County","MA","Franklin","2006-2010",2010,89330,6169
"426","Franklin","Norfolk County","MA","Franklin","2007-2011",2011,92066,4838
"427","Franklin","Norfolk County","MA","Franklin","2008-2012",2012,97267,6585
"428","Franklin","Norfolk County","MA","Franklin","2005-2009",2009,89115,6816
"429",NA,"Franklin County","MA","Franklin County","2005-2009",2009,52185,1509
"430",NA,"Franklin County","MA","Franklin County","2006-2010",2010,52002,1718
"431",NA,"Franklin County","MA","Franklin County","2007-2011",2011,52246,1241
"432",NA,"Franklin County","MA","Franklin County","2008-2012",2012,53298,1687
"433","Freetown","Bristol County","MA","Freetown","2005-2009",2009,87700,14015
"434","Freetown","Bristol County","MA","Freetown","2006-2010",2010,82308,11734
"435","Freetown","Bristol County","MA","Freetown","2007-2011",2011,82208,10335
"436","Freetown","Bristol County","MA","Freetown","2008-2012",2012,88036,9168
"437","Gardner","Worcester County","MA","Gardner","2005-2009",2009,47638,4388
"438","Gardner","Worcester County","MA","Gardner","2006-2010",2010,48333,4912
"439","Gardner","Worcester County","MA","Gardner","2007-2011",2011,48108,5209
"440","Gardner","Worcester County","MA","Gardner","2008-2012",2012,48934,4513
"441","Georgetown","Essex County","MA","Georgetown","2005-2009",2009,98884,5562
"442","Georgetown","Essex County","MA","Georgetown","2006-2010",2010,101875,9552
"443","Georgetown","Essex County","MA","Georgetown","2007-2011",2011,106765,7921
"444","Georgetown","Essex County","MA","Georgetown","2008-2012",2012,104902,7353
"445","Gill","Franklin County","MA","Gill","2005-2009",2009,56066,4809
"446","Gill","Franklin County","MA","Gill","2006-2010",2010,58487,6748
"447","Gill","Franklin County","MA","Gill","2007-2011",2011,59800,7448
"448","Gill","Franklin County","MA","Gill","2008-2012",2012,67375,6609
"449","Gloucester","Essex County","MA","Gloucester","2005-2009",2009,63158,3054
"450","Gloucester","Essex County","MA","Gloucester","2006-2010",2010,60506,3662
"451","Gloucester","Essex County","MA","Gloucester","2007-2011",2011,59061,4914
"452","Gloucester","Essex County","MA","Gloucester","2008-2012",2012,62059,3968
"453","Goshen","Hampshire County","MA","Goshen","2005-2009",2009,83333,19811
"454","Goshen","Hampshire County","MA","Goshen","2006-2010",2010,70625,15681
"455","Goshen","Hampshire County","MA","Goshen","2007-2011",2011,77917,17085
"456","Goshen","Hampshire County","MA","Goshen","2008-2012",2012,69881,6679
"457","Gosnold","Dukes County","MA","Gosnold","2005-2009",2009,52500,21166
"458","Gosnold","Dukes County","MA","Gosnold","2006-2010",2010,46250,25313
"459","Gosnold","Dukes County","MA","Gosnold","2007-2011",2011,52813,34444
"460","Gosnold","Dukes County","MA","Gosnold","2008-2012",2012,28750,5248
"461","Grafton","Worcester County","MA","Grafton","2005-2009",2009,89649,5656
"462","Grafton","Worcester County","MA","Grafton","2006-2010",2010,91743,6462
"463","Grafton","Worcester County","MA","Grafton","2007-2011",2011,89950,6837
"464","Grafton","Worcester County","MA","Grafton","2008-2012",2012,90269,6648
"465","Granby","Hampshire County","MA","Granby","2005-2009",2009,68412,12539
"466","Granby","Hampshire County","MA","Granby","2006-2010",2010,66726,6281
"467","Granby","Hampshire County","MA","Granby","2007-2011",2011,70362,4894
"468","Granby","Hampshire County","MA","Granby","2008-2012",2012,72431,5616
"469","Granville","Hampden County","MA","Granville","2005-2009",2009,73571,7642
"470","Granville","Hampden County","MA","Granville","2006-2010",2010,69125,4481
"471","Granville","Hampden County","MA","Granville","2007-2011",2011,71667,6746
"472","Granville","Hampden County","MA","Granville","2008-2012",2012,65455,9716
"473","Great Barrington","Berkshire County","MA","Great Barrington","2005-2009",2009,54489,6285
"474","Great Barrington","Berkshire County","MA","Great Barrington","2006-2010",2010,52843,11169
"475","Great Barrington","Berkshire County","MA","Great Barrington","2007-2011",2011,48561,8359
"476","Great Barrington","Berkshire County","MA","Great Barrington","2008-2012",2012,50882,9580
"477","Greenfield","Franklin County","MA","Greenfield","2006-2010",2010,45261,2731
"478","Greenfield","Franklin County","MA","Greenfield","2007-2011",2011,46018,2571
"479","Greenfield","Franklin County","MA","Greenfield","2008-2012",2012,48370,2747
"480","Greenfield","Franklin County","MA","Greenfield","2005-2009",2009,45188,2794
"481","Groton","Middlesex County","MA","Groton","2005-2009",2009,118041,14825
"482","Groton","Middlesex County","MA","Groton","2006-2010",2010,123853,7895
"483","Groton","Middlesex County","MA","Groton","2007-2011",2011,117903,13954
"484","Groton","Middlesex County","MA","Groton","2008-2012",2012,117037,12421
"485","Groveland","Essex County","MA","Groveland","2005-2009",2009,84274,5856
"486","Groveland","Essex County","MA","Groveland","2006-2010",2010,84232,6083
"487","Groveland","Essex County","MA","Groveland","2007-2011",2011,91080,9399
"488","Groveland","Essex County","MA","Groveland","2008-2012",2012,94517,7071
"489","Hadley","Hampshire County","MA","Hadley","2005-2009",2009,62731,14180
"490","Hadley","Hampshire County","MA","Hadley","2006-2010",2010,69911,14615
"491","Hadley","Hampshire County","MA","Hadley","2007-2011",2011,75313,7859
"492","Hadley","Hampshire County","MA","Hadley","2008-2012",2012,77891,9092
"493","Halifax","Plymouth County","MA","Halifax","2005-2009",2009,74679,7981
"494","Halifax","Plymouth County","MA","Halifax","2006-2010",2010,81855,5892
"495","Halifax","Plymouth County","MA","Halifax","2007-2011",2011,83522,5460
"496","Halifax","Plymouth County","MA","Halifax","2008-2012",2012,77905,11520
"497","Hamilton","Essex County","MA","Hamilton","2005-2009",2009,98525,16590
"498","Hamilton","Essex County","MA","Hamilton","2006-2010",2010,99732,20831
"499","Hamilton","Essex County","MA","Hamilton","2007-2011",2011,103774,17995
"500","Hamilton","Essex County","MA","Hamilton","2008-2012",2012,105100,17878
"501","Hampden","Hampden County","MA","Hampden","2005-2009",2009,78659,6536
"502","Hampden","Hampden County","MA","Hampden","2006-2010",2010,78869,9873
"503","Hampden","Hampden County","MA","Hampden","2007-2011",2011,79773,9669
"504","Hampden","Hampden County","MA","Hampden","2008-2012",2012,80917,6587
"505",NA,"Hampden County","MA","Hampden County","2005-2009",2009,47617,901
"506",NA,"Hampden County","MA","Hampden County","2006-2010",2010,47724,852
"507",NA,"Hampden County","MA","Hampden County","2007-2011",2011,48866,839
"508",NA,"Hampden County","MA","Hampden County","2008-2012",2012,49729,934
"509",NA,"Hampshire County","MA","Hampshire County","2005-2009",2009,57293,1680
"510",NA,"Hampshire County","MA","Hampshire County","2006-2010",2010,59505,1652
"511",NA,"Hampshire County","MA","Hampshire County","2007-2011",2011,60331,1693
"512",NA,"Hampshire County","MA","Hampshire County","2008-2012",2012,61264,1578
"513","Hancock","Berkshire County","MA","Hancock","2005-2009",2009,67386,7785
"514","Hancock","Berkshire County","MA","Hancock","2006-2010",2010,74205,9298
"515","Hancock","Berkshire County","MA","Hancock","2007-2011",2011,78571,5650
"516","Hancock","Berkshire County","MA","Hancock","2008-2012",2012,75536,6323
"517","Hanover","Plymouth County","MA","Hanover","2005-2009",2009,99261,7359
"518","Hanover","Plymouth County","MA","Hanover","2006-2010",2010,100233,6897
"519","Hanover","Plymouth County","MA","Hanover","2007-2011",2011,100982,10513
"520","Hanover","Plymouth County","MA","Hanover","2008-2012",2012,99856,11603
"521","Hanson","Plymouth County","MA","Hanson","2005-2009",2009,83667,6870
"522","Hanson","Plymouth County","MA","Hanson","2006-2010",2010,81964,2997
"523","Hanson","Plymouth County","MA","Hanson","2007-2011",2011,89000,8661
"524","Hanson","Plymouth County","MA","Hanson","2008-2012",2012,92736,8639
"525","Hardwick","Worcester County","MA","Hardwick","2005-2009",2009,58359,9268
"526","Hardwick","Worcester County","MA","Hardwick","2006-2010",2010,57866,7505
"527","Hardwick","Worcester County","MA","Hardwick","2007-2011",2011,61298,10761
"528","Hardwick","Worcester County","MA","Hardwick","2008-2012",2012,59432,8971
"529","Harvard","Worcester County","MA","Harvard","2005-2009",2009,138893,8413
"530","Harvard","Worcester County","MA","Harvard","2006-2010",2010,141274,11505
"531","Harvard","Worcester County","MA","Harvard","2007-2011",2011,142411,13506
"532","Harvard","Worcester County","MA","Harvard","2008-2012",2012,144143,11910
"533","Harwich","Barnstable County","MA","Harwich","2005-2009",2009,53607,4004
"534","Harwich","Barnstable County","MA","Harwich","2006-2010",2010,54958,4290
"535","Harwich","Barnstable County","MA","Harwich","2007-2011",2011,57455,5135
"536","Harwich","Barnstable County","MA","Harwich","2008-2012",2012,60651,4896
"537","Hatfield","Hampshire County","MA","Hatfield","2005-2009",2009,53684,6715
"538","Hatfield","Hampshire County","MA","Hatfield","2006-2010",2010,53939,8409
"539","Hatfield","Hampshire County","MA","Hatfield","2007-2011",2011,53485,13763
"540","Hatfield","Hampshire County","MA","Hatfield","2008-2012",2012,53750,17930
"541","Haverhill","Essex County","MA","Haverhill","2005-2009",2009,60535,2332
"542","Haverhill","Essex County","MA","Haverhill","2006-2010",2010,61956,2237
"543","Haverhill","Essex County","MA","Haverhill","2007-2011",2011,60611,2253
"544","Haverhill","Essex County","MA","Haverhill","2008-2012",2012,60271,2228
"545","Hawley","Franklin County","MA","Hawley","2005-2009",2009,76406,11724
"546","Hawley","Franklin County","MA","Hawley","2006-2010",2010,65313,15177
"547","Hawley","Franklin County","MA","Hawley","2007-2011",2011,63750,10167
"548","Hawley","Franklin County","MA","Hawley","2008-2012",2012,65833,13398
"549","Heath","Franklin County","MA","Heath","2005-2009",2009,64531,18346
"550","Heath","Franklin County","MA","Heath","2006-2010",2010,68875,10075
"551","Heath","Franklin County","MA","Heath","2007-2011",2011,63333,27097
"552","Heath","Franklin County","MA","Heath","2008-2012",2012,54286,23950
"553","Hingham","Plymouth County","MA","Hingham","2005-2009",2009,105870,7499
"554","Hingham","Plymouth County","MA","Hingham","2006-2010",2010,98890,5797
"555","Hingham","Plymouth County","MA","Hingham","2007-2011",2011,99318,8155
"556","Hingham","Plymouth County","MA","Hingham","2008-2012",2012,101268,7678
"557","Hinsdale","Berkshire County","MA","Hinsdale","2005-2009",2009,62917,4650
"558","Hinsdale","Berkshire County","MA","Hinsdale","2006-2010",2010,60766,6857
"559","Hinsdale","Berkshire County","MA","Hinsdale","2007-2011",2011,62596,4792
"560","Hinsdale","Berkshire County","MA","Hinsdale","2008-2012",2012,63158,5036
"561","Holbrook","Norfolk County","MA","Holbrook","2005-2009",2009,67429,7031
"562","Holbrook","Norfolk County","MA","Holbrook","2006-2010",2010,62623,6284
"563","Holbrook","Norfolk County","MA","Holbrook","2007-2011",2011,63790,5936
"564","Holbrook","Norfolk County","MA","Holbrook","2008-2012",2012,62299,8706
"565","Holden","Worcester County","MA","Holden","2005-2009",2009,84745,4983
"566","Holden","Worcester County","MA","Holden","2006-2010",2010,88405,6216
"567","Holden","Worcester County","MA","Holden","2007-2011",2011,89660,4535
"568","Holden","Worcester County","MA","Holden","2008-2012",2012,93860,5744
"569","Holland","Hampden County","MA","Holland","2005-2009",2009,73125,10593
"570","Holland","Hampden County","MA","Holland","2006-2010",2010,67596,9901
