"","Municipal","County","State","Region","Five_Year_Range","Total_Pop","Pov_Pop","Percent_Pov","Margin_Error_Percent"
"658","Lincoln","Middlesex County","MA","Lincoln","2006-2010",6546,112,1.7,1.5
"659","Lincoln","Middlesex County","MA","Lincoln","2007-2011",6468,129,2,1.4
"660","Lincoln","Middlesex County","MA","Lincoln","2008-2012",6433,256,4,2.3
"661","Littleton","Middlesex County","MA","Littleton","2005-2009",8498,338,4,2.1
"662","Littleton","Middlesex County","MA","Littleton","2006-2010",8557,302,3.5,2
"663","Littleton","Middlesex County","MA","Littleton","2007-2011",8721,379,4.3,2.4
"664","Littleton","Middlesex County","MA","Littleton","2008-2012",8836,372,4.2,2.1
"665","Longmeadow","Hampden County","MA","Longmeadow","2005-2009",15067,266,1.8,0.9
"666","Longmeadow","Hampden County","MA","Longmeadow","2006-2010",15065,357,2.4,1.3
"667","Longmeadow","Hampden County","MA","Longmeadow","2007-2011",15200,512,3.4,2
"668","Longmeadow","Hampden County","MA","Longmeadow","2008-2012",15180,645,4.2,1.5
"669","Lowell","Middlesex County","MA","Lowell","2005-2009",99348,17550,17.7,1.8
"670","Lowell","Middlesex County","MA","Lowell","2006-2010",101443,17802,17.5,1.6
"671","Lowell","Middlesex County","MA","Lowell","2007-2011",102601,18035,17.6,1.6
"672","Lowell","Middlesex County","MA","Lowell","2008-2012",103144,17865,17.3,1.6
"673","Ludlow","Hampden County","MA","Ludlow","2005-2009",20355,1040,5.1,1.4
"674","Ludlow","Hampden County","MA","Ludlow","2006-2010",19484,1063,5.5,1.7
"675","Ludlow","Hampden County","MA","Ludlow","2007-2011",19597,1298,6.6,1.8
"676","Ludlow","Hampden County","MA","Ludlow","2008-2012",19887,1129,5.7,1.7
"677","Lunenburg","Worcester County","MA","Lunenburg","2005-2009",10107,405,4,2.2
"678","Lunenburg","Worcester County","MA","Lunenburg","2006-2010",9985,547,5.5,2.7
"679","Lunenburg","Worcester County","MA","Lunenburg","2007-2011",9980,517,5.2,2.7
"680","Lunenburg","Worcester County","MA","Lunenburg","2008-2012",10294,532,5.2,2.4
"681","Lynn","Essex County","MA","Lynn","2005-2009",86578,16781,19.4,1.9
"682","Lynn","Essex County","MA","Lynn","2006-2010",89195,17258,19.3,1.7
"683","Lynn","Essex County","MA","Lynn","2007-2011",89358,17178,19.2,1.5
"684","Lynn","Essex County","MA","Lynn","2008-2012",89785,18712,20.8,1.5
"685","Lynnfield","Essex County","MA","Lynnfield","2005-2009",11492,638,5.6,3
"686","Lynnfield","Essex County","MA","Lynnfield","2006-2010",11487,476,4.1,2.7
"687","Lynnfield","Essex County","MA","Lynnfield","2007-2011",11546,419,3.6,2.5
"688","Lynnfield","Essex County","MA","Lynnfield","2008-2012",11627,209,1.8,1
"693","Malden","Middlesex County","MA","Malden","2005-2009",55493,6348,11.4,1.8
"694","Malden","Middlesex County","MA","Malden","2006-2010",58063,7436,12.8,2.2
"695","Malden","Middlesex County","MA","Malden","2007-2011",58560,8285,14.1,1.9
"696","Malden","Middlesex County","MA","Malden","2008-2012",59160,8642,14.6,2.1
"697","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2005-2009",5169,190,3.7,2.3
"698","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2006-2010",5129,178,3.5,1.8
"699","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2007-2011",5106,92,1.8,1.1
"700","Manchester-by-the-Sea","Essex County","MA","Manchester-by-the-Sea","2008-2012",5133,260,5.1,3.3
"701","Mansfield","Bristol County","MA","Mansfield","2005-2009",23304,1103,4.7,1.6
"702","Mansfield","Bristol County","MA","Mansfield","2006-2010",23024,1253,5.4,1.7
"703","Mansfield","Bristol County","MA","Mansfield","2007-2011",23060,1117,4.8,1.6
"704","Mansfield","Bristol County","MA","Mansfield","2008-2012",23159,1195,5.2,2
"705","Marblehead","Essex County","MA","Marblehead","2005-2009",19849,899,4.5,1.6
"706","Marblehead","Essex County","MA","Marblehead","2006-2010",19780,944,4.8,1.6
"707","Marblehead","Essex County","MA","Marblehead","2007-2011",19678,1070,5.4,1.6
"708","Marblehead","Essex County","MA","Marblehead","2008-2012",19744,1136,5.8,2
"709","Marion","Plymouth County","MA","Marion","2005-2009",4922,185,3.8,2.7
"710","Marion","Plymouth County","MA","Marion","2006-2010",4775,105,2.2,1.6
"711","Marion","Plymouth County","MA","Marion","2007-2011",4806,120,2.5,1.7
"712","Marion","Plymouth County","MA","Marion","2008-2012",4789,135,2.8,1.8
"713","Marlborough","Middlesex County","MA","Marlborough","2005-2009",37831,2961,7.8,2.1
"714","Marlborough","Middlesex County","MA","Marlborough","2006-2010",37511,2994,8,1.9
"715","Marlborough","Middlesex County","MA","Marlborough","2007-2011",37846,2425,6.4,1.4
"716","Marlborough","Middlesex County","MA","Marlborough","2008-2012",38171,2860,7.5,1.7
"717","Marshfield","Plymouth County","MA","Marshfield","2005-2009",24499,1123,4.6,1.3
"718","Marshfield","Plymouth County","MA","Marshfield","2006-2010",24841,1084,4.4,1.3
"719","Marshfield","Plymouth County","MA","Marshfield","2007-2011",25030,909,3.6,1.3
"720","Marshfield","Plymouth County","MA","Marshfield","2008-2012",25183,1052,4.2,1.3
"721","Mashpee","Barnstable County","MA","Mashpee","2005-2009",14205,1112,7.8,2.7
"722","Mashpee","Barnstable County","MA","Mashpee","2006-2010",13785,1046,7.6,2.7
"723","Mashpee","Barnstable County","MA","Mashpee","2007-2011",13816,1190,8.6,2.8
"724","Mashpee","Barnstable County","MA","Mashpee","2008-2012",13863,1281,9.2,2.5
"725","Mattapoisett","Plymouth County","MA","Mattapoisett","2005-2009",6440,271,4.2,2.3
"726","Mattapoisett","Plymouth County","MA","Mattapoisett","2006-2010",6069,306,5,2.7
"727","Mattapoisett","Plymouth County","MA","Mattapoisett","2007-2011",6055,204,3.4,2
"728","Mattapoisett","Plymouth County","MA","Mattapoisett","2008-2012",6065,154,2.5,1.9
"729","Maynard","Middlesex County","MA","Maynard","2005-2009",10385,432,4.2,2.4
"730","Maynard","Middlesex County","MA","Maynard","2006-2010",10036,357,3.6,2
"731","Maynard","Middlesex County","MA","Maynard","2007-2011",10083,303,3,1.6
"732","Maynard","Middlesex County","MA","Maynard","2008-2012",10151,413,4.1,1.8
"733","Medfield","Norfolk County","MA","Medfield","2005-2009",12057,237,2,1.2
"734","Medfield","Norfolk County","MA","Medfield","2006-2010",11896,189,1.6,0.9
"735","Medfield","Norfolk County","MA","Medfield","2007-2011",11906,435,3.7,1.8
"736","Medfield","Norfolk County","MA","Medfield","2008-2012",11982,472,3.9,1.7
"737","Medford","Middlesex County","MA","Medford","2005-2009",53533,4624,8.6,1.4
"738","Medford","Middlesex County","MA","Medford","2006-2010",53257,4436,8.3,1.2
"739","Medford","Middlesex County","MA","Medford","2007-2011",53407,4683,8.8,1.3
"740","Medford","Middlesex County","MA","Medford","2008-2012",53739,4781,8.9,1.2
"741","Medway","Norfolk County","MA","Medway","2005-2009",12553,440,3.5,2.1
"742","Medway","Norfolk County","MA","Medway","2006-2010",12422,343,2.8,1.5
"743","Medway","Norfolk County","MA","Medway","2007-2011",12560,239,1.9,1
"744","Medway","Norfolk County","MA","Medway","2008-2012",12631,298,2.4,0.9
"745","Melrose","Middlesex County","MA","Melrose","2005-2009",26066,1149,4.4,1.3
"746","Melrose","Middlesex County","MA","Melrose","2006-2010",26300,1244,4.7,1.4
"747","Melrose","Middlesex County","MA","Melrose","2007-2011",26521,1292,4.9,1.4
"748","Melrose","Middlesex County","MA","Melrose","2008-2012",26698,1152,4.3,1
"749","Mendon","Worcester County","MA","Mendon","2005-2009",5708,176,3.1,3.9
"750","Mendon","Worcester County","MA","Mendon","2006-2010",5759,127,2.2,2.6
"751","Mendon","Worcester County","MA","Mendon","2007-2011",5783,126,2.2,1.5
"752","Mendon","Worcester County","MA","Mendon","2008-2012",5820,120,2.1,1.4
"753","Merrimac","Essex County","MA","Merrimac","2005-2009",6475,250,3.9,2.9
"754","Merrimac","Essex County","MA","Merrimac","2006-2010",6251,238,3.8,2.8
"755","Merrimac","Essex County","MA","Merrimac","2007-2011",6273,294,4.7,2.8
"756","Merrimac","Essex County","MA","Merrimac","2008-2012",6344,229,3.6,2.6
"757","Methuen","Essex County","MA","Methuen","2005-2009",43162,3077,7.1,1.3
"758","Methuen","Essex County","MA","Methuen","2006-2010",45867,3257,7.1,1.4
"759","Methuen","Essex County","MA","Methuen","2007-2011",46379,3552,7.7,1.5
"760","Methuen","Essex County","MA","Methuen","2008-2012",46867,4254,9.1,1.8
"761","Middleborough","Plymouth County","MA","Middleborough","2005-2009",17778,1165,6.6,1.7
"762","Middleborough","Plymouth County","MA","Middleborough","2006-2010",20502,1470,7.2,2
"763","Middleborough","Plymouth County","MA","Middleborough","2007-2011",22120,1498,6.8,1.8
"764","Middleborough","Plymouth County","MA","Middleborough","2008-2012",22380,1657,7.4,1.9
"765","Middlefield","Hampshire County","MA","Middlefield","2005-2009",386,3,0.8,1.1
"766","Middlefield","Hampshire County","MA","Middlefield","2006-2010",418,3,0.7,1
"767","Middlefield","Hampshire County","MA","Middlefield","2007-2011",431,2,0.5,0.7
"768","Middlefield","Hampshire County","MA","Middlefield","2008-2012",403,2,0.5,0.9
"769",NA,"Middlesex County","MA","Middlesex County","2005-2009",1428959,105892,7.4,0.3
"770",NA,"Middlesex County","MA","Middlesex County","2006-2010",1428271,108660,7.6,0.3
"771",NA,"Middlesex County","MA","Middlesex County","2007-2011",1442079,111267,7.7,0.3
"772",NA,"Middlesex County","MA","Middlesex County","2008-2012",1455718,115308,7.9,0.3
"773","Middleton","Essex County","MA","Middleton","2005-2009",7703,271,3.5,3.4
"774","Middleton","Essex County","MA","Middleton","2006-2010",7528,284,3.8,3.6
"775","Middleton","Essex County","MA","Middleton","2007-2011",7502,301,4,3
"776","Middleton","Essex County","MA","Middleton","2008-2012",7484,291,3.9,2
"777","Milford","Worcester County","MA","Milford","2005-2009",27160,1901,7,2
"778","Milford","Worcester County","MA","Milford","2006-2010",27428,2121,7.7,2.1
"779","Milford","Worcester County","MA","Milford","2007-2011",27673,2718,9.8,2.5
"780","Milford","Worcester County","MA","Milford","2008-2012",27791,2814,10.1,3
"781","Millbury","Worcester County","MA","Millbury","2005-2009",13300,402,3,1.3
"782","Millbury","Worcester County","MA","Millbury","2006-2010",12916,437,3.4,1.3
"783","Millbury","Worcester County","MA","Millbury","2007-2011",13026,375,2.9,1.2
"784","Millbury","Worcester County","MA","Millbury","2008-2012",13080,557,4.3,2.1
"785","Millis","Norfolk County","MA","Millis","2005-2009",7947,218,2.7,1.7
"786","Millis","Norfolk County","MA","Millis","2006-2010",7808,184,2.4,1.4
"787","Millis","Norfolk County","MA","Millis","2007-2011",7806,270,3.5,2
"788","Millis","Norfolk County","MA","Millis","2008-2012",7859,290,3.7,2.4
"789","Millville","Worcester County","MA","Millville","2005-2009",2938,105,3.6,2.3
"790","Millville","Worcester County","MA","Millville","2006-2010",3088,99,3.2,1.9
"791","Millville","Worcester County","MA","Millville","2007-2011",3134,180,5.7,3.3
"792","Millville","Worcester County","MA","Millville","2008-2012",3150,275,8.7,3.3
"793","Milton","Norfolk County","MA","Milton","2005-2009",25554,1000,3.9,1.5
"794","Milton","Norfolk County","MA","Milton","2006-2010",25893,990,3.8,1.5
"795","Milton","Norfolk County","MA","Milton","2007-2011",25291,1027,4.1,1.5
"796","Milton","Norfolk County","MA","Milton","2008-2012",25315,1211,4.8,1.7
"797","Monroe","Franklin County","MA","Monroe","2005-2009",144,12,8.3,8.2
"798","Monroe","Franklin County","MA","Monroe","2006-2010",110,20,18.2,19
"799","Monroe","Franklin County","MA","Monroe","2007-2011",122,18,14.8,13
"800","Monroe","Franklin County","MA","Monroe","2008-2012",105,13,12.4,14
"801","Monson","Hampden County","MA","Monson","2005-2009",8894,657,7.4,4.3
"802","Monson","Hampden County","MA","Monson","2006-2010",8450,711,8.4,3.8
"803","Monson","Hampden County","MA","Monson","2007-2011",8350,740,8.9,3.6
"804","Monson","Hampden County","MA","Monson","2008-2012",8402,765,9.1,3.8
"805","Montague","Franklin County","MA","Montague","2005-2009",8135,1228,15.1,4.3
"806","Montague","Franklin County","MA","Montague","2006-2010",8366,1405,16.8,4.2
"807","Montague","Franklin County","MA","Montague","2007-2011",8307,1348,16.2,3.9
"808","Montague","Franklin County","MA","Montague","2008-2012",8287,1324,16,4.1
"809","Monterey","Berkshire County","MA","Monterey","2005-2009",855,194,22.7,22
"810","Monterey","Berkshire County","MA","Monterey","2006-2010",773,148,19.1,18
"811","Monterey","Berkshire County","MA","Monterey","2007-2011",793,40,5,3.9
"812","Monterey","Berkshire County","MA","Monterey","2008-2012",783,131,16.7,23
"813","Montgomery","Hampden County","MA","Montgomery","2005-2009",560,25,4.5,4.4
"814","Montgomery","Hampden County","MA","Montgomery","2006-2010",732,24,3.3,3.6
"815","Montgomery","Hampden County","MA","Montgomery","2007-2011",742,19,2.6,3.3
"816","Montgomery","Hampden County","MA","Montgomery","2008-2012",861,21,2.4,2.8
"817","Mount Washington","Berkshire County","MA","Mount Washington","2005-2009",135,5,3.7,4.8
"818","Mount Washington","Berkshire County","MA","Mount Washington","2006-2010",133,4,3,4.5
"819","Mount Washington","Berkshire County","MA","Mount Washington","2007-2011",150,15,10,6.9
"820","Mount Washington","Berkshire County","MA","Mount Washington","2008-2012",157,13,8.3,8.5
"821","Nahant","Essex County","MA","Nahant","2005-2009",3602,188,5.2,4.5
"822","Nahant","Essex County","MA","Nahant","2006-2010",3431,107,3.1,3.2
"823","Nahant","Essex County","MA","Nahant","2007-2011",3371,62,1.8,1.5
"824","Nahant","Essex County","MA","Nahant","2008-2012",3388,68,2,1.5
"825","Nantucket","Nantucket County","MA","Nantucket","2005-2009",10767,789,7.3,2.9
"826","Nantucket","Nantucket County","MA","Nantucket","2006-2010",9967,714,7.2,3.1
"827","Nantucket","Nantucket County","MA","Nantucket","2007-2011",9990,880,8.8,3.2
"828","Nantucket","Nantucket County","MA","Nantucket","2008-2012",9956,883,8.9,2.4
"829",NA,"Nantucket County","MA","Nantucket County","2005-2009",10767,789,7.3,2.9
"830",NA,"Nantucket County","MA","Nantucket County","2006-2010",9967,714,7.2,3.1
"831",NA,"Nantucket County","MA","Nantucket County","2007-2011",9990,880,8.8,3.2
"832",NA,"Nantucket County","MA","Nantucket County","2008-2012",9956,883,8.9,2.4
"833","Natick","Middlesex County","MA","Natick","2005-2009",31190,1059,3.4,0.8
"834","Natick","Middlesex County","MA","Natick","2006-2010",31821,1114,3.5,0.8
"835","Natick","Middlesex County","MA","Natick","2007-2011",32324,1256,3.9,0.8
"836","Natick","Middlesex County","MA","Natick","2008-2012",32689,1354,4.1,1
"837","Needham","Norfolk County","MA","Needham","2005-2009",28209,952,3.4,1.2
"838","Needham","Norfolk County","MA","Needham","2006-2010",27680,1049,3.8,1.5
"839","Needham","Norfolk County","MA","Needham","2007-2011",27846,1057,3.8,1.3
"840","Needham","Norfolk County","MA","Needham","2008-2012",28082,1176,4.2,1.4
"841","New Ashford","Berkshire County","MA","New Ashford","2005-2009",245,15,6.1,7.2
"842","New Ashford","Berkshire County","MA","New Ashford","2006-2010",234,13,5.6,7.2
"843","New Ashford","Berkshire County","MA","New Ashford","2007-2011",225,3,1.3,1.7
"844","New Ashford","Berkshire County","MA","New Ashford","2008-2012",223,0,0,14
"845","New Bedford","Bristol County","MA","New Bedford","2005-2009",89003,19776,22.2,1.8
"846","New Bedford","Bristol County","MA","New Bedford","2006-2010",92761,21013,22.7,1.9
"847","New Bedford","Bristol County","MA","New Bedford","2007-2011",93293,20216,21.7,1.2
"848","New Bedford","Bristol County","MA","New Bedford","2008-2012",93185,20088,21.6,1.3
"849","New Braintree","Worcester County","MA","New Braintree","2005-2009",1104,50,4.5,2.8
"850","New Braintree","Worcester County","MA","New Braintree","2006-2010",997,24,2.4,2.3
"851","New Braintree","Worcester County","MA","New Braintree","2007-2011",1124,32,2.8,2.2
"852","New Braintree","Worcester County","MA","New Braintree","2008-2012",1068,56,5.2,2.9
"853","New Marlborough","Berkshire County","MA","New Marlborough","2005-2009",1538,100,6.5,3.1
"854","New Marlborough","Berkshire County","MA","New Marlborough","2006-2010",1557,54,3.5,1.9
"855","New Marlborough","Berkshire County","MA","New Marlborough","2007-2011",1445,83,5.7,2.1
"856","New Marlborough","Berkshire County","MA","New Marlborough","2008-2012",1463,110,7.5,3.7
"857","New Salem","Franklin County","MA","New Salem","2005-2009",857,35,4.1,2.8
"858","New Salem","Franklin County","MA","New Salem","2006-2010",931,60,6.4,2.9
"859","New Salem","Franklin County","MA","New Salem","2007-2011",953,78,8.2,3.4
"860","New Salem","Franklin County","MA","New Salem","2008-2012",1006,73,7.3,2.8
"861","Newbury","Essex County","MA","Newbury","2005-2009",6814,267,3.9,2.6
"862","Newbury","Essex County","MA","Newbury","2006-2010",6643,247,3.7,2
"863","Newbury","Essex County","MA","Newbury","2007-2011",6615,296,4.5,2.7
"864","Newbury","Essex County","MA","Newbury","2008-2012",6657,390,5.9,4.4
"865","Newburyport","Essex County","MA","Newburyport","2005-2009",17075,1013,5.9,1.9
"866","Newburyport","Essex County","MA","Newburyport","2006-2010",16976,982,5.8,1.5
"867","Newburyport","Essex County","MA","Newburyport","2007-2011",17107,978,5.7,1.7
"868","Newburyport","Essex County","MA","Newburyport","2008-2012",17197,1063,6.2,1.6
"869","Newton","Middlesex County","MA","Newton","2005-2009",73470,4104,5.6,1
"870","Newton","Middlesex County","MA","Newton","2006-2010",74098,4365,5.9,0.9
"871","Newton","Middlesex County","MA","Newton","2007-2011",77295,5066,6.6,1.1
"872","Newton","Middlesex County","MA","Newton","2008-2012",77616,4813,6.2,1
"873","Norfolk","Norfolk County","MA","Norfolk","2005-2009",8256,279,3.4,1.9
"874","Norfolk","Norfolk County","MA","Norfolk","2006-2010",8571,327,3.8,1.8
"875","Norfolk","Norfolk County","MA","Norfolk","2007-2011",9035,351,3.9,2.4
"876","Norfolk","Norfolk County","MA","Norfolk","2008-2012",9091,465,5.1,2.5
"877",NA,"Norfolk County","MA","Norfolk County","2005-2009",638611,38113,6,0.3
"878",NA,"Norfolk County","MA","Norfolk County","2006-2010",644183,39902,6.2,0.4
"879",NA,"Norfolk County","MA","Norfolk County","2007-2011",648317,40857,6.3,0.4
"880",NA,"Norfolk County","MA","Norfolk County","2008-2012",653710,42258,6.5,0.3
"881","North Adams","Berkshire County","MA","North Adams","2005-2009",12454,1659,13.3,2.6
"882","North Adams","Berkshire County","MA","North Adams","2006-2010",12230,1964,16.1,3
"883","North Adams","Berkshire County","MA","North Adams","2007-2011",12542,2161,17.2,3.6
"884","North Adams","Berkshire County","MA","North Adams","2008-2012",12594,2243,17.8,3.5
"885","North Andover","Essex County","MA","North Andover","2005-2009",26768,972,3.6,1.1
"886","North Andover","Essex County","MA","North Andover","2006-2010",26461,984,3.7,1.1
"887","North Andover","Essex County","MA","North Andover","2007-2011",26660,910,3.4,0.8
"888","North Andover","Essex County","MA","North Andover","2008-2012",26803,990,3.7,0.9
"889","North Attleborough","Bristol County","MA","North Attleborough","2005-2009",27585,980,3.6,1.1
"890","North Attleborough","Bristol County","MA","North Attleborough","2006-2010",28334,1150,4.1,1.4
"891","North Attleborough","Bristol County","MA","North Attleborough","2007-2011",28478,1144,4,1.2
"892","North Attleborough","Bristol County","MA","North Attleborough","2008-2012",28557,1206,4.2,1.3
"893","North Brookfield","Worcester County","MA","North Brookfield","2005-2009",5048,259,5.1,2.8
"894","North Brookfield","Worcester County","MA","North Brookfield","2006-2010",4691,265,5.6,3
"895","North Brookfield","Worcester County","MA","North Brookfield","2007-2011",4680,287,6.1,4
"896","North Brookfield","Worcester County","MA","North Brookfield","2008-2012",4674,315,6.7,3.5
"897","North Reading","Middlesex County","MA","North Reading","2005-2009",13179,464,3.5,1.5
"898","North Reading","Middlesex County","MA","North Reading","2006-2010",14361,656,4.6,1.9
"899","North Reading","Middlesex County","MA","North Reading","2007-2011",14578,815,5.6,2
"900","North Reading","Middlesex County","MA","North Reading","2008-2012",14796,753,5.1,2.2
"901","Northampton","Hampshire County","MA","Northampton","2005-2009",24909,3172,12.7,2.4
"902","Northampton","Hampshire County","MA","Northampton","2006-2010",24856,3244,13.1,2.1
"903","Northampton","Hampshire County","MA","Northampton","2007-2011",24836,3504,14.1,2.2
"904","Northampton","Hampshire County","MA","Northampton","2008-2012",24882,3355,13.5,2.2
"905","Northborough","Worcester County","MA","Northborough","2005-2009",14642,800,5.5,2.3
"906","Northborough","Worcester County","MA","Northborough","2006-2010",14100,616,4.4,2
"907","Northborough","Worcester County","MA","Northborough","2007-2011",14075,446,3.2,2
"908","Northborough","Worcester County","MA","Northborough","2008-2012",14291,241,1.7,0.7
"909","Northbridge","Worcester County","MA","Northbridge","2005-2009",14251,607,4.3,1.8
"910","Northbridge","Worcester County","MA","Northbridge","2006-2010",14983,762,5.1,2.2
"911","Northbridge","Worcester County","MA","Northbridge","2007-2011",15170,733,4.8,2
"912","Northbridge","Worcester County","MA","Northbridge","2008-2012",15359,638,4.2,1.2
"913","Northfield","Franklin County","MA","Northfield","2005-2009",3001,104,3.5,2.3
"914","Northfield","Franklin County","MA","Northfield","2006-2010",2989,53,1.8,1.5
"915","Northfield","Franklin County","MA","Northfield","2007-2011",2982,105,3.5,2.3
"916","Northfield","Franklin County","MA","Northfield","2008-2012",2995,142,4.7,2.2
"917","Norton","Bristol County","MA","Norton","2005-2009",17555,723,4.1,1.7
"918","Norton","Bristol County","MA","Norton","2006-2010",17092,802,4.7,1.9
"919","Norton","Bristol County","MA","Norton","2007-2011",16867,878,5.2,1.9
"920","Norton","Bristol County","MA","Norton","2008-2012",17124,992,5.8,1.9
"921","Norwell","Plymouth County","MA","Norwell","2005-2009",9920,208,2.1,1
"922","Norwell","Plymouth County","MA","Norwell","2006-2010",10060,171,1.7,0.8
"923","Norwell","Plymouth County","MA","Norwell","2007-2011",10237,253,2.5,1.4
"924","Norwell","Plymouth County","MA","Norwell","2008-2012",10308,230,2.2,1
"925","Norwood","Norfolk County","MA","Norwood","2005-2009",27683,1783,6.4,1.8
"926","Norwood","Norfolk County","MA","Norwood","2006-2010",27788,1683,6.1,1.4
"927","Norwood","Norfolk County","MA","Norwood","2007-2011",27985,1688,6,1.5
"928","Norwood","Norfolk County","MA","Norwood","2008-2012",28142,1972,7,1.9
"929","Oak Bluffs","Dukes County","MA","Oak Bluffs","2005-2009",3835,374,9.8,9
"930","Oak Bluffs","Dukes County","MA","Oak Bluffs","2006-2010",4354,409,9.4,8.8
"931","Oak Bluffs","Dukes County","MA","Oak Bluffs","2007-2011",4387,388,8.8,7
"932","Oak Bluffs","Dukes County","MA","Oak Bluffs","2008-2012",4454,413,9.3,5.8
"933","Oakham","Worcester County","MA","Oakham","2005-2009",1898,77,4.1,2.8
"934","Oakham","Worcester County","MA","Oakham","2006-2010",1850,89,4.8,2.8
"935","Oakham","Worcester County","MA","Oakham","2007-2011",1809,98,5.4,2
"936","Oakham","Worcester County","MA","Oakham","2008-2012",1787,90,5,2.1
"937","Orange","Franklin County","MA","Orange","2005-2009",7659,1140,14.9,4.9
"938","Orange","Franklin County","MA","Orange","2006-2010",7736,911,11.8,4.8
"939","Orange","Franklin County","MA","Orange","2007-2011",7768,900,11.6,4.1
"940","Orange","Franklin County","MA","Orange","2008-2012",7737,1107,14.3,4.7
"941","Orleans","Barnstable County","MA","Orleans","2005-2009",6249,540,8.6,5.5
"942","Orleans","Barnstable County","MA","Orleans","2006-2010",5950,296,5,4.3
"943","Orleans","Barnstable County","MA","Orleans","2007-2011",5885,286,4.9,4.7
"944","Orleans","Barnstable County","MA","Orleans","2008-2012",5852,330,5.6,4.4
"945","Otis","Berkshire County","MA","Otis","2005-2009",1245,123,9.9,5
"946","Otis","Berkshire County","MA","Otis","2006-2010",1166,136,11.7,5.1
"947","Otis","Berkshire County","MA","Otis","2007-2011",1238,158,12.8,6
"948","Otis","Berkshire County","MA","Otis","2008-2012",1299,149,11.5,4.6
"949","Oxford","Worcester County","MA","Oxford","2005-2009",13756,771,5.6,2.1
"950","Oxford","Worcester County","MA","Oxford","2006-2010",13621,738,5.4,1.9
"951","Oxford","Worcester County","MA","Oxford","2007-2011",13501,701,5.2,1.7
"952","Oxford","Worcester County","MA","Oxford","2008-2012",13508,688,5.1,1.7
"953","Palmer","Hampden County","MA","Palmer","2005-2009",13010,1315,10.1,3.1
"954","Palmer","Hampden County","MA","Palmer","2006-2010",12093,1422,11.8,3.3
"955","Palmer","Hampden County","MA","Palmer","2007-2011",12074,1392,11.5,3.4
"956","Palmer","Hampden County","MA","Palmer","2008-2012",11986,1236,10.3,2.8
"957","Paxton","Worcester County","MA","Paxton","2005-2009",4293,59,1.4,1.1
"958","Paxton","Worcester County","MA","Paxton","2006-2010",4323,188,4.3,4
"959","Paxton","Worcester County","MA","Paxton","2007-2011",4311,174,4,4
"960","Paxton","Worcester County","MA","Paxton","2008-2012",4284,192,4.5,4.3
"961","Peabody","Essex County","MA","Peabody","2005-2009",50673,3414,6.7,1.2
"962","Peabody","Essex County","MA","Peabody","2006-2010",50025,3036,6.1,1.1
"963","Peabody","Essex County","MA","Peabody","2007-2011",50372,3102,6.2,1.1
"964","Peabody","Essex County","MA","Peabody","2008-2012",50766,2839,5.6,0.8
"965","Pelham","Hampshire County","MA","Pelham","2005-2009",1340,63,4.7,2.8
"966","Pelham","Hampshire County","MA","Pelham","2006-2010",1246,58,4.7,2.6
"967","Pelham","Hampshire County","MA","Pelham","2007-2011",1290,67,5.2,2.6
"968","Pelham","Hampshire County","MA","Pelham","2008-2012",1321,58,4.4,2.1
"969","Pembroke","Plymouth County","MA","Pembroke","2005-2009",18355,635,3.5,1.5
"970","Pembroke","Plymouth County","MA","Pembroke","2006-2010",17629,608,3.4,1.4
"971","Pembroke","Plymouth County","MA","Pembroke","2007-2011",17667,660,3.7,1.4
"972","Pembroke","Plymouth County","MA","Pembroke","2008-2012",17759,593,3.3,1.5
"973","Pepperell","Middlesex County","MA","Pepperell","2005-2009",11285,342,3,1.3
"974","Pepperell","Middlesex County","MA","Pepperell","2006-2010",11277,299,2.7,1.1
"975","Pepperell","Middlesex County","MA","Pepperell","2007-2011",11407,465,4.1,1.7
"976","Pepperell","Middlesex County","MA","Pepperell","2008-2012",11537,481,4.2,1.7
"977","Peru","Berkshire County","MA","Peru","2005-2009",909,74,8.1,4.6
"978","Peru","Berkshire County","MA","Peru","2006-2010",798,63,7.9,4.4
"979","Peru","Berkshire County","MA","Peru","2007-2011",863,61,7.1,4.1
"980","Peru","Berkshire County","MA","Peru","2008-2012",914,51,5.6,2.7
"981","Petersham","Worcester County","MA","Petersham","2005-2009",1246,305,24.5,14
"982","Petersham","Worcester County","MA","Petersham","2006-2010",1339,234,17.5,10
"983","Petersham","Worcester County","MA","Petersham","2007-2011",1198,89,7.4,5.7
"984","Petersham","Worcester County","MA","Petersham","2008-2012",1171,90,7.7,6.2
"985","Phillipston","Worcester County","MA","Phillipston","2005-2009",1864,81,4.3,2
"986","Phillipston","Worcester County","MA","Phillipston","2006-2010",1849,65,3.5,1.5
"987","Phillipston","Worcester County","MA","Phillipston","2007-2011",1880,82,4.4,1.8
"988","Phillipston","Worcester County","MA","Phillipston","2008-2012",1929,71,3.7,1.7
"989","Pittsfield","Berkshire County","MA","Pittsfield","2005-2009",41754,6833,16.4,2.1
"990","Pittsfield","Berkshire County","MA","Pittsfield","2006-2010",43517,6949,16,2.2
"991","Pittsfield","Berkshire County","MA","Pittsfield","2007-2011",43532,6932,15.9,1.8
"992","Pittsfield","Berkshire County","MA","Pittsfield","2008-2012",43529,7097,16.3,1.7
