,Municipal,County,State,Region,Five_Year_Range,Total_Pop,Pov_Pop,Percent_Pov,Margin_Error_Percent
1913,Rehoboth,Bristol County,MA,Rehoboth,2010-2014,11690,372,3.2,1.6
1914,Seekonk,Bristol County,MA,Seekonk,2010-2014,14098,713,5.1,2
1915,Somerset,Bristol County,MA,Somerset,2010-2014,17973,1416,7.9,2.8
1916,Swansea,Bristol County,MA,Swansea,2010-2014,15750,822,5.2,2.4
1917,Taunton,Bristol County,MA,Taunton,2010-2014,55326,7252,13.1,1.6
1918,Westport,Bristol County,MA,Westport,2010-2014,15622,524,3.4,1.3
1919,Aquinnah,Dukes County,MA,Aquinnah,2010-2014,363,56,15.4,12.8
1920,Chilmark,Dukes County,MA,Chilmark,2010-2014,898,125,13.9,6.7
1921,Edgartown,Dukes County,MA,Edgartown,2010-2014,4161,239,5.7,3.9
1922,Gosnold,Dukes County,MA,Gosnold,2010-2014,99,4,4,6.1
1923,Oak Bluffs,Dukes County,MA,Oak Bluffs,2010-2014,4543,516,11.4,6.7
1924,Tisbury,Dukes County,MA,Tisbury,2010-2014,4022,733,18.2,8.3
1925,West Tisbury,Dukes County,MA,West Tisbury,2010-2014,2700,218,8.1,5.6
1926,Amesbury,Essex County,MA,Amesbury,2010-2014,16329,694,4.3,1.2
1927,Andover,Essex County,MA,Andover,2010-2014,33211,1459,4.4,1.3
1928,Beverly,Essex County,MA,Beverly,2010-2014,37476,3209,8.6,1.8
1929,Boxford,Essex County,MA,Boxford,2010-2014,8105,227,2.8,3.1
1930,Danvers,Essex County,MA,Danvers,2010-2014,26473,1310,4.9,1.4
1931,Essex,Essex County,MA,Essex,2010-2014,3580,134,3.7,2.9
1932,Georgetown,Essex County,MA,Georgetown,2010-2014,8379,221,2.6,1.4
1933,Gloucester,Essex County,MA,Gloucester,2010-2014,28998,2825,9.7,2
1934,Groveland,Essex County,MA,Groveland,2010-2014,6805,181,2.7,2
1935,Hamilton,Essex County,MA,Hamilton,2010-2014,7844,253,3.2,1.7
1936,Haverhill,Essex County,MA,Haverhill,2010-2014,60549,7361,12.2,1.5
1937,Ipswich,Essex County,MA,Ipswich,2010-2014,13379,780,5.8,2
1938,Lawrence,Essex County,MA,Lawrence,2010-2014,76583,21807,28.5,2.1
1939,Lynn,Essex County,MA,Lynn,2010-2014,90610,18936,20.9,1.4
1940,Lynnfield,Essex County,MA,Lynnfield,2010-2014,12057,169,1.4,0.9
1941,Manchester-by-the-Sea,Essex County,MA,Manchester-by-the-Sea,2010-2014,5227,343,6.6,3.5
1942,Marblehead,Essex County,MA,Marblehead,2010-2014,20047,981,4.9,1.4
1943,Merrimac,Essex County,MA,Merrimac,2010-2014,6515,306,4.7,3.1
1944,Methuen,Essex County,MA,Methuen,2010-2014,47805,4344,9.1,1.5
1945,Middleton,Essex County,MA,Middleton,2010-2014,7615,358,4.7,2
1946,Nahant,Essex County,MA,Nahant,2010-2014,3399,170,5,2.5
1947,Newbury,Essex County,MA,Newbury,2010-2014,6777,331,4.9,4.8
1948,Newburyport,Essex County,MA,Newburyport,2010-2014,17350,1290,7.4,3.1
1949,North Andover,Essex County,MA,North Andover,2010-2014,27918,1282,4.6,1.3
1950,Peabody,Essex County,MA,Peabody,2010-2014,51420,3978,7.7,1.2
1951,Rockport,Essex County,MA,Rockport,2010-2014,7009,381,5.4,2
1952,Rowley,Essex County,MA,Rowley,2010-2014,5906,529,9,6
1953,Salem,Essex County,MA,Salem,2010-2014,40482,5848,14.4,1.9
1954,Salisbury,Essex County,MA,Salisbury,2010-2014,8441,699,8.3,2.3
1955,Saugus,Essex County,MA,Saugus,2010-2014,27167,1627,6,1.6
1956,Swampscott,Essex County,MA,Swampscott,2010-2014,13757,653,4.7,2.1
1957,Topsfield,Essex County,MA,Topsfield,2010-2014,6168,326,5.3,4.8
1958,Wenham,Essex County,MA,Wenham,2010-2014,3573,133,3.7,2.4
1959,West Newbury,Essex County,MA,West Newbury,2010-2014,4370,371,8.5,5.1
1960,Ashfield,Franklin County,MA,Ashfield,2010-2014,1739,134,7.7,2.8
1961,Bernardston,Franklin County,MA,Bernardston,2010-2014,2166,135,6.2,2
1962,Buckland,Franklin County,MA,Buckland,2010-2014,1961,185,9.4,5.9
1963,Charlemont,Franklin County,MA,Charlemont,2010-2014,1215,159,13.1,4.3
1964,Colrain,Franklin County,MA,Colrain,2010-2014,1677,179,10.7,4.1
1965,Conway,Franklin County,MA,Conway,2010-2014,1644,78,4.7,1.8
1966,Deerfield,Franklin County,MA,Deerfield,2010-2014,5016,311,6.2,3.5
1967,Erving,Franklin County,MA,Erving,2010-2014,1814,154,8.5,3
1968,Gill,Franklin County,MA,Gill,2010-2014,1570,114,7.3,6.4
1969,Greenfield,Franklin County,MA,Greenfield,2010-2014,16927,2529,14.9,2.2
1970,Hawley,Franklin County,MA,Hawley,2010-2014,435,51,11.7,9.9
1971,Heath,Franklin County,MA,Heath,2010-2014,625,74,11.8,3.2
1972,Leverett,Franklin County,MA,Leverett,2010-2014,1832,175,9.6,4.2
1973,Leyden,Franklin County,MA,Leyden,2010-2014,650,12,1.8,1.5
1974,Monroe,Franklin County,MA,Monroe,2010-2014,118,16,13.6,14.5
1975,Montague,Franklin County,MA,Montague,2010-2014,8223,1445,17.6,5.4
1976,New Salem,Franklin County,MA,New Salem,2010-2014,1089,90,8.3,2.7
1977,Northfield,Franklin County,MA,Northfield,2010-2014,2994,117,3.9,1.9
1978,Orange,Franklin County,MA,Orange,2010-2014,7665,956,12.5,4.4
1979,Rowe,Franklin County,MA,Rowe,2010-2014,449,66,14.7,7.7
1980,Shelburne,Franklin County,MA,Shelburne,2010-2014,1917,160,8.3,3.5
1981,Shutesbury,Franklin County,MA,Shutesbury,2010-2014,1797,138,7.7,2.4
1982,Sunderland,Franklin County,MA,Sunderland,2010-2014,3646,784,21.5,6.4
1983,Warwick,Franklin County,MA,Warwick,2010-2014,692,73,10.5,4.7
1984,Wendell,Franklin County,MA,Wendell,2010-2014,889,142,16,5.7
1985,Whately,Franklin County,MA,Whately,2010-2014,1381,44,3.2,2.2
1986,Agawam,Hampden County,MA,Agawam,2010-2014,28011,2605,9.3,2
1987,Blandford,Hampden County,MA,Blandford,2010-2014,1186,66,5.6,3.4
1988,Brimfield,Hampden County,MA,Brimfield,2010-2014,3654,110,3,2.7
1989,Chester,Hampden County,MA,Chester,2010-2014,1528,141,9.2,4.9
1990,Chicopee,Hampden County,MA,Chicopee,2010-2014,54816,7078,12.9,1.7
1991,East Longmeadow,Hampden County,MA,East Longmeadow,2010-2014,15516,790,5.1,2.3
1992,Granville,Hampden County,MA,Granville,2010-2014,1515,107,7.1,3.9
1993,Hampden,Hampden County,MA,Hampden,2010-2014,5083,216,4.2,2.2
1994,Holland,Hampden County,MA,Holland,2010-2014,2485,234,9.4,3.2
1995,Holyoke,Hampden County,MA,Holyoke,2010-2014,39081,11755,30.1,2.6
1996,Longmeadow,Hampden County,MA,Longmeadow,2010-2014,15226,808,5.3,2
1997,Ludlow,Hampden County,MA,Ludlow,2010-2014,20387,1209,5.9,2
1998,Monson,Hampden County,MA,Monson,2010-2014,8509,694,8.2,3.2
1999,Montgomery,Hampden County,MA,Montgomery,2010-2014,950,19,2,1.6
2000,Palmer,Hampden County,MA,Palmer,2010-2014,11940,1226,10.3,2.9
2001,Russell,Hampden County,MA,Russell,2010-2014,1532,32,2.1,1.4
2002,Southwick,Hampden County,MA,Southwick,2010-2014,9537,279,2.9,1.4
2003,Springfield,Hampden County,MA,Springfield,2010-2014,148051,44527,30.1,1.4
2004,Tolland,Hampden County,MA,Tolland,2010-2014,569,45,7.9,5.6
2005,Wales,Hampden County,MA,Wales,2010-2014,1913,102,5.3,3
2006,Westfield,Hampden County,MA,Westfield,2010-2014,38235,4157,10.9,2.2
2007,West Springfield,Hampden County,MA,West Springfield,2010-2014,28274,3116,11,2.5
2008,Wilbraham,Hampden County,MA,Wilbraham,2010-2014,14086,681,4.8,1.5
2009,Amherst,Hampshire County,MA,Amherst,2010-2014,22773,7689,33.8,3.5
2010,Belchertown,Hampshire County,MA,Belchertown,2010-2014,14653,1137,7.8,3.3
2011,Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,1221,89,7.3,3
2012,Cummington,Hampshire County,MA,Cummington,2010-2014,911,58,6.4,2.5
2013,Easthampton,Hampshire County,MA,Easthampton,2010-2014,16058,1338,8.3,2.1
2014,Goshen,Hampshire County,MA,Goshen,2010-2014,1151,32,2.8,2.6
2015,Granby,Hampshire County,MA,Granby,2010-2014,6249,365,5.8,2.8
2016,Hadley,Hampshire County,MA,Hadley,2010-2014,5078,381,7.5,3.7
2017,Hatfield,Hampshire County,MA,Hatfield,2010-2014,3293,367,11.1,5.3
2018,Huntington,Hampshire County,MA,Huntington,2010-2014,2028,199,9.8,4.7
2019,Middlefield,Hampshire County,MA,Middlefield,2010-2014,514,27,5.3,4.7
2020,Northampton,Hampshire County,MA,Northampton,2010-2014,25148,3672,14.6,1.9
2021,Pelham,Hampshire County,MA,Pelham,2010-2014,1343,76,5.7,2.9
2022,Plainfield,Hampshire County,MA,Plainfield,2010-2014,604,56,9.3,3.9
2023,Southampton,Hampshire County,MA,Southampton,2010-2014,5945,290,4.9,2.3
2024,South Hadley,Hampshire County,MA,South Hadley,2010-2014,15319,1413,9.2,2.7
2025,Ware,Hampshire County,MA,Ware,2010-2014,9806,1458,14.9,3.9
2026,Westhampton,Hampshire County,MA,Westhampton,2010-2014,1580,82,5.2,2.7
2027,Williamsburg,Hampshire County,MA,Williamsburg,2010-2014,2583,263,10.2,4.5
2028,Worthington,Hampshire County,MA,Worthington,2010-2014,1135,52,4.6,2.1
2029,Acton,Middlesex County,MA,Acton,2010-2014,22497,682,3,0.8
2030,Arlington,Middlesex County,MA,Arlington,2010-2014,43482,1928,4.4,0.7
2031,Ashby,Middlesex County,MA,Ashby,2010-2014,3141,201,6.4,3
2032,Ashland,Middlesex County,MA,Ashland,2010-2014,16938,680,4,1.8
2033,Ayer,Middlesex County,MA,Ayer,2010-2014,7669,983,12.8,4.3
2034,Bedford,Middlesex County,MA,Bedford,2010-2014,13337,555,4.2,1.8
2035,Belmont,Middlesex County,MA,Belmont,2010-2014,24891,1446,5.8,1.6
2036,Billerica,Middlesex County,MA,Billerica,2010-2014,40403,2264,5.6,1.7
2037,Boxborough,Middlesex County,MA,Boxborough,2010-2014,5102,224,4.4,2.4
2038,Burlington,Middlesex County,MA,Burlington,2010-2014,25129,1183,4.7,1.6
2039,Cambridge,Middlesex County,MA,Cambridge,2010-2014,90989,13656,15,1.2
2040,Carlisle,Middlesex County,MA,Carlisle,2010-2014,4967,273,5.5,3.6
2041,Chelmsford,Middlesex County,MA,Chelmsford,2010-2014,34360,1197,3.5,1
2042,Concord,Middlesex County,MA,Concord,2010-2014,16873,837,5,1.7
2043,Dracut,Middlesex County,MA,Dracut,2010-2014,30302,1522,5,1.5
2044,Dunstable,Middlesex County,MA,Dunstable,2010-2014,3299,44,1.3,1.1
2045,Everett,Middlesex County,MA,Everett,2010-2014,42538,5849,13.8,2.2
2046,Framingham,Middlesex County,MA,Framingham,2010-2014,66584,7508,11.3,1.7
2047,Groton,Middlesex County,MA,Groton,2010-2014,10931,406,3.7,1.5
2048,Holliston,Middlesex County,MA,Holliston,2010-2014,13970,555,4,2
2049,Hopkinton,Middlesex County,MA,Hopkinton,2010-2014,15502,334,2.2,0.9
2050,Hudson,Middlesex County,MA,Hudson,2010-2014,19409,1241,6.4,1.8
2051,Lexington,Middlesex County,MA,Lexington,2010-2014,31887,1388,4.4,1.5
2052,Lincoln,Middlesex County,MA,Lincoln,2010-2014,7160,280,3.9,2.1
2053,Littleton,Middlesex County,MA,Littleton,2010-2014,9037,351,3.9,1.9
2054,Lowell,Middlesex County,MA,Lowell,2010-2014,104183,19944,19.1,1.4
2055,Malden,Middlesex County,MA,Malden,2010-2014,60150,10102,16.8,2.3
2056,Marlborough,Middlesex County,MA,Marlborough,2010-2014,38739,2854,7.4,1.6
2057,Maynard,Middlesex County,MA,Maynard,2010-2014,10267,962,9.4,4.8
2058,Medford,Middlesex County,MA,Medford,2010-2014,54651,5740,10.5,1.5
2059,Melrose,Middlesex County,MA,Melrose,2010-2014,27262,1052,3.9,1.2
2060,Natick,Middlesex County,MA,Natick,2010-2014,33893,1346,4,1.2
2061,Newton,Middlesex County,MA,Newton,2010-2014,79162,4463,5.6,0.9
2062,North Reading,Middlesex County,MA,North Reading,2010-2014,15119,673,4.5,1.8
2063,Pepperell,Middlesex County,MA,Pepperell,2010-2014,11773,581,4.9,1.6
2064,Reading,Middlesex County,MA,Reading,2010-2014,25008,593,2.4,1.3
2065,Sherborn,Middlesex County,MA,Sherborn,2010-2014,4200,85,2,1.9
2066,Shirley,Middlesex County,MA,Shirley,2010-2014,5640,685,12.1,6.6
2067,Somerville,Middlesex County,MA,Somerville,2010-2014,74852,11638,15.5,1.6
2068,Stoneham,Middlesex County,MA,Stoneham,2010-2014,21496,973,4.5,1.5
2069,Stow,Middlesex County,MA,Stow,2010-2014,6836,207,3,1.7
2070,Sudbury,Middlesex County,MA,Sudbury,2010-2014,17988,338,1.9,0.9
2071,Tewksbury,Middlesex County,MA,Tewksbury,2010-2014,29264,1170,4,1.4
2072,Townsend,Middlesex County,MA,Townsend,2010-2014,9091,407,4.5,1.6
2073,Tyngsborough,Middlesex County,MA,Tyngsborough,2010-2014,11815,840,7.1,2.4
2074,Wakefield,Middlesex County,MA,Wakefield,2010-2014,25491,1182,4.6,1.5
2075,Waltham,Middlesex County,MA,Waltham,2010-2014,54906,5737,10.4,1.5
2076,Watertown,Middlesex County,MA,Watertown,2010-2014,32483,2379,7.3,1.5
2077,Wayland,Middlesex County,MA,Wayland,2010-2014,13227,565,4.3,1.7
2078,Westford,Middlesex County,MA,Westford,2010-2014,22771,625,2.7,1.1
2079,Weston,Middlesex County,MA,Weston,2010-2014,10972,317,2.9,1.1
2080,Wilmington,Middlesex County,MA,Wilmington,2010-2014,22597,503,2.2,1.1
2081,Winchester,Middlesex County,MA,Winchester,2010-2014,21648,651,3,1.5
2082,Woburn,Middlesex County,MA,Woburn,2010-2014,38598,2614,6.8,1.6
2083,Nantucket,Nantucket County,MA,Nantucket,2010-2014,10289,947,9.2,3
2084,Avon,Norfolk County,MA,Avon,2010-2014,4421,47,1.1,0.7
2085,Bellingham,Norfolk County,MA,Bellingham,2010-2014,16527,494,3,1.5
2086,Braintree,Norfolk County,MA,Braintree,2010-2014,35993,1902,5.3,1.3
2087,Brookline,Norfolk County,MA,Brookline,2010-2014,57493,6786,11.8,1.2
2088,Canton,Norfolk County,MA,Canton,2010-2014,21699,1350,6.2,2.1
2089,Cohasset,Norfolk County,MA,Cohasset,2010-2014,8041,329,4.1,2.5
2090,Dedham,Norfolk County,MA,Dedham,2010-2014,24076,1059,4.4,1.5
2091,Dover,Norfolk County,MA,Dover,2010-2014,5727,17,0.3,0.4
2092,Foxborough,Norfolk County,MA,Foxborough,2010-2014,17098,722,4.2,1.6
2093,Franklin,Norfolk County,MA,Franklin,2010-2014,31365,1183,3.8,1.2
2094,Holbrook,Norfolk County,MA,Holbrook,2010-2014,10834,889,8.2,2.9
2095,Medfield,Norfolk County,MA,Medfield,2010-2014,12198,514,4.2,1.9
2096,Medway,Norfolk County,MA,Medway,2010-2014,12853,396,3.1,1.7
2097,Millis,Norfolk County,MA,Millis,2010-2014,7955,505,6.3,3.8
2098,Milton,Norfolk County,MA,Milton,2010-2014,25490,1121,4.4,1.5
2099,Needham,Norfolk County,MA,Needham,2010-2014,28647,903,3.2,1
2100,Norfolk,Norfolk County,MA,Norfolk,2010-2014,9334,425,4.6,1.8
2101,Norwood,Norfolk County,MA,Norwood,2010-2014,28363,2324,8.2,2.2
2102,Plainville,Norfolk County,MA,Plainville,2010-2014,8581,454,5.3,2.6
2103,Quincy,Norfolk County,MA,Quincy,2010-2014,91914,9159,10,1
2104,Randolph,Norfolk County,MA,Randolph,2010-2014,32752,3745,11.4,2.3
2105,Sharon,Norfolk County,MA,Sharon,2010-2014,17820,473,2.7,1.2
2106,Stoughton,Norfolk County,MA,Stoughton,2010-2014,27440,1942,7.1,1.5
2107,Walpole,Norfolk County,MA,Walpole,2010-2014,23921,810,3.4,1.3
2108,Wellesley,Norfolk County,MA,Wellesley,2010-2014,24333,845,3.5,0.9
2109,Westwood,Norfolk County,MA,Westwood,2010-2014,14782,411,2.8,1
2110,Weymouth,Norfolk County,MA,Weymouth,2010-2014,54314,3560,6.6,1.3
2111,Wrentham,Norfolk County,MA,Wrentham,2010-2014,10966,575,5.2,2
2112,Abington,Plymouth County,MA,Abington,2010-2014,15986,470,2.9,0.9
2113,Bridgewater,Plymouth County,MA,Bridgewater,2010-2014,21945,1594,7.3,2.6
2114,Brockton,Plymouth County,MA,Brockton,2010-2014,92550,16612,17.9,1.6
2115,Carver,Plymouth County,MA,Carver,2010-2014,11533,625,5.4,2.4
2116,Duxbury,Plymouth County,MA,Duxbury,2010-2014,15107,486,3.2,1.1
2117,East Bridgewater,Plymouth County,MA,East Bridgewater,2010-2014,13867,456,3.3,1.3
2118,Halifax,Plymouth County,MA,Halifax,2010-2014,7521,145,1.9,1
2119,Hanover,Plymouth County,MA,Hanover,2010-2014,13981,602,4.3,3.6
2120,Hanson,Plymouth County,MA,Hanson,2010-2014,10300,391,3.8,1.6
2121,Hingham,Plymouth County,MA,Hingham,2010-2014,22284,876,3.9,1.5
2122,Hull,Plymouth County,MA,Hull,2010-2014,10324,606,5.9,1.9
2123,Kingston,Plymouth County,MA,Kingston,2010-2014,12592,540,4.3,1.7
2124,Lakeville,Plymouth County,MA,Lakeville,2010-2014,10810,488,4.5,1.7
2125,Marion,Plymouth County,MA,Marion,2010-2014,4818,224,4.6,2.4
2126,Marshfield,Plymouth County,MA,Marshfield,2010-2014,25417,1375,5.4,1.7
2127,Mattapoisett,Plymouth County,MA,Mattapoisett,2010-2014,6138,293,4.8,2.9
2128,Middleborough,Plymouth County,MA,Middleborough,2010-2014,23042,1863,8.1,2.4
2129,Norwell,Plymouth County,MA,Norwell,2010-2014,10445,240,2.3,1.1
2130,Pembroke,Plymouth County,MA,Pembroke,2010-2014,17969,743,4.1,1.9
2131,Plymouth,Plymouth County,MA,Plymouth,2010-2014,55414,3754,6.8,1.2
2132,Plympton,Plymouth County,MA,Plympton,2010-2014,2840,107,3.8,2.1
2133,Rochester,Plymouth County,MA,Rochester,2010-2014,5348,357,6.7,3.3
2134,Rockland,Plymouth County,MA,Rockland,2010-2014,17434,917,5.3,2.6
2135,Scituate,Plymouth County,MA,Scituate,2010-2014,18070,536,3,0.9
2136,Wareham,Plymouth County,MA,Wareham,2010-2014,21978,2159,9.8,2.1
2137,West Bridgewater,Plymouth County,MA,West Bridgewater,2010-2014,6761,275,4.1,2
2138,Whitman,Plymouth County,MA,Whitman,2010-2014,14639,891,6.1,1.6
2139,Boston,Suffolk County,MA,Boston,2010-2014,597942,131241,21.9,0.6
2140,Chelsea,Suffolk County,MA,Chelsea,2010-2014,36556,8257,22.6,3.1
2141,Revere,Suffolk County,MA,Revere,2010-2014,52979,8197,15.5,2.1
2142,Winthrop,Suffolk County,MA,Winthrop,2010-2014,17954,1532,8.5,1.8
2143,Ashburnham,Worcester County,MA,Ashburnham,2010-2014,6015,508,8.4,4
2144,Athol,Worcester County,MA,Athol,2010-2014,11450,1991,17.4,5.7
2145,Auburn,Worcester County,MA,Auburn,2010-2014,16180,712,4.4,1.3
2146,Barre,Worcester County,MA,Barre,2010-2014,5335,224,4.2,2.1
2147,Berlin,Worcester County,MA,Berlin,2010-2014,2917,78,2.7,1.4
2148,Blackstone,Worcester County,MA,Blackstone,2010-2014,8996,458,5.1,2.4
2149,Bolton,Worcester County,MA,Bolton,2010-2014,5008,134,2.7,1.4
2150,Boylston,Worcester County,MA,Boylston,2010-2014,4393,134,3.1,1.6
2151,Brookfield,Worcester County,MA,Brookfield,2010-2014,3366,252,7.5,4.1
2152,Charlton,Worcester County,MA,Charlton,2010-2014,12980,637,4.9,1.6
2153,Clinton,Worcester County,MA,Clinton,2010-2014,13643,1203,8.8,3.2
2154,Douglas,Worcester County,MA,Douglas,2010-2014,8544,359,4.2,2.3
2155,Dudley,Worcester County,MA,Dudley,2010-2014,10662,972,9.1,3.4
2156,East Brookfield,Worcester County,MA,East Brookfield,2010-2014,2263,110,4.9,2.8
2157,Fitchburg,Worcester County,MA,Fitchburg,2010-2014,38286,7563,19.8,2.8
2158,Gardner,Worcester County,MA,Gardner,2010-2014,19168,3379,17.6,2.9
2159,Grafton,Worcester County,MA,Grafton,2010-2014,17922,1287,7.2,2.4
2160,Hardwick,Worcester County,MA,Hardwick,2010-2014,2902,421,14.5,6.2
2161,Harvard,Worcester County,MA,Harvard,2010-2014,5525,499,9,6
2162,Holden,Worcester County,MA,Holden,2010-2014,17643,464,2.6,0.8
2163,Hopedale,Worcester County,MA,Hopedale,2010-2014,5869,141,2.4,1.6
2164,Hubbardston,Worcester County,MA,Hubbardston,2010-2014,4452,290,6.5,3.7
2165,Lancaster,Worcester County,MA,Lancaster,2010-2014,6579,810,12.3,6.9
2166,Leicester,Worcester County,MA,Leicester,2010-2014,10690,540,5.1,1.9
2167,Leominster,Worcester County,MA,Leominster,2010-2014,40543,4729,11.7,1.9
2168,Lunenburg,Worcester County,MA,Lunenburg,2010-2014,10612,1041,9.8,3.9
2169,Mendon,Worcester County,MA,Mendon,2010-2014,5879,113,1.9,1.5
2170,Milford,Worcester County,MA,Milford,2010-2014,28010,3047,10.9,3.1
2171,Millbury,Worcester County,MA,Millbury,2010-2014,13195,802,6.1,2.7
2172,Millville,Worcester County,MA,Millville,2010-2014,3205,288,9,3.7
2173,New Braintree,Worcester County,MA,New Braintree,2010-2014,1092,49,4.5,2.2
2174,Northborough,Worcester County,MA,Northborough,2010-2014,14503,414,2.9,2.1
2175,Northbridge,Worcester County,MA,Northbridge,2010-2014,15780,942,6,2.4
2176,North Brookfield,Worcester County,MA,North Brookfield,2010-2014,4698,310,6.6,3.3
2177,Oakham,Worcester County,MA,Oakham,2010-2014,1791,92,5.1,2
2178,Oxford,Worcester County,MA,Oxford,2010-2014,13553,672,5,2.6
2179,Paxton,Worcester County,MA,Paxton,2010-2014,4310,154,3.6,2.9
2180,Petersham,Worcester County,MA,Petersham,2010-2014,1239,86,6.9,10.5
2181,Phillipston,Worcester County,MA,Phillipston,2010-2014,1647,75,4.6,2
2182,Princeton,Worcester County,MA,Princeton,2010-2014,3432,231,6.7,3.2
2183,Royalston,Worcester County,MA,Royalston,2010-2014,1206,157,13,5.4
2184,Rutland,Worcester County,MA,Rutland,2010-2014,8165,188,2.3,1.7
2185,Shrewsbury,Worcester County,MA,Shrewsbury,2010-2014,36002,1799,5,1.3
2186,Southborough,Worcester County,MA,Southborough,2010-2014,9761,326,3.3,1.5
2187,Southbridge,Worcester County,MA,Southbridge,2010-2014,16489,2989,18.1,3.7
2188,Spencer,Worcester County,MA,Spencer,2010-2014,11741,1339,11.4,4.1
2189,Sterling,Worcester County,MA,Sterling,2010-2014,7793,368,4.7,3.6
2190,Sturbridge,Worcester County,MA,Sturbridge,2010-2014,9356,625,6.7,3.7
2191,Sutton,Worcester County,MA,Sutton,2010-2014,9077,340,3.7,3.9
2192,Templeton,Worcester County,MA,Templeton,2010-2014,7864,832,10.6,5.1
2193,Upton,Worcester County,MA,Upton,2010-2014,7580,494,6.5,2.9
2194,Uxbridge,Worcester County,MA,Uxbridge,2010-2014,13504,734,5.4,2.5
2195,Warren,Worcester County,MA,Warren,2010-2014,5153,775,15,7.6
2196,Webster,Worcester County,MA,Webster,2010-2014,16446,2483,15.1,3.4
2197,Westborough,Worcester County,MA,Westborough,2010-2014,18117,805,4.4,2.4
2198,West Boylston,Worcester County,MA,West Boylston,2010-2014,5718,306,5.4,2
2199,West Brookfield,Worcester County,MA,West Brookfield,2010-2014,3585,257,7.2,4.4
2200,Westminster,Worcester County,MA,Westminster,2010-2014,7276,212,2.9,1.7
2201,Winchendon,Worcester County,MA,Winchendon,2010-2014,10370,1255,12.1,4.3
2202,Worcester,Worcester County,MA,Worcester,2010-2014,171864,37852,22,1.3
2203,NA,NA County,NA,United States,2011-2015,308619550,47749043,15.5,0.1
2204,NA,NA County,MA,MA,2011-2015,6471313,748905,11.6,0.1
2205,NA,Barnstable County,MA,Barnstable County,2011-2015,211827,18392,8.7,0.7
2206,NA,Berkshire County,MA,Berkshire County,2011-2015,122987,16038,13,0.9
2207,NA,Bristol County,MA,Bristol County,2011-2015,536309,68016,12.7,0.5
2208,NA,Dukes County,MA,Dukes County,2011-2015,16894,1970,11.7,2.8
2209,NA,Essex County,MA,Essex County,2011-2015,747718,85417,11.4,0.5
2210,NA,Franklin County,MA,Franklin County,2011-2015,69969,8210,11.7,1.1
2211,NA,Hampden County,MA,Hampden County,2011-2015,454023,79308,17.5,0.6
2212,NA,Hampshire County,MA,Hampshire County,2011-2015,138273,20317,14.7,1
2213,NA,Middlesex County,MA,Middlesex County,2011-2015,1500602,124958,8.3,0.3
2214,NA,Nantucket County,MA,Nantucket County,2011-2015,10409,1205,11.6,3.2
2215,NA,Norfolk County,MA,Norfolk County,2011-2015,669933,44199,6.6,0.4
2216,NA,Plymouth County,MA,Plymouth County,2011-2015,492339,40309,8.2,0.5
2217,NA,Suffolk County,MA,Suffolk County,2011-2015,715178,148278,20.7,0.6
2218,NA,Worcester County,MA,Worcester County,2011-2015,784852,92288,11.8,0.5
2219,Barnstable,Barnstable County,MA,Barnstable,2011-2015,44250,5166,11.7,1.9
2220,Bourne,Barnstable County,MA,Bourne,2011-2015,19225,1746,9.1,1.7
2221,Brewster,Barnstable County,MA,Brewster,2011-2015,9514,515,5.4,2.5
2222,Chatham,Barnstable County,MA,Chatham,2011-2015,5982,547,9.1,3
2223,Dennis,Barnstable County,MA,Dennis,2011-2015,13924,1554,11.2,3
2224,Eastham,Barnstable County,MA,Eastham,2011-2015,4893,275,5.6,4.2
2225,Falmouth,Barnstable County,MA,Falmouth,2011-2015,31023,2442,7.9,2.1
2226,Harwich,Barnstable County,MA,Harwich,2011-2015,12029,839,7,1.9
2227,Mashpee,Barnstable County,MA,Mashpee,2011-2015,13895,971,7,2.1
2228,Orleans,Barnstable County,MA,Orleans,2011-2015,5804,319,5.5,2.3
2229,Provincetown,Barnstable County,MA,Provincetown,2011-2015,2962,422,14.2,3.7
2230,Sandwich,Barnstable County,MA,Sandwich,2011-2015,20167,1309,6.5,2.1
2231,Truro,Barnstable County,MA,Truro,2011-2015,1644,176,10.7,7.2
2232,Wellfleet,Barnstable County,MA,Wellfleet,2011-2015,3092,362,11.7,7.2
2233,Yarmouth,Barnstable County,MA,Yarmouth,2011-2015,23423,1749,7.5,1.4
2234,Adams,Berkshire County,MA,Adams,2011-2015,8306,812,9.8,3
2235,Alford,Berkshire County,MA,Alford,2011-2015,484,26,5.4,3.2
2236,Becket,Berkshire County,MA,Becket,2011-2015,1729,127,7.3,2.7
2237,Cheshire,Berkshire County,MA,Cheshire,2011-2015,3174,170,5.4,2.5
2238,Clarksburg,Berkshire County,MA,Clarksburg,2011-2015,1603,163,10.2,4.1
2239,Dalton,Berkshire County,MA,Dalton,2011-2015,6604,985,14.9,5.2
2240,Egremont,Berkshire County,MA,Egremont,2011-2015,1123,45,4,2.3
2241,Florida,Berkshire County,MA,Florida,2011-2015,718,39,5.4,4
2242,Great Barrington,Berkshire County,MA,Great Barrington,2011-2015,6007,504,8.4,4.1
2243,Hancock,Berkshire County,MA,Hancock,2011-2015,726,24,3.3,2.7
2244,Hinsdale,Berkshire County,MA,Hinsdale,2011-2015,2093,118,5.6,2.6
