,Municipal,County,State,Region,Five_Year_Range,Civilian_Pop,Vet_Pop,Percent_Vet,Margin_Error_Percent
1255,Chester,Hampden County,MA,Chester,2009-2013,1098,141,12.8,2.8
1622,Chester,Hampden County,MA,Chester,2010-2014,1127,130,11.5,2.2
1989,Chester,Hampden County,MA,Chester,2011-2015,1160,146,12.6,2.8
2356,Chester,Hampden County,MA,Chester,2012-2016,1200,157,13.1,3.6
2723,Chester,Hampden County,MA,Chester,2013-2017,1182,166,14,3.5
196,Chesterfield,Hampshire County,MA,Chesterfield,2006-2010,843,132,15.7,3.7
197,Chesterfield,Hampshire County,MA,Chesterfield,2007-2011,877,120,13.7,3.5
198,Chesterfield,Hampshire County,MA,Chesterfield,2008-2012,918,125,13.6,3.5
1277,Chesterfield,Hampshire County,MA,Chesterfield,2009-2013,950,115,12.1,3.5
1644,Chesterfield,Hampshire County,MA,Chesterfield,2010-2014,995,101,10.2,3
2011,Chesterfield,Hampshire County,MA,Chesterfield,2011-2015,1019,86,8.4,3.3
2378,Chesterfield,Hampshire County,MA,Chesterfield,2012-2016,1001,87,8.7,3.3
2745,Chesterfield,Hampshire County,MA,Chesterfield,2013-2017,1042,64,6.1,2.5
199,Chicopee,Hampden County,MA,Chicopee,2006-2010,43145,4954,11.5,1
200,Chicopee,Hampden County,MA,Chicopee,2007-2011,43175,4983,11.5,1.2
201,Chicopee,Hampden County,MA,Chicopee,2008-2012,43507,5124,11.8,0.8
1256,Chicopee,Hampden County,MA,Chicopee,2009-2013,44005,5065,11.5,0.9
1623,Chicopee,Hampden County,MA,Chicopee,2010-2014,44028,4871,11.1,1
1990,Chicopee,Hampden County,MA,Chicopee,2011-2015,44864,4871,10.9,0.9
2357,Chicopee,Hampden County,MA,Chicopee,2012-2016,45017,4609,10.2,0.9
2724,Chicopee,Hampden County,MA,Chicopee,2013-2017,44819,4278,9.5,0.9
202,Chilmark,Dukes County,MA,Chilmark,2006-2010,715,93,13,5.5
203,Chilmark,Dukes County,MA,Chilmark,2007-2011,583,85,14.6,6.4
204,Chilmark,Dukes County,MA,Chilmark,2008-2012,677,77,11.4,4.1
1186,Chilmark,Dukes County,MA,Chilmark,2009-2013,711,63,8.9,3.3
1553,Chilmark,Dukes County,MA,Chilmark,2010-2014,756,54,7.1,3.1
1920,Chilmark,Dukes County,MA,Chilmark,2011-2015,882,58,6.6,3.6
2287,Chilmark,Dukes County,MA,Chilmark,2012-2016,999,60,6,2.7
2654,Chilmark,Dukes County,MA,Chilmark,2013-2017,926,41,4.4,2.3
205,Clarksburg,Berkshire County,MA,Clarksburg,2006-2010,1470,206,14,2.8
206,Clarksburg,Berkshire County,MA,Clarksburg,2007-2011,1435,191,13.3,2.6
207,Clarksburg,Berkshire County,MA,Clarksburg,2008-2012,1405,181,12.9,3
1137,Clarksburg,Berkshire County,MA,Clarksburg,2009-2013,1329,180,13.5,2.7
1504,Clarksburg,Berkshire County,MA,Clarksburg,2010-2014,1271,167,13.1,2.6
1871,Clarksburg,Berkshire County,MA,Clarksburg,2011-2015,1297,152,11.7,2.9
2238,Clarksburg,Berkshire County,MA,Clarksburg,2012-2016,1330,128,9.6,2.1
2605,Clarksburg,Berkshire County,MA,Clarksburg,2013-2017,1360,113,8.3,2.4
208,Clinton,Worcester County,MA,Clinton,2006-2010,10671,1047,9.8,2.1
209,Clinton,Worcester County,MA,Clinton,2007-2011,10547,956,9.1,1.8
210,Clinton,Worcester County,MA,Clinton,2008-2012,10577,901,8.5,1.9
1419,Clinton,Worcester County,MA,Clinton,2009-2013,10976,967,8.8,2.1
1786,Clinton,Worcester County,MA,Clinton,2010-2014,11152,1036,9.3,1.8
2153,Clinton,Worcester County,MA,Clinton,2011-2015,11047,941,8.5,1.9
2520,Clinton,Worcester County,MA,Clinton,2012-2016,11103,860,7.7,1.6
2887,Clinton,Worcester County,MA,Clinton,2013-2017,11021,772,7,1.5
211,Cohasset,Norfolk County,MA,Cohasset,2006-2010,5204,543,10.4,2.4
212,Cohasset,Norfolk County,MA,Cohasset,2007-2011,5329,480,9,2.2
213,Cohasset,Norfolk County,MA,Cohasset,2008-2012,5602,471,8.4,2.2
1355,Cohasset,Norfolk County,MA,Cohasset,2009-2013,5655,499,8.8,2.3
1722,Cohasset,Norfolk County,MA,Cohasset,2010-2014,5836,441,7.6,1.8
2089,Cohasset,Norfolk County,MA,Cohasset,2011-2015,6015,422,7,1.9
2456,Cohasset,Norfolk County,MA,Cohasset,2012-2016,6092,441,7.2,2
2823,Cohasset,Norfolk County,MA,Cohasset,2013-2017,6165,402,6.5,1.9
214,Colrain,Franklin County,MA,Colrain,2006-2010,1420,216,15.2,2.9
215,Colrain,Franklin County,MA,Colrain,2007-2011,1366,185,13.5,2.8
216,Colrain,Franklin County,MA,Colrain,2008-2012,1352,167,12.4,2.9
1230,Colrain,Franklin County,MA,Colrain,2009-2013,1454,156,10.7,2
1597,Colrain,Franklin County,MA,Colrain,2010-2014,1360,138,10.1,2.1
1964,Colrain,Franklin County,MA,Colrain,2011-2015,1393,126,9,1.9
2331,Colrain,Franklin County,MA,Colrain,2012-2016,1410,121,8.6,1.7
2698,Colrain,Franklin County,MA,Colrain,2013-2017,1376,101,7.3,2.1
217,Concord,Middlesex County,MA,Concord,2006-2010,13331,1217,9.1,1.4
218,Concord,Middlesex County,MA,Concord,2007-2011,13496,1387,10.3,1.5
219,Concord,Middlesex County,MA,Concord,2008-2012,13806,1341,9.7,1.2
1308,Concord,Middlesex County,MA,Concord,2009-2013,14172,1099,7.8,1.4
1675,Concord,Middlesex County,MA,Concord,2010-2014,14584,1092,7.5,1.2
2042,Concord,Middlesex County,MA,Concord,2011-2015,14863,923,6.2,1.1
2409,Concord,Middlesex County,MA,Concord,2012-2016,14881,815,5.5,1.2
2776,Concord,Middlesex County,MA,Concord,2013-2017,14874,727,4.9,0.9
220,Conway,Franklin County,MA,Conway,2006-2010,1494,144,9.6,2.1
221,Conway,Franklin County,MA,Conway,2007-2011,1446,125,8.6,2
222,Conway,Franklin County,MA,Conway,2008-2012,1514,140,9.2,2.1
1231,Conway,Franklin County,MA,Conway,2009-2013,1388,113,8.1,2.1
1598,Conway,Franklin County,MA,Conway,2010-2014,1378,109,7.9,1.8
1965,Conway,Franklin County,MA,Conway,2011-2015,1407,130,9.2,1.9
2332,Conway,Franklin County,MA,Conway,2012-2016,1421,116,8.2,2.1
2699,Conway,Franklin County,MA,Conway,2013-2017,1450,109,7.5,2.5
223,Cummington,Hampshire County,MA,Cummington,2006-2010,784,70,8.9,2.9
224,Cummington,Hampshire County,MA,Cummington,2007-2011,797,72,9,3.1
225,Cummington,Hampshire County,MA,Cummington,2008-2012,775,78,10.1,3
1278,Cummington,Hampshire County,MA,Cummington,2009-2013,750,67,8.9,3.3
1645,Cummington,Hampshire County,MA,Cummington,2010-2014,728,82,11.3,3.8
2012,Cummington,Hampshire County,MA,Cummington,2011-2015,733,77,10.5,3.9
2379,Cummington,Hampshire County,MA,Cummington,2012-2016,735,85,11.6,3.5
2746,Cummington,Hampshire County,MA,Cummington,2013-2017,694,98,14.1,5.3
226,Dalton,Berkshire County,MA,Dalton,2006-2010,5177,618,11.9,2.5
227,Dalton,Berkshire County,MA,Dalton,2007-2011,5264,592,11.2,2.6
228,Dalton,Berkshire County,MA,Dalton,2008-2012,5366,535,10,2.6
1138,Dalton,Berkshire County,MA,Dalton,2009-2013,5398,622,11.5,2.9
1505,Dalton,Berkshire County,MA,Dalton,2010-2014,5379,591,11,3.3
1872,Dalton,Berkshire County,MA,Dalton,2011-2015,5431,567,10.4,2.9
2239,Dalton,Berkshire County,MA,Dalton,2012-2016,5512,591,10.7,2.7
2606,Dalton,Berkshire County,MA,Dalton,2013-2017,5486,571,10.4,2.8
229,Danvers,Essex County,MA,Danvers,2006-2010,20823,2155,10.3,1.5
230,Danvers,Essex County,MA,Danvers,2007-2011,20779,2168,10.4,1.4
231,Danvers,Essex County,MA,Danvers,2008-2012,20966,2112,10.1,1.3
1196,Danvers,Essex County,MA,Danvers,2009-2013,20998,2040,9.7,1.2
1563,Danvers,Essex County,MA,Danvers,2010-2014,21241,2109,9.9,1.3
1930,Danvers,Essex County,MA,Danvers,2011-2015,21518,2128,9.9,1.3
2297,Danvers,Essex County,MA,Danvers,2012-2016,21935,1854,8.5,1.2
2664,Danvers,Essex County,MA,Danvers,2013-2017,21940,1719,7.8,1
232,Dartmouth,Bristol County,MA,Dartmouth,2006-2010,27512,2441,8.9,1.2
233,Dartmouth,Bristol County,MA,Dartmouth,2007-2011,27557,2364,8.6,1.1
234,Dartmouth,Bristol County,MA,Dartmouth,2008-2012,28203,2238,7.9,1
1168,Dartmouth,Bristol County,MA,Dartmouth,2009-2013,28845,2019,7,1.1
1535,Dartmouth,Bristol County,MA,Dartmouth,2010-2014,28867,1955,6.8,0.9
1902,Dartmouth,Bristol County,MA,Dartmouth,2011-2015,29021,1877,6.5,0.8
2269,Dartmouth,Bristol County,MA,Dartmouth,2012-2016,29236,1983,6.8,1.2
2636,Dartmouth,Bristol County,MA,Dartmouth,2013-2017,28902,2003,6.9,0.9
235,Dedham,Norfolk County,MA,Dedham,2006-2010,19300,1889,9.8,1.3
236,Dedham,Norfolk County,MA,Dedham,2007-2011,19376,1812,9.4,1.1
237,Dedham,Norfolk County,MA,Dedham,2008-2012,19591,1732,8.8,1.2
1356,Dedham,Norfolk County,MA,Dedham,2009-2013,19878,1570,7.9,1.1
1723,Dedham,Norfolk County,MA,Dedham,2010-2014,20000,1344,6.7,0.8
2090,Dedham,Norfolk County,MA,Dedham,2011-2015,20070,1235,6.2,0.8
2457,Dedham,Norfolk County,MA,Dedham,2012-2016,20137,1242,6.2,1
2824,Dedham,Norfolk County,MA,Dedham,2013-2017,20458,1256,6.1,1
238,Deerfield,Franklin County,MA,Deerfield,2006-2010,3982,438,11,3.4
239,Deerfield,Franklin County,MA,Deerfield,2007-2011,4068,391,9.6,2.9
240,Deerfield,Franklin County,MA,Deerfield,2008-2012,4065,341,8.4,2.6
1232,Deerfield,Franklin County,MA,Deerfield,2009-2013,4008,257,6.4,2.4
1599,Deerfield,Franklin County,MA,Deerfield,2010-2014,4058,186,4.6,1.8
1966,Deerfield,Franklin County,MA,Deerfield,2011-2015,4102,185,4.5,1.6
2333,Deerfield,Franklin County,MA,Deerfield,2012-2016,4087,210,5.1,1.9
2700,Deerfield,Franklin County,MA,Deerfield,2013-2017,4013,237,5.9,1.9
241,Dennis,Barnstable County,MA,Dennis,2006-2010,11937,1839,15.4,2
242,Dennis,Barnstable County,MA,Dennis,2007-2011,11875,1736,14.6,1.6
243,Dennis,Barnstable County,MA,Dennis,2008-2012,11730,1541,13.1,1.6
1122,Dennis,Barnstable County,MA,Dennis,2009-2013,11936,1519,12.7,1.6
1489,Dennis,Barnstable County,MA,Dennis,2010-2014,12163,1570,12.9,1.6
1856,Dennis,Barnstable County,MA,Dennis,2011-2015,12407,1566,12.6,1.7
2223,Dennis,Barnstable County,MA,Dennis,2012-2016,12561,1582,12.6,1.7
2590,Dennis,Barnstable County,MA,Dennis,2013-2017,12313,1448,11.8,1.6
244,Dighton,Bristol County,MA,Dighton,2006-2010,5420,603,11.1,3.5
245,Dighton,Bristol County,MA,Dighton,2007-2011,5432,580,10.7,3.3
246,Dighton,Bristol County,MA,Dighton,2008-2012,5318,547,10.3,2.9
1169,Dighton,Bristol County,MA,Dighton,2009-2013,5345,616,11.5,2.8
1536,Dighton,Bristol County,MA,Dighton,2010-2014,5402,612,11.3,3.3
1903,Dighton,Bristol County,MA,Dighton,2011-2015,5589,608,10.9,4.2
2270,Dighton,Bristol County,MA,Dighton,2012-2016,5693,633,11.1,4.5
2637,Dighton,Bristol County,MA,Dighton,2013-2017,5961,627,10.5,4.3
247,Douglas,Worcester County,MA,Douglas,2006-2010,5955,446,7.5,2.7
248,Douglas,Worcester County,MA,Douglas,2007-2011,6001,499,8.3,2.9
249,Douglas,Worcester County,MA,Douglas,2008-2012,6106,599,9.8,2.6
1420,Douglas,Worcester County,MA,Douglas,2009-2013,6218,534,8.6,2.6
1787,Douglas,Worcester County,MA,Douglas,2010-2014,6214,497,8,2.4
2154,Douglas,Worcester County,MA,Douglas,2011-2015,6210,498,8,2.6
2521,Douglas,Worcester County,MA,Douglas,2012-2016,6472,504,7.8,2.8
2888,Douglas,Worcester County,MA,Douglas,2013-2017,6526,523,8,3.2
250,Dover,Norfolk County,MA,Dover,2006-2010,3881,294,7.6,2.3
251,Dover,Norfolk County,MA,Dover,2007-2011,3903,259,6.6,1.9
252,Dover,Norfolk County,MA,Dover,2008-2012,3924,222,5.7,1.8
1357,Dover,Norfolk County,MA,Dover,2009-2013,3935,226,5.7,1.7
1724,Dover,Norfolk County,MA,Dover,2010-2014,3980,211,5.3,1.6
2091,Dover,Norfolk County,MA,Dover,2011-2015,4098,214,5.2,1.4
2458,Dover,Norfolk County,MA,Dover,2012-2016,4141,187,4.5,1.4
2825,Dover,Norfolk County,MA,Dover,2013-2017,4290,197,4.6,1.6
253,Dracut,Middlesex County,MA,Dracut,2006-2010,22349,2170,9.7,1.2
254,Dracut,Middlesex County,MA,Dracut,2007-2011,22531,2056,9.1,1.3
255,Dracut,Middlesex County,MA,Dracut,2008-2012,22353,1842,8.2,1.1
1309,Dracut,Middlesex County,MA,Dracut,2009-2013,22911,1776,7.8,1.1
1676,Dracut,Middlesex County,MA,Dracut,2010-2014,23261,1817,7.8,1.2
2043,Dracut,Middlesex County,MA,Dracut,2011-2015,23553,1783,7.6,1.2
2410,Dracut,Middlesex County,MA,Dracut,2012-2016,23813,1940,8.1,1.1
2777,Dracut,Middlesex County,MA,Dracut,2013-2017,24163,2049,8.5,1.2
256,Dudley,Worcester County,MA,Dudley,2006-2010,8416,1128,13.4,2.2
257,Dudley,Worcester County,MA,Dudley,2007-2011,8416,885,10.5,2.2
258,Dudley,Worcester County,MA,Dudley,2008-2012,8647,907,10.5,2.4
1421,Dudley,Worcester County,MA,Dudley,2009-2013,8559,896,10.5,2.2
1788,Dudley,Worcester County,MA,Dudley,2010-2014,8881,720,8.1,1.9
2155,Dudley,Worcester County,MA,Dudley,2011-2015,8982,704,7.8,1.7
2522,Dudley,Worcester County,MA,Dudley,2012-2016,9115,666,7.3,2.3
2889,Dudley,Worcester County,MA,Dudley,2013-2017,9120,514,5.6,1.7
262,Dunstable,Middlesex County,MA,Dunstable,2006-2010,2170,123,5.7,2
263,Dunstable,Middlesex County,MA,Dunstable,2007-2011,2246,117,5.2,1.6
264,Dunstable,Middlesex County,MA,Dunstable,2008-2012,2337,138,5.9,1.8
1310,Dunstable,Middlesex County,MA,Dunstable,2009-2013,2419,118,4.9,1.4
1677,Dunstable,Middlesex County,MA,Dunstable,2010-2014,2432,145,6,1.8
2044,Dunstable,Middlesex County,MA,Dunstable,2011-2015,2464,131,5.3,1.8
2411,Dunstable,Middlesex County,MA,Dunstable,2012-2016,2497,135,5.4,1.7
2778,Dunstable,Middlesex County,MA,Dunstable,2013-2017,2550,156,6.1,1.9
