new_series_id,new_area_code,measure_code,measure_text,region
LAUCS254204000000004,CS2542040000000,4,unemployment,Monroe
LAUCS254204000000005,CS2542040000000,5,employment,Monroe
LAUCS254204000000006,CS2542040000000,6,labor force,Monroe
LAUCS254228500000003,CS2542285000000,3,unemployment rate,Montague
LAUCS254228500000004,CS2542285000000,4,unemployment,Montague
LAUCS254228500000005,CS2542285000000,5,employment,Montague
LAUCS254228500000006,CS2542285000000,6,labor force,Montague
LAUCS254783500000003,CS2547835000000,3,unemployment rate,Northfield
LAUCS254783500000004,CS2547835000000,4,unemployment,Northfield
LAUCS254783500000005,CS2547835000000,5,employment,Northfield
LAUCS254783500000006,CS2547835000000,6,labor force,Northfield
LAUCS255833500000003,CS2558335000000,3,unemployment rate,Rowe
LAUCS255833500000004,CS2558335000000,4,unemployment,Rowe
LAUCS255833500000005,CS2558335000000,5,employment,Rowe
LAUCS255833500000006,CS2558335000000,6,labor force,Rowe
LAUCS256113500000003,CS2561135000000,3,unemployment rate,Shelburne
LAUCS256113500000004,CS2561135000000,4,unemployment,Shelburne
LAUCS256113500000005,CS2561135000000,5,employment,Shelburne
LAUCS256113500000006,CS2561135000000,6,labor force,Shelburne
LAUCS256190500000003,CS2561905000000,3,unemployment rate,Shutesbury
LAUCS256190500000004,CS2561905000000,4,unemployment,Shutesbury
LAUCS256190500000005,CS2561905000000,5,employment,Shutesbury
LAUCS256190500000006,CS2561905000000,6,labor force,Shutesbury
LAUCS256840000000003,CS2568400000000,3,unemployment rate,Sunderland
LAUCS256840000000004,CS2568400000000,4,unemployment,Sunderland
LAUCS256840000000005,CS2568400000000,5,employment,Sunderland
LAUCS256840000000006,CS2568400000000,6,labor force,Sunderland
LAUCS257911000000003,CS2579110000000,3,unemployment rate,Whately
LAUCS257911000000004,CS2579110000000,4,unemployment,Whately
LAUCS257911000000005,CS2579110000000,5,employment,Whately
LAUCS257911000000006,CS2579110000000,6,labor force,Whately
LAUCT250126000000003,CT2501260000000,3,unemployment rate,Amesbury
LAUCT250126000000004,CT2501260000000,4,unemployment,Amesbury
LAUCT250126000000005,CT2501260000000,5,employment,Amesbury
LAUCT250126000000006,CT2501260000000,6,labor force,Amesbury
LAUCS250146500000003,CS2501465000000,3,unemployment rate,Andover
LAUCS250146500000004,CS2501465000000,4,unemployment,Andover
LAUCS250146500000005,CS2501465000000,5,employment,Andover
LAUCS250146500000006,CS2501465000000,6,labor force,Andover
LAUCS252562500000003,CS2525625000000,3,unemployment rate,Georgetown
LAUCS252562500000004,CS2525625000000,4,unemployment,Georgetown
LAUCS252562500000005,CS2525625000000,5,employment,Georgetown
LAUCS252562500000006,CS2525625000000,6,labor force,Georgetown
LAUCS252762000000003,CS2527620000000,3,unemployment rate,Groveland
LAUCS252762000000004,CS2527620000000,4,unemployment,Groveland
LAUCS252762000000005,CS2527620000000,5,employment,Groveland
LAUCS252762000000006,CS2527620000000,6,labor force,Groveland
LAUCT252940500000003,CT2529405000000,3,unemployment rate,Haverhill
LAUCT252940500000004,CT2529405000000,4,unemployment,Haverhill
LAUCT252940500000005,CT2529405000000,5,employment,Haverhill
LAUCT252940500000006,CT2529405000000,6,labor force,Haverhill
LAUCS254043000000003,CS2540430000000,3,unemployment rate,Merrimac
LAUCS254043000000004,CS2540430000000,4,unemployment,Merrimac
LAUCS254043000000005,CS2540430000000,5,employment,Merrimac
LAUCS254043000000006,CS2540430000000,6,labor force,Merrimac
LAUCT254071000000003,CT2540710000000,3,unemployment rate,Methuen
LAUCT254071000000004,CT2540710000000,4,unemployment,Methuen
LAUCT254071000000005,CT2540710000000,5,employment,Methuen
LAUCT254071000000006,CT2540710000000,6,labor force,Methuen
LAUCS254636500000003,CS2546365000000,3,unemployment rate,North Andover
LAUCS254636500000004,CS2546365000000,4,unemployment,North Andover
LAUCS254636500000005,CS2546365000000,5,employment,North Andover
LAUCS254636500000006,CS2546365000000,6,labor force,North Andover
LAUCS255924500000003,CS2559245000000,3,unemployment rate,Salisbury
LAUCS255924500000004,CS2559245000000,4,unemployment,Salisbury
LAUCS255924500000005,CS2559245000000,5,employment,Salisbury
LAUCS255924500000006,CS2559245000000,6,labor force,Salisbury
LAUCS257715000000003,CS2577150000000,3,unemployment rate,West Newbury
LAUCS257715000000004,CS2577150000000,4,unemployment,West Newbury
LAUCS257715000000005,CS2577150000000,5,employment,West Newbury
LAUCS257715000000006,CS2577150000000,6,labor force,West Newbury
LAUCS250636500000003,CS2506365000000,3,unemployment rate,Bolton
LAUCS250636500000004,CS2506365000000,4,unemployment,Bolton
LAUCS250636500000005,CS2506365000000,5,employment,Bolton
LAUCS250636500000006,CS2506365000000,6,labor force,Bolton
LAUCS253154000000003,CS2531540000000,3,unemployment rate,Hudson
LAUCS253154000000004,CS2531540000000,4,unemployment,Hudson
LAUCS253154000000005,CS2531540000000,5,employment,Hudson
LAUCS253154000000006,CS2531540000000,6,labor force,Hudson
LAUCT253871500000003,CT2538715000000,3,unemployment rate,Marlborough
LAUCT253871500000004,CT2538715000000,4,unemployment,Marlborough
LAUCT253871500000005,CT2538715000000,5,employment,Marlborough
LAUCT253871500000006,CT2538715000000,6,labor force,Marlborough
LAUCS253962500000003,CS2539625000000,3,unemployment rate,Maynard
LAUCS253962500000004,CS2539625000000,4,unemployment,Maynard
LAUCS253962500000005,CS2539625000000,5,employment,Maynard
LAUCS253962500000006,CS2539625000000,6,labor force,Maynard
LAUCS256316500000003,CS2563165000000,3,unemployment rate,Southborough
LAUCS256316500000004,CS2563165000000,4,unemployment,Southborough
LAUCS256316500000005,CS2563165000000,5,employment,Southborough
LAUCS256316500000006,CS2563165000000,6,labor force,Southborough
LAUCS256805000000003,CS2568050000000,3,unemployment rate,Stow
LAUCS256805000000004,CS2568050000000,4,unemployment,Stow
LAUCS256805000000005,CS2568050000000,5,employment,Stow
LAUCS256805000000006,CS2568050000000,6,labor force,Stow
LAUCS253094500000003,CS2530945000000,3,unemployment rate,Hopedale
LAUCS253094500000004,CS2530945000000,4,unemployment,Hopedale
LAUCS253094500000005,CS2530945000000,5,employment,Hopedale
LAUCS253094500000006,CS2530945000000,6,labor force,Hopedale
LAUCS253108500000003,CS2531085000000,3,unemployment rate,Hopkinton
LAUCS253108500000004,CS2531085000000,4,unemployment,Hopkinton
LAUCS253108500000005,CS2531085000000,5,employment,Hopkinton
LAUCS253108500000006,CS2531085000000,6,labor force,Hopkinton
LAUCS254025500000003,CS2540255000000,3,unemployment rate,Mendon
LAUCS254025500000004,CS2540255000000,4,unemployment,Mendon
LAUCS254025500000005,CS2540255000000,5,employment,Mendon
LAUCS254025500000006,CS2540255000000,6,labor force,Mendon
LAUCS254116500000003,CS2541165000000,3,unemployment rate,Milford
LAUCS254116500000004,CS2541165000000,4,unemployment,Milford
LAUCS254116500000005,CS2541165000000,5,employment,Milford
LAUCS254116500000006,CS2541165000000,6,labor force,Milford
LAUCS253392000000003,CS2533920000000,3,unemployment rate,Lakeville
LAUCS253392000000004,CS2533920000000,4,unemployment,Lakeville
LAUCS253392000000005,CS2533920000000,5,employment,Lakeville
LAUCS253392000000006,CS2533920000000,6,labor force,Lakeville
LAUCS253231000000003,CS2532310000000,3,unemployment rate,Ipswich
LAUCS253231000000004,CS2532310000000,4,unemployment,Ipswich
LAUCS253231000000005,CS2532310000000,5,employment,Ipswich
LAUCS253231000000006,CS2532310000000,6,labor force,Ipswich
LAUCS254517500000003,CS2545175000000,3,unemployment rate,Newbury
LAUCS254517500000004,CS2545175000000,4,unemployment,Newbury
LAUCS254517500000005,CS2545175000000,5,employment,Newbury
LAUCS254517500000006,CS2545175000000,6,labor force,Newbury
LAUCT254524500000003,CT2545245000000,3,unemployment rate,Newburyport
LAUCT254524500000004,CT2545245000000,4,unemployment,Newburyport
LAUCT254524500000005,CT2545245000000,5,employment,Newburyport
LAUCT254524500000006,CT2545245000000,6,labor force,Newburyport
LAUCS255840500000003,CS2558405000000,3,unemployment rate,Rowley
LAUCS255840500000004,CS2558405000000,4,unemployment,Rowley
LAUCS255840500000005,CS2558405000000,5,employment,Rowley
LAUCS255840500000006,CS2558405000000,6,labor force,Rowley
LAUCS250055500000003,CS2500555000000,3,unemployment rate,Adams
LAUCS250055500000004,CS2500555000000,4,unemployment,Adams
LAUCS250055500000005,CS2500555000000,5,employment,Adams
LAUCS250055500000006,CS2500555000000,6,labor force,Adams
LAUCS250454500000003,CS2504545000000,3,unemployment rate,Becket
LAUCS250454500000004,CS2504545000000,4,unemployment,Becket
LAUCS250454500000005,CS2504545000000,5,employment,Becket
LAUCS250454500000006,CS2504545000000,6,labor force,Becket
LAUCS251334500000003,CS2513345000000,3,unemployment rate,Cheshire
LAUCS251334500000004,CS2513345000000,4,unemployment,Cheshire
LAUCS251334500000005,CS2513345000000,5,employment,Cheshire
LAUCS251334500000006,CS2513345000000,6,labor force,Cheshire
LAUCS251401000000003,CS2514010000000,3,unemployment rate,Clarksburg
LAUCS251401000000004,CS2514010000000,4,unemployment,Clarksburg
LAUCS251401000000005,CS2514010000000,5,employment,Clarksburg
LAUCS251401000000006,CS2514010000000,6,labor force,Clarksburg
LAUCS251618000000003,CS2516180000000,3,unemployment rate,Dalton
LAUCS251618000000004,CS2516180000000,4,unemployment,Dalton
LAUCS251618000000005,CS2516180000000,5,employment,Dalton
LAUCS251618000000006,CS2516180000000,6,labor force,Dalton
LAUCS252412000000003,CS2524120000000,3,unemployment rate,Florida
LAUCS252412000000004,CS2524120000000,4,unemployment,Florida
LAUCS252412000000005,CS2524120000000,5,employment,Florida
LAUCS252412000000006,CS2524120000000,6,labor force,Florida
LAUCS252818000000003,CS2528180000000,3,unemployment rate,Hancock
LAUCS252818000000004,CS2528180000000,4,unemployment,Hancock
LAUCS252818000000005,CS2528180000000,5,employment,Hancock
LAUCS252818000000006,CS2528180000000,6,labor force,Hancock
LAUCS253031500000003,CS2530315000000,3,unemployment rate,Hinsdale
LAUCS253031500000004,CS2530315000000,4,unemployment,Hinsdale
LAUCS253031500000005,CS2530315000000,5,employment,Hinsdale
LAUCS253031500000006,CS2530315000000,6,labor force,Hinsdale
LAUCS253434000000003,CS2534340000000,3,unemployment rate,Lanesborough
LAUCS253434000000004,CS2534340000000,4,unemployment,Lanesborough
LAUCS253434000000005,CS2534340000000,5,employment,Lanesborough
LAUCS253434000000006,CS2534340000000,6,labor force,Lanesborough
LAUCS253465500000003,CS2534655000000,3,unemployment rate,Lee
LAUCS253465500000004,CS2534655000000,4,unemployment,Lee
LAUCS253465500000005,CS2534655000000,5,employment,Lee
LAUCS253465500000006,CS2534655000000,6,labor force,Lee
LAUCS253497000000003,CS2534970000000,3,unemployment rate,Lenox
LAUCS253497000000004,CS2534970000000,4,unemployment,Lenox
LAUCS253497000000005,CS2534970000000,5,employment,Lenox
LAUCS253497000000006,CS2534970000000,6,labor force,Lenox
LAUCS254438500000003,CS2544385000000,3,unemployment rate,New Ashford
LAUCS254438500000004,CS2544385000000,4,unemployment,New Ashford
LAUCS254438500000005,CS2544385000000,5,employment,New Ashford
LAUCS254438500000006,CS2544385000000,6,labor force,New Ashford
LAUCT254622500000003,CT2546225000000,3,unemployment rate,North Adams
LAUCT254622500000004,CT2546225000000,4,unemployment,North Adams
LAUCT254622500000005,CT2546225000000,5,employment,North Adams
LAUCT254622500000006,CT2546225000000,6,labor force,North Adams
LAUCS255158000000003,CS2551580000000,3,unemployment rate,Otis
LAUCS255158000000004,CS2551580000000,4,unemployment,Otis
LAUCS255158000000005,CS2551580000000,5,employment,Otis
LAUCS255158000000006,CS2551580000000,6,labor force,Otis
LAUCS255305000000003,CS2553050000000,3,unemployment rate,Peru
LAUCS255305000000004,CS2553050000000,4,unemployment,Peru
LAUCS255305000000005,CS2553050000000,5,employment,Peru
LAUCS255305000000006,CS2553050000000,6,labor force,Peru
LAUCS255679500000003,CS2556795000000,3,unemployment rate,Richmond
LAUCS255679500000004,CS2556795000000,4,unemployment,Richmond
LAUCS255679500000005,CS2556795000000,5,employment,Richmond
LAUCS255679500000006,CS2556795000000,6,labor force,Richmond
LAUCS256022500000003,CS2560225000000,3,unemployment rate,Savoy
LAUCS256022500000004,CS2560225000000,4,unemployment,Savoy
LAUCS256022500000005,CS2560225000000,5,employment,Savoy
LAUCS256022500000006,CS2560225000000,6,labor force,Savoy
LAUCS256759500000003,CS2567595000000,3,unemployment rate,Stockbridge
LAUCS256759500000004,CS2567595000000,4,unemployment,Stockbridge
LAUCS256759500000005,CS2567595000000,5,employment,Stockbridge
LAUCS256759500000006,CS2567595000000,6,labor force,Stockbridge
LAUCS257109500000003,CS2571095000000,3,unemployment rate,Tyringham
LAUCS257109500000004,CS2571095000000,4,unemployment,Tyringham
LAUCS257109500000005,CS2571095000000,5,employment,Tyringham
LAUCS257109500000006,CS2571095000000,6,labor force,Tyringham
LAUCS257333500000003,CS2573335000000,3,unemployment rate,Washington
LAUCS257333500000004,CS2573335000000,4,unemployment,Washington
LAUCS257333500000005,CS2573335000000,5,employment,Washington
LAUCS257333500000006,CS2573335000000,6,labor force,Washington
LAUCS257799000000003,CS2577990000000,3,unemployment rate,West Stockbridge
LAUCS257799000000004,CS2577990000000,4,unemployment,West Stockbridge
LAUCS257799000000005,CS2577990000000,5,employment,West Stockbridge
LAUCS257799000000006,CS2577990000000,6,labor force,West Stockbridge
LAUCS257998500000003,CS2579985000000,3,unemployment rate,Williamstown
LAUCS257998500000004,CS2579985000000,4,unemployment,Williamstown
LAUCS257998500000005,CS2579985000000,5,employment,Williamstown
LAUCS257998500000006,CS2579985000000,6,labor force,Williamstown
LAUCS258068500000003,CS2580685000000,3,unemployment rate,Windsor
LAUCS258068500000004,CS2580685000000,4,unemployment,Windsor
LAUCS258068500000005,CS2580685000000,5,employment,Windsor
LAUCS258068500000006,CS2580685000000,6,labor force,Windsor
LAUCS251166500000003,CS2511665000000,3,unemployment rate,Carver
LAUCS251166500000004,CS2511665000000,4,unemployment,Carver
LAUCS251166500000005,CS2511665000000,5,employment,Carver
LAUCS251166500000006,CS2511665000000,6,labor force,Carver
LAUCS254085000000003,CS2540850000000,3,unemployment rate,Middleborough
LAUCS254085000000004,CS2540850000000,4,unemployment,Middleborough
LAUCS254085000000005,CS2540850000000,5,employment,Middleborough
LAUCS254085000000006,CS2540850000000,6,labor force,Middleborough
LAUCS255431000000003,CS2554310000000,3,unemployment rate,Plymouth
LAUCS255431000000004,CS2554310000000,4,unemployment,Plymouth
LAUCS255431000000005,CS2554310000000,5,employment,Plymouth
LAUCS255431000000006,CS2554310000000,6,labor force,Plymouth
LAUCS255441500000003,CS2554415000000,3,unemployment rate,Plympton
LAUCS255441500000004,CS2554415000000,4,unemployment,Plympton
LAUCS255441500000005,CS2554415000000,5,employment,Plympton
LAUCS255441500000006,CS2554415000000,6,labor force,Plympton
LAUCT250269000000003,CT2502690000000,3,unemployment rate,Attleboro
LAUCT250269000000004,CT2502690000000,4,unemployment,Attleboro
LAUCT250269000000005,CT2502690000000,5,employment,Attleboro
LAUCT250269000000006,CT2502690000000,6,labor force,Attleboro
LAUCS250601500000003,CS2506015000000,3,unemployment rate,Blackstone
LAUCS250601500000004,CS2506015000000,4,unemployment,Blackstone
LAUCS250601500000005,CS2506015000000,5,employment,Blackstone
LAUCS250601500000006,CS2506015000000,6,labor force,Blackstone
LAUCS254158500000003,CS2541585000000,3,unemployment rate,Millville
LAUCS254158500000004,CS2541585000000,4,unemployment,Millville
LAUCS254158500000005,CS2541585000000,5,employment,Millville
LAUCS254158500000006,CS2541585000000,6,labor force,Millville
LAUCS254657500000003,CS2546575000000,3,unemployment rate,North Attleborough
LAUCS254657500000004,CS2546575000000,4,unemployment,North Attleborough
LAUCS254657500000005,CS2546575000000,5,employment,North Attleborough
LAUCS254657500000006,CS2546575000000,6,labor force,North Attleborough
LAUCS254997000000003,CS2549970000000,3,unemployment rate,Norton
LAUCS254997000000004,CS2549970000000,4,unemployment,Norton
LAUCS254997000000005,CS2549970000000,5,employment,Norton
LAUCS254997000000006,CS2549970000000,6,labor force,Norton
LAUCS255410000000003,CS2554100000000,3,unemployment rate,Plainville
LAUCS255410000000004,CS2554100000000,4,unemployment,Plainville
LAUCS255410000000005,CS2554100000000,5,employment,Plainville
LAUCS255410000000006,CS2554100000000,6,labor force,Plainville
LAUCS255637500000003,CS2556375000000,3,unemployment rate,Rehoboth
LAUCS255637500000004,CS2556375000000,4,unemployment,Rehoboth
LAUCS255637500000005,CS2556375000000,5,employment,Rehoboth
LAUCS255637500000006,CS2556375000000,6,labor force,Rehoboth
LAUCS256064500000003,CS2560645000000,3,unemployment rate,Seekonk
LAUCS256064500000004,CS2560645000000,4,unemployment,Seekonk
LAUCS256064500000005,CS2560645000000,5,employment,Seekonk
LAUCS256064500000006,CS2560645000000,6,labor force,Seekonk
LAUCS251768500000003,CS2517685000000,3,unemployment rate,Dudley
LAUCS251768500000004,CS2517685000000,4,unemployment,Dudley
LAUCS251768500000005,CS2517685000000,5,employment,Dudley
LAUCS251768500000006,CS2517685000000,6,labor force,Dudley
LAUCT256334500000003,CT2563345000000,3,unemployment rate,Southbridge
LAUCT256334500000004,CT2563345000000,4,unemployment,Southbridge
LAUCT256334500000005,CT2563345000000,5,employment,Southbridge
LAUCT256334500000006,CT2563345000000,6,labor force,Southbridge
LAUCS256815500000003,CS2568155000000,3,unemployment rate,Sturbridge
LAUCS256815500000004,CS2568155000000,4,unemployment,Sturbridge
LAUCS256815500000005,CS2568155000000,5,employment,Sturbridge
LAUCS256815500000006,CS2568155000000,6,labor force,Sturbridge
LAUCS250132500000003,CS2501325000000,3,unemployment rate,Amherst
LAUCS250132500000004,CS2501325000000,4,unemployment,Amherst
LAUCS250132500000005,CS2501325000000,5,employment,Amherst
LAUCS250132500000006,CS2501325000000,6,labor force,Amherst
LAUCS250482500000003,CS2504825000000,3,unemployment rate,Belchertown
LAUCS250482500000004,CS2504825000000,4,unemployment,Belchertown
LAUCS250482500000005,CS2504825000000,5,employment,Belchertown
LAUCS250482500000006,CS2504825000000,6,labor force,Belchertown
LAUCS251359000000003,CS2513590000000,3,unemployment rate,Chesterfield
LAUCS251359000000004,CS2513590000000,4,unemployment,Chesterfield
LAUCS251359000000005,CS2513590000000,5,employment,Chesterfield
LAUCS251359000000006,CS2513590000000,6,labor force,Chesterfield
LAUCT251937000000003,CT2519370000000,3,unemployment rate,Easthampton
LAUCT251937000000004,CT2519370000000,4,unemployment,Easthampton
LAUCT251937000000005,CT2519370000000,5,employment,Easthampton
LAUCT251937000000006,CT2519370000000,6,labor force,Easthampton
LAUCS252653500000003,CS2526535000000,3,unemployment rate,Granby
LAUCS252653500000004,CS2526535000000,4,unemployment,Granby
LAUCS252653500000005,CS2526535000000,5,employment,Granby
LAUCS252653500000006,CS2526535000000,6,labor force,Granby
LAUCS252769000000003,CS2527690000000,3,unemployment rate,Hadley
LAUCS252769000000004,CS2527690000000,4,unemployment,Hadley
LAUCS252769000000005,CS2527690000000,5,employment,Hadley
LAUCS252769000000006,CS2527690000000,6,labor force,Hadley
LAUCS252926500000003,CS2529265000000,3,unemployment rate,Hatfield
LAUCS252926500000004,CS2529265000000,4,unemployment,Hatfield
LAUCS252926500000005,CS2529265000000,5,employment,Hatfield
LAUCS252926500000006,CS2529265000000,6,labor force,Hatfield
LAUCT254633000000003,CT2546330000000,3,unemployment rate,Northampton
LAUCT254633000000004,CT2546330000000,4,unemployment,Northampton
LAUCT254633000000005,CT2546330000000,5,employment,Northampton
LAUCT254633000000006,CT2546330000000,6,labor force,Northampton
LAUCS255256000000003,CS2552560000000,3,unemployment rate,Pelham
LAUCS255256000000004,CS2552560000000,4,unemployment,Pelham
LAUCS255256000000005,CS2552560000000,5,employment,Pelham
LAUCS255256000000006,CS2552560000000,6,labor force,Pelham
LAUCS256414500000003,CS2564145000000,3,unemployment rate,South Hadley
LAUCS256414500000004,CS2564145000000,4,unemployment,South Hadley
LAUCS256414500000005,CS2564145000000,5,employment,South Hadley
LAUCS256414500000006,CS2564145000000,6,labor force,South Hadley
LAUCS256274500000003,CS2562745000000,3,unemployment rate,Southampton
LAUCS256274500000004,CS2562745000000,4,unemployment,Southampton
LAUCS256274500000005,CS2562745000000,5,employment,Southampton
LAUCS256274500000006,CS2562745000000,6,labor force,Southampton
LAUCS257309000000003,CS2573090000000,3,unemployment rate,Warren
LAUCS257309000000004,CS2573090000000,4,unemployment,Warren
LAUCS257309000000005,CS2573090000000,5,employment,Warren
LAUCS257309000000006,CS2573090000000,6,labor force,Warren
LAUCS257638000000003,CS2576380000000,3,unemployment rate,Westhampton
LAUCS257638000000004,CS2576380000000,4,unemployment,Westhampton
LAUCS257638000000005,CS2576380000000,5,employment,Westhampton
LAUCS257638000000006,CS2576380000000,6,labor force,Westhampton
LAUCS257991500000003,CS2579915000000,3,unemployment rate,Williamsburg
LAUCS257991500000004,CS2579915000000,4,unemployment,Williamsburg
LAUCS257991500000005,CS2579915000000,5,employment,Williamsburg
LAUCS257991500000006,CS2579915000000,6,labor force,Williamsburg
LAUCS250528000000003,CS2505280000000,3,unemployment rate,Berkley
LAUCS250528000000004,CS2505280000000,4,unemployment,Berkley
LAUCS250528000000005,CS2505280000000,5,employment,Berkley
LAUCS250528000000006,CS2505280000000,6,labor force,Berkley
LAUCS255606000000003,CS2556060000000,3,unemployment rate,Raynham
LAUCS255606000000004,CS2556060000000,4,unemployment,Raynham
LAUCS255606000000005,CS2556060000000,5,employment,Raynham
LAUCS255606000000006,CS2556060000000,6,labor force,Raynham
LAUCT256917000000003,CT2569170000000,3,unemployment rate,Taunton
LAUCT256917000000004,CT2569170000000,4,unemployment,Taunton
LAUCT256917000000005,CT2569170000000,5,employment,Taunton
LAUCT256917000000006,CT2569170000000,6,labor force,Taunton
LAUCS252874000000003,CS2528740000000,3,unemployment rate,Hardwick
LAUCS252874000000004,CS2528740000000,4,unemployment,Hardwick
LAUCS252874000000005,CS2528740000000,5,employment,Hardwick
LAUCS252874000000006,CS2528740000000,6,labor force,Hardwick
LAUCS254510500000003,CS2545105000000,3,unemployment rate,New Braintree
LAUCS254510500000004,CS2545105000000,4,unemployment,New Braintree
LAUCS254510500000005,CS2545105000000,5,employment,New Braintree
LAUCS254510500000006,CS2545105000000,6,labor force,New Braintree
LAUCS255067000000003,CS2550670000000,3,unemployment rate,Oakham
LAUCS255067000000004,CS2550670000000,4,unemployment,Oakham
LAUCS255067000000005,CS2550670000000,5,employment,Oakham
LAUCS255067000000006,CS2550670000000,6,labor force,Oakham
LAUCS257288000000003,CS2572880000000,3,unemployment rate,Ware
LAUCS257288000000004,CS2572880000000,4,unemployment,Ware
LAUCS257288000000005,CS2572880000000,5,employment,Ware
LAUCS257288000000006,CS2572880000000,6,labor force,Ware
LAUCS257540000000003,CS2575400000000,3,unemployment rate,West Brookfield
LAUCS257540000000004,CS2575400000000,4,unemployment,West Brookfield
LAUCS257540000000005,CS2575400000000,5,employment,West Brookfield
LAUCS257540000000006,CS2575400000000,6,labor force,West Brookfield
LAUCS250549000000003,CS2505490000000,3,unemployment rate,Berlin
LAUCS250549000000004,CS2505490000000,4,unemployment,Berlin
LAUCS250549000000005,CS2505490000000,5,employment,Berlin
LAUCS250549000000006,CS2505490000000,6,labor force,Berlin
LAUCS250910500000003,CS2509105000000,3,unemployment rate,Brookfield
LAUCS250910500000004,CS2509105000000,4,unemployment,Brookfield
LAUCS250910500000005,CS2509105000000,5,employment,Brookfield
LAUCS250910500000006,CS2509105000000,6,labor force,Brookfield
LAUCS251271500000003,CS2512715000000,3,unemployment rate,Charlton
LAUCS251271500000004,CS2512715000000,4,unemployment,Charlton
LAUCS251271500000005,CS2512715000000,5,employment,Charlton
LAUCS251271500000006,CS2512715000000,6,labor force,Charlton
LAUCS251730000000003,CS2517300000000,3,unemployment rate,Douglas
LAUCS251730000000004,CS2517300000000,4,unemployment,Douglas
LAUCS251730000000005,CS2517300000000,5,employment,Douglas
LAUCS251730000000006,CS2517300000000,6,labor force,Douglas
LAUCS251856000000003,CS2518560000000,3,unemployment rate,East Brookfield
LAUCS251856000000004,CS2518560000000,4,unemployment,East Brookfield
LAUCS251856000000005,CS2518560000000,5,employment,East Brookfield
LAUCS251856000000006,CS2518560000000,6,labor force,East Brookfield
LAUCS254692500000003,CS2546925000000,3,unemployment rate,Northbridge
LAUCS254692500000004,CS2546925000000,4,unemployment,Northbridge
LAUCS254692500000005,CS2546925000000,5,employment,Northbridge
LAUCS254692500000006,CS2546925000000,6,labor force,Northbridge
LAUCS254713500000003,CS2547135000000,3,unemployment rate,North Brookfield
LAUCS254713500000004,CS2547135000000,4,unemployment,North Brookfield
LAUCS254713500000005,CS2547135000000,5,employment,North Brookfield
LAUCS254713500000006,CS2547135000000,6,labor force,North Brookfield
LAUCS255182500000003,CS2551825000000,3,unemployment rate,Oxford
LAUCS255182500000004,CS2551825000000,4,unemployment,Oxford
LAUCS255182500000005,CS2551825000000,5,employment,Oxford
LAUCS255182500000006,CS2551825000000,6,labor force,Oxford
LAUCS256738500000003,CS2567385000000,3,unemployment rate,Sterling
LAUCS256738500000004,CS2567385000000,4,unemployment,Sterling
LAUCS256738500000005,CS2567385000000,5,employment,Sterling
LAUCS256738500000006,CS2567385000000,6,labor force,Sterling
LAUCS256861000000003,CS2568610000000,3,unemployment rate,Sutton
LAUCS256861000000004,CS2568610000000,4,unemployment,Sutton
LAUCS256861000000005,CS2568610000000,5,employment,Sutton
LAUCS256861000000006,CS2568610000000,6,labor force,Sutton
LAUCS257148000000003,CS2571480000000,3,unemployment rate,Upton
LAUCS257148000000004,CS2571480000000,4,unemployment,Upton
LAUCS257148000000005,CS2571480000000,5,employment,Upton
LAUCS257148000000006,CS2571480000000,6,labor force,Upton
LAUCS257162000000003,CS2571620000000,3,unemployment rate,Uxbridge
LAUCS257162000000004,CS2571620000000,4,unemployment,Uxbridge
LAUCS257162000000005,CS2571620000000,5,employment,Uxbridge
LAUCS257162000000006,CS2571620000000,6,labor force,Uxbridge
LAUCS257389500000003,CS2573895000000,3,unemployment rate,Webster
LAUCS257389500000004,CS2573895000000,4,unemployment,Webster
LAUCS257389500000005,CS2573895000000,5,employment,Webster
LAUCS257389500000006,CS2573895000000,6,labor force,Webster
LAUCS250300500000003,CS2503005000000,3,unemployment rate,Ayer
LAUCS250300500000004,CS2503005000000,4,unemployment,Ayer
LAUCS250300500000005,CS2503005000000,5,employment,Ayer
LAUCS250300500000006,CS2503005000000,6,labor force,Ayer
LAUCS251604000000003,CS2516040000000,3,unemployment rate,Cummington
LAUCS251604000000004,CS2516040000000,4,unemployment,Cummington
LAUCS251604000000005,CS2516040000000,5,employment,Cummington
LAUCS251604000000006,CS2516040000000,6,labor force,Cummington
LAUCS252629000000003,CS2526290000000,3,unemployment rate,Goshen
LAUCS252629000000004,CS2526290000000,4,unemployment,Goshen
LAUCS252629000000005,CS2526290000000,5,employment,Goshen
LAUCS252629000000006,CS2526290000000,6,labor force,Goshen
LAUCS252748000000003,CS2527480000000,3,unemployment rate,Groton
LAUCS252748000000004,CS2527480000000,4,unemployment,Groton
LAUCS252748000000005,CS2527480000000,5,employment,Groton
LAUCS252748000000006,CS2527480000000,6,labor force,Groton
LAUCS252895000000003,CS2528950000000,3,unemployment rate,Harvard
LAUCS252895000000004,CS2528950000000,4,unemployment,Harvard
LAUCS252895000000005,CS2528950000000,5,employment,Harvard
LAUCS252895000000006,CS2528950000000,6,labor force,Harvard
LAUCS253178500000003,CS2531785000000,3,unemployment rate,Huntington
LAUCS253178500000004,CS2531785000000,4,unemployment,Huntington
LAUCS253178500000005,CS2531785000000,5,employment,Huntington
LAUCS253178500000006,CS2531785000000,6,labor force,Huntington
LAUCS253595000000003,CS2535950000000,3,unemployment rate,Littleton
