"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Hudson","Middlesex","MA",2013,1729401159,0,169123741,177721400,41586900,2117833200,81.66,18.34,1781738192,0,174241949,183099800,42845448,2181925389,81.66,0,7.99,8.39,1.96,-2.6,2181.93,1781.74,0,174.24,183.1,42.85
"Hudson","Middlesex","MA",2014,1690363808,0,171278292,172317700,41599300,2075559100,81.44,18.56,1713719698,0,173644858,174698627,42174081,2104237264,81.44,0,8.25,8.3,2,-6.1,2104.24,1713.72,0,173.64,174.7,42.17
"Hudson","Middlesex","MA",2015,1787610409,0,171179791,168101500,38960300,2165852000,82.54,17.46,1810161345,0,173339246,170222122,39451789,2193174502,82.54,0,7.9,7.76,1.8,-2.1,2193.17,1810.16,0,173.34,170.22,39.45
"Hudson","Middlesex","MA",2016,1918189699,0,172799501,158854200,37613900,2287457300,83.86,16.14,1918189699,0,172799501,158854200,37613900,2287457300,83.86,0,7.55,6.94,1.64,2.1,2287.46,1918.19,0,172.8,158.85,37.61
"Hudson","Middlesex","MA",2017,2074590986,0,177262714,153591500,38763500,2444208700,84.88,15.12,2074590986,0,177262714,153591500,38763500,2444208700,84.88,0,7.25,6.28,1.59,9.1,2444.21,2074.59,0,177.26,153.59,38.76
"Lexington","Middlesex","MA",2003,5186133750,0,668473250,126799000,102166560,6083572560,85.25,14.75,6764719581,0,871947061,165394824,133264617,7935326084,85.25,0,10.99,2.08,1.68,0,7935.33,6764.72,0,871.95,165.39,133.26
"Lexington","Middlesex","MA",2004,6018408000,0,646128000,125247000,121393060,6911176060,87.08,12.92,7646691630,0,820938290,159132645,154236020,8780998585,87.08,0,9.35,1.81,1.76,10.7,8781,7646.69,0,820.94,159.13,154.24
"Lexington","Middlesex","MA",2005,6275351000,0,641277000,117714000,111825360,7146167360,87.81,12.19,7711869777,0,788074598,144660440,137423805,8782028620,87.81,0,8.97,1.65,1.56,10.7,8782.03,7711.87,0,788.07,144.66,137.42
"Lexington","Middlesex","MA",2006,6823275250,0,621234750,116982000,124776530,7686268530,88.77,11.23,8123183645,0,739586749,139268348,148547821,9150586563,88.77,0,8.08,1.52,1.62,15.3,9150.59,8123.18,0,739.59,139.27,148.55
"Lexington","Middlesex","MA",2007,7135277500,0,668728500,123159000,132069580,8059234580,88.54,11.46,8259380863,0,774081089,142561672,152876039,9328899663,88.54,0,8.3,1.53,1.64,17.6,9328.9,8259.38,0,774.08,142.56,152.88
"Lexington","Middlesex","MA",2008,6945049000,0,680770000,152930000,150415350,7929164350,87.59,12.41,7741928238,0,758881973,170477283,167674101,8838961594,87.59,0,8.59,1.93,1.9,11.4,8838.96,7741.93,0,758.88,170.48,167.67
"Lexington","Middlesex","MA",2009,6991353500,0,702657500,165669000,173928130,8033608130,87.03,12.97,7821372441,0,786077547,185337353,194577013,8987364354,87.03,0,8.75,2.06,2.17,13.3,8987.36,7821.37,0,786.08,185.34,194.58
"Lexington","Middlesex","MA",2010,6896447750,0,634105250,178757000,182280610,7891590610,87.39,12.61,7590691085,0,697938597,196751895,200630216,8686011793,87.39,0,8.04,2.27,2.31,9.5,8686.01,7590.69,0,697.94,196.75,200.63
"Lexington","Middlesex","MA",2011,6953985750,0,622260250,213424000,184049190,7973719190,87.21,12.79,7419812740,0,663943628,227720644,196378102,8507855115,87.21,0,7.8,2.68,2.31,7.2,8507.86,7419.81,0,663.94,227.72,196.38
"Lexington","Middlesex","MA",2012,6974904000,0,631283000,235063000,185437320,8026687320,86.9,13.1,7291243605,0,659914192,245724041,193847639,8390729477,86.9,0,7.86,2.93,2.31,5.7,8390.73,7291.24,0,659.91,245.72,193.85
"Lexington","Middlesex","MA",2013,7196488310,0,638855290,282519000,190094160,8307956760,86.62,13.38,7414276325,0,658189029,291068900,195846998,8559381251,86.62,0,7.69,3.4,2.29,7.9,8559.38,7414.28,0,658.19,291.07,195.85
"Lexington","Middlesex","MA",2014,7411620000,0,659735600,296686000,187553750,8555595350,86.63,13.37,7514026939,0,668851219,300785334,190145195,8673808686,86.63,0,7.71,3.47,2.19,9.3,8673.81,7514.03,0,668.85,300.79,190.15
"Lexington","Middlesex","MA",2015,8197256180,0,662842420,319488540,180027950,9359615090,87.58,12.42,8300665623,0,671204263,323518929,182299026,9477687841,87.58,0,7.08,3.41,1.92,19.4,9477.69,8300.67,0,671.2,323.52,182.3
"Lexington","Middlesex","MA",2016,8862601990,0,664672810,336891825,184381060,10048547685,88.2,11.8,8862601990,0,664672810,336891825,184381060,10048547685,88.2,0,6.61,3.35,1.83,26.6,10048.55,8862.6,0,664.67,336.89,184.38
"Lexington","Middlesex","MA",2017,9361100630,0,686522170,346158680,195675130,10589456610,88.4,11.6,9361100630,0,686522170,346158680,195675130,10589456610,88.4,0,6.48,3.27,1.85,33.4,10589.46,9361.1,0,686.52,346.16,195.68
"Lincoln","Middlesex","MA",2003,1614056400,0,41099690,1248600,15352730,1671757420,96.55,3.45,2105352361,0,53609855,1628656,20025884,2180616756,96.55,0,2.46,0.07,0.92,0,2180.62,2105.35,0,53.61,1.63,20.03
"Lincoln","Middlesex","MA",2004,1769018160,0,42744821,2028800,16831610,1830623391,96.63,3.37,2247627006,0,54309456,2577693,21385411,2325899567,96.63,0,2.33,0.11,0.92,6.7,2325.9,2247.63,0,54.31,2.58,21.39
"Lincoln","Middlesex","MA",2005,1851202330,0,44961422,2193185,18128270,1916485207,96.59,3.41,2274969368,0,55253743,2695237,22278094,2355196442,96.59,0,2.35,0.11,0.95,8,2355.2,2274.97,0,55.25,2.7,22.28
"Lincoln","Middlesex","MA",2006,1946214160,0,43711005,3507960,17615410,2011048535,96.78,3.22,2316989196,0,52038428,4176265,20971338,2394175227,96.78,0,2.17,0.17,0.88,9.8,2394.18,2316.99,0,52.04,4.18,20.97
"Lincoln","Middlesex","MA",2007,1911152669,0,39615586,2853479,18010200,1971631934,96.93,3.07,2212238807,0,45856691,3303021,20847557,2282246075,96.93,0,2.01,0.14,0.91,4.7,2282.25,2212.24,0,45.86,3.3,20.85
"Lincoln","Middlesex","MA",2008,1843137634,0,36548774,2540113,20542790,1902769311,96.87,3.13,2054620391,0,40742403,2831567,22899882,2121094244,96.87,0,1.92,0.13,1.08,-2.7,2121.09,2054.62,0,40.74,2.83,22.9
"Lincoln","Middlesex","MA",2009,1857029159,0,36909703,2398913,22676900,1919014675,96.77,3.23,2077497109,0,41291652,2683714,25369119,2146841594,96.77,0,1.92,0.13,1.18,-1.5,2146.84,2077.5,0,41.29,2.68,25.37
"Lincoln","Middlesex","MA",2010,1783943774,0,42094676,2636900,24260880,1852936230,96.28,3.72,1963527687,0,46332212,2902348,26703145,2039465393,96.28,0,2.27,0.14,1.31,-6.5,2039.47,1963.53,0,46.33,2.9,26.7
"Lincoln","Middlesex","MA",2011,1792773459,0,42140890,2824996,25503720,1863243065,96.22,3.78,1912866064,0,44963784,3014234,27212139,1988056221,96.22,0,2.26,0.15,1.37,-8.8,1988.06,1912.87,0,44.96,3.01,27.21
"Lincoln","Middlesex","MA",2012,1701991289,0,38113095,2641356,27382320,1770128060,96.15,3.85,1779183355,0,39841675,2761152,28624217,1850410400,96.15,0,2.15,0.15,1.55,-15.1,1850.41,1779.18,0,39.84,2.76,28.62
"Lincoln","Middlesex","MA",2013,1653776179,0,30680664,2543108,31500300,1718500251,96.23,3.77,1703824566,0,31609156,2620070,32453597,1770507389,96.23,0,1.79,0.15,1.83,-18.8,1770.51,1703.82,0,31.61,2.62,32.45
"Lincoln","Middlesex","MA",2014,1695785179,0,31555575,2550318,31730270,1761621342,96.26,3.74,1719215977,0,31991581,2585556,32168690,1785961803,96.26,0,1.79,0.14,1.8,-18.1,1785.96,1719.22,0,31.99,2.59,32.17
"Lincoln","Middlesex","MA",2015,1796214189,0,31856265,2421122,31565650,1862057226,96.46,3.54,1818873662,0,32258136,2451665,31963855,1885547318,96.46,0,1.71,0.13,1.7,-13.5,1885.55,1818.87,0,32.26,2.45,31.96
"Lincoln","Middlesex","MA",2016,1903533019,0,33180630,2572373,34047640,1973333662,96.46,3.54,1903533019,0,33180630,2572373,34047640,1973333662,96.46,0,1.68,0.13,1.73,-9.5,1973.33,1903.53,0,33.18,2.57,34.05
"Lincoln","Middlesex","MA",2017,1955792609,0,50599308,2603020,32846900,2041841837,95.79,4.21,1955792609,0,50599308,2603020,32846900,2041841837,95.79,0,2.48,0.13,1.61,-6.4,2041.84,1955.79,0,50.6,2.6,32.85
"Littleton","Middlesex","MA",2003,870636174,0,51247318,163624120,37670310,1123177922,77.52,22.48,1135645523,0,66846277,213428990,49136620,1465057410,77.52,0,4.56,14.57,3.35,0,1465.06,1135.65,0,66.85,213.43,49.14
"Littleton","Middlesex","MA",2004,1030695208,0,57183301,178463050,24926680,1291268239,79.82,20.18,1309550369,0,72654275,226746327,31670607,1640621579,79.82,0,4.43,13.82,1.93,12,1640.62,1309.55,0,72.65,226.75,31.67
"Littleton","Middlesex","MA",2005,1087518724,0,58639382,174590250,22891600,1343639956,80.94,19.06,1336467519,0,72062786,214556488,28131819,1651218612,80.94,0,4.36,12.99,1.7,12.7,1651.22,1336.47,0,72.06,214.56,28.13
"Littleton","Middlesex","MA",2006,1150512672,0,59373445,175395950,24414510,1409696577,81.61,18.39,1369697891,0,70684734,208810793,29065741,1678259159,81.61,0,4.21,12.44,1.73,14.6,1678.26,1369.7,0,70.68,208.81,29.07
"Littleton","Middlesex","MA",2007,1275154235,0,65089048,159256950,21992770,1521493003,83.81,16.19,1476044132,0,75343284,184346552,25457547,1761191515,83.81,0,4.28,10.47,1.45,20.2,1761.19,1476.04,0,75.34,184.35,25.46
"Littleton","Middlesex","MA",2008,1265425973,0,67796365,159709650,22063340,1514995328,83.53,16.47,1410621735,0,75575362,178034834,24594901,1688826833,83.53,0,4.48,10.54,1.46,15.3,1688.83,1410.62,0,75.58,178.03,24.59
"Littleton","Middlesex","MA",2009,1192014847,0,67240460,170589450,28974240,1458818997,81.71,18.29,1333531780,0,75223300,190841963,32414084,1632011126,81.71,0,4.61,11.69,1.99,11.4,1632.01,1333.53,0,75.22,190.84,32.41
"Littleton","Middlesex","MA",2010,1156864500,0,77753444,184309300,32471630,1451398874,79.71,20.29,1273322349,0,85580634,202863128,35740445,1597506556,79.71,0,5.36,12.7,2.24,9,1597.51,1273.32,0,85.58,202.86,35.74
"Littleton","Middlesex","MA",2011,1159474875,0,77695280,205504100,42588370,1485262625,78.07,21.93,1237144676,0,82899858,219270213,45441239,1584755986,78.07,0,5.23,13.84,2.87,8.2,1584.76,1237.14,0,82.9,219.27,45.44
"Littleton","Middlesex","MA",2012,1166388647,0,72245927,206408400,42258940,1487301914,78.42,21.58,1219289006,0,75522567,215769841,44175551,1554756964,78.42,0,4.86,13.88,2.84,6.1,1554.76,1219.29,0,75.52,215.77,44.18
"Littleton","Middlesex","MA",2013,1151110972,0,70133451,199485700,45349070,1466079193,78.52,21.48,1185947154,0,72255906,205522755,46721473,1510447288,78.52,0,4.78,13.61,3.09,3.1,1510.45,1185.95,0,72.26,205.52,46.72
"Littleton","Middlesex","MA",2014,1163778547,0,70620708,197233600,39838270,1471471125,79.09,20.91,1179858567,0,71596480,199958792,40388719,1491802558,79.09,0,4.8,13.4,2.71,1.8,1491.8,1179.86,0,71.6,199.96,40.39
"Littleton","Middlesex","MA",2015,1182909167,0,70587681,195098000,35966810,1484561658,79.68,20.32,1197831719,0,71478154,197559186,36420536,1503289595,79.68,0,4.75,13.14,2.42,2.6,1503.29,1197.83,0,71.48,197.56,36.42
"Littleton","Middlesex","MA",2016,1280786864,0,90447543,201894900,52237500,1625366807,78.8,21.2,1280786864,0,90447543,201894900,52237500,1625366807,78.8,0,5.56,12.42,3.21,10.9,1625.37,1280.79,0,90.45,201.89,52.24
"Littleton","Middlesex","MA",2017,1331660553,0,117404179,206502900,52152577,1707720209,77.98,22.02,1331660553,0,117404179,206502900,52152577,1707720209,77.98,0,6.87,12.09,3.05,16.6,1707.72,1331.66,0,117.4,206.5,52.15
"Lowell","Middlesex","MA",2003,3210866145,0,368364755,232024600,93840723,3905096223,82.22,17.78,4188208429,0,480489781,302649610,122404513,5093752333,82.22,0,9.43,5.94,2.4,0,5093.75,4188.21,0,480.49,302.65,122.4
"Lowell","Middlesex","MA",2004,3226743930,0,368355120,231378350,96479057,3922956457,82.25,17.75,4099741294,0,468013802,293977891,122581519,4984314507,82.25,0,9.39,5.9,2.46,-2.1,4984.31,4099.74,0,468.01,293.98,122.58
"Lowell","Middlesex","MA",2005,5302478614,0,442203086,306444100,86183909,6137309709,86.4,13.6,6516292804,0,543429780,376593595,105912655,7542228834,86.4,0,7.21,4.99,1.4,48.1,7542.23,6516.29,0,543.43,376.59,105.91
"Lowell","Middlesex","MA",2006,5901944445,0,472422255,320989300,103898570,6799254570,86.8,13.2,7026329268,0,562423850,382141265,123692381,8094586764,86.8,0,6.95,4.72,1.53,58.9,8094.59,7026.33,0,562.42,382.14,123.69
"Lowell","Middlesex","MA",2007,6191397716,0,499279434,330109650,117198060,7137984860,86.74,13.26,7166800704,0,577936738,382115668,135661635,8262514745,86.74,0,6.99,4.62,1.64,62.2,8262.51,7166.8,0,577.94,382.12,135.66
"Lowell","Middlesex","MA",2008,6388928181,0,559418735,393180800,135020220,7476547936,85.45,14.55,7121997770,0,623606788,438294609,150512524,8334411692,85.45,0,7.48,5.26,1.81,63.6,8334.41,7122,0,623.61,438.29,150.51
"Lowell","Middlesex","MA",2009,5925042931,0,554782840,387437820,161159320,7028422911,84.3,15.7,6628468650,0,620647092,433434740,180292280,7862842762,84.3,0,7.89,5.51,2.29,54.4,7862.84,6628.47,0,620.65,433.43,180.29
"Lowell","Middlesex","MA",2010,5300037070,0,546665721,370326700,173643620,6390673111,82.93,17.07,5833574848,0,601696810,407606304,191123768,7034001731,82.93,0,8.55,5.79,2.72,38.1,7034,5833.57,0,601.7,407.61,191.12
"Lowell","Middlesex","MA",2011,5069084160,0,520069815,369338140,191369010,6149861125,82.43,17.57,5408647153,0,554907758,394079012,204188255,6561822179,82.43,0,8.46,6.01,3.11,28.8,6561.82,5408.65,0,554.91,394.08,204.19
"Lowell","Middlesex","MA",2012,5005755943,0,526777643,361507592,201067340,6095108518,82.13,17.87,5232786861,0,550669102,377903397,210186543,6371545903,82.13,0,8.64,5.93,3.3,25.1,6371.55,5232.79,0,550.67,377.9,210.19
"Lowell","Middlesex","MA",2013,5005369487,0,526424699,344529092,206194580,6082517858,82.29,17.71,5156847463,0,542355940,354955609,212434666,6266593678,82.29,0,8.65,5.66,3.39,23,6266.59,5156.85,0,542.36,354.96,212.43
"Lowell","Middlesex","MA",2014,4984640552,0,547112179,350200113,203732904,6085685748,81.91,18.09,5053513724,0,554671671,355038856,206547898,6169772148,81.91,0,8.99,5.75,3.35,21.1,6169.77,5053.51,0,554.67,355.04,206.55
"Lowell","Middlesex","MA",2015,5187843377,0,548152869,351843505,244472062,6332311813,81.93,18.07,5253288690,0,555067888,356282056,247556109,6412194743,81.93,0,8.66,5.56,3.86,25.9,6412.19,5253.29,0,555.07,356.28,247.56
"Lowell","Middlesex","MA",2016,5569004862,0,548269485,303158254,263496390,6683928991,83.32,16.68,5569004862,0,548269485,303158254,263496390,6683928991,83.32,0,8.2,4.54,3.94,31.2,6683.93,5569,0,548.27,303.16,263.5
"Lowell","Middlesex","MA",2017,5923168310,0,566201989,326047765,274867186,7090285250,83.54,16.46,5923168310,0,566201989,326047765,274867186,7090285250,83.54,0,7.99,4.6,3.88,39.2,7090.29,5923.17,0,566.2,326.05,274.87
"Malden","Middlesex","MA",2003,2474250296,0,230304280,105538620,66922550,2877015746,86,14,3227377124,0,300405649,137663085,87292829,3752738686,86,0,8,3.67,2.33,0,3752.74,3227.38,0,300.41,137.66,87.29
"Malden","Middlesex","MA",2004,4192158689,0,347140657,163497920,67777510,4770574776,87.88,12.12,5326349553,0,441059755,207732373,86114753,6061256433,87.88,0,7.28,3.43,1.42,61.5,6061.26,5326.35,0,441.06,207.73,86.11
"Malden","Middlesex","MA",2005,4519066070,0,369462493,166498002,66941860,5121968425,88.23,11.77,5553545777,0,454037811,204611807,82265822,6294461218,88.23,0,7.21,3.25,1.31,67.7,6294.46,5553.55,0,454.04,204.61,82.27
"Malden","Middlesex","MA",2006,5050341737,0,402083864,172756537,71841970,5697024108,88.65,11.35,6012486951,0,478685228,205668543,85528649,6782369370,88.65,0,7.06,3.03,1.26,80.7,6782.37,6012.49,0,478.69,205.67,85.53
"Malden","Middlesex","MA",2007,5264967881,0,431772318,185534716,75358220,5957633135,88.37,11.63,6094419588,0,499794440,214764161,87230278,6896208466,88.37,0,7.25,3.11,1.26,83.8,6896.21,6094.42,0,499.79,214.76,87.23
"Malden","Middlesex","MA",2008,5216031998,0,426694527,183377476,81133810,5907237811,88.3,11.7,5814522750,0,475653722,204418322,90443154,6585037948,88.3,0,7.22,3.1,1.37,75.5,6585.04,5814.52,0,475.65,204.42,90.44
"Malden","Middlesex","MA",2009,5063123408,0,439722700,191542593,90219510,5784608211,87.53,12.47,5664221369,0,491926922,214282679,100930441,6471361410,87.53,0,7.6,3.31,1.56,72.4,6471.36,5664.22,0,491.93,214.28,100.93
"Malden","Middlesex","MA",2010,4414051818,0,412991823,170798860,101527320,5099369821,86.56,13.44,4858400295,0,454566389,187992635,111747751,5612707069,86.56,0,8.1,3.35,1.99,49.6,5612.71,4858.4,0,454.57,187.99,111.75
"Malden","Middlesex","MA",2011,4095064195,0,414684531,173024850,112166470,4794940046,85.4,14.6,4369380464,0,442463024,184615274,119680171,5116138934,85.4,0,8.65,3.61,2.34,36.3,5116.14,4369.38,0,442.46,184.62,119.68
"Malden","Middlesex","MA",2012,4045434816,0,410421280,167322040,113545070,4736723206,85.41,14.59,4228911356,0,429035516,174910759,118694790,4951552421,85.41,0,8.66,3.53,2.4,31.9,4951.55,4228.91,0,429.04,174.91,118.69
"Malden","Middlesex","MA",2013,4102621855,0,414726239,166883940,134172600,4818404634,85.14,14.86,4226779893,0,427277139,171934365,138233078,4964224475,85.14,0,8.61,3.46,2.78,32.3,4964.22,4226.78,0,427.28,171.93,138.23
"Malden","Middlesex","MA",2014,4257826635,0,407159165,166983200,137914000,4969883000,85.67,14.33,4316657362,0,412784915,169290420,139819569,5038552266,85.67,0,8.19,3.36,2.77,34.3,5038.55,4316.66,0,412.78,169.29,139.82
"Malden","Middlesex","MA",2015,4670707027,0,409329707,163739090,134425430,5378201254,86.85,13.15,4729628598,0,414493454,165804680,136121224,5446047956,86.85,0,7.61,3.04,2.5,45.1,5446.05,4729.63,0,414.49,165.8,136.12
"Malden","Middlesex","MA",2016,5081720822,0,426183478,181582580,142013700,5831500580,87.14,12.86,5081720822,0,426183478,181582580,142013700,5831500580,87.14,0,7.31,3.11,2.44,55.4,5831.5,5081.72,0,426.18,181.58,142.01
"Malden","Middlesex","MA",2017,5794876092,0,455075350,192973905,144963820,6587889167,87.96,12.04,5794876092,0,455075350,192973905,144963820,6587889167,87.96,0,6.91,2.93,2.2,75.5,6587.89,5794.88,0,455.08,192.97,144.96
"Marlborough","Middlesex","MA",2003,2714208831,473900,765633719,428250040,130102320,4038668810,67.22,32.78,3540375646,618148,998681804,558603301,169703628,5267982528,67.21,0.01,18.96,10.6,3.22,0,5267.98,3540.38,0.62,998.68,558.6,169.7
"Marlborough","Middlesex","MA",2004,2919716128,724600,706030210,375332340,150559780,4152363058,70.33,29.67,3709646949,920641,897047076,476878713,191293812,5275787191,70.31,0.02,17,9.04,3.63,0.1,5275.79,3709.65,0.92,897.05,476.88,191.29
"Marlborough","Middlesex","MA",2005,3145634510,446100,733717422,379969820,120839810,4380607662,71.82,28.18,3865715831,548219,901675972,466950418,148501794,5383392233,71.81,0.01,16.75,8.67,2.76,2.2,5383.39,3865.72,0.55,901.68,466.95,148.5
"Marlborough","Middlesex","MA",2006,3549138630,510700,764784255,431182530,136530820,4882146935,72.71,27.29,4225288270,607994,910484001,513327507,162541431,5812249204,72.7,0.01,15.66,8.83,2.8,10.3,5812.25,4225.29,0.61,910.48,513.33,162.54
"Marlborough","Middlesex","MA",2007,3677420708,522900,815964802,464961195,158502890,5117372495,71.87,28.13,4256767620,605279,944513240,538211947,183473696,5923571782,71.86,0.01,15.94,9.09,3.1,12.4,5923.57,4256.77,0.61,944.51,538.21,183.47
"Marlborough","Middlesex","MA",2008,3656987094,522900,806203436,472195510,190022440,5125931380,71.35,28.65,4076592065,582898,898707719,526375516,211825733,5714083932,71.34,0.01,15.73,9.21,3.71,8.5,5714.08,4076.59,0.58,898.71,526.38,211.83
"Marlborough","Middlesex","MA",2009,3580754183,0,947833514,455017045,197749530,5181354272,69.11,30.89,4005864113,0,1060361048,509037024,221226508,5796488693,69.11,0,18.29,8.78,3.82,10,5796.49,4005.86,0,1060.36,509.04,221.23
"Marlborough","Middlesex","MA",2010,3159637559,0,886199705,451382078,218899480,4716118822,67,33,3477708165,0,975410595,496821268,240935390,5190875418,67,0,18.79,9.57,4.64,-1.5,5190.88,3477.71,0,975.41,496.82,240.94
"Marlborough","Middlesex","MA",2011,3068007247,0,793358677,430521396,255025790,4546913110,67.47,32.53,3273524001,0,846503434,459360754,272109215,4851497405,67.47,0,17.45,9.47,5.61,-7.9,4851.5,3273.52,0,846.5,459.36,272.11
"Marlborough","Middlesex","MA",2012,3014994435,0,775035668,404627656,239894140,4434551899,67.99,32.01,3151736410,0,810186615,422979128,250774292,4635676445,67.99,0,17.48,9.12,5.41,-12,4635.68,3151.74,0,810.19,422.98,250.77
"Marlborough","Middlesex","MA",2013,3014193456,0,800715652,386916439,258202690,4460028237,67.58,32.42,3105412281,0,824947786,398625728,266016703,4595002499,67.58,0,17.95,8.68,5.79,-12.8,4595,3105.41,0,824.95,398.63,266.02
"Marlborough","Middlesex","MA",2014,2907767217,0,816713679,372836587,270693650,4368011133,66.57,33.43,2947944066,0,827998276,377988100,274433846,4428364288,66.57,0,18.7,8.54,6.2,-15.9,4428.36,2947.94,0,828,377.99,274.43
"Marlborough","Middlesex","MA",2015,3039659586,0,858599524,383146081,244725590,4526130781,67.16,32.84,3078005283,0,869430868,387979518,247812835,4583228504,67.16,0,18.97,8.47,5.41,-13,4583.23,3078.01,0,869.43,387.98,247.81
"Marlborough","Middlesex","MA",2016,3265004235,0,934731139,429626915,241180640,4870542929,67.04,32.96,3265004235,0,934731139,429626915,241180640,4870542929,67.04,0,19.19,8.82,4.95,-7.5,4870.54,3265,0,934.73,429.63,241.18
"Marlborough","Middlesex","MA",2017,3392653288,0,925791174,418667009,251306540,4988418011,68.01,31.99,3392653288,0,925791174,418667009,251306540,4988418011,68.01,0,18.56,8.39,5.04,-5.3,4988.42,3392.65,0,925.79,418.67,251.31
"Maynard","Middlesex","MA",2003,681950388,4311000,41155736,55192500,15228387,797838011,86.02,13.98,889526450,5623207,53682960,71992317,19863693,1040688628,85.47,0.54,5.16,6.92,1.91,0,1040.69,889.53,5.62,53.68,71.99,19.86
"Maynard","Middlesex","MA",2004,992073794,7328700,55453226,78791715,16841946,1150489381,86.87,13.13,1260479910,9311484,70456127,100108857,21398544,1461754923,86.23,0.64,4.82,6.85,1.46,40.5,1461.75,1260.48,9.31,70.46,100.11,21.4
"Maynard","Middlesex","MA",2005,1006818094,6363800,55844764,79200445,16263760,1164490863,87.01,12.99,1237293345,7820566,68628440,97330575,19986770,1431059696,86.46,0.55,4.8,6.8,1.4,37.5,1431.06,1237.29,7.82,68.63,97.33,19.99
"Maynard","Middlesex","MA",2006,1139643130,6364400,54770382,79521503,16565300,1296864715,88.37,11.63,1356757583,7576888,65204737,94671217,19721170,1543931596,87.88,0.49,4.22,6.13,1.28,48.4,1543.93,1356.76,7.58,65.2,94.67,19.72
"Maynard","Middlesex","MA",2007,1205914855,5173700,69960013,82369822,17192667,1380611057,87.72,12.28,1395896666,5988773,80981629,95346499,19901228,1598114796,87.35,0.37,5.07,5.97,1.25,53.6,1598.11,1395.9,5.99,80.98,95.35,19.9
"Maynard","Middlesex","MA",2008,1209200633,5131900,68668853,82485500,18808725,1384295611,87.72,12.28,1347945065,5720737,76547960,91949938,20966850,1543130550,87.35,0.37,4.96,5.96,1.36,48.3,1543.13,1347.95,5.72,76.55,91.95,20.97
"Maynard","Middlesex","MA",2009,1160942242,4902700,69858722,83249800,31130849,1350084313,86.35,13.65,1298770211,5484752,78152404,93133281,34826728,1510367376,85.99,0.36,5.17,6.17,2.31,45.1,1510.37,1298.77,5.48,78.15,93.13,34.83
"Maynard","Middlesex","MA",2010,1097382875,0,69263456,83951200,29245994,1279843525,85.74,14.26,1207852899,0,76235987,92402299,32190095,1408681279,85.74,0,5.41,6.56,2.29,35.4,1408.68,1207.85,0,76.24,92.4,32.19
"Maynard","Middlesex","MA",2011,1078732980,0,63559690,65976300,29144770,1237413740,87.18,12.82,1150994120,0,67817366,70395858,31097092,1320304436,87.18,0,5.14,5.33,2.36,26.9,1320.3,1150.99,0,67.82,70.4,31.1
"Maynard","Middlesex","MA",2012,1069740840,0,63529248,62265500,27793527,1223329115,87.45,12.55,1118257837,0,66410552,65089488,29054074,1278811950,87.45,0,5.19,5.09,2.27,22.9,1278.81,1118.26,0,66.41,65.09,29.05
"Maynard","Middlesex","MA",2013,1042848160,0,61928877,62344900,27810740,1194932677,87.27,12.73,1074407974,0,63803037,64231650,28652379,1231095039,87.27,0,5.18,5.22,2.33,18.3,1231.1,1074.41,0,63.8,64.23,28.65
"Maynard","Middlesex","MA",2014,986556485,0,60616250,54945000,27928220,1130045955,87.3,12.7,1000187814,0,61453790,55704179,28314106,1145659889,87.3,0,5.36,4.86,2.47,10.1,1145.66,1000.19,0,61.45,55.7,28.31
"Maynard","Middlesex","MA",2015,1030803070,0,59250273,55743800,27771187,1173568330,87.83,12.17,1043806784,0,59997723,56447015,28121524,1188373046,87.83,0,5.05,4.75,2.37,14.2,1188.37,1043.81,0,60,56.45,28.12
"Maynard","Middlesex","MA",2016,1124696075,0,65057960,56989300,28725680,1275469015,88.18,11.82,1124696075,0,65057960,56989300,28725680,1275469015,88.18,0,5.1,4.47,2.25,22.6,1275.47,1124.7,0,65.06,56.99,28.73
"Maynard","Middlesex","MA",2017,1134336728,0,64011807,52714600,28591998,1279655133,88.64,11.36,1134336728,0,64011807,52714600,28591998,1279655133,88.64,0,5,4.12,2.23,23,1279.66,1134.34,0,64.01,52.71,28.59
"Medford","Middlesex","MA",2003,3437387900,0,472769300,54491000,67212488,4031860688,85.26,14.74,4483680205,0,616673594,71077290,87671020,5259102109,85.26,0,11.73,1.35,1.67,0,5259.1,4483.68,0,616.67,71.08,87.67
"Medford","Middlesex","MA",2004,5215678648,0,499188852,86977500,73247593,5875092593,88.78,11.22,6626783405,0,634244673,110509311,93064770,7464602160,88.78,0,8.5,1.48,1.25,41.9,7464.6,6626.78,0,634.24,110.51,93.06
"Medford","Middlesex","MA",2005,5512959319,0,519523181,92400300,74825666,6199708466,88.92,11.08,6774955593,0,638449565,113552068,91954345,7618911571,88.92,0,8.38,1.49,1.21,44.9,7618.91,6774.96,0,638.45,113.55,91.95
