"Municipal","State","Year","Average_Monthly_Employment","Average_Weekly_Wage","Number_of_Employer_Establishments","Total_Wages_Paid_to_All_Workers","Inflation_Adjusted_Average_Weekly_Wage","Change","Employment_Change_Pct","Establishment_Change","Establishment_Change_Pct","Average_Weekly_Wage_Change","Average_Weekly_Wage_Change_Pct","Employment_difference","Establishment_difference","Average_Weekly_Wage_difference"
"Mansfield","MA",2007,11193,1150,631,669474101,1273,1.04490291262136,104.5,1.0534223706177,105.3,1.05643153526971,105.6,4.5,5.3,5.6
"Mansfield","MA",2008,11819,1170,621,718893111,1248,1.10334204630321,110.3,1.03672787979967,103.7,1.0356846473029,103.6,10.3,3.7,3.6
"Mansfield","MA",2009,10931,1171,634,665608429,1253,1.02044436146378,102,1.05843071786311,105.8,1.03983402489627,104,2,5.8,4
"Mansfield","MA",2010,10568,1187,684,652481244,1250,0.9865571321882,98.7,1.14190317195326,114.2,1.03734439834025,103.7,-1.3,14.2,3.7
"Mansfield","MA",2011,10579,1341,680,737733334,1369,0.987584017923824,98.8,1.13522537562604,113.5,1.13609958506224,113.6,-1.2,13.5,13.6
"Mansfield","MA",2012,11238,1456,675,850884060,1456,1.04910380881255,104.9,1.12687813021703,112.7,1.20829875518672,120.8,4.9,12.7,20.8
"Marblehead","MA",2003,4957,717,703,184866291,895,1,100,1,100,1,100,0,0,0
"Marblehead","MA",2004,4925,709,704,181478075,862,0.993544482549929,99.4,1.00142247510669,100.1,0.963128491620112,96.3,-0.6,0.1,-3.7
"Marblehead","MA",2005,4886,726,673,184565130,853,0.985676820657656,98.6,0.957325746799431,95.7,0.953072625698324,95.3,-1.4,-4.3,-4.7
"Marblehead","MA",2006,4932,767,658,196824778,874,0.994956626992132,99.5,0.935988620199147,93.6,0.976536312849162,97.7,-0.5,-6.4,-2.3
"Marblehead","MA",2007,5027,791,676,206673621,876,1.01412144442203,101.4,0.961593172119488,96.2,0.97877094972067,97.9,1.4,-3.8,-2.1
"Marblehead","MA",2008,4989,815,675,211475545,869,1.00645551745007,100.6,0.960170697012802,96,0.970949720670391,97.1,0.6,-4,-2.9
"Marblehead","MA",2009,4858,829,674,209340215,887,0.980028242888844,98,0.958748221906117,95.9,0.991061452513966,99.1,-2,-4.1,-0.9
"Marblehead","MA",2010,4810,784,676,196043361,825,0.970344966713738,97,0.961593172119488,96.2,0.921787709497207,92.2,-3,-3.8,-7.8
"Marblehead","MA",2011,4594,812,678,194011673,829,0.926770223925762,92.7,0.964438122332859,96.4,0.926256983240223,92.6,-7.3,-3.6,-7.4
"Marblehead","MA",2012,4612,830,633,199093019,830,0.930401452491426,93,0.900426742532006,90,0.927374301675978,92.7,-7,-10,-7.3
"Marion","MA",2003,1899,745,221,73539839,930,1,100,1,100,1,100,0,0,0
"Marion","MA",2004,1920,829,222,82781220,1008,1.01105845181675,101.1,1.00452488687783,100.5,1.08387096774194,108.4,1.1,0.5,8.4
"Marion","MA",2005,1972,846,210,86722093,995,1.03844128488678,103.8,0.950226244343891,95,1.06989247311828,107,3.8,-5,7
"Marion","MA",2006,2025,868,211,91421370,989,1.06635071090047,106.6,0.95475113122172,95.5,1.06344086021505,106.3,6.6,-4.5,6.3
"Marion","MA",2007,2121,886,213,97743013,981,1.11690363349131,111.7,0.963800904977376,96.4,1.05483870967742,105.5,11.7,-3.6,5.5
"Marion","MA",2008,2197,943,207,107713362,1006,1.15692469720906,115.7,0.936651583710407,93.7,1.08172043010753,108.2,15.7,-6.3,8.2
"Marion","MA",2009,2207,922,199,105857147,987,1.1621906266456,116.2,0.900452488687783,90,1.06129032258065,106.1,16.2,-10,6.1
"Marion","MA",2010,2127,932,211,103093226,981,1.12006319115324,112,0.95475113122172,95.5,1.05483870967742,105.5,12,-4.5,5.5
"Marion","MA",2011,2066,960,206,103135642,980,1.08794102159031,108.8,0.932126696832579,93.2,1.05376344086022,105.4,8.8,-6.8,5.4
"Marion","MA",2012,2067,950,206,102151454,950,1.08846761453397,108.8,0.932126696832579,93.2,1.02150537634409,102.2,8.8,-6.8,2.2
"Marlborough","MA",2003,25808,1056,1370,1416525649,1318,1,100,1,100,1,100,0,0,0
"Marlborough","MA",2004,26740,1171,1454,1628005739,1423,1.03611283323001,103.6,1.06131386861314,106.1,1.07966616084977,108,3.6,6.1,8
"Marlborough","MA",2005,27883,1268,1442,1838682313,1491,1.08040142591445,108,1.05255474452555,105.3,1.13125948406677,113.1,8,5.3,13.1
"Marlborough","MA",2006,29091,1341,1456,2028178441,1527,1.12720861748295,112.7,1.06277372262774,106.3,1.15857359635812,115.9,12.7,6.3,15.9
"Marlborough","MA",2007,30387,1425,1443,2251884631,1578,1.17742560446373,117.7,1.05328467153285,105.3,1.19726858877086,119.7,17.7,5.3,19.7
"Marlborough","MA",2008,30658,1436,1441,2290066900,1531,1.18792622442653,118.8,1.05182481751825,105.2,1.16160849772382,116.2,18.8,5.2,16.2
"Marlborough","MA",2009,28832,1469,1444,2202958755,1572,1.11717296962182,111.7,1.05401459854015,105.4,1.19271623672231,119.3,11.7,5.4,19.3
"Marlborough","MA",2010,28835,1623,1499,2433628666,1709,1.11728921264724,111.7,1.09416058394161,109.4,1.29666160849772,129.7,11.7,9.4,29.7
"Marlborough","MA",2011,28700,1620,1518,2417583224,1654,1.11205827650341,111.2,1.10802919708029,110.8,1.25493171471927,125.5,11.2,10.8,25.5
"Marlborough","MA",2012,27918,1536,1497,2229608389,1536,1.08175759454433,108.2,1.09270072992701,109.3,1.16540212443096,116.5,8.2,9.3,16.5
"Marshfield","MA",2003,5307,650,597,179416793,811,1,100,1,100,1,100,0,0,0
"Marshfield","MA",2004,5420,667,620,187949875,811,1.02129263237234,102.1,1.03852596314908,103.9,1,100,2.1,3.9,0
"Marshfield","MA",2005,5363,711,606,198158009,836,1.01055210099868,101.1,1.01507537688442,101.5,1.0308261405672,103.1,1.1,1.5,3.1
"Marshfield","MA",2006,5505,689,609,197145436,785,1.03730921424534,103.7,1.02010050251256,102,0.967940813810111,96.8,3.7,2,-3.2
"Marshfield","MA",2007,5518,720,604,206558950,797,1.03975880912003,104,1.01172529313233,101.2,0.982737361282367,98.3,4,1.2,-1.7
"Marshfield","MA",2008,5460,733,601,208036273,782,1.0288298473714,102.9,1.00670016750419,100.7,0.964241676942047,96.4,2.9,0.7,-3.6
"Marshfield","MA",2009,5510,732,619,209627361,783,1.03825136612022,103.8,1.03685092127303,103.7,0.965474722564735,96.5,3.8,3.7,-3.5
"Marshfield","MA",2010,5438,750,647,212034929,790,1.02468437912191,102.5,1.08375209380235,108.4,0.974106041923551,97.4,2.5,8.4,-2.6
"Marshfield","MA",2011,5701,751,655,222520518,767,1.07424156774072,107.4,1.09715242881072,109.7,0.945745992601726,94.6,7.4,9.7,-5.4
"Marshfield","MA",2012,6080,746,628,235980876,746,1.14565667985679,114.6,1.05192629815745,105.2,0.919852034525277,92,14.6,5.2,-8
"Mashpee","MA",2003,4034,561,404,117725422,700,1,100,1,100,1,100,0,0,0
"Mashpee","MA",2004,4332,582,428,131108892,707,1.0738720872583,107.4,1.05940594059406,105.9,1.01,101,7.4,5.9,1
"Mashpee","MA",2005,4416,588,428,135067955,691,1.09469509172038,109.5,1.05940594059406,105.9,0.987142857142857,98.7,9.5,5.9,-1.3
"Mashpee","MA",2006,4414,603,452,138494825,687,1.09419930589985,109.4,1.11881188118812,111.9,0.981428571428571,98.1,9.4,11.9,-1.9
"Mashpee","MA",2007,4500,632,452,147848492,700,1.11551809618245,111.6,1.11881188118812,111.9,1,100,11.6,11.9,0
"Mashpee","MA",2008,4534,635,457,149771638,677,1.12394645513138,112.4,1.13118811881188,113.1,0.967142857142857,96.7,12.4,13.1,-3.3
"Mashpee","MA",2009,4563,652,457,154698551,698,1.131135349529,113.1,1.13118811881188,113.1,0.997142857142857,99.7,13.1,13.1,-0.3
"Mashpee","MA",2010,4498,619,477,144772916,652,1.11502231036192,111.5,1.18069306930693,118.1,0.931428571428571,93.1,11.5,18.1,-6.9
"Mashpee","MA",2011,4568,633,474,150275844,646,1.13237481408032,113.2,1.17326732673267,117.3,0.922857142857143,92.3,13.2,17.3,-7.7
"Mashpee","MA",2012,4632,658,472,158584592,658,1.14823996033713,114.8,1.16831683168317,116.8,0.94,94,14.8,16.8,-6
"Mattapoisett","MA",2003,1751,561,224,51113323,700,1,100,1,100,1,100,0,0,0
"Mattapoisett","MA",2004,1775,577,227,53225356,701,1.01370645345517,101.4,1.01339285714286,101.3,1.00142857142857,100.1,1.4,1.3,0.1
"Mattapoisett","MA",2005,1838,594,223,56795080,698,1.04968589377499,105,0.995535714285714,99.6,0.997142857142857,99.7,5,-0.4,-0.3
"Mattapoisett","MA",2006,1828,611,236,58112131,696,1.043974871502,104.4,1.05357142857143,105.4,0.994285714285714,99.4,4.4,5.4,-0.6
"Mattapoisett","MA",2007,1811,640,231,60265223,709,1.03426613363792,103.4,1.03125,103.1,1.01285714285714,101.3,3.4,3.1,1.3
"Mattapoisett","MA",2008,1811,632,222,59525483,674,1.03426613363792,103.4,0.991071428571429,99.1,0.962857142857143,96.3,3.4,-0.9,-3.7
"Mattapoisett","MA",2009,1685,625,221,54796590,669,0.962307252998287,96.2,0.986607142857143,98.7,0.955714285714286,95.6,-3.8,-1.3,-4.4
"Mattapoisett","MA",2010,1649,662,229,56780571,697,0.941747572815534,94.2,1.02232142857143,102.2,0.995714285714286,99.6,-5.8,2.2,-0.4
"Mattapoisett","MA",2011,1716,648,230,57832213,661,0.980011422044546,98,1.02678571428571,102.7,0.944285714285714,94.4,-2,2.7,-5.6
"Mattapoisett","MA",2012,1798,664,225,62120089,664,1.02684180468304,102.7,1.00446428571429,100.4,0.948571428571429,94.9,2.7,0.4,-5.1
"Maynard","MA",2003,4495,1185,317,276962117,1479,1,100,1,100,1,100,0,0,0
"Maynard","MA",2004,4700,1279,326,312497630,1555,1.04560622914349,104.6,1.02839116719243,102.8,1.05138607167005,105.1,4.6,2.8,5.1
"Maynard","MA",2005,4923,1359,321,348023997,1598,1.09521690767519,109.5,1.01261829652997,101.3,1.08045977011494,108,9.5,1.3,8
"Maynard","MA",2006,5301,1423,326,392234048,1621,1.17931034482759,117.9,1.02839116719243,102.8,1.09601081812035,109.6,17.9,2.8,9.6
"Maynard","MA",2007,5130,1486,330,396398407,1645,1.1412680756396,114.1,1.0410094637224,104.1,1.11223799864773,111.2,14.1,4.1,11.2
"Maynard","MA",2008,4870,1413,330,357886694,1507,1.08342602892102,108.3,1.0410094637224,104.1,1.01893171061528,101.9,8.3,4.1,1.9
"Maynard","MA",2009,4253,1458,328,322463667,1560,0.946162402669633,94.6,1.03470031545741,103.5,1.05476673427992,105.5,-5.4,3.5,5.5
"Maynard","MA",2010,4012,1494,325,311619819,1573,0.892547274749722,89.3,1.02523659305994,102.5,1.06355645706558,106.4,-10.7,2.5,6.4
"Maynard","MA",2011,3846,1533,313,306593824,1565,0.855617352614016,85.6,0.987381703470032,98.7,1.05814739688979,105.8,-14.4,-1.3,5.8
"Maynard","MA",2012,3692,1487,294,285473667,1487,0.821357063403782,82.1,0.927444794952681,92.7,1.00540906017579,100.5,-17.9,-7.3,0.5
"Medfield","MA",2003,3267,780,380,132461525,973,1,100,1,100,1,100,0,0,0
"Medfield","MA",2004,3196,841,379,139723259,1022,0.978267523722069,97.8,0.997368421052632,99.7,1.05035971223022,105,-2.2,-0.3,5
"Medfield","MA",2005,3285,884,352,150946634,1039,1.00550964187328,100.6,0.926315789473684,92.6,1.06783144912641,106.8,0.6,-7.4,6.8
"Medfield","MA",2006,3108,887,354,143298884,1010,0.951331496786042,95.1,0.931578947368421,93.2,1.03802672147996,103.8,-4.9,-6.8,3.8
"Medfield","MA",2007,2896,838,361,126234249,928,0.886440159167432,88.6,0.95,95,0.953751284686536,95.4,-11.4,-5,-4.6
"Medfield","MA",2008,2843,863,358,127544381,920,0.870217324762779,87,0.942105263157895,94.2,0.945529290853032,94.6,-13,-5.8,-5.4
"Medfield","MA",2009,2881,760,358,113851824,813,0.8818487909397,88.2,0.942105263157895,94.2,0.835560123329907,83.6,-11.8,-5.8,-16.4
"Medfield","MA",2010,2779,802,372,115903607,844,0.850627486991123,85.1,0.978947368421053,97.9,0.867420349434738,86.7,-14.9,-2.1,-13.3
"Medfield","MA",2011,2827,810,377,119069825,827,0.865319865319865,86.5,0.992105263157895,99.2,0.849948612538541,85,-13.5,-0.8,-15
"Medfield","MA",2012,2790,814,350,118157732,814,0.853994490358127,85.4,0.921052631578947,92.1,0.836587872559096,83.7,-14.6,-7.9,-16.3
"Medford","MA",2003,18392,865,1199,827734842,1079,1,100,1,100,1,100,0,0,0
"Medford","MA",2004,18015,901,1217,844303986,1095,0.979501957372771,98,1.01501251042535,101.5,1.01482854494903,101.5,-2,1.5,1.5
"Medford","MA",2005,17840,827,1216,766958384,972,0.969986950848195,97,1.01417848206839,101.4,0.900834105653383,90.1,-3,1.4,-9.9
"Medford","MA",2006,18107,862,1222,811309546,982,0.984504132231405,98.5,1.01918265221018,101.9,0.910101946246525,91,-1.5,1.9,-9
"Medford","MA",2007,18123,902,1226,849998020,999,0.985374075685081,98.5,1.02251876563803,102.3,0.925857275254866,92.6,-1.5,2.3,-7.4
"Medford","MA",2008,18207,931,1210,881620124,993,0.989941278816877,99,1.00917431192661,100.9,0.920296570898981,92,-1,0.9,-8
"Medford","MA",2009,17439,920,1213,834488114,985,0.948183993040452,94.8,1.0116763969975,101.2,0.912882298424467,91.3,-5.2,1.2,-8.7
"Medford","MA",2010,17190,952,1304,850628510,1002,0.934645498042627,93.5,1.08757297748123,108.8,0.928637627432808,92.9,-6.5,8.8,-7.1
"Medford","MA",2011,17506,994,1306,905284914,1015,0.951826881252719,95.2,1.08924103419516,108.9,0.940685820203892,94.1,-4.8,8.9,-5.9
"Medford","MA",2012,17924,1017,1267,947504149,1017,0.974554153979991,97.5,1.05671392827356,105.7,0.942539388322521,94.3,-2.5,5.7,-5.7
"Medway","MA",2003,2649,681,311,93734624,850,1,100,1,100,1,100,0,0,0
"Medway","MA",2004,2704,709,338,99752793,862,1.02076255190638,102.1,1.08681672025723,108.7,1.01411764705882,101.4,2.1,8.7,1.4
"Medway","MA",2005,3088,697,332,112001049,819,1.16572291430729,116.6,1.06752411575563,106.8,0.963529411764706,96.4,16.6,6.8,-3.6
"Medway","MA",2006,3340,700,350,121523172,797,1.26085315213288,126.1,1.12540192926045,112.5,0.937647058823529,93.8,26.1,12.5,-6.2
"Medway","MA",2007,3429,768,341,136917930,850,1.29445073612684,129.4,1.09646302250804,109.6,1,100,29.4,9.6,0
"Medway","MA",2008,3646,810,348,153594458,864,1.3763684409211,137.6,1.11897106109325,111.9,1.01647058823529,101.6,37.6,11.9,1.6
"Medway","MA",2009,3828,847,349,168597501,906,1.44507361268403,144.5,1.12218649517685,112.2,1.06588235294118,106.6,44.5,12.2,6.6
"Medway","MA",2010,3869,877,361,176398063,923,1.46055115137788,146.1,1.16077170418006,116.1,1.08588235294118,108.6,46.1,16.1,8.6
"Medway","MA",2011,3901,900,368,182580213,919,1.47263118157795,147.3,1.18327974276527,118.3,1.08117647058824,108.1,47.3,18.3,8.1
"Medway","MA",2012,3539,908,347,167073081,908,1.3359758399396,133.6,1.11575562700965,111.6,1.06823529411765,106.8,33.6,11.6,6.8
"Melrose","MA",2003,6290,682,566,223234789,851,1,100,1,100,1,100,0,0,0
"Melrose","MA",2004,6291,734,570,240233463,892,1.00015898251192,100,1.00706713780919,100.7,1.048178613396,104.8,0,0.7,4.8
"Melrose","MA",2005,6127,757,556,241238611,890,0.974085850556439,97.4,0.982332155477032,98.2,1.04582843713279,104.6,-2.6,-1.8,4.6
"Melrose","MA",2006,6088,771,554,244207616,878,0.967885532591415,96.8,0.978798586572438,97.9,1.03172737955347,103.2,-3.2,-2.1,3.2
"Melrose","MA",2007,6278,801,560,261397219,887,0.998092209856916,99.8,0.989399293286219,98.9,1.04230317273796,104.2,-0.2,-1.1,4.2
"Melrose","MA",2008,6151,809,559,258891615,863,0.977901430842607,97.8,0.987632508833922,98.8,1.01410105757932,101.4,-2.2,-1.2,1.4
"Melrose","MA",2009,5919,790,538,243036266,845,0.941017488076312,94.1,0.950530035335689,95.1,0.992949471210341,99.3,-5.9,-4.9,-0.7
"Melrose","MA",2010,5815,826,552,249695139,870,0.924483306836248,92.4,0.975265017667845,97.5,1.02232667450059,102.2,-7.6,-2.5,2.2
"Melrose","MA",2011,5880,837,577,255926613,854,0.934817170111288,93.5,1.01943462897526,101.9,1.00352526439483,100.4,-6.5,1.9,0.4
"Melrose","MA",2012,5941,827,554,255528468,827,0.944515103338633,94.5,0.978798586572438,97.9,0.971797884841363,97.2,-5.5,-2.1,-2.8
"Mendon","MA",2003,1323,609,170,41868137,760,1,100,1,100,1,100,0,0,0
"Mendon","MA",2004,1347,650,199,45520411,790,1.01814058956916,101.8,1.17058823529412,117.1,1.03947368421053,103.9,1.8,17.1,3.9
"Mendon","MA",2005,1279,596,177,39648459,701,0.966742252456538,96.7,1.04117647058824,104.1,0.922368421052632,92.2,-3.3,4.1,-7.8
"Mendon","MA",2006,1257,589,185,38512879,671,0.950113378684807,95,1.08823529411765,108.8,0.882894736842105,88.3,-5,8.8,-11.7
"Mendon","MA",2007,1243,597,175,38609321,661,0.939531368102797,94,1.02941176470588,102.9,0.869736842105263,87,-6,2.9,-13
"Mendon","MA",2008,1295,651,175,43809203,694,0.978835978835979,97.9,1.02941176470588,102.9,0.913157894736842,91.3,-2.1,2.9,-8.7
"Mendon","MA",2009,1280,666,176,44340895,713,0.967498110355253,96.7,1.03529411764706,103.5,0.938157894736842,93.8,-3.3,3.5,-6.2
"Mendon","MA",2010,1333,718,175,49745607,756,1.00755857898715,100.8,1.02941176470588,102.9,0.994736842105263,99.5,0.8,2.9,-0.5
"Mendon","MA",2011,1326,734,179,50638822,749,1.00226757369615,100.2,1.05294117647059,105.3,0.985526315789474,98.6,0.2,5.3,-1.4
"Mendon","MA",2012,1327,749,175,51678276,749,1.00302343159486,100.3,1.02941176470588,102.9,0.985526315789474,98.6,0.3,2.9,-1.4
"Merrimac","MA",2003,844,643,129,28217437,802,1,100,1,100,1,100,0,0,0
"Merrimac","MA",2004,842,639,128,27952178,777,0.997630331753555,99.8,0.992248062015504,99.2,0.968827930174564,96.9,-0.2,-0.8,-3.1
"Merrimac","MA",2005,768,651,120,26008961,765,0.909952606635071,91,0.930232558139535,93,0.953865336658354,95.4,-9,-7,-4.6
"Merrimac","MA",2006,720,627,123,23490261,714,0.853080568720379,85.3,0.953488372093023,95.3,0.890274314214464,89,-14.7,-4.7,-11
"Merrimac","MA",2007,688,622,120,22256494,689,0.815165876777251,81.5,0.930232558139535,93,0.859102244389027,85.9,-18.5,-7,-14.1
"Merrimac","MA",2008,691,635,118,22820295,677,0.818720379146919,81.9,0.914728682170543,91.5,0.844139650872818,84.4,-18.1,-8.5,-15.6
"Merrimac","MA",2009,762,670,121,26532992,717,0.902843601895735,90.3,0.937984496124031,93.8,0.894014962593516,89.4,-9.7,-6.2,-10.6
"Merrimac","MA",2010,751,685,116,26760539,721,0.889810426540284,89,0.89922480620155,89.9,0.899002493765586,89.9,-11,-10.1,-10.1
"Merrimac","MA",2011,812,661,119,27928686,675,0.962085308056872,96.2,0.922480620155039,92.2,0.841645885286783,84.2,-3.8,-7.8,-15.8
"Merrimac","MA",2012,777,682,107,27536278,682,0.920616113744076,92.1,0.829457364341085,82.9,0.850374064837905,85,-7.9,-17.1,-15
"Methuen","MA",2003,15360,658,987,525271886,821,1,100,1,100,1,100,0,0,0
"Methuen","MA",2004,15239,676,1004,536024530,822,0.992122395833333,99.2,1.01722391084093,101.7,1.00121802679659,100.1,-0.8,1.7,0.1
"Methuen","MA",2005,15775,699,989,573152865,822,1.02701822916667,102.7,1.00202634245187,100.2,1.00121802679659,100.1,2.7,0.2,0.1
"Methuen","MA",2006,15544,718,997,580701069,818,1.01197916666667,101.2,1.01013171225937,101,0.996345919610231,99.6,1.2,1,-0.4
"Methuen","MA",2007,15214,752,1009,594541367,833,0.990494791666667,99,1.02228976697062,102.2,1.01461632155907,101.5,-1,2.2,1.5
"Methuen","MA",2008,15386,772,1010,617894113,823,1.00169270833333,100.2,1.02330293819656,102.3,1.00243605359318,100.2,0.2,2.3,0.2
"Methuen","MA",2009,14606,767,1019,582665454,821,0.950911458333333,95.1,1.03242147922999,103.2,1,100,-4.9,3.2,0
"Methuen","MA",2010,15049,793,1073,620530000,835,0.979752604166667,98,1.0871327254306,108.7,1.01705237515225,101.7,-2,8.7,1.7
"Methuen","MA",2011,15270,803,1098,637490247,820,0.994140625,99.4,1.11246200607903,111.2,0.99878197320341,99.9,-0.6,11.2,-0.1
"Methuen","MA",2012,15546,806,1120,651941522,806,1.012109375,101.2,1.13475177304965,113.5,0.981729598051157,98.2,1.2,13.5,-1.8
"Middleborough","MA",2003,8027,761,579,317607734,950,1,100,1,100,1,100,0,0,0
"Middleborough","MA",2004,8530,820,623,363544562,997,1.06266351065155,106.3,1.07599309153713,107.6,1.04947368421053,104.9,6.3,7.6,4.9
"Middleborough","MA",2005,8742,807,624,366932419,949,1.08907437398779,108.9,1.07772020725389,107.8,0.998947368421053,99.9,8.9,7.8,-0.1
"Middleborough","MA",2006,8596,836,631,373716150,952,1.07088576055812,107.1,1.08981001727116,109,1.00210526315789,100.2,7.1,9,0.2
"Middleborough","MA",2007,8895,870,635,402411194,963,1.10813504422574,110.8,1.09671848013817,109.7,1.01368421052632,101.4,10.8,9.7,1.4
"Middleborough","MA",2008,8579,915,620,408289519,976,1.06876790830946,106.9,1.07081174438687,107.1,1.02736842105263,102.7,6.9,7.1,2.7
"Middleborough","MA",2009,8124,904,621,381926058,967,1.01208421577177,101.2,1.07253886010363,107.3,1.01789473684211,101.8,1.2,7.3,1.8
"Middleborough","MA",2010,8224,944,644,403755499,994,1.02454217017566,102.5,1.11226252158895,111.2,1.04631578947368,104.6,2.5,11.2,4.6
"Middleborough","MA",2011,8101,946,651,398321452,966,1.00921888625888,100.9,1.12435233160622,112.4,1.01684210526316,101.7,0.9,12.4,1.7
"Middleborough","MA",2012,8461,932,631,409893157,932,1.05406752211287,105.4,1.08981001727116,109,0.981052631578947,98.1,5.4,9,-1.9
"Middlefield","MA",2003,47,418,12,1019844,522,1,100,1,100,1,100,0,0,0
"Middlefield","MA",2004,52,428,10,1165550,520,1.1063829787234,110.6,0.833333333333333,83.3,0.996168582375479,99.6,10.6,-16.7,-0.4
"Middlefield","MA",2005,46,471,10,1126397,554,0.978723404255319,97.9,0.833333333333333,83.3,1.06130268199234,106.1,-2.1,-16.7,6.1
"Middlefield","MA",2006,51,482,9,1279247,549,1.08510638297872,108.5,0.75,75,1.05172413793103,105.2,8.5,-25,5.2
"Middlefield","MA",2007,47,476,9,1163612,527,1,100,0.75,75,1.0095785440613,101,0,-25,1
"Middlefield","MA",2008,38,455,9,898973,485,0.808510638297872,80.9,0.75,75,0.92911877394636,92.9,-19.1,-25,-7.1
"Middlefield","MA",2009,39,464,12,941832,497,0.829787234042553,83,1,100,0.952107279693487,95.2,-17,0,-4.8
"Middlefield","MA",2010,51,399,13,1058882,420,1.08510638297872,108.5,1.08333333333333,108.3,0.804597701149425,80.5,8.5,8.3,-19.5
"Middlefield","MA",2011,49,380,8,968850,388,1.04255319148936,104.3,0.666666666666667,66.7,0.743295019157088,74.3,4.3,-33.3,-25.7
"Middlefield","MA",2012,46,395,8,945868,395,0.978723404255319,97.9,0.666666666666667,66.7,0.756704980842912,75.7,-2.1,-33.3,-24.3
"Middleton","MA",2003,4708,857,313,209753572,1069,1,100,1,100,1,100,0,0,0
"Middleton","MA",2004,4407,836,324,191661839,1016,0.93606627017842,93.6,1.03514376996805,103.5,0.950420954162769,95,-6.4,3.5,-5
"Middleton","MA",2005,4508,816,313,191313522,959,0.957519116397621,95.8,1,100,0.897100093545369,89.7,-4.2,0,-10.3
"Middleton","MA",2006,4617,840,326,201594001,957,0.980671197960918,98.1,1.04153354632588,104.2,0.895229186155285,89.5,-1.9,4.2,-10.5
"Middleton","MA",2007,4601,859,335,205462764,951,0.977272727272727,97.7,1.0702875399361,107,0.889616463985033,89,-2.3,7,-11
"Middleton","MA",2008,4482,866,344,201739458,923,0.951996601529312,95.2,1.09904153354633,109.9,0.863423760523854,86.3,-4.8,9.9,-13.7
"Middleton","MA",2009,4368,851,342,193205713,911,0.927782497875956,92.8,1.0926517571885,109.3,0.852198316183349,85.2,-7.2,9.3,-14.8
"Middleton","MA",2010,4550,934,353,220869890,983,0.966440101954121,96.6,1.12779552715655,112.8,0.91955098222638,92,-3.4,12.8,-8
"Middleton","MA",2011,4523,957,357,224985477,977,0.960705182667799,96.1,1.1405750798722,114.1,0.913938260056127,91.4,-3.9,14.1,-8.6
"Middleton","MA",2012,4662,948,331,229803377,948,0.990229396771453,99,1.05750798722045,105.8,0.886810102899906,88.7,-1,5.8,-11.3
"Milford","MA",2003,15066,997,794,781425272,1244,1,100,1,100,1,100,0,0,0
"Milford","MA",2004,15361,1104,825,881509643,1342,1.01958051241205,102,1.03904282115869,103.9,1.07877813504823,107.9,2,3.9,7.9
"Milford","MA",2005,15400,1011,826,809681644,1189,1.02216912252755,102.2,1.04030226700252,104,0.955787781350482,95.6,2.2,4,-4.4
"Milford","MA",2006,15101,1056,834,829342924,1203,1.00232311164211,100.2,1.05037783375315,105,0.967041800643087,96.7,0.2,5,-3.3
"Milford","MA",2007,15264,1179,868,935996197,1306,1.0131421744325,101.3,1.09319899244332,109.3,1.04983922829582,105,1.3,9.3,5
"Milford","MA",2008,15294,1119,851,889754226,1193,1.01513341298288,101.5,1.07178841309824,107.2,0.959003215434084,95.9,1.5,7.2,-4.1
"Milford","MA",2009,14706,1114,869,851686815,1192,0.97610513739546,97.6,1.09445843828715,109.4,0.958199356913183,95.8,-2.4,9.4,-4.2
"Milford","MA",2010,14958,1210,890,941362907,1274,0.992831541218638,99.3,1.12090680100756,112.1,1.02411575562701,102.4,-0.7,12.1,2.4
"Milford","MA",2011,15447,1353,887,1086639565,1381,1.0252887295898,102.5,1.11712846347607,111.7,1.11012861736334,111,2.5,11.7,11
"Milford","MA",2012,15726,1276,851,1043130905,1276,1.04380724810832,104.4,1.07178841309824,107.2,1.02572347266881,102.6,4.4,7.2,2.6
"Millbury","MA",2003,3992,667,271,138374984,832,1,100,1,100,1,100,0,0,0
"Millbury","MA",2004,4539,661,300,156041499,803,1.13702404809619,113.7,1.1070110701107,110.7,0.965144230769231,96.5,13.7,10.7,-3.5
"Millbury","MA",2005,4901,631,316,160761039,742,1.22770541082164,122.8,1.16605166051661,116.6,0.891826923076923,89.2,22.8,16.6,-10.8
"Millbury","MA",2006,5332,666,328,184588251,758,1.33567134268537,133.6,1.21033210332103,121,0.911057692307692,91.1,33.6,21,-8.9
"Millbury","MA",2007,5565,664,319,192069513,735,1.3940380761523,139.4,1.17712177121771,117.7,0.883413461538462,88.3,39.4,17.7,-11.7
"Millbury","MA",2008,5237,680,320,185046536,725,1.31187374749499,131.2,1.18081180811808,118.1,0.871394230769231,87.1,31.2,18.1,-12.9
"Millbury","MA",2009,5022,699,323,182435259,748,1.25801603206413,125.8,1.19188191881919,119.2,0.899038461538462,89.9,25.8,19.2,-10.1
"Millbury","MA",2010,4997,674,331,175263053,710,1.25175350701403,125.2,1.22140221402214,122.1,0.853365384615385,85.3,25.2,22.1,-14.7
"Millbury","MA",2011,5177,689,346,185442745,703,1.29684368737475,129.7,1.27675276752768,127.7,0.844951923076923,84.5,29.7,27.7,-15.5
"Millbury","MA",2012,5270,703,343,192672718,703,1.32014028056112,132,1.26568265682657,126.6,0.844951923076923,84.5,32,26.6,-15.5
