"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed"
"Pelham","Hampshire","MA",2013,160821855,0,1245745,811300,6597000,169475900,94.89,5.11,165688822,0,1283445,835852,6796646,174604765
"Pelham","Hampshire","MA",2014,160726655,0,1260725,896800,6719400,169603580,94.77,5.23,162947428,0,1278145,909191,6812242,171947006
"Pelham","Hampshire","MA",2015,162325225,0,1343475,1140200,6920200,171729100,94.52,5.48,164372979,0,1360423,1154584,7007499,173895485
"Pelham","Hampshire","MA",2016,162716250,0,1490150,1140200,6746300,172092900,94.55,5.45,162716250,0,1490150,1140200,6746300,172092900
"Pelham","Hampshire","MA",2017,162343450,0,1631250,1111100,12598400,177684200,91.37,8.63,162343450,0,1631250,1111100,12598400,177684200
"Plainfield","Hampshire","MA",2003,46774216,0,5054302,715800,1962817,54507135,85.81,14.19,61011626,0,6592760,933679,2560271,71098337
"Plainfield","Hampshire","MA",2004,46579189,0,5397617,723500,2024236,54724542,85.12,14.88,59181214,0,6857945,919243,2571894,69530297
"Plainfield","Hampshire","MA",2005,61016191,0,5744509,1256100,1986429,70003229,87.16,12.84,74983681,0,7059510,1543639,2441151,86027983
"Plainfield","Hampshire","MA",2006,68184396,0,9015138,1201600,1897743,80298877,84.91,15.09,81174268,0,10732620,1430518,2259284,95596689
"Plainfield","Hampshire","MA",2007,70324084,0,7070860,1349500,1672250,80416694,87.45,12.55,81403056,0,8184815,1562102,1935699,93085672
"Plainfield","Hampshire","MA",2008,69382785,0,7595061,927500,1727938,79633284,87.13,12.87,77343809,0,8466523,1033922,1926203,88770456
"Plainfield","Hampshire","MA",2009,74772193,0,7968126,1088400,2528024,86356743,86.59,13.41,83649206,0,8914108,1217616,2828153,96609083
"Plainfield","Hampshire","MA",2010,72623185,0,8256684,1035200,2549872,84464941,85.98,14.02,79933929,0,9087858,1139410,2806559,92967756
"Plainfield","Hampshire","MA",2011,74955523,0,8073640,840900,3303749,87173812,85.98,14.02,79976572,0,8614469,897229,3525057,93013328
"Plainfield","Hampshire","MA",2012,62903751,0,7510360,909400,4554356,75877867,82.9,17.1,65756686,0,7850985,950645,4760914,79319230
"Plainfield","Hampshire","MA",2013,61070550,0,7515378,909300,4260408,73755636,82.8,17.2,62918734,0,7742817,936818,4389341,75987710
"Plainfield","Hampshire","MA",2014,66414110,0,7931627,879200,4999239,80224176,82.79,17.21,67331759,0,8041219,891348,5068314,81332640
"Plainfield","Hampshire","MA",2015,68155540,0,7980548,891100,5973863,83001051,82.11,17.89,69015331,0,8081224,902341,6049224,84048120
"Plainfield","Hampshire","MA",2016,67428616,0,7823587,775500,9045244,85072947,79.26,20.74,67428616,0,7823587,775500,9045244,85072947
"Plainfield","Hampshire","MA",2017,67134336,0,7581508,794100,10570542,86080486,77.99,22.01,67134336,0,7581508,794100,10570542,86080486
"South Hadley","Hampshire","MA",2003,792296800,246300,56570500,35635400,14179315,898928315,88.17,11.83,1033460750,321270,73789761,46482312,18495298,1172549392
"South Hadley","Hampshire","MA",2004,1018133850,212600,60685850,35768600,15068698,1129869598,90.13,9.87,1293590529,270119,77104440,45445815,19145543,1435556446
"South Hadley","Hampshire","MA",2005,1037951150,212600,62253850,35816100,13455729,1149689429,90.3,9.7,1275553209,261267,76504658,44014924,16535940,1412869999
"South Hadley","Hampshire","MA",2006,1255576565,219200,70816835,41016500,14379499,1382008599,90.87,9.13,1494777602,260960,84308215,48830591,17118950,1645296319
"South Hadley","Hampshire","MA",2007,1405229955,227100,78316345,40666500,16112248,1540552148,91.23,8.77,1626612195,262878,90654431,47073167,18650598,1783253269
"South Hadley","Hampshire","MA",2008,1421229395,227100,78538305,40753400,20233072,1560981272,91.06,8.94,1584302139,253158,87549839,45429470,22554627,1740089233
"South Hadley","Hampshire","MA",2009,1432874625,227100,77770275,41524100,31020054,1583416154,90.51,9.49,1602986618,254061,87003223,46453874,34702779,1771400555
"South Hadley","Hampshire","MA",2010,1322522955,394800,72916470,39220375,28104763,1463159363,90.42,9.58,1455657110,434543,80256738,43168565,30933980,1610450936
"South Hadley","Hampshire","MA",2011,1331499955,394800,72928670,39093875,25308939,1469226239,90.65,9.35,1420693209,421246,77813946,41712658,27004310,1567645370
"South Hadley","Hampshire","MA",2012,1338967050,394800,73138775,37986675,26844020,1477331320,90.66,9.34,1399694525,412706,76455909,39709522,28061503,1544334164
"South Hadley","Hampshire","MA",2013,1344616660,394800,73258675,40364275,27651467,1486285877,90.49,9.51,1385308923,406748,75475709,41585823,28488286,1531265489
"South Hadley","Hampshire","MA",2014,1279016795,378000,67685580,38273600,25386665,1410740640,90.69,9.31,1296689071,383223,68620797,38802429,25737435,1430232955
"South Hadley","Hampshire","MA",2015,1277583605,378000,68480570,38481200,24649555,1409572930,90.66,9.34,1293700487,382769,69344461,38966645,24960512,1427354874
"South Hadley","Hampshire","MA",2016,1319449500,378400,70660110,35342100,26598515,1452428625,90.87,9.13,1319449500,378400,70660110,35342100,26598515,1452428625
"South Hadley","Hampshire","MA",2017,1351301493,378400,69892720,37458000,25817432,1484848045,91.03,8.97,1351301493,378400,69892720,37458000,25817432,1484848045
"Southampton","Hampshire","MA",2003,309159643,905400,16243016,4987845,5799120,337095024,91.98,8.02,403263470,1180991,21187161,6506075,7564290,439701986
"Southampton","Hampshire","MA",2004,371912875,0,18281025,5244600,6655786,402094286,92.49,7.51,472534110,0,23226966,6663529,8456513,510881119
"Southampton","Hampshire","MA",2005,421481325,0,21037475,5330400,7112397,454961597,92.64,7.36,517964508,0,25853258,6550606,8740528,559108899
"Southampton","Hampshire","MA",2006,489700930,0,23103370,6037700,6767566,525609566,93.17,6.83,582994301,0,27504814,7187948,8056861,625743924
"Southampton","Hampshire","MA",2007,565567615,0,24071985,5869600,6369418,601878618,93.97,6.03,654668068,0,27864325,6794306,7372867,696699566
"Southampton","Hampshire","MA",2008,586609390,0,24155410,5576600,7321974,623663374,94.06,5.94,653917316,0,26927017,6216463,8162102,695222897
"Southampton","Hampshire","MA",2009,604816890,0,24411410,5576600,9842661,644647561,93.82,6.18,676621223,0,27309552,6238658,11011189,721180622
"Southampton","Hampshire","MA",2010,618144180,0,25325620,6217700,10754918,660442418,93.6,6.4,680370777,0,27875069,6843616,11837581,726927044
"Southampton","Hampshire","MA",2011,633047355,0,24897745,5731000,10367948,674044048,93.92,6.08,675453330,0,26565571,6114903,11062466,719196270
"Southampton","Hampshire","MA",2012,609906085,0,24081815,5425700,10232985,649646585,93.88,6.12,637567749,0,25174021,5671777,10697092,679110638
"Southampton","Hampshire","MA",2013,620198610,0,24358790,5305800,10280097,660143297,93.95,6.05,638967740,0,25095962,5466370,10591205,680121277
"Southampton","Hampshire","MA",2014,603230505,0,24273195,4978400,10399701,642881801,93.83,6.17,611565389,0,24608580,5047187,10543394,651764550
"Southampton","Hampshire","MA",2015,613852155,0,24436845,4978400,11229836,654497236,93.79,6.21,621595979,0,24745119,5041203,11371502,662753803
"Southampton","Hampshire","MA",2016,622447911,0,24504895,5133400,11381227,663467433,93.82,6.18,622447911,0,24504895,5133400,11381227,663467433
"Southampton","Hampshire","MA",2017,641500551,0,24678455,5246200,11249507,682674713,93.97,6.03,641500551,0,24678455,5246200,11249507,682674713
"Ware","Hampshire","MA",2003,392120308,0,46427422,18191230,13180201,469919161,83.44,16.56,511476189,0,60559273,23728383,17192068,612955913
"Ware","Hampshire","MA",2004,399575278,0,46263473,18163730,19574610,483577091,82.63,17.37,507680592,0,58780081,23077937,24870532,614409142
"Ware","Hampshire","MA",2005,500242202,0,47175774,18787060,13576320,579781356,86.28,13.72,614754891,0,57974992,23087690,16684136,712501710
"Ware","Hampshire","MA",2006,592068601,0,50822160,20482750,19266670,682640181,86.73,13.27,704864131,0,60504336,24384937,22937181,812690585
"Ware","Hampshire","MA",2007,656487817,0,53556466,21963035,20315590,752322908,87.26,12.74,759911988,0,61993840,25423128,23516141,870845097
"Ware","Hampshire","MA",2008,687222274,0,56714340,24699240,21309990,789945844,87,13,766074585,0,63221779,27533246,23755111,880584721
"Ware","Hampshire","MA",2009,690782425,0,59992456,25050760,27306290,803131931,86.01,13.99,772792653,0,67114807,28024806,30548114,898480380
"Ware","Hampshire","MA",2010,668418044,0,60440547,25313960,27147660,781320211,85.55,14.45,735705550,0,66524904,27862235,29880528,859973217
"Ware","Hampshire","MA",2011,668084141,0,60313680,25543610,27773360,781714791,85.46,14.54,712837127,0,64353915,27254701,29633815,834079559
"Ware","Hampshire","MA",2012,644361023,0,58968431,24857001,23282328,751468783,85.75,14.25,673585355,0,61642884,25984365,24338274,785550878
"Ware","Hampshire","MA",2013,616475309,0,59741283,24970001,22590042,723776635,85.17,14.83,635131760,0,61549239,25725671,23273687,745680357
"Ware","Hampshire","MA",2014,603669134,0,59755992,25888100,21086035,710399261,84.98,15.02,612010078,0,60581645,26245798,21377382,720214904
"Ware","Hampshire","MA",2015,574185388,0,60257764,24931075,21084270,680458497,84.38,15.62,581428811,0,61017923,25245584,21350251,689042569
"Ware","Hampshire","MA",2016,573407228,0,68491375,24982875,20214258,687095736,83.45,16.55,573407228,0,68491375,24982875,20214258,687095736
"Ware","Hampshire","MA",2017,574254208,0,70352721,24514000,19769701,688890630,83.36,16.64,574254208,0,70352721,24514000,19769701,688890630
"Westhampton","Hampshire","MA",2003,108065680,0,2808220,488600,2702794,114065294,94.74,5.26,140959346,0,3663002,637323,3525486,148785158
"Westhampton","Hampshire","MA",2004,143623900,0,2971231,545000,3893328,151033459,95.09,4.91,182481426,0,3775099,692450,4946670,191895645
"Westhampton","Hampshire","MA",2005,147140070,0,3028259,951100,2745971,153865400,95.63,4.37,180822564,0,3721471,1168821,3374564,189087420
"Westhampton","Hampshire","MA",2006,195630600,0,3587445,1018800,2551424,202788269,96.47,3.53,232900364,0,4270892,1212893,3037498,241421647
"Westhampton","Hampshire","MA",2007,221744315,0,4837185,1229800,2742426,230553726,96.18,3.82,256678279,0,5599243,1423545,3174472,266875540
"Westhampton","Hampshire","MA",2008,224045980,0,4933559,1264800,2792837,233037176,96.14,3.86,249753155,0,5499639,1409924,3113289,259776006
"Westhampton","Hampshire","MA",2009,224297635,0,4886538,1267500,4258175,234709848,95.56,4.44,250926425,0,5466672,1417979,4763709,262574784
"Westhampton","Hampshire","MA",2010,219515746,0,5610256,1176700,4946462,231249164,94.93,5.07,241613694,0,6175023,1295155,5444407,254528278
"Westhampton","Hampshire","MA",2011,213894027,0,5080285,1312004,5220542,225506858,94.85,5.15,228222157,0,5420598,1399891,5570251,240612897
"Westhampton","Hampshire","MA",2012,210956557,0,5226352,1295174,5309726,222787809,94.69,5.31,220524275,0,5463388,1353915,5550543,232892121
"Westhampton","Hampshire","MA",2013,203047007,0,5548885,1271435,5076098,214943425,94.47,5.53,209191838,0,5716811,1309913,5229716,221448278
"Westhampton","Hampshire","MA",2014,201633107,0,5730269,1202176,4954186,213519738,94.43,5.57,204419088,0,5809445,1218787,5022638,216469957
"Westhampton","Hampshire","MA",2015,204644143,0,5123117,1202176,5094577,216064013,94.71,5.29,207225755,0,5187746,1217342,5158846,218789688
"Westhampton","Hampshire","MA",2016,211337361,0,5438035,1216068,5245043,223236507,94.67,5.33,211337361,0,5438035,1216068,5245043,223236507
"Westhampton","Hampshire","MA",2017,212582696,0,5615882,1216067,5154833,224569478,94.66,5.34,212582696,0,5615882,1216067,5154833,224569478
"Williamsburg","Hampshire","MA",2003,151575772,0,13362378,1053451,3181491,169173092,89.6,10.4,197713295,0,17429697,1374107,4149892,220666991
"Williamsburg","Hampshire","MA",2004,198373382,0,15315212,1444062,3275652,218408308,90.83,9.17,252043411,0,19458751,1834754,4161881,277498797
"Williamsburg","Hampshire","MA",2005,198634949,0,15250144,1431244,3399344,218715681,90.82,9.18,244105367,0,18741123,1758876,4177503,268782870
"Williamsburg","Hampshire","MA",2006,250100000,0,18263096,1786009,3154886,273303991,91.51,8.49,297746779,0,21742415,2126263,3755926,325371384
"Williamsburg","Hampshire","MA",2007,282603223,0,19246585,1954065,3039409,306843282,92.1,7.9,327125000,0,22278724,2261912,3518242,355183878
"Williamsburg","Hampshire","MA",2008,284562284,0,19375604,1954265,3411811,309303964,92,8,317213137,0,21598773,2178499,3803284,344793693
"Williamsburg","Hampshire","MA",2009,287207306,0,19310621,1954265,5363195,313835387,91.52,8.48,321304781,0,21603193,2186277,5999918,351094169
"Williamsburg","Hampshire","MA",2010,286173648,0,18619047,1896733,5608183,312297611,91.63,8.37,314981834,0,20493367,2087671,6172741,343735613
"Williamsburg","Hampshire","MA",2011,288097933,0,18573260,1753325,6232995,314657513,91.56,8.44,307396764,0,19817428,1870775,6650525,335735492
"Williamsburg","Hampshire","MA",2012,281788772,0,18179188,2014002,6629020,308610982,91.31,8.69,294569012,0,19003686,2105345,6929672,322607716
"Williamsburg","Hampshire","MA",2013,273775756,0,17184568,1914702,6297283,299172309,91.51,8.49,282061058,0,17704626,1972647,6487858,308226189
"Williamsburg","Hampshire","MA",2014,276070186,0,17844049,1914702,5900300,301729237,91.5,8.5,279884670,0,18090602,1941158,5981825,305898254
"Williamsburg","Hampshire","MA",2015,277333282,0,18053484,1914702,5970969,303272437,91.45,8.55,280831877,0,18281231,1938856,6046294,307098258
"Williamsburg","Hampshire","MA",2016,275637213,0,18505600,2172605,7022664,303338082,90.87,9.13,275637213,0,18505600,2172605,7022664,303338082
"Williamsburg","Hampshire","MA",2017,278069735,0,18377692,2071405,6811941,305330773,91.07,8.93,278069735,0,18377692,2071405,6811941,305330773
"Worthington","Hampshire","MA",2003,88928310,0,3183689,313400,2501110,94926509,93.68,6.32,115996831,0,4152759,408795,3262413,123820797
"Worthington","Hampshire","MA",2004,90946210,0,3176684,313400,2700160,97136454,93.63,6.37,115551758,0,4036138,398191,3430690,123416776
"Worthington","Hampshire","MA",2005,118951555,0,3792262,387200,2580160,125711177,94.62,5.38,146181290,0,4660366,475836,3170796,154488287
"Worthington","Hampshire","MA",2006,125782675,0,4370676,402800,2559190,133115341,94.49,5.51,149745647,0,5203337,479538,3046744,158475266
"Worthington","Hampshire","MA",2007,148371530,0,4825616,464700,2847880,156509726,94.8,5.2,171746225,0,5585851,537910,3296540,181166526
"Worthington","Hampshire","MA",2008,161846300,0,5714606,502900,3010630,171074436,94.61,5.39,180416645,0,6370303,560603,3356072,190703623
"Worthington","Hampshire","MA",2009,162724320,0,6126914,520000,4251430,173622664,93.72,6.28,182043078,0,6854306,581735,4756163,194235282
"Worthington","Hampshire","MA",2010,164757890,0,5936439,520000,4278010,175492339,93.88,6.12,181343540,0,6534041,572347,4708664,193158591
"Worthington","Hampshire","MA",2011,168803959,0,6291894,532100,4331082,179959035,93.8,6.2,180111638,0,6713369,567744,4621208,192013960
"Worthington","Hampshire","MA",2012,151143086,0,5439385,605170,4854495,162042136,93.27,6.73,157998025,0,5686083,632617,5074666,169391391
"Worthington","Hampshire","MA",2013,151495216,0,5399047,605170,5180655,162680088,93.12,6.88,156079930,0,5562439,623484,5337438,167603291
"Worthington","Hampshire","MA",2014,151728816,0,5617717,605170,4971745,162923448,93.13,6.87,153825265,0,5695337,613532,5040440,165174574
"Worthington","Hampshire","MA",2015,155039280,0,6029688,709145,5458000,167236113,92.71,7.29,156995120,0,6105753,718091,5526853,169345818
"Worthington","Hampshire","MA",2016,155098605,0,5745661,707945,5161638,166713849,93.03,6.97,155098605,0,5745661,707945,5161638,166713849
"Worthington","Hampshire","MA",2017,156335165,0,5196431,707945,4882090,167121631,93.55,6.45,156335165,0,5196431,707945,4882090,167121631
"Acton","Middlesex","MA",2003,2700372191,0,265829646,91647125,35937711,3093786673,87.28,12.72,3522327329,0,346744434,119543215,46876642,4035491620
"Acton","Middlesex","MA",2004,2898836685,0,281976596,98700720,49149382,3328663383,87.09,12.91,3683118561,0,358265521,125404255,62446775,4229235112
"Acton","Middlesex","MA",2005,3103206201,0,287139825,98745115,53163636,3542254777,87.61,12.39,3813575068,0,352870292,121349303,65333563,4353128225
"Acton","Middlesex","MA",2006,3318844983,0,310323682,106668445,40528806,3776365916,87.88,12.12,3951121170,0,369443730,126989948,48249986,4495804833
"Acton","Middlesex","MA",2007,3426424133,0,364989988,115243945,41313257,3947971323,86.79,13.21,3966228631,0,422491112,133399666,47821816,4569941224
"Acton","Middlesex","MA",2008,3334950720,0,358212176,111533010,46680230,3851376136,86.59,13.41,3717605038,0,399313664,124330377,52036349,4293285427
"Acton","Middlesex","MA",2009,3252816010,0,336316163,103515920,58607037,3751255130,86.71,13.29,3638992864,0,376243880,115805411,65564910,4196607065
"Acton","Middlesex","MA",2010,3257545318,0,321119694,97872285,64884117,3741421414,87.07,12.93,3585471985,0,353445786,107724775,71415794,4118058340
"Acton","Middlesex","MA",2011,3174679623,0,309194597,90955570,65944035,3640773825,87.2,12.8,3387342045,0,329906631,97048415,70361431,3884658523
"Acton","Middlesex","MA",2012,3185180125,0,299215620,91837570,65316803,3641550118,87.47,12.53,3329640697,0,312786237,96002769,68279179,3806708883
"Acton","Middlesex","MA",2013,3208128927,0,312904977,94158445,63924158,3679116507,87.2,12.8,3305216840,0,322374450,97007971,65858701,3790457962
"Acton","Middlesex","MA",2014,3247953628,0,305863245,92840385,69608967,3716266225,87.4,12.6,3292830860,0,310089382,94123168,70570760,3767614169
"Acton","Middlesex","MA",2015,3448511074,0,303720173,91365090,62157821,3905754158,88.29,11.71,3492014486,0,307551642,92517672,62941950,3955025750
"Acton","Middlesex","MA",2016,3556433998,0,316225705,91392100,70131545,4034183348,88.16,11.84,3556433998,0,316225705,91392100,70131545,4034183348
"Acton","Middlesex","MA",2017,3738480702,0,321116548,91159455,79697808,4230454513,88.37,11.63,3738480702,0,321116548,91159455,79697808,4230454513
"Arlington","Middlesex","MA",2003,4185308522,76200,239374357,16932100,58444380,4500135559,93.01,6.99,5459257296,99394,312236529,22085992,76234023,5869913234
"Arlington","Middlesex","MA",2004,5627884519,0,271051747,18791800,72886600,5990614666,93.95,6.05,7150511804,0,344384948,23875932,92606110,7611378794
"Arlington","Middlesex","MA",2005,5650865334,0,270099532,18791800,67553170,6007309836,94.07,5.93,6944430293,0,331929229,23093515,83017069,7382470107
"Arlington","Middlesex","MA",2006,6122484385,0,269489678,20197900,71584770,6483756733,94.43,5.57,7288884473,0,320830403,24045820,85222450,7718983146
"Arlington","Middlesex","MA",2007,6635259255,0,289620695,21784000,65057570,7011721520,94.63,5.37,7680588921,0,335248016,25215887,75306847,8116359671
"Arlington","Middlesex","MA",2008,6497342842,0,293832142,21739500,70349800,6883264284,94.39,5.61,7242851997,0,327546625,24233904,78421780,7673054305
"Arlington","Middlesex","MA",2009,6382182512,0,304834211,21787300,81968320,6790772343,93.98,6.02,7139880199,0,341024366,24373905,91699663,7596978133
"Arlington","Middlesex","MA",2010,6482931507,0,294051850,20969800,94783100,6892736257,94.05,5.95,7135547484,0,323653109,23080763,104324611,7586605967
"Arlington","Middlesex","MA",2011,6510546607,0,296363250,20969800,98709740,6926589397,93.99,6.01,6946668917,0,316215750,22374505,105322014,7390581186
"Arlington","Middlesex","MA",2012,6534177068,0,297247489,20969800,102400210,6954794567,93.95,6.05,6830527956,0,310728843,21920864,107044466,7270222130
"Arlington","Middlesex","MA",2013,6750291829,0,332259203,16149400,102576650,7201277082,93.74,6.26,6954576557,0,342314395,16638131,105680937,7419210020
"Arlington","Middlesex","MA",2014,6924743377,0,331293424,16149400,105443220,7377629421,93.86,6.14,7020423103,0,335870931,16372538,106900137,7479566709
"Arlington","Middlesex","MA",2015,7318205556,0,332008695,16149400,103748620,7770112271,94.18,5.82,7410525662,0,336197027,16353127,105057422,7868133239
"Arlington","Middlesex","MA",2016,8002595342,0,378899077,17588600,114815530,8513898549,93.99,6.01,8002595342,0,378899077,17588600,114815530,8513898549
"Arlington","Middlesex","MA",2017,8427530080,0,389586036,20065800,115034490,8952216406,94.14,5.86,8427530080,0,389586036,20065800,115034490,8952216406
"Ashby","Middlesex","MA",2003,217615600,0,7186600,687100,3264500,228753800,95.13,4.87,283854714,0,9374099,896244,4258168,298383224
"Ashby","Middlesex","MA",2004,241746500,0,7428700,880800,3599200,253655200,95.31,4.69,307151150,0,9438539,1119101,4572966,322281755
"Ashby","Middlesex","MA",2005,281100400,0,8155700,1071700,3913500,294241300,95.53,4.47,345448355,0,10022658,1317028,4809357,361597397
"Ashby","Middlesex","MA",2006,325026200,0,8713000,1154600,4094100,338987900,95.88,4.12,386947238,0,10372922,1374564,4874071,403568794
"Ashby","Middlesex","MA",2007,332686900,0,12153700,1171100,3991400,350003100,95.05,4.95,385098942,0,14068414,1355597,4620212,405143165
"Ashby","Middlesex","MA",2008,332834200,0,12297300,1102300,4152964,350386764,94.99,5.01,371023803,0,13708300,1228779,4629478,390590359
"Ashby","Middlesex","MA",2009,332841290,0,12020110,1120400,5821475,351803275,94.61,5.39,372356468,0,13447147,1253415,6512605,393569634
"Ashby","Middlesex","MA",2010,303045953,0,8945276,1007700,6194976,319193905,94.94,5.06,333552620,0,9845768,1109142,6818604,351326134
"Ashby","Middlesex","MA",2011,285989400,0,7107000,952200,8273155,302321755,94.6,5.4,305146986,0,7583077,1015985,8827349,322573397
"Ashby","Middlesex","MA",2012,265657772,0,7949167,714600,8079285,282400824,94.07,5.93,277706407,0,8309693,747010,8445713,295208823
"Ashby","Middlesex","MA",2013,265047200,0,8655200,701700,8516277,282920377,93.68,6.32,273068349,0,8917133,722936,8774006,291482423
"Ashby","Middlesex","MA",2014,248727214,0,8656286,640100,9170052,267193652,93.09,6.91,252163898,0,8775891,648944,9296755,270885488
"Ashby","Middlesex","MA",2015,249013224,0,8442155,661300,9264288,267380967,93.13,6.87,252154558,0,8548654,669642,9381158,270754012
"Ashby","Middlesex","MA",2016,251057747,0,8560653,666700,9526012,269811112,93.05,6.95,251057747,0,8560653,666700,9526012,269811112
"Ashby","Middlesex","MA",2017,252813116,0,8808362,666700,9391448,271679626,93.06,6.94,252813116,0,8808362,666700,9391448,271679626
"Ashland","Middlesex","MA",2003,1538759110,12036063,78210190,53703937,25897700,1708607000,90.76,9.24,2007135640,15699671,102016267,70050657,33780594,2228682827
"Ashland","Middlesex","MA",2004,1578668028,9314000,80231519,52010900,29035230,1749259677,90.78,9.22,2005777540,11833908,101938201,66082478,36890728,2222522855
"Ashland","Middlesex","MA",2005,1773289500,10098400,91312300,54125800,31332570,1960158570,90.98,9.02,2179221162,12410070,112215009,66515980,38505049,2408867270
"Ashland","Middlesex","MA",2006,2110206300,1413300,113727900,41004200,35067300,2301419000,91.75,8.25,2512223628,1682549,135394306,48815948,41748003,2739864434
"Ashland","Middlesex","MA",2007,2201338000,835100,116920100,43916800,36129000,2399139000,91.79,8.21,2548140412,966663,135339885,50835525,41820822,2777103307
"Ashland","Middlesex","MA",2008,2205246600,737200,117497200,44511900,39237640,2407230540,91.64,8.36,2458277965,821787,130978902,49619223,43739791,2683437668
"Ashland","Middlesex","MA",2009,2124422300,422300,117004300,44370700,38062060,2324281660,91.42,8.58,2376635373,472436,130895142,49638424,42580817,2600222192
"Ashland","Middlesex","MA",2010,2006673000,321300,111666000,42063300,39820250,2200543850,91.2,8.8,2208678352,353644,122907059,46297678,43828827,2422065560
"Ashland","Middlesex","MA",2011,1957335900,314900,109497300,40078500,42556260,2149782860,91.06,8.94,2088452057,335994,116832201,42763240,45406978,2293790472
"Ashland","Middlesex","MA",2012,1929956300,314900,109069000,38854800,45048440,2123243440,90.91,9.09,2017487485,329182,114015712,40617020,47091566,2219540965
"Ashland","Middlesex","MA",2013,1906087400,314900,109120200,38573400,46960170,2101056070,90.74,9.26,1963771506,324430,112422515,39740750,48381330,2164640531
"Ashland","Middlesex","MA",2014,1940827500,314900,110098500,37754700,49830900,2138826500,90.76,9.24,1967644067,319251,111619740,38276360,50519417,2168378835
"Ashland","Middlesex","MA",2015,2022100859,273600,113448919,35906400,52583970,2224313748,90.92,9.08,2047609922,277051,114880092,36359364,53247324,2252373753
"Ashland","Middlesex","MA",2016,2133936200,285200,131600766,35904200,50499030,2352225396,90.73,9.27,2133936200,285200,131600766,35904200,50499030,2352225396
"Ashland","Middlesex","MA",2017,2258966961,285200,142471796,37714400,52196290,2491634647,90.67,9.33,2258966961,285200,142471796,37714400,52196290,2491634647
"Ayer","Middlesex","MA",2003,420626800,0,70971400,128614400,131559230,751771830,55.95,44.05,548659654,0,92574091,167762806,171604001,980600552
"Ayer","Middlesex","MA",2004,462798900,0,78677500,131541900,125676590,798694890,57.94,42.06,588009400,0,99963741,167130634,159678461,1014782236
"Ayer","Middlesex","MA",2005,544647500,0,83473400,135543300,116440030,880104230,61.88,38.12,669325205,0,102581671,166571125,143094840,1081572841
"Ayer","Middlesex","MA",2006,598705500,0,87754900,134465700,108596580,929522680,64.41,35.59,712765431,0,104473166,160082883,129285414,1106606894
"Ayer","Middlesex","MA",2007,630638700,0,89070200,132571800,105772880,958053580,65.82,34.18,729990559,0,103102466,153457380,122436514,1108986918
"Ayer","Middlesex","MA",2008,668655200,0,93624000,144055300,100495560,1006830060,66.41,33.59,745377113,0,104366476,160584295,112026483,1122354367
"Ayer","Middlesex","MA",2009,650453000,0,93490300,144581000,102238800,990763100,65.65,34.35,727675288,0,104589541,161745769,114376670,1108387268
"Ayer","Middlesex","MA",2010,627463300,0,93092300,145299000,106888850,972743450,64.5,35.5,690628023,0,102463604,159925786,117649009,1070666421
"Ayer","Middlesex","MA",2011,624918400,0,98060200,140806100,103580890,967365590,64.6,35.4,666779840,0,104628964,150238285,110519468,1032166557
"Ayer","Middlesex","MA",2012,624899400,0,97595100,140761800,108373020,971629320,64.31,35.69,653241070,0,102021425,147145907,113288167,1015696570
"Ayer","Middlesex","MA",2013,621119500,0,98149200,143514100,106480690,969263490,64.08,35.92,639916499,0,101119499,147857281,109703125,998596404
"Ayer","Middlesex","MA",2014,628963700,0,100935500,146140500,106771970,982811670,64,36,637654141,0,102330134,148159735,108247247,996391256
"Ayer","Middlesex","MA",2015,643066800,0,105074600,143047000,124622000,1015810400,63.31,36.69,651179171,0,106400130,144851556,126194123,1028624979
"Ayer","Middlesex","MA",2016,675182600,0,106187100,145008400,119737580,1046115680,64.54,35.46,675182600,0,106187100,145008400,119737580,1046115680
"Ayer","Middlesex","MA",2017,717378800,0,111597300,150707900,118435600,1098119600,65.33,34.67,717378800,0,111597300,150707900,118435600,1098119600
"Bedford","Middlesex","MA",2003,1687152932,8330900,321582468,195247600,50403300,2262717200,74.93,25.07,2200698444,10866708,419467627,254678211,65745352,2951456343
"Bedford","Middlesex","MA",2004,1762799498,7731900,321376702,202126900,65833400,2359868400,75.03,24.97,2239725882,9823770,408325347,256812445,83644663,2998332107
"Bedford","Middlesex","MA",2005,1936149470,5998900,328604530,207834400,61502700,2540090000,76.46,23.54,2379362140,7372135,403826869,255410706,75581559,3121553408
"Bedford","Middlesex","MA",2006,2059705099,5381800,335913501,194761600,64409670,2660171670,77.63,22.37,2452101397,6407092,399908689,231865810,76680415,3166963403
"Bedford","Middlesex","MA",2007,2162403691,5381800,354199909,211299100,65929100,2799213600,77.44,22.56,2503072328,6229658,410001146,244587508,76315679,3240206319
"Bedford","Middlesex","MA",2008,2212195000,5296600,395663665,220907300,59236100,2893298665,76.64,23.36,2466023629,5904335,441062360,246254341,66032887,3225277552
"Bedford","Middlesex","MA",2009,2148598800,4909400,384622657,220050600,72515300,2830696757,76.08,23.92,2403682126,5492248,430285359,246175179,81124373,3166759284
