JURISDICTIONCODE,NAME,Year,Residential,Open_Space,Commercial,Industrial,Personal_Property,Total,Res_as_a___of_Total,CIP
212,North Brookfield,2015,"349,378,881",0,"13,566,756","9,166,163","9,879,627","381,991,427",91.46,8.54
212,North Brookfield,2016,"344,885,020",0,"13,851,309","8,743,600","12,365,807","379,845,736",90.80,9.20
212,North Brookfield,2017,"347,525,294",0,"13,974,155","8,740,900","12,930,357","383,170,706",90.70,9.30
213,North Reading,2003,"1,574,860,800",0,"127,067,000","127,555,400","14,629,100","1,844,112,300",85.40,14.60
213,North Reading,2004,"1,710,551,165",0,"130,382,473","125,399,300","20,707,242","1,987,040,180",86.09,13.91
213,North Reading,2005,"2,049,197,322",0,"146,558,463","107,348,800","18,905,040","2,322,009,625",88.25,11.75
213,North Reading,2006,"2,246,723,168",0,"156,479,042","109,949,000","18,740,586","2,531,891,796",88.74,11.26
213,North Reading,2007,"2,400,089,540",0,"165,233,984","111,294,300","20,775,890","2,697,393,714",88.98,11.02
213,North Reading,2008,"2,369,537,186",0,"172,518,872","109,581,100","30,908,800","2,682,545,958",88.33,11.67
213,North Reading,2009,"2,357,214,458",0,"173,578,044","116,313,000","45,820,840","2,692,926,342",87.53,12.47
213,North Reading,2010,"2,165,114,653",0,"172,127,878","110,943,700","55,985,650","2,504,171,881",86.46,13.54
213,North Reading,2011,"2,168,317,245",0,"168,032,975","108,636,513","47,234,770","2,492,221,503",87.00,13.00
213,North Reading,2012,"2,184,000,165",0,"170,268,955","109,395,313","42,759,310","2,506,423,743",87.14,12.86
213,North Reading,2013,"2,197,024,375",0,"171,793,938","109,674,313","43,903,370","2,522,395,996",87.10,12.90
213,North Reading,2014,"2,199,084,786",0,"180,933,462","111,958,141","53,074,520","2,545,050,909",86.41,13.59
213,North Reading,2015,"2,330,837,160",0,"181,613,125","112,539,541","45,417,190","2,670,407,016",87.28,12.72
213,North Reading,2016,"2,440,533,963",0,"185,408,158","114,455,741","51,647,490","2,792,045,352",87.41,12.59
213,North Reading,2017,"2,578,468,558",0,"188,652,461","118,590,700","49,330,390","2,935,042,109",87.85,12.15
214,Northampton,2003,"1,355,760,630",0,"282,643,460","67,648,040","63,355,150","1,769,407,280",76.62,23.38
214,Northampton,2004,"1,783,131,940",0,"365,222,430","77,250,292","54,954,130","2,280,558,792",78.19,21.81
214,Northampton,2005,"1,965,674,420",0,"372,988,500","78,060,852","56,176,720","2,472,900,492",79.49,20.51
214,Northampton,2006,"2,264,423,450",0,"380,792,180","78,904,576","58,787,660","2,782,907,866",81.37,18.63
214,Northampton,2007,"2,551,795,390",0,"456,957,224","87,621,493","63,714,410","3,160,088,517",80.75,19.25
214,Northampton,2008,"2,584,193,700",0,"445,059,900","87,313,700","77,019,250","3,193,586,550",80.92,19.08
214,Northampton,2009,"2,600,716,350",0,"457,643,110","88,915,090","92,914,550","3,240,189,100",80.26,19.74
214,Northampton,2010,"2,570,772,410",0,"451,555,850","84,013,220","87,213,650","3,193,555,130",80.50,19.50
214,Northampton,2011,"2,582,527,470",0,"451,435,010","87,770,590","90,998,620","3,212,731,690",80.38,19.62
214,Northampton,2012,"2,596,822,400",0,"449,401,900","98,382,400","93,293,090","3,237,899,790",80.20,19.80
214,Northampton,2013,"2,545,566,821",0,"443,776,768","106,125,503","87,450,390","3,182,919,482",79.98,20.02
214,Northampton,2014,"2,564,491,750",0,"458,039,890","104,104,840","87,386,900","3,214,023,380",79.79,20.21
214,Northampton,2015,"2,591,076,188",0,"476,973,450","103,683,900","87,310,540","3,259,044,078",79.50,20.50
214,Northampton,2016,"2,623,226,938",0,"477,511,976","103,481,726","84,166,120","3,288,386,760",79.77,20.23
214,Northampton,2017,"2,657,183,160",0,"481,036,520","103,145,150","85,512,480","3,326,877,310",79.87,20.13
215,Northborough,2003,"1,173,258,600","1,465,800","127,491,100","158,903,900","42,885,330","1,504,004,730",78.11,21.89
215,Northborough,2004,"1,580,545,700","2,145,800","144,581,100","193,773,300","52,632,090","1,973,677,990",80.19,19.81
215,Northborough,2005,"1,647,316,000","1,854,400","154,649,400","215,033,100","51,459,510","2,070,312,410",79.66,20.34
215,Northborough,2006,"1,874,227,400","2,292,000","168,049,900","242,815,300","51,706,620","2,339,091,220",80.22,19.78
215,Northborough,2007,"1,991,920,100","2,634,100","180,701,300","254,763,400","50,992,060","2,481,010,960",80.39,19.61
215,Northborough,2008,"1,941,494,600","2,409,400","183,243,100","266,610,200","61,078,290","2,454,835,590",79.19,20.81
215,Northborough,2009,"1,947,673,200","2,400,000","183,798,500","271,011,400","83,460,870","2,488,343,970",78.37,21.63
215,Northborough,2010,"1,952,052,700","100,600","183,072,300","267,518,900","75,710,970","2,478,455,470",78.76,21.24
215,Northborough,2011,"1,890,669,400","100,600","180,875,800","281,489,900","75,430,450","2,428,566,150",77.86,22.14
215,Northborough,2012,"1,902,482,700","57,000","232,323,100","272,000,400","72,332,300","2,479,195,500",76.74,23.26
215,Northborough,2013,"1,857,906,419",0,"290,418,511","267,829,738","75,683,210","2,491,837,878",74.56,25.44
215,Northborough,2014,"1,836,849,924",0,"297,500,177","268,980,228","88,168,090","2,491,498,419",73.72,26.28
215,Northborough,2015,"1,901,181,910",0,"301,314,148","274,257,128","92,112,560","2,568,865,746",74.01,25.99
215,Northborough,2016,"1,965,827,789",0,"306,879,461","265,393,165","86,762,690","2,624,863,105",74.89,25.11
215,Northborough,2017,"2,013,539,345",0,"322,825,207","268,128,185","90,963,940","2,695,456,677",74.70,25.30
216,Northbridge,2003,"752,946,200","13,955,100","54,724,300","19,359,600","23,773,678","864,758,878",88.68,11.32
216,Northbridge,2004,"781,997,900","12,212,300","53,989,400","19,922,800","28,716,855","896,839,255",88.56,11.44
216,Northbridge,2005,"1,230,121,561",0,"92,130,659","34,121,900","27,055,475","1,383,429,595",88.92,11.08
216,Northbridge,2006,"1,408,546,531",0,"91,096,479","34,399,500","28,725,647","1,562,768,157",90.13,9.87
216,Northbridge,2007,"1,477,352,191",0,"95,870,539","35,274,400","28,213,296","1,636,710,426",90.26,9.74
216,Northbridge,2008,"1,504,511,121",0,"135,644,189","45,716,600","31,102,647","1,716,974,557",87.63,12.37
216,Northbridge,2009,"1,400,368,457",0,"131,243,813","42,405,400","41,397,731","1,615,415,401",86.69,13.31
216,Northbridge,2010,"1,321,733,360",0,"126,612,830","40,346,700","47,244,609","1,535,937,499",86.05,13.95
216,Northbridge,2011,"1,227,830,902",0,"110,554,628","34,817,400","47,729,234","1,420,932,164",86.41,13.59
216,Northbridge,2012,"1,211,503,786",0,"110,579,644","35,008,400","44,646,790","1,401,738,620",86.43,13.57
216,Northbridge,2013,"1,215,229,986",0,"111,507,804","34,662,300","43,628,460","1,405,028,550",86.49,13.51
216,Northbridge,2014,"1,222,295,986",0,"117,924,664","28,297,400","42,480,140","1,410,998,190",86.63,13.37
216,Northbridge,2015,"1,236,274,524",0,"117,083,596","27,411,900","43,974,500","1,424,744,520",86.77,13.23
216,Northbridge,2016,"1,258,151,997",0,"117,999,883","27,709,100","44,219,107","1,448,080,087",86.88,13.12
216,Northbridge,2017,"1,340,831,491",0,"126,451,999","31,726,600","48,534,400","1,547,544,490",86.64,13.36
217,Northfield,2003,"155,521,367",0,"10,619,568","71,798,900","17,679,780","255,619,615",60.84,39.16
217,Northfield,2004,"196,964,375",0,"10,950,147","69,658,609","12,413,740","289,986,871",67.92,32.08
217,Northfield,2005,"216,127,425",0,"12,050,583","70,958,309","12,317,240","311,453,557",69.39,30.61
217,Northfield,2006,"246,987,604",0,"13,934,277","50,083,327","38,146,400","349,151,608",70.74,29.26
217,Northfield,2007,"261,354,271",0,"13,761,969","50,441,727","38,571,420","364,129,387",71.78,28.22
217,Northfield,2008,"284,991,609",0,"14,791,574","46,632,627","38,789,510","385,205,320",73.98,26.02
217,Northfield,2009,"291,482,817",0,"14,488,020","72,433,977","16,221,600","394,626,414",73.86,26.14
217,Northfield,2010,"291,039,327",0,"14,093,999","72,105,977","16,879,010","394,118,313",73.85,26.15
217,Northfield,2011,"292,226,127",0,"40,426,194","72,054,477","20,371,640","425,078,438",68.75,31.25
217,Northfield,2012,"292,075,945",0,"42,036,287","72,054,477","18,633,534","424,800,243",68.76,31.24
217,Northfield,2013,"273,489,845",0,"40,469,641","71,596,200","22,551,970","408,107,656",67.01,32.99
217,Northfield,2014,"274,969,025",0,"40,548,945","71,596,200","22,115,504","409,229,674",67.19,32.81
217,Northfield,2015,"275,690,006",0,"39,814,678","71,635,800","21,707,240","408,847,724",67.43,32.57
217,Northfield,2016,"272,708,024",0,"39,735,197","110,245,000","31,581,654","454,269,875",60.03,39.97
217,Northfield,2017,"273,566,074",0,"39,401,344","91,954,000","38,788,766","443,710,184",61.65,38.35
218,Norton,2003,"1,362,101,886",0,"102,561,314","75,640,400","29,850,950","1,570,154,550",86.75,13.25
218,Norton,2004,"1,405,209,014",0,"107,499,666","75,585,220","31,572,060","1,619,865,960",86.75,13.25
218,Norton,2005,"1,674,952,079",0,"112,576,491","76,208,700","35,885,410","1,899,622,680",88.17,11.83
218,Norton,2006,"1,965,188,956",0,"145,269,114","104,940,300","35,015,720","2,250,414,090",87.33,12.67
218,Norton,2007,"2,011,590,493",0,"146,588,647","104,921,300","36,252,570","2,299,353,010",87.49,12.51
218,Norton,2008,"2,040,540,935",0,"149,441,555","109,413,600","40,875,810","2,340,271,900",87.19,12.81
218,Norton,2009,"1,904,088,601",0,"160,198,149","123,734,010","57,680,310","2,245,701,070",84.79,15.21
218,Norton,2010,"1,855,653,803",0,"157,807,957","123,533,350","70,537,670","2,207,532,780",84.06,15.94
218,Norton,2011,"1,750,194,974",0,"150,255,406","129,417,500","63,805,130","2,093,673,010",83.59,16.41
218,Norton,2012,"1,695,167,807",0,"147,942,263","125,200,780","59,128,970","2,027,439,820",83.61,16.39
218,Norton,2013,"1,634,232,860",0,"140,311,230","116,357,000","56,401,730","1,947,302,820",83.92,16.08
218,Norton,2014,"1,638,385,652",0,"139,468,748","115,371,000","52,513,460","1,945,738,860",84.20,15.80
218,Norton,2015,"1,726,244,048",0,"141,193,502","111,545,800","50,807,990","2,029,791,340",85.05,14.95
218,Norton,2016,"1,771,819,520",0,"142,824,330","119,249,160","51,690,610","2,085,583,620",84.96,15.04
218,Norton,2017,"1,890,087,636",0,"146,277,904","123,770,000","53,370,010","2,213,505,550",85.39,14.61
219,Norwell,2003,"1,423,136,399",0,"212,066,101","52,948,700","33,520,300","1,721,671,500",82.66,17.34
219,Norwell,2004,"1,456,774,079",0,"210,713,121","53,016,900","32,728,960","1,753,233,060",83.09,16.91
219,Norwell,2005,"1,864,053,284",0,"211,973,516","51,813,300","24,480,260","2,152,320,360",86.61,13.39
219,Norwell,2006,"2,007,659,627",0,"246,452,973","56,045,200","27,162,290","2,337,320,090",85.90,14.10
219,Norwell,2007,"2,164,334,769",0,"254,278,531","59,844,600","24,001,980","2,502,459,880",86.49,13.51
219,Norwell,2008,"2,154,860,223",0,"268,050,477","60,597,400","22,934,499","2,506,442,599",85.97,14.03
219,Norwell,2009,"2,129,962,006",0,"272,691,681","58,162,100","35,511,660","2,496,327,447",85.32,14.68
219,Norwell,2010,"2,004,523,008",0,"274,162,179","58,114,100","33,558,560","2,370,357,847",84.57,15.43
219,Norwell,2011,"1,873,034,973",0,"271,495,555","58,048,500","35,392,830","2,237,971,858",83.69,16.31
219,Norwell,2012,"1,897,232,345",0,"260,517,135","53,060,400","33,033,550","2,243,843,430",84.55,15.45
219,Norwell,2013,"1,874,635,662",0,"258,529,953","53,020,900","34,566,820","2,220,753,335",84.41,15.59
219,Norwell,2014,"1,900,143,842",0,"282,402,983","29,027,700","35,078,510","2,246,653,035",84.58,15.42
219,Norwell,2015,"1,980,087,997",0,"298,778,900","30,163,100","39,542,640","2,348,572,637",84.31,15.69
219,Norwell,2016,"2,057,192,147",0,"301,907,024","30,185,200","44,773,220","2,434,057,591",84.52,15.48
219,Norwell,2017,"2,149,241,671",0,"300,707,832","29,870,800","47,474,220","2,527,294,523",85.04,14.96
220,Norwood,2003,"2,297,169,503",0,"736,454,297","293,619,300","62,376,700","3,389,619,800",67.77,32.23
220,Norwood,2004,"2,316,462,778",0,"705,253,022","279,463,800","76,826,720","3,378,006,320",68.57,31.43
220,Norwood,2005,"2,856,624,569",0,"725,620,631","276,729,000","72,786,650","3,931,760,850",72.66,27.34
220,Norwood,2006,"3,225,046,700",0,"767,058,700","276,015,400","66,951,310","4,335,072,110",74.39,25.61
220,Norwood,2007,"3,271,013,305",0,"782,190,895","254,524,700","77,013,910","4,384,742,810",74.60,25.40
220,Norwood,2008,"3,175,693,819",0,"884,657,081","282,778,300","95,663,850","4,438,793,050",71.54,28.46
220,Norwood,2009,"3,194,931,931",0,"917,719,369","312,191,900","115,283,020","4,540,126,220",70.37,29.63
220,Norwood,2010,"3,055,932,461",0,"893,929,084","299,614,955","119,520,990","4,368,997,490",69.95,30.05
220,Norwood,2011,"2,953,132,443",0,"878,803,902","291,237,455","138,284,320","4,261,458,120",69.30,30.70
220,Norwood,2012,"2,958,664,738",0,"877,151,067","287,059,595","126,427,500","4,249,302,900",69.63,30.37
220,Norwood,2013,"2,958,162,223",0,"877,237,442","280,234,495","130,022,160","4,245,656,320",69.68,30.32
220,Norwood,2014,"2,934,841,784",0,"880,507,281","275,934,295","123,765,380","4,215,048,740",69.63,30.37
220,Norwood,2015,"3,080,978,352",0,"880,792,313","274,838,795","121,408,140","4,358,017,600",70.70,29.30
220,Norwood,2016,"3,307,370,954",0,"931,317,428","364,357,200","113,087,940","4,716,133,522",70.13,29.87
220,Norwood,2017,"3,474,007,745",0,"931,975,508","351,173,456","116,011,530","4,873,168,239",71.29,28.71
221,Oak Bluffs,2003,"1,605,252,522","1,344,900","92,063,778","3,950,000","29,689,686","1,732,300,886",92.74,7.26
221,Oak Bluffs,2004,"1,909,805,377","1,324,100","100,801,823","4,127,200","30,811,102","2,046,869,602",93.37,6.63
221,Oak Bluffs,2005,"2,209,197,831","1,632,100","118,057,269","4,627,800","38,719,985","2,372,234,985",93.20,6.80
221,Oak Bluffs,2006,"2,463,504,918","1,749,500","130,169,782","5,401,700","38,657,739","2,639,483,639",93.40,6.60
221,Oak Bluffs,2007,"2,638,062,650","1,821,400","129,796,850","5,604,700","41,187,695","2,816,473,295",93.73,6.27
221,Oak Bluffs,2008,"2,684,252,415","2,028,400","161,399,585","4,923,700","46,655,138","2,899,259,238",92.65,7.35
221,Oak Bluffs,2009,"2,698,019,562","2,028,300","159,091,238","4,923,700","53,583,089","2,917,645,889",92.54,7.46
221,Oak Bluffs,2010,"2,656,393,324","1,997,400","155,179,816","4,512,300","55,626,226","2,873,709,066",92.51,7.49
221,Oak Bluffs,2011,"2,435,217,301","1,894,500","152,795,839","4,381,000","53,323,264","2,647,611,904",92.05,7.95
221,Oak Bluffs,2012,"2,395,343,697","1,828,500","127,872,343","3,951,900","52,137,679","2,581,134,119",92.87,7.13
221,Oak Bluffs,2013,"2,330,490,011","1,701,300","125,972,529","3,951,900","50,534,717","2,512,650,457",92.82,7.18
221,Oak Bluffs,2014,"2,339,925,454","1,717,300","124,934,286","3,951,900","51,905,350","2,522,434,290",92.83,7.17
221,Oak Bluffs,2015,"2,362,620,565","1,449,100","126,940,535","4,257,500","55,037,740","2,550,305,440",92.70,7.30
221,Oak Bluffs,2016,"2,473,310,551","2,072,300","128,604,449","4,269,700","63,578,130","2,671,835,130",92.65,7.35
221,Oak Bluffs,2017,"2,624,461,918","2,052,400","138,542,682","4,744,800","68,111,660","2,837,913,460",92.55,7.45
222,Oakham,2003,"107,955,742",0,"4,707,747","853,900","3,594,783","117,112,172",92.18,7.82
222,Oakham,2004,"112,723,996",0,"3,803,604","771,100","3,592,898","120,891,598",93.24,6.76
222,Oakham,2005,"161,348,889",0,"5,031,411","924,200","3,812,258","171,116,758",94.29,5.71
222,Oakham,2006,"175,224,191",0,"5,429,795","978,000","3,947,507","185,579,493",94.42,5.58
222,Oakham,2007,"202,387,051",0,"6,132,466","1,126,600","3,732,464","213,378,581",94.85,5.15
222,Oakham,2008,"206,865,485",0,"6,590,375","936,300","3,463,522","217,855,682",94.96,5.04
222,Oakham,2009,"208,772,285",0,"6,238,475","841,700","4,825,402","220,677,862",94.60,5.40
222,Oakham,2010,"192,040,145",0,"5,998,635","803,600","4,530,515","203,372,895",94.43,5.57
222,Oakham,2011,"187,516,795",0,"6,089,295","785,800","5,273,751","199,665,641",93.92,6.08
222,Oakham,2012,"188,145,395",0,"5,205,785","785,800","6,192,921","200,329,901",93.92,6.08
222,Oakham,2013,"181,508,470",0,"5,206,600","785,800","7,460,114","194,960,984",93.10,6.90
222,Oakham,2014,"176,924,300",0,"5,219,050","775,900","7,597,726","190,516,976",92.87,7.13
222,Oakham,2015,"176,804,760",0,"5,226,780","775,900","7,789,477","190,596,917",92.76,7.24
222,Oakham,2016,"176,963,960",0,"5,271,370","775,900","7,636,629","190,647,859",92.82,7.18
222,Oakham,2017,"180,966,050",0,"5,142,810","802,700","7,485,728","194,397,288",93.09,6.91
223,Orange,2003,"246,660,043",0,"31,656,534","17,388,335","7,220,830","302,925,742",81.43,18.57
223,Orange,2004,"270,573,878",0,"33,866,114","18,604,717","7,097,330","330,142,039",81.96,18.04
223,Orange,2005,"360,648,313",0,"37,030,645","19,441,465","8,894,700","426,015,123",84.66,15.34
223,Orange,2006,"387,448,178",0,"36,828,904","19,427,265","6,482,800","450,187,147",86.06,13.94
223,Orange,2007,"398,584,348",0,"37,279,512","19,373,265","6,540,380","461,777,505",86.32,13.68
223,Orange,2008,"484,615,929",0,"41,581,872","20,292,200","9,389,410","555,879,411",87.18,12.82
223,Orange,2009,"488,021,629",0,"42,293,167","19,783,200","12,750,290","562,848,286",86.71,13.29
223,Orange,2010,"454,499,700",0,"42,572,988","19,986,495","13,556,350","530,615,533",85.66,14.34
223,Orange,2011,"435,670,554",0,"42,086,182","19,329,795","13,379,350","510,465,881",85.35,14.65
223,Orange,2012,"419,131,075",0,"41,923,220","19,475,745","12,868,650","493,398,690",84.95,15.05
223,Orange,2013,"407,069,166",0,"41,046,106","15,602,895","14,514,240","478,232,407",85.12,14.88
223,Orange,2014,"389,591,167",0,"44,387,914","29,765,250","12,283,990","476,028,321",81.84,18.16
223,Orange,2015,"376,277,024",0,"45,503,616","40,101,050","13,597,680","475,479,370",79.14,20.86
223,Orange,2016,"375,914,352",0,"43,740,972","40,349,900","13,085,800","473,091,024",79.46,20.54
223,Orange,2017,"394,577,705",0,"48,450,817","44,703,250","13,031,280","500,763,052",78.80,21.20
224,Orleans,2003,"2,294,011,496",0,"174,331,805","10,053,700","34,052,130","2,512,449,131",91.31,8.69
224,Orleans,2004,"2,879,107,910",0,"198,014,000","11,816,000","39,452,770","3,128,390,680",92.03,7.97
224,Orleans,2005,"3,084,629,905",0,"214,501,195","10,166,600","26,837,515","3,336,135,215",92.46,7.54
224,Orleans,2006,"3,562,766,412",0,"216,583,118","8,816,300","27,043,440","3,815,209,270",93.38,6.62
224,Orleans,2007,"3,568,888,628",0,"239,147,062","9,847,100","29,306,570","3,847,189,360",92.77,7.23
224,Orleans,2008,"3,640,591,750",0,"244,538,250","9,589,900","32,727,530","3,927,447,430",92.70,7.30
224,Orleans,2009,"3,593,788,279",0,"242,255,361","8,692,400","42,480,110","3,887,216,150",92.45,7.55
224,Orleans,2010,"3,493,272,772",0,"238,607,708","8,201,500","43,779,010","3,783,860,990",92.32,7.68
224,Orleans,2011,"3,321,382,898",0,"233,106,322","7,772,700","44,633,420","3,606,895,340",92.08,7.92
224,Orleans,2012,"3,318,697,565",0,"230,665,255","7,699,300","43,318,420","3,600,380,540",92.18,7.82
224,Orleans,2013,"3,270,370,561",0,"229,044,469","8,008,600","43,596,510","3,551,020,140",92.10,7.90
224,Orleans,2014,"3,307,794,903",0,"233,239,957","8,236,700","43,238,940","3,592,510,500",92.07,7.93
224,Orleans,2015,"3,329,579,522",0,"233,161,068","8,072,900","44,024,730","3,614,838,220",92.11,7.89
224,Orleans,2016,"3,438,508,933",0,"236,353,357","7,103,500","45,137,320","3,727,103,110",92.26,7.74
224,Orleans,2017,"3,538,643,766",0,"240,165,194","7,990,700","48,574,270","3,835,373,930",92.26,7.74
225,Otis,2003,"250,149,500",0,"8,234,200","2,222,900","11,869,188","272,475,788",91.81,8.19
225,Otis,2004,"351,626,070",0,"10,279,330","2,557,000","14,882,299","379,344,699",92.69,7.31
225,Otis,2005,"358,557,185",0,"10,455,215","2,557,000","14,100,263","385,669,663",92.97,7.03
225,Otis,2006,"492,748,640",0,"13,037,860","2,824,800","14,311,281","522,922,581",94.23,5.77
225,Otis,2007,"503,839,470",0,"16,101,830","3,053,000","12,927,865","535,922,165",94.01,5.99
225,Otis,2008,"512,735,225",0,"15,992,375","3,053,000","13,189,783","544,970,383",94.08,5.92
225,Otis,2009,"564,466,075",0,"16,647,925","3,173,500","15,501,496","599,788,996",94.11,5.89
225,Otis,2010,"571,795,140",0,"15,865,360","3,100,500","15,287,721","606,048,721",94.35,5.65
225,Otis,2011,"580,672,950",0,"17,592,750","3,100,800","16,448,741","617,815,241",93.99,6.01
225,Otis,2012,"583,271,150",0,"17,410,150","3,607,400","17,241,181","621,529,881",93.84,6.16
225,Otis,2013,"565,273,620",0,"16,284,380","3,271,800","19,376,190","604,205,990",93.56,6.44
225,Otis,2014,"565,152,020",0,"16,280,980","3,271,600","21,306,975","606,011,575",93.26,6.74
225,Otis,2015,"569,782,620",0,"16,370,880","3,271,400","22,429,155","611,854,055",93.12,6.88
225,Otis,2016,"566,966,630",0,"15,832,270","3,326,400","22,198,738","608,324,038",93.20,6.80
225,Otis,2017,"567,984,585",0,"15,747,715","3,326,400","21,794,966","608,853,666",93.29,6.71
226,Oxford,2003,"630,119,545",0,"56,668,355","46,986,000","31,245,800","765,019,700",82.37,17.63
226,Oxford,2004,"708,713,933",0,"61,227,552","49,312,610","40,333,200","859,587,295",82.45,17.55
226,Oxford,2005,"947,992,335",0,"83,146,990","65,679,780","39,443,700","1,136,262,805",83.43,16.57
226,Oxford,2006,"1,041,537,736",0,"82,779,531","69,059,230","45,799,500","1,239,175,997",84.05,15.95
226,Oxford,2007,"1,150,406,808",0,"86,281,810","72,917,775","44,474,600","1,354,080,993",84.96,15.04
226,Oxford,2008,"1,195,015,659",0,"100,128,451","79,109,600","50,858,000","1,425,111,710",83.85,16.15
226,Oxford,2009,"1,215,030,042",0,"99,458,168","86,152,000","57,296,700","1,457,936,910",83.34,16.66
226,Oxford,2010,"1,104,871,103",0,"93,973,707","90,637,800","55,353,400","1,344,836,010",82.16,17.84
226,Oxford,2011,"1,056,404,059",0,"112,370,231","86,747,300","56,332,900","1,311,854,490",80.53,19.47
226,Oxford,2012,"1,025,681,018",0,"113,652,892","89,117,800","51,059,000","1,279,510,710",80.16,19.84
226,Oxford,2013,"1,010,156,256",0,"114,356,929","92,204,300","53,264,100","1,269,981,585",79.54,20.46
226,Oxford,2014,"1,014,546,602",0,"121,770,983","95,499,700","51,683,950","1,283,501,235",79.05,20.95
226,Oxford,2015,"994,041,046",0,"123,225,589","97,797,100","49,943,400","1,265,007,135",78.58,21.42
226,Oxford,2016,"997,017,641",0,"128,787,444","99,985,300","47,915,300","1,273,705,685",78.28,21.72
226,Oxford,2017,"1,000,840,909",0,"128,734,176","101,013,700","48,678,200","1,279,266,985",78.24,21.76
227,Palmer,2003,"471,073,500",0,"52,756,100","36,628,800","36,406,557","596,864,957",78.92,21.08
227,Palmer,2004,"576,425,500",0,"63,479,200","42,891,300","38,536,062","721,332,062",79.91,20.09
227,Palmer,2005,"670,524,350",0,"66,419,016","44,659,600","37,037,717","818,640,683",81.91,18.09
227,Palmer,2006,"744,705,550",0,"70,189,910","49,456,200","36,861,082","901,212,742",82.63,17.37
227,Palmer,2007,"831,610,325",0,"74,992,335","51,787,200","41,290,334","999,680,194",83.19,16.81
227,Palmer,2008,"866,110,715",0,"82,092,680","52,256,200","41,196,056","1,041,655,651",83.15,16.85
227,Palmer,2009,"839,157,900",0,"79,053,388","49,798,100","44,025,625","1,012,035,013",82.92,17.08
227,Palmer,2010,"812,119,460",0,"71,528,945","48,429,400","42,699,160","974,776,965",83.31,16.69
227,Palmer,2011,"790,867,830",0,"70,806,740","46,357,400","44,273,361","952,305,331",83.05,16.95
227,Palmer,2012,"790,431,305",0,"71,046,350","46,365,200","44,540,568","952,383,423",83.00,17.00
227,Palmer,2013,"763,408,375",0,"68,076,983","44,532,200","44,589,358","920,606,916",82.92,17.08
227,Palmer,2014,"731,028,515",0,"64,504,668","40,243,300","44,296,341","880,072,824",83.06,16.94
227,Palmer,2015,"732,565,015",0,"61,883,268","41,023,000","49,393,276","884,864,559",82.79,17.21
227,Palmer,2016,"730,356,415",0,"62,146,968","40,968,100","52,592,260","886,063,743",82.43,17.57
227,Palmer,2017,"745,872,905",0,"63,812,967","41,877,100","60,589,099","912,152,071",81.77,18.23
228,Paxton,2003,"283,142,180","4,528,700","8,819,170","2,522,850","3,663,975","302,676,875",95.04,4.96
228,Paxton,2004,"427,322,830","5,187,900","11,227,870","3,432,900","4,821,534","451,993,034",95.69,4.31
228,Paxton,2005,"458,658,650","6,223,800","13,568,800","3,786,750","4,312,573","486,550,573",95.55,4.45
228,Paxton,2006,"490,683,290","6,886,800","14,434,210","3,664,300","4,526,954","520,195,554",95.65,4.35
228,Paxton,2007,"556,030,550",0,"14,719,350","4,062,400","3,935,560","578,747,860",96.07,3.93
228,Paxton,2008,"558,587,000",0,"14,759,450","4,065,550","5,047,247","582,459,247",95.90,4.10
228,Paxton,2009,"516,225,900",0,"14,105,900","3,558,900","5,773,079","539,663,779",95.66,4.34
228,Paxton,2010,"482,408,890",0,"10,985,160","4,417,150","4,666,592","502,477,792",96.01,3.99
228,Paxton,2011,"454,561,860",0,"10,776,140","4,312,900","8,496,357","478,147,257",95.07,4.93
228,Paxton,2012,"436,873,220",0,"10,654,780","4,234,200","9,935,706","461,697,906",94.62,5.38
228,Paxton,2013,"426,509,796",0,"10,700,965","4,353,000","8,591,504","450,155,265",94.75,5.25
228,Paxton,2014,"405,961,116",0,"10,698,453","5,347,600","8,494,795","430,501,964",94.30,5.70
228,Paxton,2015,"416,464,260",0,"10,673,265","5,301,200","8,477,642","440,916,367",94.45,5.55
228,Paxton,2016,"433,626,448",0,"10,701,327","5,659,300","8,483,028","458,470,103",94.58,5.42
228,Paxton,2017,"462,411,272",0,"10,085,465","5,307,900","9,308,615","487,113,252",94.93,5.07
229,Peabody,2003,"3,798,234,624",0,"906,856,276","277,822,000","65,289,350","5,048,202,250",75.24,24.76
229,Peabody,2004,"4,875,050,594",0,"1,023,257,906","351,118,400","65,001,710","6,314,428,610",77.20,22.80
229,Peabody,2005,"4,940,333,949",0,"1,007,345,251","348,439,300","79,467,960","6,375,586,460",77.49,22.51
229,Peabody,2006,"5,706,690,587",0,"1,092,948,113","360,469,000","85,015,550","7,245,123,250",78.77,21.23
229,Peabody,2007,"5,998,719,826",0,"1,096,624,374","365,127,900","88,951,660","7,549,423,760",79.46,20.54
229,Peabody,2008,"5,583,290,317",0,"1,094,946,283","359,784,700","98,405,460","7,136,426,760",78.24,21.76
229,Peabody,2009,"5,352,486,241",0,"1,137,781,859","381,634,100","112,917,450","6,984,819,650",76.63,23.37
229,Peabody,2010,"4,844,387,102",0,"1,096,240,398","336,744,700","114,190,730","6,391,562,930",75.79,24.21
229,Peabody,2011,"4,641,507,615",0,"1,020,731,385","293,251,200","118,927,120","6,074,417,320",76.41,23.59
229,Peabody,2012,"4,627,895,890",0,"1,064,280,518","245,190,900","123,739,630","6,061,106,938",76.35,23.65
