"Municipal","County","State","Year","Residential","Open.Space","Commercial","Industrial","Personal.Property","Total.Assessed","R/O as % of Total Value","CIP as % of Total Value","Inflation_Adjusted_Residential","Inflation_Adjusted_Open_Space","Inflation_Adjusted_Commercial","Inflation_Adjusted_Industrial","Inflation_Adjusted_Personal_Property","Inflation_Adjusted_Total_Assessed","Percentage_of_Residential","Percentage_of_Open_Space","Percentage_of_Commercial","Percentage_of_Industrial","Percentage_of_Personal_Property","Total_Assessed_Pct_Change","Total_Assessed_Million","Residential_Million","Open_Space_Million","Commercial_Million","Industrial_Million","Personal_Property_Million"
"Stoneham","Middlesex","MA",2015,2840052875,0,286029707,23720700,44986580,3194789862,88.9,11.1,3008886102,0,303033376,25130829,47660907,3384711214,88.9,0,8.95,0.74,1.41,3.1,3384.71,3008.89,0,303.03,25.13,47.66
"Stoneham","Middlesex","MA",2016,2987366793,0,284253935,24329600,48752066,3344702394,89.32,10.68,3125528477,0,297400296,25454811,51006783,3499390368,89.32,0,8.5,0.73,1.46,6.6,3499.39,3125.53,0,297.4,25.45,51.01
"Stoneham","Middlesex","MA",2017,3153620615,0,281613213,25027500,52172552,3512433880,89.78,10.22,3230647078,0,288491551,25638791,53446855,3598224275,89.78,0,8.02,0.71,1.49,9.6,3598.22,3230.65,0,288.49,25.64,53.45
"Stoneham","Middlesex","MA",2018,3459006177,0,305097241,26394800,52217657,3842715875,90.01,9.99,3459006177,0,305097241,26394800,52217657,3842715875,90.01,0,7.94,0.69,1.36,17.1,3842.72,3459.01,0,305.1,26.39,52.22
"Stow","Middlesex","MA",2003,787210000,0,41171400,22612100,9915300,860908800,91.44,8.56,1074314899,0,56187102,30859003,13531528,1174892533,91.44,0,4.78,2.63,1.15,0,1174.89,1074.31,0,56.19,30.86,13.53
"Stow","Middlesex","MA",2004,862906400,0,46340100,22297500,11617800,943161800,91.49,8.51,1147071664,0,61600442,29640330,15443679,1253756115,91.49,0,4.91,2.36,1.23,6.7,1253.76,1147.07,0,61.6,29.64,15.44
"Stow","Middlesex","MA",2005,947087300,0,46932200,20839600,12017400,1026876500,92.23,7.77,1217717617,0,60343082,26794518,15451374,1320306591,92.23,0,4.57,2.03,1.17,12.4,1320.31,1217.72,0,60.34,26.79,15.45
"Stow","Middlesex","MA",2006,1041489400,0,51381600,25408000,15056400,1133335400,91.9,8.1,1297248407,0,63999402,31647454,18753807,1411649069,91.9,0,4.53,2.24,1.33,20.2,1411.65,1297.25,0,64,31.65,18.75
"Stow","Middlesex","MA",2007,1120947300,0,56224500,25204500,15740980,1218117280,92.02,7.98,1357552805,0,68092164,30524575,19063529,1475233073,92.02,0,4.62,2.07,1.29,25.6,1475.23,1357.55,0,68.09,30.52,19.06
"Stow","Middlesex","MA",2008,1106095200,0,57333900,25655600,17804470,1206889170,91.65,8.35,1290034265,0,66868291,29922020,20765280,1407589856,91.65,0,4.75,2.13,1.48,19.8,1407.59,1290.03,0,66.87,29.92,20.77
"Stow","Middlesex","MA",2009,1102196200,0,57501300,26435600,22869290,1209002390,91.17,8.83,1290076682,0,67302978,30941815,26767592,1415089067,91.17,0,4.76,2.19,1.89,20.4,1415.09,1290.08,0,67.3,30.94,26.77
"Stow","Middlesex","MA",2010,1067468095,0,55462300,25181200,21996850,1170108445,91.23,8.77,1229265468,0,63868785,28997944,25330938,1347463135,91.23,0,4.74,2.15,1.88,14.7,1347.46,1229.27,0,63.87,29,25.33
"Stow","Middlesex","MA",2011,1039470800,0,53714700,22580400,22713770,1138479670,91.3,8.7,1160396348,0,59963533,25207263,25356148,1270923293,91.3,0,4.72,1.98,2,8.2,1270.92,1160.4,0,59.96,25.21,25.36
"Stow","Middlesex","MA",2012,1042382200,0,56037000,22799800,23205530,1144424530,91.08,8.92,1140053604,0,61287677,24936145,25379892,1251657319,91.08,0,4.9,1.99,2.03,6.5,1251.66,1140.05,0,61.29,24.94,25.38
"Stow","Middlesex","MA",2013,1035226960,0,56261000,22869300,21274290,1135631550,91.16,8.84,1115882915,0,60644372,24651079,22931799,1224110165,91.16,0,4.95,2.01,1.87,4.2,1224.11,1115.88,0,60.64,24.65,22.93
"Stow","Middlesex","MA",2014,1041032700,0,56795500,22802600,23945420,1144576220,90.95,9.05,1104228331,0,60243257,24186826,25399021,1214057435,90.95,0,4.96,1.99,2.09,3.3,1214.06,1104.23,0,60.24,24.19,25.4
"Stow","Middlesex","MA",2015,1051954700,0,58230900,23210600,23514350,1156910550,90.93,9.07,1114490475,0,61692565,24590405,24912213,1225685657,90.93,0,5.03,2.01,2.03,4.3,1225.69,1114.49,0,61.69,24.59,24.91
"Stow","Middlesex","MA",2016,1092512050,0,56643100,22521000,27826840,1199502990,91.08,8.92,1143039259,0,59262767,23562566,29113794,1254978385,91.08,0,4.72,1.88,2.32,6.8,1254.98,1143.04,0,59.26,23.56,29.11
"Stow","Middlesex","MA",2017,1111475300,0,56794950,22545300,27203560,1218019110,91.25,8.75,1138622830,0,58182154,23095964,27868001,1247768948,91.25,0,4.66,1.85,2.23,6.2,1247.77,1138.62,0,58.18,23.1,27.87
"Stow","Middlesex","MA",2018,1138184101,0,57471950,23119600,27741940,1246517591,91.31,8.69,1138184101,0,57471950,23119600,27741940,1246517591,91.31,0,4.61,1.85,2.23,6.1,1246.52,1138.18,0,57.47,23.12,27.74
"Sudbury","Middlesex","MA",2003,2661438000,0,101686500,47094900,29563578,2839782978,93.72,6.28,3632096260,0,138772782,64270973,40345768,3875485784,93.72,0,3.58,1.66,1.04,0,3875.49,3632.1,0,138.77,64.27,40.35
"Sudbury","Middlesex","MA",2004,3345758101,0,116426964,50564200,33246870,3545996135,94.35,5.65,4447555741,0,154767738,67215588,44195457,4713734523,94.35,0,3.28,1.43,0.94,21.6,4713.73,4447.56,0,154.77,67.22,44.2
"Sudbury","Middlesex","MA",2005,3389867806,0,123810145,50571100,36724221,3600973272,94.14,5.86,4358522965,0,159188910,65021798,47218172,4629951845,94.14,0,3.44,1.4,1.02,19.5,4629.95,4358.52,0,159.19,65.02,47.22
"Sudbury","Middlesex","MA",2006,3734317130,0,128328335,52194100,42090996,3956930561,94.37,5.63,4651355018,0,159841980,65011428,52427300,4928635726,94.37,0,3.24,1.32,1.06,27.2,4928.64,4651.36,0,159.84,65.01,52.43
"Sudbury","Middlesex","MA",2007,3990378334,0,140407383,56780100,43965520,4231531337,94.3,5.7,4832652971,0,170044066,68765038,53245603,5124707678,94.3,0,3.32,1.34,1.04,32.2,5124.71,4832.65,0,170.04,68.77,53.25
"Sudbury","Middlesex","MA",2008,3892876521,0,159918858,62039300,48125120,4162959799,93.51,6.49,4540245814,0,186512704,72356179,56128129,4855242826,93.51,0,3.84,1.49,1.16,25.3,4855.24,4540.25,0,186.51,72.36,56.13
"Sudbury","Middlesex","MA",2009,3785653765,0,156972044,62036600,59772570,4064434979,93.14,6.86,4430956711,0,183729515,72611365,69961409,4757259001,93.14,0,3.86,1.53,1.47,22.8,4757.26,4430.96,0,183.73,72.61,69.96
"Sudbury","Middlesex","MA",2010,3719642603,0,156881214,64300000,62837650,4003661467,92.91,7.09,4283433132,0,180659881,74046025,72362025,4610501064,92.91,0,3.92,1.61,1.57,19,4610.5,4283.43,0,180.66,74.05,72.36
"Sudbury","Middlesex","MA",2011,3599570656,0,145535412,60872200,68303560,3874281828,92.91,7.09,4018322251,0,162466094,67953692,76249570,4324991607,92.91,0,3.76,1.57,1.76,11.6,4324.99,4018.32,0,162.47,67.95,76.25
"Sudbury","Middlesex","MA",2012,3566779121,0,145365519,59764900,66426000,3838335540,92.93,7.07,3900986980,0,158986295,65364882,72650128,4197988286,92.93,0,3.79,1.56,1.73,8.3,4197.99,3900.99,0,158.99,65.36,72.65
"Sudbury","Middlesex","MA",2013,3590745895,0,146995002,59403300,66938910,3864083107,92.93,7.07,3870505842,0,158447585,64031493,72154212,4165139132,92.93,0,3.8,1.54,1.73,7.5,4165.14,3870.51,0,158.45,64.03,72.15
"Sudbury","Middlesex","MA",2014,3695489903,0,146588764,51549800,66955670,3960584137,93.31,6.69,3919823698,0,155487398,54679118,71020197,4201010412,93.31,0,3.7,1.3,1.69,8.4,4201.01,3919.82,0,155.49,54.68,71.02
"Sudbury","Middlesex","MA",2015,3825857903,0,147618442,51552200,63887360,4088915905,93.57,6.43,4053294491,0,156393947,54616835,67685285,4331990558,93.57,0,3.61,1.26,1.56,11.8,4331.99,4053.29,0,156.39,54.62,67.69
"Sudbury","Middlesex","MA",2016,3953667699,0,153832208,52641600,70742800,4230884307,93.45,6.55,4136519497,0,160946740,55076203,74014559,4426556999,93.45,0,3.64,1.24,1.67,14.2,4426.56,4136.52,0,160.95,55.08,74.01
"Sudbury","Middlesex","MA",2017,4128077415,0,161710160,28896800,90269320,4408953695,93.63,6.37,4228904763,0,165659894,29602598,92474128,4516641382,93.63,0,3.67,0.66,2.05,16.5,4516.64,4228.9,0,165.66,29.6,92.47
"Sudbury","Middlesex","MA",2018,4252412677,0,172317688,29891300,106053550,4560675215,93.24,6.76,4252412677,0,172317688,29891300,106053550,4560675215,93.24,0,3.78,0.66,2.33,17.7,4560.68,4252.41,0,172.32,29.89,106.05
"Tewksbury","Middlesex","MA",2003,1972715200,4568300,263377400,250510800,97098230,2588269930,76.39,23.61,2692188020,6234414,359434287,341875084,132511115,3532242920,76.22,0.18,10.18,9.68,3.75,0,3532.24,2692.19,6.23,359.43,341.88,132.51
"Tewksbury","Middlesex","MA",2004,2788132061,4957300,308044639,287900100,106443240,3495477340,79.91,20.09,3706296863,6589797,409487375,382709002,141496256,4646579293,79.76,0.14,8.81,8.24,3.05,31.5,4646.58,3706.3,6.59,409.49,382.71,141.5
"Tewksbury","Middlesex","MA",2005,3076067654,4415400,344037646,261642000,104535430,3790698130,81.26,18.74,3955054380,5677101,442346447,336406235,134406443,4873890606,81.15,0.12,9.08,6.9,2.76,38,4873.89,3955.05,5.68,442.35,336.41,134.41
"Tewksbury","Middlesex","MA",2006,3325236688,4658200,329072812,246793400,105103390,4010864490,83.02,16.98,4141816513,5802116,409883366,307398563,130913675,4995814234,82.91,0.12,8.2,6.15,2.62,41.4,4995.81,4141.82,5.8,409.88,307.4,130.91
"Tewksbury","Middlesex","MA",2007,3540154464,4838200,334541736,237319700,113826680,4230680780,83.79,16.21,4287397474,5859430,405155597,287412285,137852804,5123677589,83.68,0.11,7.91,5.61,2.69,45.1,5123.68,4287.4,5.86,405.16,287.41,137.85
"Tewksbury","Middlesex","MA",2008,3489169813,4852700,324401987,233200300,126477920,4178102720,83.63,16.37,4069404348,5659684,378348698,271980547,147510676,4872903953,83.51,0.12,7.76,5.58,3.03,38,4872.9,4069.4,5.66,378.35,271.98,147.51
"Tewksbury","Middlesex","MA",2009,3321690446,712200,327207154,229747800,154555240,4033912840,82.36,17.64,3887906155,833602,382982921,268910635,180900743,4721534055,82.34,0.02,8.11,5.7,3.83,33.7,4721.53,3887.91,0.83,382.98,268.91,180.9
"Tewksbury","Middlesex","MA",2010,3096717771,0,338782329,248548200,167651760,3851700060,80.4,19.6,3566090863,0,390131958,286220938,193062931,4435506691,80.4,0,8.8,6.45,4.35,25.6,4435.51,3566.09,0,390.13,286.22,193.06
"Tewksbury","Middlesex","MA",2011,3010013842,0,329887958,233095900,169542730,3742540430,80.43,19.57,3360180075,0,368265065,260212823,189266274,4177924236,80.43,0,8.81,6.23,4.53,18.3,4177.92,3360.18,0,368.27,260.21,189.27
"Tewksbury","Middlesex","MA",2012,3085180696,0,319542004,221166500,163638340,3789527540,81.41,18.59,3374262694,0,349483149,241889842,178971283,4144606967,81.41,0,8.43,5.84,4.32,17.3,4144.61,3374.26,0,349.48,241.89,178.97
"Tewksbury","Middlesex","MA",2013,3063903096,0,375205114,206961040,157198370,3803267620,80.56,19.44,3302615997,0,404437860,223085659,169445911,4099585427,80.56,0,9.87,5.44,4.13,16.1,4099.59,3302.62,0,404.44,223.09,169.45
"Tewksbury","Middlesex","MA",2014,3058927010,0,357097675,206575285,158974670,3781574640,80.89,19.11,3244618413,0,378775201,219115386,168625188,4011134188,80.89,0,9.44,5.46,4.2,13.6,4011.13,3244.62,0,378.78,219.12,168.63
"Tewksbury","Middlesex","MA",2015,3174313439,0,346909486,195098045,163305340,3879626310,81.82,18.18,3363017525,0,367532288,206696080,173013387,4110259280,81.82,0,8.94,5.03,4.21,16.4,4110.26,3363.02,0,367.53,206.7,173.01
"Tewksbury","Middlesex","MA",2016,3375581212,0,350383783,195067205,176584070,4097616270,82.38,17.62,3531697290,0,366588560,204088800,184750845,4287125495,82.38,0,8.55,4.76,4.31,21.4,4287.13,3531.7,0,366.59,204.09,184.75
"Tewksbury","Middlesex","MA",2017,3548734929,0,352992961,194901510,195119530,4291748930,82.69,17.31,3635411969,0,361614733,199661935,199885280,4396573917,82.69,0,8.22,4.54,4.55,24.5,4396.57,3635.41,0,361.61,199.66,199.89
"Tewksbury","Middlesex","MA",2018,3762075843,0,359395232,198125625,225104020,4544700720,82.78,17.22,3762075843,0,359395232,198125625,225104020,4544700720,82.78,0,7.91,4.36,4.95,28.7,4544.7,3762.08,0,359.4,198.13,225.1
"Townsend","Middlesex","MA",2003,626584335,0,31775182,19037050,10455290,687851857,91.09,8.91,855107134,0,43363971,25980090,14268459,938719654,91.09,0,4.62,2.77,1.52,0,938.72,855.11,0,43.36,25.98,14.27
"Townsend","Middlesex","MA",2004,642696000,0,31156957,19019750,11505550,704378257,91.24,8.76,854343380,0,41417311,25283178,15294463,936338332,91.24,0,4.42,2.7,1.63,-0.3,936.34,854.34,0,41.42,25.28,15.29
"Townsend","Middlesex","MA",2005,727844020,0,33763247,19440300,11461070,792508637,91.84,8.16,935825542,0,43411099,24995368,14736072,1018968081,91.84,0,4.26,2.45,1.45,8.5,1018.97,935.83,0,43.41,25,14.74
"Townsend","Middlesex","MA",2006,820006285,0,39346946,22626475,15696970,897676676,91.35,8.65,1021375586,0,49009393,28182868,19551682,1118119529,91.35,0,4.38,2.52,1.75,19.1,1118.12,1021.38,0,49.01,28.18,19.55
"Townsend","Middlesex","MA",2007,835324830,0,40372464,21999900,16439500,914136694,91.38,8.62,1011642176,0,48894138,26643559,19909490,1107089364,91.38,0,4.42,2.41,1.8,17.9,1107.09,1011.64,0,48.89,26.64,19.91
"Townsend","Middlesex","MA",2008,847297040,0,40156605,22098700,16613860,926166205,91.48,8.52,988199040,0,46834483,25773623,19376676,1080183821,91.48,0,4.34,2.39,1.79,15.1,1080.18,988.2,0,46.83,25.77,19.38
"Townsend","Middlesex","MA",2009,869457990,0,39876810,20249100,18978060,948561960,91.66,8.34,1017665892,0,46674215,23700764,22213062,1110253933,91.66,0,4.2,2.13,2,18.3,1110.25,1017.67,0,46.67,23.7,22.21
"Townsend","Middlesex","MA",2010,788673345,0,36564264,18975700,19227010,863440319,91.34,8.66,908213476,0,42106352,21851869,22141270,994312966,91.34,0,4.23,2.2,2.23,5.9,994.31,908.21,0,42.11,21.85,22.14
"Townsend","Middlesex","MA",2011,780798345,0,36354048,18464100,20679710,856296203,91.18,8.82,871631554,0,40583251,20612098,23085458,955912361,91.18,0,4.25,2.16,2.42,1.8,955.91,871.63,0,40.58,20.61,23.09
"Townsend","Middlesex","MA",2012,736548385,0,35617057,18541400,21572470,812279312,90.68,9.32,805563104,0,38954382,20278733,23593814,888390033,90.68,0,4.38,2.28,2.66,-5.4,888.39,805.56,0,38.95,20.28,23.59
"Townsend","Middlesex","MA",2013,694491130,0,35097502,18343700,22089640,770021972,90.19,9.81,748599888,0,37831997,19772883,23810674,830015442,90.19,0,4.56,2.38,2.87,-11.6,830.02,748.6,0,37.83,19.77,23.81
"Townsend","Middlesex","MA",2014,667532725,0,33962761,17584300,23005950,742085736,89.95,10.05,708055133,0,36024462,18651751,24402520,787133866,89.95,0,4.58,2.37,3.1,-16.1,787.13,708.06,0,36.02,18.65,24.4
"Townsend","Middlesex","MA",2015,709085375,0,33706951,17029500,23401360,783223186,90.53,9.47,751238524,0,35710735,18041856,24792506,829783621,90.53,0,4.3,2.17,2.99,-11.6,829.78,751.24,0,35.71,18.04,24.79
"Townsend","Middlesex","MA",2016,708117860,0,33316397,17998400,23216920,782649577,90.48,9.52,740867356,0,34857235,18830802,24290671,818846064,90.48,0,4.26,2.3,2.97,-12.8,818.85,740.87,0,34.86,18.83,24.29
"Townsend","Middlesex","MA",2017,748846385,0,33096590,17708300,24141350,823792625,90.9,9.1,767136787,0,33904967,18140821,24730997,843913572,90.9,0,4.02,2.15,2.93,-10.1,843.91,767.14,0,33.9,18.14,24.73
"Townsend","Middlesex","MA",2018,776910535,0,32874845,18093500,24170730,852049610,91.18,8.82,776910535,0,32874845,18093500,24170730,852049610,91.18,0,3.86,2.12,2.84,-9.2,852.05,776.91,0,32.87,18.09,24.17
"Tyngsborough","Middlesex","MA",2003,781759045,0,75057896,44973580,18334660,920125181,84.96,15.04,1066875916,0,102432408,61375982,25021530,1255705836,84.96,0,8.16,4.89,1.99,0,1255.71,1066.88,0,102.43,61.38,25.02
"Tyngsborough","Middlesex","MA",2004,1064712375,0,85365640,52807890,19846079,1222731984,87.08,12.92,1415334729,0,113477553,70198152,26381627,1625392061,87.08,0,6.98,4.32,1.62,29.4,1625.39,1415.33,0,113.48,70.2,26.38
"Tyngsborough","Middlesex","MA",2005,1179713900,0,86682255,52642890,20303427,1339342472,88.08,11.92,1516817298,0,111451720,67685603,26105134,1722059755,88.08,0,6.47,3.93,1.52,37.1,1722.06,1516.82,0,111.45,67.69,26.11
"Tyngsborough","Middlesex","MA",2006,1276547405,0,88479931,53447390,22638354,1441113080,88.58,11.42,1590029708,0,110207986,66572489,28197664,1795007848,88.58,0,6.14,3.71,1.57,42.9,1795.01,1590.03,0,110.21,66.57,28.2
"Tyngsborough","Middlesex","MA",2007,1348191440,0,106527515,60755685,26970047,1542444687,87.41,12.59,1632762817,0,129012958,73579775,32662787,1868018337,87.41,0,6.91,3.94,1.75,48.8,1868.02,1632.76,0,129.01,73.58,32.66
"Tyngsborough","Middlesex","MA",2008,1337928990,0,105974166,60907685,27063470,1531874311,87.34,12.66,1560421057,0,123597232,71036382,31564013,1786618684,87.34,0,6.92,3.98,1.77,42.3,1786.62,1560.42,0,123.6,71.04,31.56
"Tyngsborough","Middlesex","MA",2009,1284785445,0,109078857,62344385,31913550,1488122237,86.34,13.66,1503790110,0,127672451,72971616,37353537,1741787713,86.34,0,7.33,4.19,2.14,38.7,1741.79,1503.79,0,127.67,72.97,37.35
"Tyngsborough","Middlesex","MA",2010,1187023145,0,102379560,55968305,42009313,1387380323,85.56,14.44,1366941615,0,117897348,64451486,48376713,1597667162,85.56,0,7.38,4.03,3.03,27.2,1597.67,1366.94,0,117.9,64.45,48.38
"Tyngsborough","Middlesex","MA",2011,1182154705,0,102540413,54972005,39838981,1379506104,85.69,14.31,1319679209,0,114469325,61367105,44473600,1539989238,85.69,0,7.43,3.98,2.89,22.6,1539.99,1319.68,0,114.47,61.37,44.47
"Tyngsborough","Middlesex","MA",2012,1184594680,0,102457564,54768105,40034431,1381854780,85.72,14.28,1295591419,0,112057857,59899887,43785665,1511334827,85.72,0,7.41,3.96,2.9,20.4,1511.33,1295.59,0,112.06,59.9,43.79
"Tyngsborough","Middlesex","MA",2013,1171902140,0,101051779,51961105,38939717,1363854741,85.93,14.07,1263206646,0,108924862,56009466,41973564,1470114538,85.93,0,7.41,3.81,2.86,17.1,1470.11,1263.21,0,108.92,56.01,41.97
"Tyngsborough","Middlesex","MA",2014,1168702005,0,103370375,46708900,35980944,1354762224,86.27,13.73,1239647770,0,109645448,49544352,38165158,1437002728,86.27,0,7.63,3.45,2.66,14.4,1437,1239.65,0,109.65,49.54,38.17
"Tyngsborough","Middlesex","MA",2015,1204107730,0,100307541,47733200,34079589,1386228060,86.86,13.14,1275688578,0,106270545,50570806,36105526,1468635454,86.86,0,7.24,3.44,2.46,17,1468.64,1275.69,0,106.27,50.57,36.11
"Tyngsborough","Middlesex","MA",2016,1239610680,0,101663850,48994800,34333455,1424602785,87.01,12.99,1296941002,0,106365666,51260743,35921331,1490488742,87.01,0,7.14,3.44,2.41,18.7,1490.49,1296.94,0,106.37,51.26,35.92
"Tyngsborough","Middlesex","MA",2017,1312971720,0,108472606,50018200,34731816,1506194342,87.17,12.83,1345040754,0,111122025,51239883,35580133,1542982795,87.17,0,7.2,3.32,2.31,22.9,1542.98,1345.04,0,111.12,51.24,35.58
"Tyngsborough","Middlesex","MA",2018,1379190920,0,108632518,52126100,38017257,1577966795,87.4,12.6,1379190920,0,108632518,52126100,38017257,1577966795,87.4,0,6.88,3.3,2.41,25.7,1577.97,1379.19,0,108.63,52.13,38.02
"Wakefield","Middlesex","MA",2003,2195660124,0,389075510,83752150,22392469,2690880253,81.6,18.4,2996443624,0,530976000,114297560,30559270,3672276455,81.6,0,14.46,3.11,0.83,0,3672.28,2996.44,0,530.98,114.3,30.56
"Wakefield","Middlesex","MA",2004,2193571777,0,414593457,83610350,33162158,2724937742,80.5,19.5,2915940859,0,551123977,111144225,44082848,3622291909,80.5,0,15.21,3.07,1.22,-1.4,3622.29,2915.94,0,551.12,111.14,44.08
"Wakefield","Middlesex","MA",2005,3071779556,0,414574414,87444700,31838801,3605637471,85.19,14.81,3949540957,0,533039106,112432034,40936742,4635948840,85.19,0,11.5,2.43,0.88,26.2,4635.95,3949.54,0,533.04,112.43,40.94
"Wakefield","Middlesex","MA",2006,3256720099,0,398858821,84018100,27545059,3767142079,86.45,13.55,4056474275,0,496806756,104650461,34309311,4692240804,86.45,0,10.59,2.23,0.73,27.8,4692.24,4056.47,0,496.81,104.65,34.31
"Wakefield","Middlesex","MA",2007,3348993618,0,420165752,82348500,24727879,3876235749,86.4,13.6,4055887087,0,508852820,99730324,29947350,4694417582,86.4,0,10.84,2.12,0.64,27.8,4694.42,4055.89,0,508.85,99.73,29.95
"Wakefield","Middlesex","MA",2008,3418371473,0,446385529,92019000,27361102,3984137104,85.8,14.2,3986832536,0,520617600,107321380,31911140,4646682655,85.8,0,11.2,2.31,0.69,26.5,4646.68,3986.83,0,520.62,107.32,31.91
"Wakefield","Middlesex","MA",2009,3228407693,0,439190966,92325000,41519552,3801443211,84.93,15.07,3778722414,0,514055505,108062729,48596979,4449437628,84.93,0,11.55,2.43,1.09,21.2,4449.44,3778.72,0,514.06,108.06,48.6
"Wakefield","Middlesex","MA",2010,3213453608,0,434929359,91946400,44752783,3785082150,84.9,15.1,3700520486,0,500852105,105882822,51536014,4358791427,84.9,0,11.49,2.43,1.18,18.7,4358.79,3700.52,0,500.85,105.88,51.54
"Wakefield","Middlesex","MA",2011,3223662519,0,389133383,82355000,131998520,3827149422,84.23,15.77,3598683306,0,434402733,91935667,147354404,4272376110,84.23,0,10.17,2.15,3.45,16.3,4272.38,3598.68,0,434.4,91.94,147.35
"Wakefield","Middlesex","MA",2012,3238660039,0,390314263,81848900,127057538,3837880740,84.39,15.61,3542123080,0,426886781,89518157,138962853,4197490871,84.39,0,10.17,2.13,3.31,14.3,4197.49,3542.12,0,426.89,89.52,138.96
"Wakefield","Middlesex","MA",2013,3235460354,0,383778848,78447300,136075626,3833762128,84.39,15.61,3487539516,0,413679585,84559237,146677465,4132455804,84.39,0,10.01,2.05,3.55,12.5,4132.46,3487.54,0,413.68,84.56,146.68
"Wakefield","Middlesex","MA",2014,3277846020,0,401004932,77403150,142671740,3898925842,84.07,15.93,3476826847,0,425347837,82101889,151332592,4135609166,84.07,0,10.29,1.99,3.66,12.6,4135.61,3476.83,0,425.35,82.1,151.33
"Wakefield","Middlesex","MA",2015,3406242654,0,382871274,78644200,144074860,4011832988,84.9,15.1,3608734285,0,405631904,83319378,152639709,4250325277,84.9,0,9.54,1.96,3.59,15.7,4250.33,3608.73,0,405.63,83.32,152.64
"Wakefield","Middlesex","MA",2016,3599346780,0,392175181,80268650,134654820,4206445431,85.57,14.43,3765811713,0,410312754,83980967,140882424,4400987858,85.57,0,9.32,1.91,3.2,19.8,4400.99,3765.81,0,410.31,83.98,140.88
"Wakefield","Middlesex","MA",2017,3890589685,0,411830567,83798450,133603670,4519822372,86.08,13.92,3985616449,0,421889435,85845208,136866909,4630218001,86.08,0,9.11,1.85,2.96,26.1,4630.22,3985.62,0,421.89,85.85,136.87
"Wakefield","Middlesex","MA",2018,4150829511,0,429358706,78500850,128116900,4786805967,86.71,13.29,4150829511,0,429358706,78500850,128116900,4786805967,86.71,0,8.97,1.64,2.68,30.3,4786.81,4150.83,0,429.36,78.5,128.12
"Waltham","Middlesex","MA",2003,4925898587,0,1895463068,466912733,233376400,7521650788,65.49,34.51,6722432698,0,2586761112,637201389,318491563,10264886763,65.49,0,25.2,6.21,3.1,0,10264.89,6722.43,0,2586.76,637.2,318.49
"Waltham","Middlesex","MA",2004,5429509969,0,1666556449,503907238,275467674,7875441330,68.94,31.06,7217511698,0,2215373162,669849840,366182431,10468917131,68.94,0,21.16,6.4,3.5,2,10468.92,7217.51,0,2215.37,669.85,366.18
"Waltham","Middlesex","MA",2005,5487525201,0,1550274117,487910338,285014010,7810723666,70.26,29.74,7055586230,0,1993265144,627330780,366456800,10042638953,70.26,0,19.85,6.25,3.65,-2.2,10042.64,7055.59,0,1993.27,627.33,366.46
"Waltham","Middlesex","MA",2006,5943352380,0,1592360048,500429864,280132600,8316274892,71.47,28.53,7402864018,0,1983396600,623320644,348924885,10358506147,71.47,0,19.15,6.02,3.37,0.9,10358.51,7402.86,0,1983.4,623.32,348.92
"Waltham","Middlesex","MA",2007,6313415259,0,1904693049,556350782,268794020,9043253110,69.81,30.19,7646028134,0,2306728774,673783294,325530090,10952070293,69.81,0,21.06,6.15,2.97,6.7,10952.07,7646.03,0,2306.73,673.78,325.53
"Waltham","Middlesex","MA",2008,6252981375,0,1976938538,522963697,256840580,9009724190,69.4,30.6,7292826362,0,2305695255,609930401,299552108,10508004125,69.4,0,21.94,5.8,2.85,2.4,10508,7292.83,0,2305.7,609.93,299.55
"Waltham","Middlesex","MA",2009,6122890011,0,2008953904,526041471,263231090,8921116476,68.63,31.37,7166598498,0,2351400402,615710556,308101490,10441810946,68.63,0,22.52,5.9,2.95,1.7,10441.81,7166.6,0,2351.4,615.71,308.1
"Waltham","Middlesex","MA",2010,5795080312,0,2026368766,464727284,256463760,8542640122,67.84,32.16,6673447334,0,2333507822,535166536,295336269,9837457961,67.84,0,23.72,5.44,3,-4.2,9837.46,6673.45,0,2333.51,535.17,295.34
"Waltham","Middlesex","MA",2011,5635369835,0,2045047523,440775576,271782840,8392975774,67.14,32.86,6290953606,0,2282955594,492052657,303400360,9369362217,67.14,0,24.37,5.25,3.24,-8.7,9369.36,6290.95,0,2282.96,492.05,303.4
"Waltham","Middlesex","MA",2012,5650931885,0,2024520793,469845956,297481600,8442780234,66.93,33.07,6180425241,0,2214218763,513870608,325355681,9233870294,66.93,0,23.98,5.57,3.52,-10,9233.87,6180.43,0,2214.22,513.87,325.36
"Waltham","Middlesex","MA",2013,5697874745,0,2054231833,462439256,317744640,8532290474,66.78,33.22,6141803996,0,2214279858,498468534,342500562,9197052950,66.78,0,24.08,5.42,3.72,-10.4,9197.05,6141.8,0,2214.28,498.47,342.5
"Waltham","Middlesex","MA",2014,5772320361,0,2127776189,461112274,336977250,8698186074,66.36,33.64,6122727633,0,2256942313,489103980,357433370,9226207296,66.36,0,24.46,5.3,3.87,-10.1,9226.21,6122.73,0,2256.94,489.1,357.43
"Waltham","Middlesex","MA",2015,5900062585,0,2220696817,471070238,380479990,8972309630,65.76,34.24,6250804860,0,2352711053,499074051,403098465,9505688429,65.76,0,24.75,5.25,4.24,-7.4,9505.69,6250.8,0,2352.71,499.07,403.1
